player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles
Andre Ellington,7968,HB,14,ARZ,74,0,0,0,0,0,56.2,,55.8,,,,0,0,0,0,0
Cornelius Washington,7969,DI,6,CHI,0,3,4,0,15,1,45.3,,,,,,0,0,0,0,0
Mike James,7970,HB,4,TB,18,21,8,14,0,0,59.7,,,,,,0,0,0,0,0
Rex Burkhead,7971,HB,14,CIN,63,54,44,47,0,0,81.7,,59.3,,,,0,0,7,4,2
Bacarri Rambo,7972,S,5,MIA,4,16,3,0,0,0,76.5,,,,,,0,0,1,2,0
Nate Palmer,7974,LB,14,TEN,76,72,60,68,0,0,64.7,,60.0,,,,1,0,4,5,2
Spencer Ware,7975,HB,1,KC,0,0,0,1,0,0,60.0,,,,,,0,0,0,0,0
Cobi Hamilton,7978,WR,10,PIT,14,0,9,34,0,0,44.3,,54.0,,,,2,0,1,0,1
Chris Jones,7979,DI,13,SF,40,0,4,0,57,21,91.2,,,,,,0,0,0,0,0
Ryan Griffin,7982,TE,15,HST,0,0,0,0,0,66,61.8,,,,,,0,0,0,0,0
Ryan Jensen,7985,G,7,BLT,14,0,0,0,0,29,60.6,,,,,,0,0,0,0,0
Stacy McGee,7987,DI,8,OAK,0,0,4,0,34,0,58.8,,,,,,0,0,0,0,0
Vince Williams,7988,LB,16,PIT,50,66,15,73,19,0,54.0,,,,,,3,0,3,2,1
Mike Catapano,7989,ED,9,NYJ,35,33,11,30,0,0,56.7,,,,,,0,0,1,0,1
Michael Mauti,7995,ED,8,NO,50,47,24,32,14,0,66.4,,,,,,0,0,3,1,1
Charles Johnson,7998,WR,13,MIN,39,38,27,24,0,0,55.7,,59.9,,,,0,0,1,0,0
Armonty Bryant,7999,ED,1,DET,1,0,0,0,0,0,60.0,,,,,,0,0,0,0,0
Jordan Poyer,8000,S,6,CLV,1,6,14,26,28,0,62.2,,,,61.5,,0,0,4,0,1
Ryan Seymour,8002,G,1,DAL,0,0,0,0,0,3,60.4,,,,,,0,0,0,0,0
Nick Williams,8005,WR,2,ATL,1,6,3,8,0,0,73.3,,,,,,0,0,0,0,0
Nick Williams,8006,DI,5,MIA,0,0,0,0,12,0,60.1,,,,,,0,0,0,0,0
Kerwynn Williams,8013,HB,10,ARZ,51,36,22,41,0,0,30.5,,,,,,1,0,3,0,2
Sam Barrington,8015,LB,7,NO,34,15,16,16,0,0,59.8,,,,,,1,0,1,1,0
David Bass,8016,ED,13,TEN,25,69,55,4,51,0,72.4,,,,,,0,0,2,0,0
Kemal Ishmael,8026,S,11,ATL,0,43,16,19,33,0,60.9,,,,,,1,0,3,0,0
Daimion Stafford,8031,S,15,TEN,50,59,43,36,35,0,62.5,,,,,,0,0,1,0,0
Don Jones,8033,S,13,HST,62,60,54,55,19,0,64.1,,,,,,1,0,8,3,4
T.J. Johnson,8034,C,16,CIN,0,0,0,0,0,70,63.1,,,,,,0,0,0,0,0
Marcus Cooper,8035,CB,14,ARZ,15,2,49,5,2,0,57.6,,,,,,1,0,0,0,1
Damion Square,8042,DI,10,SD,0,0,12,0,44,0,58.4,,,,,,0,0,0,0,0
Carson Tinker,8043,LS,16,JAX,0,0,0,81,0,67,58.7,,,,,,3,0,2,0,3
Chris Hubbard,8051,T,15,PIT,8,0,0,0,0,58,61.9,,,,,,0,0,0,0,0
Rashad Ross,8061,WR,1,WAS,3,0,0,0,0,0,60.0,,59.5,,,,0,0,0,0,0
Alvin Bailey,8071,G,14,CLV,0,0,0,0,0,45,61.7,,,,,,0,0,0,0,0
Josh McNary,8073,LB,16,IND,85,81,49,54,74,0,67.0,,,,,,2,0,5,4,0
Daren Bates,8077,LB,16,OAK,84,89,72,84,64,0,41.5,,,,,,5,1,4,3,1
John Wetzel,8088,T,16,ARZ,0,0,0,0,0,77,63.4,,,,,,0,0,0,0,0
Emmett Cleary,8090,T,13,DAL,0,0,0,0,0,62,62.0,,,,,,0,0,0,0,0
Ezekiel Ansah,8094,ED,3,DET,0,0,2,0,3,0,60.0,,,,,,0,0,0,0,0
Rontez Miles,8102,S,16,NYJ,64,59,54,76,76,0,65.1,,,,,,1,0,4,4,2
Colton Schmidt,8104,P,16,BUF,0,1,0,77,0,71,64.0,60.0,,52.8,,,1,0,1,0,0
A.J. Bouye,8110,CB,13,HST,0,15,21,2,52,0,57.5,,,,,,0,0,0,0,1
Jahleel Addae,8117,S,4,SD,0,16,0,0,0,0,71.5,,,,,,0,0,2,0,0
Jordan Gay,8118,K,3,BUF,0,14,0,0,0,0,60.1,64.0,,,,,0,0,0,0,0
Charles James II,8120,CB,13,IND,22,48,47,32,12,0,58.0,,54.4,,,,1,0,6,1,3
Jaron Brown,8128,WR,7,ARZ,26,31,29,10,0,0,63.4,,,,,,0,0,1,0,0
Josh Martin,8138,ED,15,NYJ,81,65,58,69,69,0,76.1,,,,,,2,0,9,3,0
Paul Worrilow,8141,LB,12,ATL,57,71,38,38,48,0,60.3,,,,,,1,0,2,1,1
Marcus Burley,8142,CB,12,CLV,36,46,49,44,1,0,63.8,,,,,,0,0,2,0,3
Lerentee McCray,8159,ED,13,BUF,67,68,50,62,6,0,60.6,,,,,,3,0,6,1,2
Abry Jones,8177,DI,15,JAX,10,0,6,0,77,64,57.9,,,,,,0,0,0,0,0
T.J. Barnes,8184,DI,3,KC,0,0,0,0,6,0,59.5,,,,,,0,0,0,0,0
Tim Lelito,8189,G,16,NO,23,0,0,0,0,85,64.1,,,,,,0,0,0,0,0
Benson Mayowa,8196,ED,1,DAL,0,0,0,0,5,0,59.3,,,,,,0,0,0,0,0
Josh Hill,8200,TE,9,NO,43,18,12,27,0,41,76.8,,,,,,0,0,4,0,0
Justin Staples,8202,LB,3,TEN,11,13,12,1,15,0,65.5,,,,,,0,0,0,1,0
Matt Tobin,8211,T,12,PHI,0,0,0,0,0,58,61.9,,,,,,0,0,0,0,0
Bradley McDougald,8220,S,16,TB,5,12,0,0,66,0,61.2,,,,,,0,0,0,0,0
Josh Kline,8230,G,4,TEN,0,0,0,0,0,23,61.9,,,,,,0,0,0,0,0
Ryan Allen,8242,P,16,NE,0,0,0,72,0,81,63.7,,,63.1,,,0,0,0,0,0
Russell Shepard,8254,WR,12,TB,47,43,26,38,0,0,62.0,,,,,,0,0,3,0,3
Brad Wing,8256,P,16,NYG,0,1,0,93,0,57,63.4,60.0,,65.8,,,0,0,1,0,0
Jordan Devey,8268,G,1,KC,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0
Ray-Ray Armstrong,8271,LB,2,SF,4,0,0,11,0,0,57.6,,,,,,0,0,0,0,0
Patrick Omameh,8277,G,10,JAX,8,0,0,0,0,34,67.5,,,,,,0,0,0,0,0
Benny Cunningham,8283,HB,11,LA,50,10,10,66,0,0,61.7,,68.3,,,,0,0,1,1,0
MarQueis Gray,8286,TE,16,MIA,60,8,3,88,0,52,64.4,,59.9,,,,0,0,2,2,0
Adam Thielen,8288,WR,16,MIN,28,9,50,5,0,0,69.6,,59.9,,45.8,,0,0,3,0,0
Will Compton,8308,LB,15,WAS,1,0,0,31,63,0,62.2,,,,,,0,0,0,0,0
Rashaan Melvin,8334,CB,9,IND,0,0,30,0,6,0,64.3,,,,,,0,0,0,0,0
Tress Way,8358,P,16,WAS,0,0,0,50,0,81,63.6,,,69.7,,,0,0,0,0,0
Demontre Hurst,8359,S,10,CHI,0,43,35,5,42,0,69.4,,,,,,0,0,2,0,1
Tony Jefferson,8361,S,15,ARZ,6,37,23,71,63,0,67.3,,,,,,0,0,5,1,1
Lane Taylor,8365,G,13,GB,0,0,0,0,0,60,30.1,,,,,,0,0,0,0,0
Brandon Copeland,8378,LB,16,DET,78,80,59,62,26,0,77.6,,,,,,1,0,4,1,1
Josh Johnson,8386,CB,7,JAX,6,9,28,5,0,0,42.4,,,,,,2,0,0,0,0
Stefan Charles,8387,DI,10,DET,0,0,0,0,17,0,59.3,,,,,,0,0,0,0,0
Jeff Heath,8396,S,16,DAL,77,91,65,61,50,0,67.8,,,,,,0,0,4,1,1
Chris Banjo,8419,S,9,NO,44,49,25,25,0,0,56.7,,,,,,1,0,7,0,1
Zach Line,8420,FB,15,MIN,52,12,32,33,0,0,71.9,,,,,,0,0,1,0,0
Brandon McManus,8437,K,16,DEN,0,80,0,0,0,67,60.9,44.4,,,,68.8,0,0,2,0,0
Austin Johnson,8438,FB,1,TB,3,0,0,5,0,0,40.6,,,,,,1,0,0,0,0
Steven Terrell,8450,S,14,SEA,43,57,21,12,43,0,68.8,,,,,,2,0,4,0,2
Joplo Bartu,8455,LB,7,ARZ,27,24,30,6,0,0,59.0,,,,,,0,0,0,0,0
Darryl Morris,8456,CB,12,IND,0,2,43,4,57,0,65.3,,,,,,0,0,1,0,0
Cody Davis,8458,S,15,LA,75,53,90,97,61,0,78.5,,60.0,,,,2,0,4,0,2
LaAdrian Waddle,8460,T,2,NE,0,0,0,0,0,11,61.1,,,,,,0,0,0,0,0
Jordan Dangerfield,8468,S,14,PIT,38,73,55,57,5,0,66.0,,,,,,0,0,3,2,0
Brynden Trawick,8471,S,15,OAK,73,80,61,79,25,0,79.7,,,,,,2,0,13,1,1
Kevin McDermott,8476,LS,16,MIN,0,0,0,76,0,64,65.3,,,,,,0,0,0,0,0
Sheldon Price,8479,CB,4,BLT,2,16,11,0,1,0,61.6,,,,,,0,0,0,0,0
Nickell Robey-Coleman,8483,CB,16,BUF,0,83,28,0,4,0,51.0,,,,,,0,0,6,0,3
Wes Horton,8484,ED,1,CAR,0,0,1,0,0,0,59.9,,,,,,0,0,0,0,0
Ryan Schraeder,8496,T,16,ATL,0,0,0,0,0,94,63.7,,,,,,0,0,0,0,0
LaRoy Reynolds,8500,LB,16,ATL,50,99,51,50,19,0,48.4,,,,,,4,2,4,4,2
Terence Garvin,8515,LB,16,WAS,81,92,61,50,0,0,66.8,,,,,,1,0,6,1,2
Jack Doyle,8520,TE,16,IND,81,0,0,56,0,78,62.4,,,,,,1,0,2,0,0
Demetrius Harris,8524,TE,16,KC,70,84,66,0,0,61,78.2,,61.2,,,,1,0,3,0,0
Marcus Cromartie,8525,S,10,SF,21,39,38,40,5,0,54.2,,,,,,0,0,2,1,1
Mike Purcell,8530,DI,15,SF,69,0,3,0,69,51,66.3,,,,,,0,0,0,0,0
Fozzy Whittaker,8547,HB,14,CAR,62,63,29,59,0,0,59.1,,63.6,,,,0,0,3,0,1
Darren Fells,8549,TE,4,ARZ,5,0,0,0,0,16,59.9,,,,,,0,0,0,0,0
Ifeanyi Momah,8557,TE,5,ARZ,20,20,10,30,0,0,74.6,,,,,,1,0,2,0,1
James Winchester,8580,LS,16,KC,0,0,0,78,0,75,65.0,,,,,,0,0,1,0,0
Jadeveon Clowney,8636,ED,14,HST,0,0,18,0,56,0,51.8,,,,,,1,1,0,0,0
Greg Robinson,8637,T,13,LA,0,0,0,0,0,39,62.5,,,,,,0,0,0,0,0
Khalil Mack,8640,ED,16,OAK,0,0,9,0,65,0,60.6,,,,,,0,0,0,0,0
Jake Matthews,8641,T,16,ATL,0,0,0,0,0,93,64.2,,,,,,0,0,0,0,0
Justin Gilbert,8643,CB,12,PIT,14,43,46,8,0,0,47.4,,61.5,,,,0,0,1,0,3
Anthony Barr,8644,LB,16,MIN,0,0,7,0,62,0,61.0,,,,,,0,0,0,0,0
Taylor Lewan,8646,T,14,TEN,0,0,0,0,0,48,62.2,,,,,,0,0,0,0,0
Odell Beckham Jr.,8647,WR,7,NYG,0,0,20,0,0,0,60.9,,,,91.1,,0,0,0,0,0
Aaron Donald,8648,DI,16,LA,0,0,12,0,51,0,57.5,,,,,,0,0,0,0,0
Ryan Shazier,8650,LB,13,PIT,0,0,41,0,41,0,54.8,,,,,,1,0,0,0,0
Zack Martin,8651,G,16,DAL,0,0,0,0,0,79,64.9,,,,,,0,0,0,0,0
C.J. Mosley,8652,LB,5,BLT,0,0,0,16,4,0,57.8,,,,,,0,0,0,0,0
Calvin Pryor,8653,S,15,NYJ,0,3,11,19,67,0,55.2,,,,,,0,0,2,0,0
Ja'Wuan James,8654,T,16,MIA,0,0,0,0,0,64,63.5,,,,,,0,0,0,0,0
Brandin Cooks,8655,WR,4,NO,2,1,1,0,0,0,64.1,,59.9,,60.1,,0,0,0,0,0
Ha Ha Clinton-Dix,8656,S,16,GB,0,50,1,0,69,0,58.2,,,,,,0,0,1,0,0
Dee Ford,8658,ED,4,KC,0,0,4,0,0,0,60.6,,,,,,0,0,0,0,0
Darqueze Dennard,8659,CB,15,CIN,0,53,58,38,49,0,72.0,,,,,,2,0,4,2,0
Jason Verrett,8660,CB,3,SD,0,0,1,0,2,0,60.4,,,,,,0,0,0,0,0
Marcus Smith,8661,ED,16,PHI,74,82,0,22,1,0,62.9,,,,,,1,0,3,1,1
Deone Bucannon,8662,LB,10,ARZ,1,4,11,33,0,0,66.7,,,,,,0,0,2,0,0
Kelvin Benjamin,8663,WR,2,CAR,2,0,0,0,0,0,59.4,,,,,,0,0,0,0,0
Dominique Easley,8664,DI,9,LA,0,0,5,0,18,0,59.0,,,,,,0,0,0,0,0
Jimmie Ward,8665,CB,11,SF,0,20,22,0,50,0,67.3,,,,,,0,0,1,0,0
Bradley Roby,8666,CB,10,DEN,0,4,19,0,18,0,65.1,,,,,,0,0,0,0,0
Xavier Su'a-Filo,8668,G,4,HST,0,0,0,0,0,18,30.0,,,,,,0,0,0,0,0
Demarcus Lawrence,8669,ED,4,DAL,0,0,0,0,8,0,60.2,,,,,,0,0,0,0,0
Joel Bitonio,8670,G,5,CLV,0,0,0,0,0,18,61.8,,,,,,0,0,0,0,0
Ra'Shede Hageman,8672,DI,9,ATL,0,0,0,0,31,0,92.5,,,,,,0,0,0,0,0
Austin Seferian-Jenkins,8673,TE,2,NYJ,0,0,5,0,0,0,61.3,,,,,,0,0,0,0,0
Marqise Lee,8674,WR,11,JAX,60,0,5,0,0,0,36.5,,67.4,,32.2,,1,0,0,0,0
Kyle Van Noy,8675,LB,14,NE,30,32,22,27,32,0,73.3,,,,,,0,0,3,0,0
Lamarcus Joyner,8676,CB,3,LA,0,0,10,0,1,0,68.1,,,,,,0,0,0,0,0
Jordan Matthews,8677,WR,2,PHI,2,0,0,0,0,0,59.3,,,,,,0,0,0,0,0
Weston Richburg,8678,C,5,NYG,0,0,0,0,0,13,61.3,,,,,,0,0,0,0,0
Cyrus Kouandjio,8679,T,12,BUF,0,0,0,0,5,50,62.3,,,,,,0,0,0,0,0
Paul Richardson Jr.,8680,WR,8,SEA,10,11,0,0,0,0,68.5,,63.8,,,,0,0,1,0,0
Stephon Tuitt,8681,DI,13,PIT,0,0,0,0,44,51,60.6,,,,,,0,0,0,0,0
Trent Murphy,8682,ED,16,WAS,25,0,8,43,17,59,59.1,,,,,,1,1,1,0,0
Jeremiah Attaochu,8685,ED,8,SD,9,32,4,16,6,0,65.9,,,,,,0,0,2,0,1
Troy Niklas,8687,TE,3,ARZ,15,12,10,17,0,13,66.9,,,,,,0,0,2,0,0
Davante Adams,8688,WR,5,GB,8,0,0,0,0,0,85.3,,,,,,0,0,0,0,0
Cody Latimer,8691,WR,12,DEN,47,49,41,55,0,0,48.2,,56.3,,,,1,0,4,0,5
Jack Mewhort,8694,G,10,IND,0,0,0,0,0,48,62.8,,,,,,0,0,0,0,0
Kony Ealy,8695,ED,16,CAR,0,0,11,0,77,0,60.5,,,,,,0,0,0,0,0
Allen Robinson II,8696,WR,2,JAX,1,1,0,0,0,0,59.8,,,,,,0,0,0,0,0
Jarvis Landry,8698,WR,16,MIA,4,0,47,0,0,0,60.8,,63.5,,56.5,,0,0,0,0,0
Justin Britt,8699,C,15,SEA,0,0,0,0,0,71,62.1,,,,,,0,0,0,0,0
C.J. Fiedorowicz,8700,TE,3,HST,0,0,0,0,0,15,49.8,,,,,,0,0,0,0,0
Morgan Moses,8701,T,13,WAS,0,0,0,0,0,57,62.5,,,,,,0,0,0,0,0
Billy Turner,8702,G,5,DEN,0,0,0,0,0,15,61.5,,,,,,0,0,0,0,0
Christian Kirksey,8706,LB,16,CLV,2,0,9,85,79,0,63.5,,,,,,1,0,2,0,0
Preston Brown,8708,LB,16,BUF,0,1,0,77,56,0,62.6,,,,,,0,0,3,0,1
Jay Bromley,8709,DI,13,NYG,1,0,0,0,17,0,56.7,,,,,,0,0,0,0,0
Travis Swanson,8711,C,11,DET,0,0,0,0,0,49,61.8,,,,,,0,0,0,0,0
Spencer Long,8713,C,15,WAS,0,0,0,0,0,68,63.5,,,,,,0,0,0,0,0
Terrence Brooks,8714,S,11,PHI,50,41,37,36,0,0,90.4,,,,,,0,0,5,0,1
Dexter McDougle,8715,CB,6,NYJ,12,15,26,7,0,0,71.8,,,,,,0,0,1,0,0
Gabe Jackson,8716,G,15,OAK,0,0,0,0,0,74,64.8,,,,,,0,0,0,0,0
Will Sutton III,8717,DI,8,CHI,41,0,2,0,29,0,52.1,,,,,,0,0,0,0,0
Kareem Martin,8719,DI,13,ARZ,51,46,56,63,32,61,72.2,,,,,,0,0,5,0,2
Khyri Thornton,8720,DI,12,DET,12,0,1,0,26,0,44.1,,,,,,1,0,0,0,0
Josh Huff,8721,WR,10,TB,40,3,1,30,0,0,76.4,,63.7,,,,0,0,3,0,0
Phillip Gaines,8722,CB,10,KC,0,11,11,7,34,0,58.3,,,,,,0,0,1,0,1
Will Clarke,8723,ED,10,CIN,7,0,13,0,7,0,65.0,,,,,,0,0,0,0,0
Donte Moncrief,8725,WR,2,IND,2,0,0,0,0,0,59.4,,,,,,0,0,0,0,0
John Brown,8726,WR,8,ARZ,1,0,32,0,0,0,61.1,,64.3,,54.0,,0,0,0,0,0
Trai Turner,8727,G,16,CAR,0,0,0,0,0,72,60.1,,,,,,0,0,0,0,0
Brandon Linder,8728,C,2,JAX,0,0,0,0,0,8,61.0,,,,,,0,0,0,0,0
Terrance West,8729,HB,1,BLT,1,0,0,0,0,0,60.0,,,,,,0,0,0,0,0
Michael Schofield III,8730,G,16,DEN,0,0,0,0,0,67,62.1,,,,,,0,0,0,0,0
Jerick McKinnon,8731,HB,2,MIN,0,3,1,0,0,0,56.0,,,,,,0,0,1,0,0
Richard Rodgers,8733,TE,16,GB,88,0,0,0,0,13,68.9,,,,,,0,0,0,0,0
Crockett Gillmore,8734,TE,7,BLT,25,0,0,0,0,29,63.4,,,,,,0,0,0,0,0
Jaylen Watkins,8736,S,16,PHI,47,67,60,54,0,0,54.0,,,,,,0,0,2,0,3
Bashaud Breeland,8737,CB,14,WAS,16,29,8,0,51,0,64.7,,58.1,,,,0,0,2,0,0
Justin Ellis,8742,DI,7,OAK,0,0,5,0,21,0,83.7,,,,,,0,0,0,0,0
Cassius Marsh,8743,ED,16,SEA,59,80,78,71,57,0,65.3,,59.7,,,,2,0,1,1,1
Ross Cockrell,8744,CB,16,PIT,0,2,2,0,62,0,61.1,,,,,,0,0,0,0,0
Maurice Alexander,8745,S,14,LA,0,0,6,0,56,0,59.5,,,,,,0,0,0,0,0
DaQuan Jones,8747,DI,16,TEN,0,0,4,0,66,66,60.1,,,,,,0,0,0,0,0
Aaron Colvin,8749,CB,8,JAX,0,2,15,0,30,0,66.7,,,,,,0,0,0,0,0
Keith McGill,8751,S,16,OAK,1,71,62,81,63,0,73.3,,,,,,0,0,6,1,2
Ka'Deem Carey,8752,HB,10,CHI,40,4,25,40,0,0,67.5,,59.7,,,,0,0,0,0,1
Anthony Hitchens,8754,LB,16,DAL,54,0,13,37,7,0,57.6,,,,,,0,0,0,0,0
Carl Bradford,8756,LB,6,SF,30,30,25,28,10,0,65.3,,,,,,0,0,2,0,1
Marqueston Huff,8757,S,11,BLT,50,59,58,13,41,0,60.6,,,,,,2,0,3,0,0
De'Anthony Thomas,8759,WR,12,KC,30,50,4,39,37,0,46.5,,64.7,,60.0,,2,0,3,1,2
Walt Aikens,8760,S,15,MIA,83,67,62,87,72,0,71.9,,,,,,3,0,3,1,6
Pierre Desir,8762,S,5,SD,5,13,13,1,3,0,66.5,,,,,,0,0,0,0,0
Tre Boston,8763,S,15,CAR,23,30,10,4,73,0,62.3,,,,,,0,0,0,1,0
Dontae Johnson,8764,CB,15,SF,88,60,63,87,81,0,61.8,,,,60.3,,0,0,4,0,1
James White,8765,HB,5,NE,13,0,0,0,0,0,58.0,,58.8,,,,0,0,0,0,0
Kevin Pierre-Louis,8767,LB,13,SEA,51,62,52,51,7,0,58.3,,,,,,2,0,5,0,1
Nevin Lawson,8768,CB,16,DET,0,61,4,0,58,0,60.1,,,,,,0,0,1,0,1
Brent Urban,8769,DI,16,BLT,0,0,7,0,59,37,80.5,,,,,,0,0,0,0,0
Dakota Dozier,8772,G,12,NYJ,20,0,0,0,0,30,38.0,,,,,,0,0,0,0,0
Lorenzo Taliaferro,8773,HB,3,BLT,11,11,22,20,0,0,65.1,,,,,,0,0,0,0,0
Cameron Fleming,8775,T,16,NE,0,0,0,0,0,81,63.1,,,,,,0,0,0,0,0
Taylor Hart,8776,DI,1,PHI,0,0,0,0,4,0,60.2,,,,,,0,0,0,0,0
Ryan Grant,8777,WR,16,WAS,83,49,31,0,0,0,66.9,,61.2,,,,0,0,1,0,0
Telvin Smith Sr.,8779,LB,15,JAX,1,4,1,1,71,0,61.8,,,,,,0,0,1,0,0
David Yankey,8780,G,6,CAR,2,0,0,0,0,25,60.6,,,,,,0,0,0,0,0
Ricardo Allen,8782,S,11,ATL,18,0,0,0,12,0,60.4,,,,,,0,0,0,0,0
Bene Benwikere,8783,CB,2,MIA,0,0,0,0,8,0,60.6,,,,,,0,0,0,0,0
Kevin Pamphile,8784,G,14,TB,0,0,0,0,0,55,63.0,,,,,,0,0,0,0,0
Aaron Lynch,8785,ED,4,SF,0,0,1,0,24,0,60.2,,,,,,0,0,0,0,0
Avery Williamson,8786,LB,16,TEN,0,0,3,0,71,0,61.0,,,,,,0,0,0,0,0
Nat Berhe,8787,S,7,NYG,19,14,30,25,17,0,54.2,,,,,,0,0,3,0,3
Caraun Reid,8793,DI,5,SD,0,0,0,0,24,0,58.4,,,,,,0,0,0,0,0
Chris Smith,8794,ED,5,JAX,4,1,13,0,0,0,61.5,,60.0,,,,0,0,0,0,0
Ed Stinson,8795,DI,3,ARZ,0,0,0,0,10,0,59.4,,,,,,0,0,0,0,0
Ed Reynolds Jr.,8797,S,10,CLV,22,25,16,56,30,0,67.9,,,,,,0,0,4,1,1
Ryan Carrethers,8800,DI,3,SD,0,0,1,0,13,0,59.2,,,,,,0,0,0,0,0
Vinnie Sunseri,8802,S,6,SF,37,24,28,13,28,0,61.9,,,,,,0,0,5,0,1
Keith Reaser,8805,CB,15,SF,1,42,46,3,55,0,59.5,,,,,,0,0,2,0,1
Jordan Tripp,8806,LB,9,GB,35,44,33,35,0,0,57.7,,,,,,0,0,1,0,0
Wesley Johnson,8808,C,16,NYJ,13,0,0,0,0,57,60.0,,,,,,0,0,0,0,0
Devon Kennard,8809,LB,16,NYG,15,45,3,58,66,0,67.9,,,,,,0,0,2,1,0
John Urschel,8810,G,13,BLT,10,0,0,0,0,53,54.6,,,,,,0,0,0,0,0
Jared Abbrederis,8811,WR,5,GB,12,5,9,12,0,0,62.7,,57.8,,,,0,0,0,0,0
Kenneth Acker,8815,CB,7,KC,19,28,23,7,10,0,65.7,,,,,,0,0,1,0,1
Alfred Blue,8816,HB,12,HST,50,30,45,39,0,0,61.0,,57.8,,,,0,0,5,0,0
E.J. Gaines,8823,CB,8,LA,0,0,7,0,23,0,60.9,,,,,,0,0,0,0,0
T.J. Jones,8824,WR,3,DET,5,15,4,2,0,0,58.3,,,,60.0,,0,0,0,0,0
Pat O'Donnell,8826,P,16,CHI,0,1,0,68,0,56,63.2,60.0,,71.3,,,2,0,0,0,0
Zach Fulton,8828,G,16,KC,0,0,0,0,0,75,37.9,,,,,,0,0,0,0,0
Walter Powell,8831,WR,7,BUF,13,28,8,0,0,0,53.4,,60.0,,60.0,,0,0,1,1,1
Demetri Goodson,8832,CB,6,GB,0,15,20,8,20,0,57.8,,,,,,0,0,0,0,1
Laurent Duvernay-Tardif,8834,G,14,KC,0,0,0,0,0,66,62.0,,,,,,0,0,0,0,0
Luke Bowanko,8839,C,2,JAX,4,0,0,0,0,14,60.4,,,,,,0,0,0,0,0
Matt Paradis,8841,C,16,DEN,0,0,0,0,0,67,63.2,,,,,,0,0,0,0,0
Eric Pinkins,8842,LB,5,NYG,19,20,29,31,0,0,57.3,,,,,,1,0,0,1,2
Quincy Enunwa,8843,WR,7,NYJ,6,0,0,6,0,0,49.9,,71.5,,,,0,0,0,0,1
Jay Prosch,8845,FB,15,HST,57,31,36,46,0,48,52.5,,59.9,,,,1,0,4,0,1
Marquis Flowers,8846,LB,16,CIN,76,77,74,80,0,0,55.5,,,,,,4,2,8,0,2
Dan McCullers,8849,DI,15,PIT,0,0,0,0,54,19,78.2,,,,,,0,0,0,0,0
Andre Hal,8850,S,11,HST,1,22,10,1,31,0,51.3,,,,,,0,0,1,0,0
Michael Campanaro,8852,WR,3,BLT,1,0,10,0,0,0,60.1,,,,63.5,,0,0,0,0,0
T.J. Carrie,8853,CB,16,OAK,0,36,24,0,65,0,81.6,,,,63.1,,0,0,3,1,0
Shamar Stephen,8854,DI,16,MIN,0,0,6,0,47,64,52.1,,,,,,1,0,0,0,0
Randell Johnson,8855,LB,1,NYJ,8,0,0,0,0,0,57.7,,,,,,0,0,0,0,0
Beau Allen,8858,DI,16,PHI,0,0,1,0,67,73,58.5,,,,,,0,0,0,0,0
Trevor Reilly,8867,ED,2,MIA,13,2,0,10,0,0,82.0,,,,,,0,0,2,0,0
Terrence Fede,8868,ED,8,MIA,12,1,29,3,39,0,42.2,,,,,,2,0,0,0,0
Jeff Janis,8870,WR,16,GB,67,89,60,55,0,0,48.6,,47.6,,,,3,1,5,0,1
Seantrel Henderson,8871,T,1,BUF,0,0,0,0,0,4,60.2,,,,,,0,0,0,0,0
James Wright,8873,WR,13,CIN,61,53,50,31,0,0,61.2,,,,,,2,1,5,3,2
Christian Bryant,8875,S,3,ARZ,13,17,16,0,0,0,58.0,,,,,,0,0,1,0,0
Corey Nelson,8876,LB,16,DEN,51,62,63,84,37,0,71.7,,,,,,1,0,7,0,0
Charles Leno Jr.,8880,T,16,CHI,0,0,0,0,0,56,63.0,,,,,,0,0,0,0,0
Demetrius Rhaney,8884,C,16,LA,78,0,0,0,0,45,66.3,,,,,,0,0,0,0,0
Terrance Mitchell,8888,CB,4,KC,0,2,5,0,6,0,60.4,,,,,,0,0,0,0,0
Lonnie Ballentine,8890,S,2,HST,6,5,3,5,1,0,52.5,,,,,,0,0,0,0,0
Kapri Bibbs,8906,HB,12,DEN,52,55,39,59,0,0,53.3,,56.6,,,,2,0,2,0,0
Howard Jones,8909,ED,8,TB,0,35,35,39,1,0,50.0,,,,,,1,0,0,0,1
Dewey McDonald,8913,S,14,SEA,56,82,60,59,18,0,66.3,,,,,,2,0,7,0,1
Bennie Fowler,8914,WR,13,DEN,61,61,52,21,0,0,75.2,,,,,,0,0,5,1,1
Max Bullough,8919,LB,16,HST,57,26,42,70,64,0,56.1,,,,,,0,0,5,1,2
Brent Qvale,8921,T,12,NYJ,35,0,0,0,0,39,65.4,,,,,,0,0,0,0,0
Jeremy Vujnovich,8928,T,2,IND,0,0,0,0,0,12,61.6,,,,,,0,0,0,0,0
Brock Coyle,8929,LB,12,SEA,51,65,49,57,38,0,59.9,,,,,,1,0,0,2,0
Allen Hurns,8931,WR,1,JAX,1,0,0,0,0,0,60.0,,,,,,0,0,0,0,0
