player,player_id,position,player_game_count,team_name,grades_return,total_attempts,grades_kick_return,kickoff_attempts,kickoff_yards,kickoff_long,kickoff_ypa,kickoff_touchdowns,kickoff_fair_catches,kickoff_muffed_returns,grades_punt_return,punt_attempts,punt_yards,punt_long,punt_ypa,punt_touchdowns,punt_fair_catches,punt_muffed_returns
Aldrick Robinson,6330,WR,16,ATL,59.1,2,59.2,2,27,16,13.5,0,0,0,,0,0,0,,0,0,0
Jordan Todman,6335,HB,16,IND,68.1,16,67.3,16,478,99,29.9,1,0,0,,0,0,0,,0,0,0
Matt Asiata,6432,HB,16,MIN,,1,,1,11,11,11.0,0,0,0,,0,0,0,,0,0,0
Kenny Wiggins,6471,G,13,SD,55.0,1,54.9,1,0,0,0.0,0,0,1,,0,0,0,,0,0,0
Jeremy Ross,6476,WR,6,ARZ,56.6,12,55.5,11,224,28,20.4,0,0,0,61.6,1,10,10,10.0,0,10,0
DuJuan Harris,6595,HB,10,SF,56.4,1,56.8,1,18,18,18.0,0,0,0,,0,0,0,,0,0,0
Dontrelle Inman,6597,WR,16,SD,61.2,1,61.2,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Mark Herzlich,6767,LB,14,NYG,59.9,1,59.9,1,2,2,2.0,0,0,0,,0,0,0,,0,0,0
Chase Reynolds,6892,HB,16,LA,,1,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Patrick DiMarco,6997,FB,16,ATL,59.9,1,59.9,1,14,14,14.0,0,0,0,,0,0,0,,0,0,0
Kendall Wright,7026,WR,11,TEN,59.0,3,59.1,3,32,15,10.7,0,0,0,,0,0,0,,0,0,0
Chandler Jones,7027,ED,16,ARZ,,1,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0
Mohamed Sanu,7084,WR,15,ATL,68.1,2,67.4,2,0,0,0.0,0,0,0,,0,0,0,,0,0,0
T.Y. Hilton,7092,WR,16,IND,59.0,3,58.4,2,5,5,2.5,0,0,0,60.7,1,5,5,5.0,0,1,0
Travis Benjamin,7100,WR,14,SD,34.7,8,,0,0,0,,0,0,0,28.5,8,59,18,7.4,0,0,0
Keshawn Martin,7121,WR,1,SF,39.2,2,41.1,2,37,20,18.5,0,0,0,,0,0,0,,0,0,0
Alfred Morris,7165,HB,14,DAL,59.9,1,59.9,1,12,12,12.0,0,0,0,,0,0,0,,0,0,0
Cole Beasley,7330,WR,16,DAL,61.9,3,60.0,0,0,0,,0,0,0,62.9,3,3,3,1.0,0,9,0
Lance Dunbar,7332,HB,13,DAL,59.0,2,59.1,2,32,16,16.0,0,0,0,,0,0,0,,0,0,0
Griff Whalen,7351,WR,8,NE,51.0,4,51.9,4,56,25,14.0,0,0,1,,0,0,0,,0,0,0
Valentino Blake,7362,CB,16,TEN,,1,,0,0,0,,0,0,0,,1,1,1,1.0,0,0,0
Travaris Cadet,7457,HB,15,NO,50.4,9,51.2,9,144,25,16.0,0,0,1,60.0,0,0,0,,0,0,0
Josh Bellamy,7472,WR,16,CHI,59.9,1,59.9,1,15,15,15.0,0,0,0,,0,0,0,,0,0,0
Brittan Golden,7481,WR,12,ARZ,65.7,19,64.5,12,266,49,22.2,0,0,0,63.0,7,30,8,4.3,0,0,0
Bobby Rainey Jr.,7511,HB,15,NYG,62.9,13,77.4,8,204,38,25.5,0,0,0,38.1,5,39,15,7.8,0,1,0
Deonte Thompson,7513,WR,16,CHI,61.6,35,61.5,35,804,64,23.0,0,0,0,,0,0,0,,0,0,0
Tavon Austin,7789,WR,15,LA,63.3,44,58.7,1,5,5,5.0,0,0,0,66.3,43,364,47,8.5,0,16,0
DeAndre Hopkins,7808,WR,16,HST,59.9,1,59.9,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Cordarrelle Patterson,7810,WR,16,MIN,58.8,26,67.0,25,792,104,31.7,1,0,0,31.0,1,9,9,9.0,0,1,0
Zach Ertz,7816,TE,14,PHI,59.9,1,59.9,1,8,8,8.0,0,0,0,,0,0,0,,0,0,0
Gavin Escobar,7828,TE,16,DAL,59.9,1,59.9,1,5,5,5.0,0,0,0,,0,0,0,,0,0,0
Christine Michael,7843,HB,15,GB,58.1,3,58.3,3,64,30,21.3,0,0,0,,0,0,0,,0,0,0
Brandon Williams,7876,TE,16,SEA,,1,,1,12,12,12.0,0,0,0,,0,0,0,,0,0,0
Knile Davis,7878,HB,11,KC,57.4,10,57.6,10,207,30,20.7,0,0,0,,0,0,0,,0,0,0
Quinton Patton,7910,WR,14,SF,59.4,1,59.5,1,11,11,11.0,0,0,0,,0,0,0,,0,0,0
Levine Toilolo,7915,TE,16,ATL,61.2,1,61.2,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Denard Robinson,7917,HB,13,JAX,59.9,1,59.9,1,13,13,13.0,0,0,0,,0,0,0,,0,0,0
Chris Thompson,7936,HB,16,WAS,57.2,17,57.4,17,360,28,21.2,0,0,0,,0,0,0,,0,0,0
Luke Willson,7940,TE,11,SEA,63.9,2,63.5,2,0,0,0.0,0,0,1,,0,0,0,,0,0,0
Micah Hyde,7941,CB,16,GB,60.3,11,,0,0,0,,0,0,0,60.4,11,64,19,5.8,0,6,1
Mike Gillislee,7946,HB,15,BUF,55.8,1,55.7,1,19,19,19.0,0,0,0,,0,0,0,,0,0,0
Kenjon Barner,7963,HB,13,PHI,71.7,11,70.5,9,277,61,30.8,0,0,0,61.8,2,22,22,11.0,0,0,0
Andre Ellington,7968,HB,16,ARZ,55.3,10,55.8,10,163,25,16.3,0,0,0,,0,0,0,,0,0,0
Rex Burkhead,7971,HB,16,CIN,59.3,6,59.3,6,114,26,19.0,0,0,0,,0,0,0,,0,0,0
Cobi Hamilton,7978,WR,11,PIT,53.4,5,54.0,5,83,20,16.6,0,0,0,,0,0,0,,0,0,0
Charles Johnson,7998,WR,16,MIN,59.9,1,59.9,1,16,16,16.0,0,0,0,,0,0,0,,0,0,0
Jordan Poyer,8000,S,6,CLV,61.2,2,,0,0,0,,0,0,0,61.5,2,2,2,1.0,0,3,0
Rashad Ross,8061,WR,5,WAS,59.4,1,59.5,1,22,22,22.0,0,0,0,,0,0,0,,0,0,0
Charles James II,8120,CB,13,IND,54.6,1,54.4,1,18,18,18.0,0,0,0,,0,0,0,,0,0,0
Benny Cunningham,8283,HB,11,LA,69.2,22,68.3,22,599,61,27.2,0,0,0,,0,0,0,,0,0,0
MarQueis Gray,8286,TE,16,MIA,59.9,1,59.9,1,11,11,11.0,0,0,0,,0,0,0,,0,0,0
Adam Thielen,8288,WR,16,MIN,49.5,7,59.9,1,19,19,19.0,0,0,0,45.8,6,8,9,1.3,0,3,0
Cody Davis,8458,S,15,LA,60.0,0,60.0,0,15,15,,0,0,0,,0,0,0,,0,0,0
Demetrius Harris,8524,TE,16,KC,61.2,1,61.2,1,19,19,19.0,0,0,0,,0,0,0,,0,0,0
Fozzy Whittaker,8547,HB,16,CAR,64.0,12,63.6,12,275,47,22.9,0,0,0,,0,0,0,,0,0,0
Justin Gilbert,8643,CB,12,PIT,61.7,3,61.5,3,69,32,23.0,0,0,0,,0,0,0,,0,0,0
Odell Beckham Jr.,8647,WR,16,NYG,83.9,10,,0,0,0,,0,0,0,91.1,10,66,19,6.6,0,6,0
Brandin Cooks,8655,WR,16,NO,60.2,2,59.9,1,0,0,0.0,0,0,0,60.1,1,2,2,2.0,0,0,0
Marqise Lee,8674,WR,16,JAX,58.9,20,67.4,18,545,100,30.3,1,0,0,32.2,2,3,3,1.5,0,3,1
Paul Richardson Jr.,8680,WR,15,SEA,64.2,5,63.8,5,105,32,21.0,0,0,0,,0,0,0,,0,0,0
Davante Adams,8688,WR,16,GB,,1,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Cody Latimer,8691,WR,12,DEN,55.9,8,56.3,8,200,46,25.0,0,0,0,,0,0,0,,0,0,0
Jarvis Landry,8698,WR,16,MIA,59.0,18,63.5,2,2,2,1.0,0,0,0,56.5,16,163,20,10.2,0,15,1
Josh Huff,8721,WR,10,TB,64.1,13,63.7,13,324,98,24.9,1,0,0,,0,0,0,,0,0,0
John Brown,8726,WR,15,ARZ,62.4,18,64.3,1,51,51,51.0,0,0,0,54.0,17,119,32,7.0,0,11,0
Richard Rodgers,8733,TE,16,GB,,2,,2,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Bashaud Breeland,8737,CB,14,WAS,57.9,1,58.1,1,18,18,18.0,0,0,0,,0,0,0,,0,0,0
Cassius Marsh,8743,ED,16,SEA,59.6,2,59.7,2,17,10,8.5,0,0,0,,0,0,0,,0,0,0
Ka'Deem Carey,8752,HB,12,CHI,59.6,2,59.7,2,38,22,19.0,0,0,0,,0,0,0,,0,0,0
De'Anthony Thomas,8759,WR,12,KC,65.2,15,64.7,15,338,41,22.5,0,0,0,60.0,0,0,0,,0,0,0
Dontae Johnson,8764,CB,15,SF,60.5,1,,0,0,0,,0,0,0,60.3,1,25,25,25.0,0,0,0
James White,8765,HB,16,NE,58.7,2,58.8,2,28,18,14.0,0,0,0,,0,0,0,,0,0,0
Ryan Grant,8777,WR,16,WAS,61.2,1,61.2,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Walter Powell,8831,WR,9,BUF,59.8,0,60.0,0,0,0,,0,0,0,60.0,0,0,0,,0,1,0
Quincy Enunwa,8843,WR,16,NYJ,72.4,1,71.5,1,54,54,54.0,0,0,0,,0,0,0,,0,0,0
Jay Prosch,8845,FB,15,HST,59.9,1,59.9,1,10,10,10.0,0,0,0,,0,0,0,,0,0,0
Michael Campanaro,8852,WR,3,BLT,62.7,5,,0,0,0,,0,0,0,63.5,5,63,17,12.6,0,3,0
T.J. Carrie,8853,CB,16,OAK,62.4,7,,0,0,0,,0,0,0,63.1,7,74,18,10.6,0,8,0
Jeff Janis,8870,WR,16,GB,46.3,6,47.6,6,119,28,19.8,0,0,0,,0,0,0,,0,0,0
Kapri Bibbs,8906,HB,12,DEN,56.2,4,56.6,4,79,26,19.8,0,0,0,,0,0,0,,0,0,0
Albert Wilson,8943,WR,16,KC,59.9,1,59.9,1,13,13,13.0,0,0,0,,0,0,0,,0,0,0
Robert Nelson,8989,CB,11,HST,59.9,1,59.9,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Antonio Andrews,9014,HB,16,TEN,58.8,4,58.9,4,37,17,9.3,0,0,0,,0,0,0,,0,0,0
George Atkinson,9187,HB,16,CLV,42.4,8,44.1,8,137,21,17.1,0,0,0,,0,0,0,,0,0,0
Damien Williams,9205,HB,15,MIA,59.6,2,59.7,2,32,17,16.0,0,0,0,,0,0,0,,0,0,0
Chris Davis,9242,CB,4,SF,42.9,6,44.5,6,129,26,21.5,0,0,0,,0,0,0,,0,0,0
Fitzgerald Toussaint,9244,HB,16,PIT,54.4,13,54.9,13,278,33,21.4,0,0,0,,0,0,0,,0,0,0
Joe Thomas,9272,LB,16,GB,,1,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Isaiah Burse,9300,WR,9,SD,59.1,23,54.8,9,188,30,20.9,0,0,0,66.1,14,96,21,6.9,0,9,0
Nelson Agholor,9453,WR,15,PHI,60.2,5,60.0,5,92,27,18.4,0,0,0,60.1,0,0,0,,0,0,0
Phillip Dorsett,9462,WR,15,IND,56.0,0,,0,0,0,,0,0,0,56.6,0,0,0,,0,1,0
Damarious Randall,9463,CB,10,GB,60.2,1,,0,0,0,,0,0,0,60.1,1,2,2,2.0,0,0,0
Tyler Lockett,9502,WR,15,SEA,79.2,52,67.2,23,606,46,26.3,0,0,0,81.5,29,243,62,8.4,0,22,0
Duke Johnson Jr.,9510,HB,16,CLV,67.9,18,59.9,1,19,19,19.0,0,0,0,70.8,17,112,18,6.6,0,1,0
Craig Mager,9516,CB,11,SD,61.2,3,61.1,3,63,23,21.0,0,0,0,,0,0,0,,0,0,0
Sammie Coates,9520,WR,14,PIT,67.6,6,66.8,6,150,44,25.0,0,0,0,,0,0,0,,0,0,0
Ty Montgomery,9527,HB,15,GB,56.3,18,56.7,18,366,40,20.3,0,0,0,,0,0,0,,0,0,0
Jamison Crowder,9538,WR,16,WAS,79.3,27,,0,0,0,,0,0,0,85.6,27,328,85,12.1,1,15,0
Justin Hardy,9540,WR,16,ATL,60.8,3,60.7,3,52,32,17.3,0,0,0,,0,0,0,,0,0,0
Mike Davis,9559,HB,8,SF,58.7,2,58.8,2,18,12,9.0,0,0,0,,0,0,0,,0,0,0
Damien Wilson,9560,LB,16,DAL,61.2,1,61.2,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Rashad Greene Sr.,9572,WR,8,JAX,43.2,20,60.0,0,0,0,,0,0,0,37.8,20,131,42,6.6,0,5,2
Stefon Diggs,9579,WR,13,MIN,62.9,6,,0,0,0,,0,0,0,63.8,6,45,19,7.5,0,1,0
J.J. Nelson,9592,WR,15,ARZ,60.6,2,60.5,2,53,39,26.5,0,0,0,,0,0,0,,0,0,0
Nick Boyle,9604,TE,6,BLT,59.9,1,59.9,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
D.J. Alexander,9605,LB,16,KC,60.2,1,,0,0,0,,0,0,0,60.1,1,0,0,0.0,0,0,0
Geremy Davis,9619,WR,3,SD,59.9,1,59.9,1,9,9,9.0,0,0,0,,0,0,0,,0,0,0
JaCorey Shepherd,9624,CB,11,SF,59.0,21,59.1,21,456,41,21.7,0,0,0,,0,0,0,,0,0,0
Nick O'Leary,9627,TE,16,BUF,59.9,2,59.9,2,27,14,13.5,0,0,0,,0,0,0,,0,0,0
Marcus Murphy,9663,HB,3,NO,55.7,13,52.5,7,105,26,15.0,0,0,0,65.1,6,57,22,9.5,0,0,0
Mario Alford,9671,WR,3,CLV,66.4,16,64.6,8,190,36,23.8,0,0,0,64.8,8,68,17,8.5,0,3,0
Darryl Roberts,9680,CB,12,NYJ,60.2,1,,0,0,0,,0,0,0,60.1,1,0,0,0.0,0,0,0
Quan Bray,9700,WR,6,IND,65.2,16,63.0,9,231,39,25.7,0,0,0,64.8,7,58,20,8.3,0,8,0
Raheem Mostert,9783,HB,3,SF,64.1,2,63.2,2,35,26,17.5,0,0,0,60.0,0,33,33,,0,0,0
Jordan Taylor,9793,WR,16,DEN,60.1,0,,0,0,0,,0,0,0,60.1,0,0,0,,0,1,0
Paul Lasike,9802,FB,10,CHI,58.7,1,58.7,1,5,5,5.0,0,0,0,,0,0,0,,0,0,0
Corey Grant,9827,HB,11,JAX,67.3,13,66.6,13,268,32,20.6,0,0,0,,0,0,0,,0,0,0
Nick Marshall,9829,CB,8,NYJ,58.6,18,56.3,12,228,28,19.0,0,0,0,63.3,6,39,27,6.5,0,6,0
Akeem Hunt,9839,HB,8,HST,57.6,9,57.8,9,194,39,21.6,0,0,0,,0,0,0,,0,0,0
Lucky Whitehead,9853,WR,15,DAL,58.9,42,50.7,17,394,33,23.2,0,0,0,72.0,25,195,39,7.8,0,6,0
Eli Rogers,9878,WR,13,PIT,45.7,6,,0,0,0,,0,0,0,41.0,6,45,15,7.5,0,4,0
Julian Howsare,9957,FB,2,NYJ,59.9,1,59.9,1,15,15,15.0,0,0,0,,0,0,0,,0,0,0
Damiere Byrd,9964,WR,1,CAR,59.9,1,59.9,1,31,31,31.0,0,0,0,,0,0,0,,0,0,0
Rod Smith,9996,HB,7,DAL,59.9,1,59.9,1,19,19,19.0,0,0,0,,0,0,0,,0,0,0
Bryce Callahan,10000,CB,11,CHI,63.8,3,63.5,2,17,17,8.5,0,0,0,61.4,1,3,3,3.0,0,8,0
Adam Humphries,10075,WR,15,TB,56.0,28,59.3,4,47,17,11.8,0,0,0,54.9,24,237,25,9.9,0,22,1
Vernon Hargreaves III,10645,CB,16,TB,62.3,5,,0,0,0,,0,0,0,62.9,5,29,12,5.8,0,0,0
Will Fuller V,10655,WR,14,HST,67.2,13,58.8,2,31,19,15.5,0,0,0,71.1,11,165,67,15.0,1,6,1
Laquon Treadwell,10657,WR,9,MIN,63.1,1,62.9,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Hunter Henry,10669,TE,15,SD,59.9,1,59.9,1,10,10,10.0,0,0,0,,0,0,0,,0,0,0
Cyrus Jones,10694,CB,10,NE,28.3,18,45.3,8,180,43,22.5,0,0,0,25.6,10,46,13,4.6,0,3,1
Kenyan Drake,10707,HB,16,MIA,86.4,13,83.8,13,397,96,30.5,1,0,0,,0,0,0,,0,0,0
Austin Hooper,10715,TE,14,ATL,68.2,3,67.5,3,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Braxton Miller,10719,WR,10,HST,58.7,4,58.3,3,41,17,13.7,0,0,0,60.5,1,1,1,1.0,0,0,0
Chris Moore,10741,WR,15,BLT,55.2,7,55.7,7,162,34,23.1,0,0,0,,0,0,0,,0,0,0
Ryan Smith,10742,S,14,TB,49.2,10,50.3,10,169,24,16.9,0,0,0,,0,0,0,,0,0,0
Ricardo Louis,10748,WR,16,CLV,63.1,9,62.8,9,164,24,18.2,0,0,0,,0,0,0,,0,0,0
Pharoh Cooper,10751,WR,10,LA,66.2,19,65.4,14,323,51,23.1,0,0,0,62.5,5,5,6,1.0,0,3,0
Tyler Ervin,10753,HB,12,HST,43.8,41,37.8,14,263,33,18.8,0,0,1,60.1,27,261,57,9.7,0,23,1
Seth DeValve,10772,TE,12,CLV,,1,,1,13,13,13.0,0,0,0,,0,0,0,,0,0,0
DeAndre Washington,10777,HB,14,OAK,59.4,1,59.5,1,20,20,20.0,0,0,0,,0,0,0,,0,0,0
Wendell Smallwood,10787,HB,13,PHI,70.0,9,69.0,9,261,86,29.0,1,0,0,,0,0,0,,0,0,0
Trevor Davis,10797,WR,11,GB,42.9,11,54.7,3,64,26,21.3,0,0,0,38.6,8,115,55,14.4,0,11,0
Tyreek Hill,10799,WR,16,KC,90.2,52,85.3,14,384,86,27.4,1,0,0,83.0,38,592,95,15.6,2,8,1
Jakeem Grant,10820,WR,16,MIA,65.4,39,56.1,19,439,45,23.1,0,0,0,77.3,20,165,74,8.3,1,3,2
David Morgan,10822,TE,12,MIN,59.6,2,59.7,2,29,18,14.5,0,0,0,,0,0,0,,0,0,0
Mike Thomas,10840,WR,15,LA,45.1,8,46.5,8,180,41,22.5,0,0,0,,0,0,0,,0,0,0
Aaron Burbridge,10847,WR,16,SF,,1,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,1
Dwayne Washington,10870,HB,12,DET,59.6,2,59.7,2,46,25,23.0,0,0,0,,0,0,0,,0,0,0
Austin Blythe,10882,C,8,IND,59.9,1,59.9,1,10,10,10.0,0,0,0,,0,0,0,,0,0,0
Josh Ferguson,10907,HB,16,IND,39.3,4,55.9,4,80,24,20.0,0,0,0,60.0,0,0,0,,0,0,0
Chester Rogers,10918,WR,14,IND,62.4,13,,0,0,0,,0,0,0,63.2,13,119,30,9.2,0,12,1
Bralon Addison,11013,WR,2,CHI,37.9,2,,1,18,18,18.0,0,0,0,31.7,1,3,3,3.0,0,1,0
Kalif Raymond,11028,WR,4,DEN,63.0,17,59.3,6,137,40,22.8,0,0,0,65.5,11,111,25,10.1,0,9,0
Maurice Harris,11035,WR,10,WAS,58.1,3,58.3,3,47,26,15.7,0,0,0,,0,0,0,,0,0,0
J.D. McKissic,11047,WR,1,SEA,58.9,1,59.0,1,22,22,22.0,0,0,0,,0,0,0,,0,0,0
Tracy Howard,11063,S,15,CLV,56.0,7,56.4,7,111,21,15.9,0,0,0,,0,0,0,,0,0,0
Byron Marshall,11076,HB,3,PHI,58.7,2,58.8,2,36,23,18.0,0,0,0,,0,0,0,,0,0,0
Paul Turner,11082,WR,4,PHI,59.9,1,59.9,1,11,11,11.0,0,0,0,,0,0,0,,0,0,0
Alex Erickson,11107,WR,16,CIN,71.9,57,76.9,29,810,84,27.9,0,0,0,56.8,28,195,24,7.0,0,19,1
D.J. Foster,11214,HB,3,NE,56.8,1,57.1,1,30,30,30.0,0,0,0,,0,0,0,,0,0,0
Cre'Von LeBlanc,11218,CB,13,CHI,62.7,5,,0,0,0,,0,0,0,63.5,5,43,13,8.6,0,3,0
Tommylee Lewis,11231,WR,12,NO,46.3,22,49.6,8,152,26,19.0,0,0,0,51.3,14,160,59,11.4,0,8,1
Jalin Marshall,11259,WR,10,NYJ,59.8,31,59.8,13,324,65,24.9,0,0,0,59.9,18,100,19,5.6,0,13,2
Marwin Evans,11343,S,16,GB,,1,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0
Jalen Richard,11395,HB,16,OAK,73.8,50,61.8,17,402,50,23.6,0,0,0,79.6,33,306,47,9.3,0,5,0
