player,player_id,position,player_game_count,team_name,snap_counts_offense,snap_counts_pass,snap_counts_pass_block,snap_counts_run_block,snap_counts_lt,snap_counts_lg,snap_counts_ce,snap_counts_rg,snap_counts_rt,grades_offense,grades_pass_block,grades_run_block,sacks_allowed,hits_allowed,hurries_allowed,pressures_allowed,penalties,declined_penalties
Logan Mankins,2249,G,15,TB,1018,0,621,397,0,1043,0,0,0,76.8,79.1,75.0,0,6,15,21,8,0
Khalif Barnes,2269,T,10,OAK,110,0,62,48,19,0,0,0,59,68.6,69.8,67.4,1,0,1,2,1,0
Vincent Jackson,2278,WR,10,TB,213,0,0,213,0,0,0,0,0,79.8,,83.3,0,0,0,0,2,0
Frank Gore,2282,HB,16,IND,111,0,93,18,0,0,0,0,0,62.2,75.5,60.3,0,2,5,7,2,0
Alex Smith,2288,TE,3,WAS,53,0,6,47,0,0,0,0,0,44.0,63.1,62.5,0,0,1,1,1,0
Evan Mathis,2296,G,15,DEN,802,0,491,311,0,821,0,0,0,86.8,65.8,90.1,3,3,13,19,2,0
Richie Incognito,2298,G,16,BUF,1075,0,606,469,0,1097,0,0,0,78.7,79.2,73.6,2,5,13,20,6,0
Dustin Colquitt,2316,P,1,KC,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Todd Herremans,2343,G,2,IND,138,0,102,36,0,0,0,140,0,44.5,64.3,31.7,0,2,5,7,1,0
Darren Sproles,2347,HB,16,PHI,36,0,23,13,0,0,0,0,0,65.0,78.9,61.5,0,1,0,1,0,0
Dan Orlovsky,2362,QB,2,DET,46,42,0,4,0,0,0,0,0,57.2,,60.0,0,0,0,0,0,0
Joe Berger,2424,C,16,MIN,1020,0,558,462,0,0,1038,0,0,85.4,77.4,85.6,1,3,13,17,3,0
Derek Anderson,2430,QB,3,CAR,18,6,0,12,0,0,0,0,0,48.7,,60.0,0,0,0,0,0,0
Matt Cassel,2447,QB,9,DAL,414,248,1,165,0,0,0,0,0,51.3,61.3,60.0,3,0,0,3,0,0
Ryan Fitzpatrick,2467,QB,16,NYJ,1016,638,0,378,0,0,0,0,0,63.7,,60.0,3,0,8,11,4,0
John Kuhn,2686,FB,16,GB,194,0,45,149,0,0,0,0,0,58.3,69.1,69.3,0,1,0,1,1,0
Lance Moore,2718,WR,14,DET,113,0,1,112,0,0,0,0,0,56.8,65.9,54.6,0,0,0,0,0,0
Erik Pears,2737,T,16,SF,1007,0,651,356,0,0,0,189,848,61.5,64.7,57.4,10,4,37,51,11,1
Greg Warren,2831,LS,1,PIT,1,0,1,0,0,0,1,0,0,60.0,66.0,,0,0,0,0,0,0
Nate Washington,2832,WR,14,HST,289,0,0,289,0,0,0,0,0,65.3,,67.4,0,0,0,0,0,0
Reggie Bush,2947,HB,5,SF,8,0,6,2,0,0,0,0,0,56.0,27.1,60.0,0,0,2,2,0,0
D'Brickashaw Ferguson,2949,T,16,NYJ,1107,0,687,420,1137,0,0,0,0,66.2,67.7,63.2,5,14,40,59,7,0
Vernon Davis,2951,TE,15,DEN,253,0,20,233,0,0,0,0,0,61.9,70.2,64.1,0,1,1,2,3,1
Donte Whitner,2953,S,1,CLV,2,0,0,2,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Jay Cutler,2956,QB,15,CHI,964,556,0,408,0,0,0,0,0,75.1,,60.7,5,2,6,13,0,0
DeAngelo Williams,2972,HB,16,PIT,90,0,73,17,0,0,0,0,0,74.2,92.7,78.3,0,0,0,0,0,0
Marcedes Lewis,2973,TE,16,JAX,398,0,132,266,0,0,0,0,0,66.8,77.4,69.1,0,2,3,5,5,1
Nick Mangold,2974,C,15,NYJ,933,0,566,367,0,0,960,0,0,76.2,73.4,75.0,0,1,18,19,1,0
Kellen Clemens,2994,QB,2,SD,14,6,0,8,0,0,0,0,0,64.7,,60.0,0,0,0,0,0,0
Greg Jennings,2997,WR,16,MIA,90,0,0,90,0,0,0,0,0,53.4,,50.7,0,0,0,0,0,0
Anthony Fasano,2998,TE,16,TEN,262,0,58,204,1,0,0,0,0,69.3,62.6,83.4,0,0,3,3,2,1
Andrew Whitworth,3000,T,16,CIN,1022,0,604,418,976,1,0,0,1,89.9,86.2,84.2,4,1,15,20,8,0
Chris Chester,3001,G,16,ATL,1139,0,713,426,0,0,0,1153,0,76.8,68.4,76.2,6,6,25,37,3,0
Devin Hester,3002,WR,1,ATL,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Tarvaris Jackson,3009,QB,4,SEA,22,7,0,15,0,0,0,0,0,54.4,,60.0,0,0,0,0,0,0
Eric Winston,3011,T,9,CIN,172,0,97,75,4,0,0,2,163,61.0,60.0,58.2,2,1,5,8,1,0
Charlie Whitehurst,3026,QB,4,IND,63,38,0,25,0,0,0,0,0,44.7,,60.0,1,0,0,1,0,0
Owen Daniels,3043,TE,16,DEN,364,0,59,305,0,0,0,0,0,65.6,67.6,57.2,1,0,0,1,0,0
Jahri Evans,3053,G,11,NO,800,0,518,282,0,0,0,820,0,69.8,80.9,63.9,3,1,8,12,5,2
Jason Avant,3054,WR,16,KC,95,0,2,93,0,0,0,0,0,55.0,68.1,81.8,0,0,0,0,1,0
Brandon Marshall,3064,WR,16,NYJ,392,0,1,391,0,0,0,0,0,85.4,62.4,66.1,0,0,0,0,6,0
Domata Peko Sr.,3068,DI,2,CIN,4,0,1,3,0,0,0,0,0,55.9,69.7,53.6,0,0,0,0,2,0
Willie Colon,3076,G,6,NYJ,341,0,212,129,0,0,0,349,0,67.4,65.7,64.2,0,1,9,10,1,1
Kyle Williams,3079,DI,1,BUF,1,0,0,1,0,0,0,0,0,60.0,,59.7,0,0,0,0,2,0
Delanie Walker,3120,TE,15,TEN,175,0,13,162,0,0,0,0,0,88.0,77.2,79.6,0,0,0,0,2,1
Sam Koch,3148,P,2,BLT,2,1,0,1,0,0,0,0,0,61.5,,60.0,0,0,0,0,0,0
Zach Strief,3155,T,15,NO,1071,0,707,364,0,0,0,0,1096,74.7,69.8,77.0,6,11,19,36,9,0
Will Montgomery,3179,C,4,CHI,188,0,104,84,0,0,202,0,0,65.7,62.7,69.2,0,0,5,5,1,0
Marques Colston,3197,WR,13,NO,150,0,2,148,0,0,0,0,0,62.8,73.5,57.1,0,0,0,0,1,0
Miles Austin,3211,WR,11,PHI,162,0,0,162,0,0,0,0,0,55.5,,82.1,0,0,0,0,2,1
Daniel Fells,3309,TE,2,NYG,43,0,4,39,0,0,0,0,0,85.3,72.3,60.2,0,0,0,0,0,0
Fred Jackson,3368,HB,16,SEA,40,0,28,12,0,0,0,0,0,57.5,65.2,60.6,0,1,3,4,0,0
Donald Penn,3459,T,16,OAK,1034,0,674,360,1068,0,0,0,0,85.3,85.6,79.3,7,5,20,32,7,1
Calvin Johnson,3618,WR,16,DET,312,0,0,312,0,0,0,0,0,88.6,,87.7,0,0,0,0,1,0
Joe Thomas,3619,T,16,CLV,1103,0,756,347,1135,0,0,0,0,92.8,93.9,85.1,2,1,21,24,5,0
Adrian Peterson,3623,HB,16,MIN,86,0,64,22,0,0,0,0,0,68.3,56.1,59.3,1,2,7,10,1,0
Ted Ginn Jr.,3625,WR,15,CAR,249,0,0,249,0,0,0,0,0,70.4,,70.8,0,0,0,0,1,0
Marshawn Lynch,3628,HB,7,SEA,54,1,39,14,0,0,0,0,0,88.0,62.4,59.3,0,1,1,2,1,0
Lawrence Timmons,3631,LB,4,PIT,8,0,0,8,0,0,0,0,0,60.0,,60.0,0,0,0,0,3,0
Dwayne Bowe,3639,WR,7,CLV,28,0,0,28,0,0,0,0,0,61.9,,75.8,0,0,0,0,0,0
Joe Staley,3644,T,16,SF,1007,0,651,356,1037,0,0,0,0,90.5,85.4,87.7,5,6,25,36,3,0
Ben Grubbs,3645,G,7,KC,459,0,306,153,0,468,0,0,0,71.7,59.8,75.6,5,2,13,20,3,3
Greg Olsen,3647,TE,16,CAR,532,0,62,470,25,0,0,0,6,89.1,80.0,67.5,0,0,2,2,6,0
Drew Stanton,3659,QB,7,ARZ,52,29,0,23,0,0,0,0,0,62.2,,60.0,0,0,0,0,0,0
Ryan Kalil,3675,C,15,CAR,996,0,549,447,0,0,1025,0,0,83.2,75.1,82.8,3,2,13,18,5,1
Ryan Harris,3686,T,16,DEN,998,0,619,379,807,0,0,0,215,64.6,65.3,61.4,3,9,29,41,3,0
Jacoby Jones,3689,WR,1,PIT,2,0,0,2,0,0,0,0,0,59.3,,60.0,0,0,0,0,0,0
Matt Spaeth,3693,TE,13,PIT,189,0,40,149,0,0,0,0,0,61.1,83.4,68.0,0,0,0,0,2,0
James Jones,3694,WR,16,GB,336,0,1,335,0,0,0,0,0,69.6,69.0,56.9,0,0,0,0,4,0
Marshal Yanda,3702,G,16,BLT,1130,0,744,386,0,0,0,1144,3,91.1,90.7,88.0,1,1,15,17,4,1
Manuel Ramirez,3733,G,9,DET,488,0,351,137,0,97,135,270,0,80.1,87.1,76.5,1,1,6,8,2,0
Allen Barbre,3735,G,16,PHI,1156,0,715,441,0,1191,0,0,0,64.4,68.2,63.6,1,10,29,40,6,2
Doug Free,3738,T,16,DAL,1020,0,622,398,0,0,0,0,1051,68.4,72.5,69.9,1,4,29,34,10,0
Jermon Bushrod,3741,T,8,CHI,224,0,104,120,186,0,0,0,0,75.8,73.0,75.8,1,0,6,7,4,1
Scott Chandler,3745,TE,15,NE,141,0,13,128,0,0,0,0,0,66.6,75.6,75.3,0,0,0,0,1,0
Brent Celek,3778,TE,16,PHI,375,0,38,337,4,0,0,0,2,82.8,57.8,75.0,0,0,5,5,2,0
Ahmad Bradshaw,3866,HB,6,IND,31,0,28,3,0,0,0,0,0,54.7,65.9,60.0,1,2,2,5,0,0
Matt Moore,4018,QB,1,MIA,4,1,0,3,0,0,0,0,0,62.8,,60.0,0,0,0,0,0,0
Lyle Sendlein,4062,C,15,ARZ,986,0,597,389,0,0,1008,0,0,58.0,61.2,55.4,2,9,20,31,1,0
Pierre Thomas,4080,HB,5,WAS,5,0,3,2,0,0,0,0,0,64.0,54.5,60.0,0,0,1,1,0,0
Eric Weems,4097,WR,9,ATL,27,0,0,27,0,0,0,0,0,71.7,,60.2,0,0,0,0,0,0
Jake Long,4315,T,1,ATL,11,0,9,2,0,0,0,0,11,67.1,78.3,60.0,0,0,0,0,0,0
Matt Ryan,4317,QB,16,ATL,1091,703,0,388,0,0,0,0,0,81.0,,60.0,4,1,2,7,1,0
Darren McFadden,4318,HB,16,DAL,91,1,79,11,0,0,0,0,0,60.2,37.5,76.8,2,1,8,11,0,0
Jonathan Stewart,4327,HB,13,CAR,147,0,85,62,0,0,0,0,0,73.2,78.8,62.5,1,1,4,6,1,0
Branden Albert,4329,T,14,MIA,787,0,492,295,801,0,0,0,2,75.0,83.2,60.6,2,3,13,18,2,0
Gosder Cherilus,4331,T,13,TB,886,0,530,356,0,0,0,0,913,58.2,64.5,56.9,4,7,28,39,12,3
Joe Flacco,4332,QB,10,BLT,700,458,0,242,0,0,0,0,0,64.9,,60.0,2,0,3,5,1,0
Chris Johnson,4338,HB,11,ARZ,36,0,29,7,0,0,0,0,0,48.9,59.3,73.5,1,2,1,4,2,0
Duane Brown,4340,T,14,HST,906,0,547,359,920,0,0,0,0,79.9,83.0,73.4,4,6,17,27,7,0
Eddie Royal,4356,WR,9,CHI,182,0,0,182,0,0,0,0,0,59.4,,68.1,0,0,0,0,1,0
Matt Forte,4358,HB,13,CHI,60,0,41,19,0,0,0,0,0,71.3,52.2,57.7,2,1,4,7,0,0
Jerome Simpson,4360,WR,6,SF,16,0,0,16,0,0,0,0,0,55.3,,61.4,0,0,0,0,1,0
DeSean Jackson,4363,WR,9,WAS,98,0,0,98,0,0,0,0,0,77.1,,68.4,0,0,0,0,0,0
Martellus Bennett,4375,TE,11,CHI,366,0,59,307,0,0,0,0,0,72.8,61.9,77.6,0,1,4,5,1,0
John Greco,4379,G,14,CLV,890,0,606,284,0,0,0,918,0,74.2,74.0,72.5,1,6,26,33,3,0
Jamaal Charles,4387,HB,5,KC,36,0,25,11,0,0,0,0,0,70.0,82.8,60.3,0,0,1,1,0,0
Jeremy Zuttah,4397,C,9,BLT,610,0,398,212,0,0,618,0,0,77.9,81.7,75.2,1,1,10,12,3,1
Harry Douglas,4398,WR,14,TEN,246,0,3,243,0,0,0,0,0,60.1,78.2,65.8,0,0,0,0,2,0
Craig Stevens,4399,TE,16,TEN,335,0,63,272,8,0,0,0,7,87.9,69.8,86.0,0,2,1,3,2,2
Andre Caldwell,4411,WR,14,DEN,104,0,0,104,0,0,0,0,0,51.3,,67.4,0,0,0,0,1,0
Cody Wallace,4421,C,16,PIT,1071,0,693,378,0,0,1094,0,0,55.7,61.3,59.8,5,6,33,44,13,2
Kory Lichtensteiger,4422,C,5,WAS,367,0,212,155,0,0,376,0,0,42.5,37.6,44.3,2,2,11,15,2,1
Mike McGlynn,4423,G,4,NO,17,0,12,5,0,14,0,0,0,62.7,71.3,57.7,0,0,1,1,0,0
Jacob Tamme,4441,TE,15,ATL,279,0,48,231,0,0,0,0,0,66.7,49.0,60.7,0,1,3,4,5,4
Tony Hills,4444,T,3,NO,72,0,39,33,67,0,0,0,7,39.2,48.7,38.5,0,0,3,3,1,0
Josh Sitton,4449,G,16,GB,1136,0,739,397,80,1078,0,0,0,77.9,89.8,70.6,5,1,13,19,8,0
Gary Barnidge,4455,TE,16,CLV,307,0,47,260,0,0,0,0,0,74.6,37.7,55.0,1,2,2,5,5,0
Jerome Felton,4460,FB,16,BUF,222,0,29,193,0,0,0,0,0,66.6,64.4,75.2,1,0,2,3,2,0
Tim Hightower,4463,HB,7,NO,31,0,19,12,0,0,0,0,0,78.8,54.6,60.0,1,1,1,3,0,0
Breno Giacomini,4464,T,16,NYJ,1104,0,687,417,0,0,0,0,1137,59.8,63.9,54.7,3,7,44,54,8,1
Matthew Slater,4467,WR,10,NE,16,0,0,16,0,0,0,0,0,58.7,,60.0,0,0,0,0,0,0
Kroy Biermann,4468,ED,1,ATL,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,2,1
Kellen Davis,4472,TE,16,NYJ,319,0,76,243,0,0,0,0,0,49.0,64.5,63.1,0,1,3,4,3,0
Pierre Garcon,4519,WR,16,WAS,265,0,0,265,0,0,0,0,0,74.6,,66.3,0,0,0,0,5,1
Steve Johnson,4538,WR,10,SD,183,0,1,182,0,0,0,0,0,63.2,70.2,62.1,0,0,0,0,4,1
King Dunlap,4544,T,7,SD,310,0,202,108,318,0,0,0,0,68.4,70.0,59.7,3,2,8,13,1,0
Justin Forsett,4547,HB,10,BLT,88,0,77,11,0,0,0,0,0,64.9,59.2,59.7,3,1,4,8,1,0
Geoff Schwartz,4555,G,11,NYG,668,0,419,249,0,17,0,664,0,74.3,68.6,71.8,5,1,13,19,1,1
Mackenzy Bernadeau,4564,G,4,DAL,91,0,66,25,0,96,0,0,0,46.5,70.2,47.0,0,0,1,1,3,0
Tyler Polumbus,4581,T,12,DEN,145,0,87,58,103,0,0,0,27,66.5,80.0,56.7,0,0,2,2,2,1
Ryan Wendell,4602,C,2,NE,13,0,5,8,0,0,0,12,0,34.2,0.0,57.4,0,1,2,3,0,0
Chris Clark,4623,T,11,HST,428,0,249,179,257,0,0,0,182,68.6,62.1,75.6,4,3,8,15,2,1
Fernando Velasco,4641,C,6,CAR,102,0,47,55,0,0,104,0,0,68.8,72.7,70.6,0,0,3,3,1,0
Brian De La Puente,4679,C,3,WAS,21,0,3,18,0,0,23,0,0,56.1,72.5,55.1,0,0,0,0,0,0
Matthew Mulligan,4701,TE,12,BUF,160,0,34,126,1,0,0,0,0,67.1,47.0,77.9,0,0,3,3,3,0
Marcel Reece,4702,FB,15,OAK,78,0,33,45,0,0,0,0,0,72.8,63.1,77.1,0,0,2,2,0,0
Danny Amendola,4717,WR,14,NE,136,1,0,135,0,0,0,0,0,78.4,,55.6,0,0,0,0,3,1
Mike Tolbert,4740,FB,16,CAR,220,0,58,162,0,0,0,0,0,65.6,74.6,53.8,1,1,3,5,0,0
Joe Reitz,4789,T,16,IND,943,0,621,322,216,0,0,44,694,76.6,76.4,71.7,8,3,27,38,8,3
Doug Legursky,4860,C,3,PIT,4,0,1,3,1,0,3,0,0,60.0,70.3,60.0,0,0,0,0,0,0
Danny Woodhead,4914,HB,16,SD,62,0,47,15,0,0,0,0,0,72.6,42.4,59.5,0,5,4,9,0,0
Matthew Stafford,4924,QB,16,DET,1013,694,0,319,0,0,0,0,0,65.7,,60.0,6,4,4,14,5,0
Mark Sanchez,4928,QB,4,PHI,166,104,0,62,0,0,0,0,0,69.9,,60.0,2,0,1,3,0,0
Andre Smith,4929,T,14,CIN,883,0,516,367,27,0,0,0,875,59.4,60.1,62.4,3,3,26,32,9,1
Darrius Heyward-Bey,4930,WR,16,PIT,137,0,0,137,0,0,0,0,0,60.6,,68.1,0,0,0,0,2,0
Eugene Monroe,4931,T,6,BLT,316,0,206,110,317,2,0,0,0,79.9,81.2,70.8,2,1,7,10,2,1
Michael Crabtree,4933,WR,16,OAK,211,0,0,211,0,0,0,0,0,77.2,,76.7,0,0,0,0,3,0
Josh Freeman,4940,QB,1,IND,56,32,0,24,0,0,0,0,0,64.9,,60.6,0,0,0,0,0,0
Jeremy Maclin,4942,WR,15,KC,279,1,0,278,0,0,0,0,0,77.9,,57.2,1,0,0,1,5,2
Brandon Pettigrew,4943,TE,8,DET,187,0,50,137,0,0,0,0,0,58.2,64.8,61.5,0,0,1,1,2,0
Alex Mack,4944,C,16,CLV,1103,0,756,347,0,0,1135,0,0,77.8,75.2,80.5,4,4,28,36,5,0
Percy Harvin,4945,WR,5,BUF,80,0,0,80,0,0,0,0,0,67.5,,68.4,0,0,0,0,0,0
Michael Oher,4946,T,16,CAR,1080,0,591,489,1077,0,0,0,0,68.0,82.8,50.0,4,3,24,31,4,1
Donald Brown,4950,HB,6,SD,8,0,6,2,0,0,0,0,0,71.7,83.0,60.0,0,0,0,0,0,0
Eric Wood,4951,C,16,BUF,1075,0,606,469,0,0,1097,0,0,81.3,83.9,76.8,1,2,13,16,4,0
Hakeem Nicks,4952,WR,6,NYG,62,0,0,62,0,0,0,0,0,51.8,,49.9,0,0,0,0,0,0
Kenny Britt,4953,WR,16,SL,263,0,0,263,0,0,0,0,0,72.6,,63.9,0,0,0,0,3,1
Max Unger,4972,C,16,NO,1153,0,751,402,0,0,1182,0,0,74.3,84.7,67.6,1,1,13,15,2,0
Andy Levitre,4974,G,16,ATL,1126,0,713,413,0,1139,0,0,0,74.4,69.1,76.1,2,4,37,43,9,0
LeSean McCoy,4976,HB,12,BUF,108,0,73,35,0,0,0,0,0,70.8,61.0,63.9,1,1,8,10,0,0
Sebastian Vollmer,4981,T,14,NE,814,0,544,270,537,0,0,0,286,71.4,70.0,70.7,7,4,25,36,6,1
Louis Vasquez,5001,G,15,DEN,870,0,557,313,0,0,0,889,0,68.8,81.0,58.6,1,2,17,20,3,0
Kraig Urbik,5002,G,10,BUF,431,0,251,180,1,0,0,436,0,68.5,63.9,68.0,0,2,11,13,3,1
Brandon Tate,5006,WR,4,CIN,4,0,0,4,0,0,0,0,0,91.9,,60.2,0,0,0,0,0,0
Mike Wallace,5007,WR,16,MIN,254,0,0,254,0,0,0,0,0,59.0,,48.6,0,0,0,0,4,1
Jared Cook,5012,TE,16,SL,286,0,32,254,0,0,0,0,0,57.7,58.1,61.8,0,0,2,2,4,1
Chase Coffman,5021,TE,2,SEA,24,0,1,23,0,0,0,0,0,73.0,67.6,61.2,0,0,0,0,2,0
Brian Hartline,5031,WR,12,CLV,126,0,0,126,0,0,0,0,0,68.2,,76.7,0,0,0,0,1,0
T.J. Lang,5032,G,15,GB,1029,0,667,362,0,1,0,1046,1,87.7,89.4,81.6,2,0,16,18,5,3
Louis Murphy Jr.,5048,WR,6,TB,58,0,0,58,0,0,0,0,0,64.3,,74.9,0,0,0,0,1,0
James Casey,5076,TE,3,DEN,14,0,1,13,0,0,0,0,0,61.3,68.8,62.8,0,0,0,0,0,0
Garrett Reynolds,5080,G,13,SL,732,0,387,345,0,498,0,54,194,76.8,73.3,74.3,1,5,14,20,2,0
Jamon Meredith,5086,T,10,TEN,393,0,264,129,17,0,0,196,176,69.7,53.2,80.0,5,4,12,21,3,0
Zach Miller,5104,TE,15,CHI,352,0,40,312,0,0,0,0,0,86.2,79.4,66.1,0,0,1,1,4,0
Andrew Gardner,5105,G,3,PHI,174,0,119,55,0,0,0,177,0,80.3,68.2,81.8,0,4,3,7,1,0
Bear Pascoe,5108,TE,3,DET,44,0,14,30,0,0,0,0,0,51.6,71.2,52.1,0,1,0,1,1,0
Matt Slauson,5117,G,16,CHI,1075,0,605,470,0,765,339,0,0,74.0,84.4,68.7,2,1,9,12,5,0
Brandon Myers,5126,TE,11,TB,159,0,18,141,0,0,0,0,0,59.9,64.6,70.4,0,0,1,1,0,0
John Phillips,5132,TE,15,SD,148,0,19,129,0,0,0,0,0,73.9,68.3,63.1,0,0,0,0,1,0
A.Q. Shipley,5150,C,12,ARZ,153,0,58,95,0,0,113,0,0,78.0,78.3,75.3,1,0,0,1,0,0
Julian Edelman,5156,WR,9,NE,149,0,3,146,0,0,0,0,0,84.7,70.2,79.8,0,0,0,0,3,0
David Johnson,5165,TE,16,SD,179,0,30,149,0,0,0,0,0,50.5,83.6,56.6,0,0,0,0,1,0
Lance Louis,5170,G,6,IND,237,0,159,78,0,143,0,89,0,51.2,64.2,46.2,0,4,5,9,1,0
Rashad Jennings,5174,HB,16,NYG,50,0,44,6,0,0,0,0,0,71.4,79.9,60.0,0,1,1,2,0,0
Chase Daniel,5214,QB,2,KC,11,2,0,9,0,0,0,0,0,56.2,,60.0,0,0,0,0,0,0
Ramon Foster,5229,G,16,PIT,1075,0,694,381,0,1096,0,2,0,77.8,80.8,74.6,6,2,19,27,4,0
Dallas Reynolds,5241,C,8,NYG,222,0,141,81,0,119,98,3,0,64.2,57.0,68.2,0,1,8,9,1,0
Colt Anderson,5242,S,1,IND,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Brian Hoyer,5277,QB,11,HST,661,418,0,243,0,0,0,0,0,67.6,,61.5,0,4,1,5,2,0
Dan Skuta,5349,LB,1,JAX,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,1,0
Jordan Norwood,5358,WR,11,DEN,98,0,0,98,0,0,0,0,0,56.9,,66.8,0,0,0,0,0,0
Alex Boone,5372,G,13,SF,761,0,478,283,0,785,0,0,0,63.7,78.5,53.3,3,5,9,17,4,1
Evan Smith,5390,C,6,TB,370,0,226,144,0,0,112,274,0,72.6,67.6,73.0,1,3,6,10,2,1
Arian Foster,5398,HB,4,HST,11,0,8,3,0,0,0,0,0,67.7,81.4,60.0,0,0,0,0,0,0
Demar Dotson,5410,T,3,TB,201,0,121,80,0,0,0,0,202,76.7,69.2,81.9,0,1,9,10,2,0
Jermey Parnell,5426,T,15,JAX,983,0,669,314,0,0,0,0,996,71.2,68.2,72.5,3,13,36,52,7,1
Darrel Young,5438,FB,15,WAS,83,0,4,79,0,0,0,0,0,57.1,50.8,70.5,0,1,0,1,1,0
Antone Smith,5440,HB,2,CHI,2,0,0,2,0,0,0,0,0,66.9,,60.0,0,0,0,0,0,0
Marcus Thigpen,5488,WR,5,BUF,4,0,0,4,0,0,0,0,0,43.7,,59.7,0,0,0,0,1,0
Sam Bradford,5526,QB,14,PHI,971,611,0,360,0,0,0,0,0,75.8,,60.0,5,3,4,12,4,0
Trent Williams,5529,T,14,WAS,923,0,547,376,943,0,0,0,0,85.0,89.9,77.7,2,3,14,19,7,1
