year,player,player_id,position,player_game_count,team_name,route_snaps,targets,target_percent,slot_snaps,slot_snap_percent,slot_targets,slot_target_percent,slot_receptions,slot_drops,slot_yards,slot_yprr,slot_touchdowns,slot_drop_rate,slot_catch_rate
2014,Cooper Helfet,7737,TE,9,SEA,116,21,18.1,28,24.1,3,10.7,0,0,0,0,0,,0
2014,Will Johnson,7639,FB,14,PIT,50,9,18,1,2,1,100,0,1,0,0,0,100,0
2014,Leon Washington,3062,HB,16,TEN,167,26,15.6,2,1.2,1,50,0,0,0,0,0,,0
2014,Brandon Bostick,7605,TE,5,GB,16,4,25,6,37.5,1,16.7,0,0,0,0,0,,0
2014,Brad Smith,3048,WR,10,PHI,20,3,15,4,20,1,25,0,1,0,0,0,100,0
2014,Bobby Rainey Jr.,7511,HB,12,TB,189,38,20.1,3,1.6,1,33.3,0,0,0,0,0,,0
2014,Brandon Bolden,7469,HB,11,NE,34,4,11.8,3,8.8,1,33.3,0,0,0,0,0,,0
2014,Kevin Ogletree,5387,WR,7,NYG,62,9,14.5,17,27.4,2,11.8,0,0,0,0,0,,0
2014,Tre Mason,8710,HB,12,SL,120,25,20.8,1,0.8,1,100,0,0,0,0,0,,0
2014,Marcedes Lewis,2973,TE,8,JAX,222,28,12.6,13,5.9,3,23.1,0,1,0,0,0,100,0
2014,Bryce Brown,7213,HB,7,BUF,60,22,36.7,2,3.3,1,50,0,0,0,0,0,,0
2014,Taylor Thompson,7140,TE,3,TEN,19,4,21.1,10,52.6,2,20,0,1,0,0,0,100,0
2014,Joe Webb III,5722,QB,2,CAR,12,3,25,2,16.7,1,50,0,0,0,0,0,,0
