player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties
Riley Cooper,5682,WR,16,PHI,91,55,60.4,573,3,59.1,57.7,74.4,40.0,,10.4,159,2.9,50,26,3,5,1,3,66.8,4,0
Allen Hurns,8931,WR,16,JAX,91,51,56.0,677,6,62.0,61.4,45.4,79.5,,13.3,201,3.9,63,26,7,4,0,6,83.4,2,1
Doug Baldwin,6615,WR,16,SEA,90,66,73.3,825,3,77.4,75.6,73.1,87.6,66.5,12.5,342,5.2,49,42,3,2,0,9,103.2,0,0
Dwayne Bowe,3639,WR,15,KC,90,60,66.7,754,0,71.7,69.8,51.9,46.5,,12.6,238,4.0,37,41,7,1,2,6,87.9,3,1
Torrey Smith,6210,WR,16,BLT,89,49,55.1,767,11,72.1,70.5,28.9,79.3,,15.7,170,3.5,53,38,11,6,0,6,95.4,2,1
Heath Miller,2247,TE,16,PIT,89,66,74.2,766,3,74.2,71.1,64.7,48.5,55.5,11.6,343,5.2,49,42,6,1,1,2,106.3,3,0
Greg Jennings,2997,WR,16,MIN,88,59,67.0,742,6,71.8,71.2,64.7,43.4,,12.6,209,3.5,38,40,5,3,1,5,101.6,2,0
Jason Witten,1384,TE,16,DAL,87,64,73.6,703,5,83.3,78.4,84.7,83.3,80.0,11.0,233,3.6,34,48,2,2,0,1,106.6,5,0
Larry Donnell,7638,TE,16,NYG,87,63,72.4,623,6,66.6,63.6,72.3,19.4,83.8,9.9,212,3.4,32,37,4,3,4,1,100.9,1,1
DeSean Jackson,4363,WR,15,WAS,87,56,64.4,1169,6,74.9,76.6,68.7,81.0,,20.9,476,8.5,81,35,4,3,0,4,116.4,2,0
Malcom Floyd,2044,WR,16,SD,86,52,60.5,856,6,74.6,73.9,87.4,79.6,,16.5,137,2.6,59,39,1,3,0,1,102.7,1,0
Coby Fleener,7038,TE,16,IND,86,51,59.3,774,8,72.7,75.7,50.3,79.7,40.0,15.2,276,5.4,73,40,6,3,0,2,105.5,2,0
Eddie Royal,4356,WR,16,SD,86,62,72.1,778,7,72.2,71.4,58.6,54.2,,12.5,366,5.9,47,39,6,2,1,8,117.3,3,0
Zach Ertz,7816,TE,16,PHI,86,58,67.4,702,3,80.8,81.1,76.2,44.7,45.8,12.1,230,4.0,35,42,2,3,1,4,89.4,2,0
Kendall Wright,7026,WR,14,TEN,86,57,66.3,715,6,70.8,70.6,89.0,44.5,,12.5,376,6.6,48,34,1,2,1,15,105.5,3,2
Markus Wheaton,7860,WR,16,PIT,83,53,63.9,644,2,68.9,67.8,80.1,84.3,,12.2,154,2.9,47,33,2,2,0,5,85.6,0,0
Fred Jackson,3368,HB,14,BUF,82,66,80.5,494,1,71.3,71.1,85.4,51.8,57.1,7.5,585,8.9,34,25,2,1,3,19,90.8,0,0
Travis Kelce,7844,TE,16,KC,81,67,82.7,862,6,84.6,83.6,74.6,22.8,70.5,12.9,503,7.5,34,47,4,0,4,17,135.7,5,1
Charles Clay,6326,TE,14,MIA,81,58,71.6,605,3,76.8,74.3,75.4,80.1,58.3,10.4,260,4.5,41,31,2,0,0,12,105.2,2,0
Kenny Britt,4953,WR,16,SL,81,48,59.3,748,3,74.6,74.8,71.1,79.5,,15.6,167,3.5,63,33,3,5,0,2,76.6,5,1
Kenny Stills,7926,WR,15,NO,80,63,78.8,931,3,78.4,78.2,71.3,56.3,,14.8,190,3.0,69,47,4,3,1,3,112.0,1,0
Jermaine Gresham,5546,TE,15,CIN,77,62,80.5,460,5,68.4,63.3,90.0,22.9,77.3,7.4,260,4.2,23,24,1,2,3,11,102.4,6,1
Allen Robinson II,8696,WR,10,JAX,76,48,63.2,548,2,69.4,68.2,85.8,79.1,,11.4,154,3.2,54,27,1,3,0,4,77.1,0,0
Percy Harvin,4945,WR,13,NYJ,76,51,67.1,483,1,75.9,74.9,73.7,29.0,,9.5,261,5.1,45,23,3,3,1,8,72.4,1,0
Owen Daniels,3043,TE,15,BLT,72,48,66.7,527,4,70.9,74.1,63.9,79.1,72.5,11.0,182,3.8,39,33,5,3,0,3,89.3,3,0
Jerricho Cotchery,1829,WR,15,CAR,72,48,66.7,580,1,68.0,67.1,78.5,82.3,67.4,12.1,210,4.4,47,30,3,1,0,4,90.0,1,0
Harry Douglas,4398,WR,12,ATL,72,51,70.8,556,2,70.1,71.2,80.1,82.6,67.3,10.9,241,4.7,41,28,2,4,0,4,79.4,3,1
Shane Vereen,6208,HB,16,NE,71,52,73.2,447,3,61.7,70.2,74.4,89.3,66.1,8.6,387,7.4,49,24,3,0,0,10,103.4,0,0
Nate Washington,2832,WR,16,TEN,71,40,56.3,637,2,64.8,63.1,59.9,78.4,,15.9,139,3.5,80,26,4,2,0,4,84.1,1,0
Taylor Gabriel,9002,WR,16,CLV,71,38,53.5,633,1,74.6,72.6,56.5,79.4,,16.7,289,7.6,70,26,4,2,0,5,76.8,0,0
Hakeem Nicks,4952,WR,16,IND,68,38,55.9,405,4,59.1,58.8,65.0,77.9,,10.7,130,3.4,29,18,4,3,0,4,74.7,1,0
Andre Roberts,5612,WR,16,WAS,68,36,52.9,453,2,61.2,59.0,32.2,44.2,40.6,12.6,211,5.9,61,28,7,6,1,3,47.0,0,0
Miles Austin,3211,WR,12,CLV,67,47,70.1,568,2,75.3,74.9,64.4,79.2,64.9,12.1,199,4.2,31,35,4,1,0,1,99.6,2,0
Scott Chandler,3745,TE,16,BUF,67,47,70.1,497,3,60.5,58.3,64.0,79.2,73.1,10.6,190,4.0,37,28,4,3,0,2,87.7,6,0
Justin Hunter,7815,WR,12,TEN,66,28,42.4,498,3,62.9,61.3,30.2,76.3,,17.8,186,6.6,75,20,7,4,0,7,58.8,1,0
Jeremy Kerley,6305,WR,16,NYJ,65,38,58.5,409,1,61.6,57.7,41.6,85.6,,10.8,153,4.0,33,19,4,2,0,3,69.3,1,1
Jordan Reed,7866,TE,11,WAS,65,50,76.9,465,0,70.1,71.5,79.0,37.1,48.1,9.3,274,5.5,30,24,2,1,1,10,89.6,2,1
Brandin Cooks,8655,WR,10,NO,65,53,81.5,550,3,68.8,68.1,80.1,51.3,,10.4,171,3.2,50,25,2,1,0,2,110.9,0,0
Wes Welker,2204,WR,14,DEN,64,49,76.6,464,2,61.7,60.0,79.7,82.5,,9.5,202,4.1,39,24,2,3,0,3,87.0,1,0
Jermaine Kearse,7428,WR,15,SEA,64,38,59.4,537,1,65.2,64.3,64.5,78.3,71.0,14.1,228,6.0,60,21,3,0,0,3,91.7,2,0
Andre Ellington,7968,HB,12,ARZ,62,46,74.2,395,2,55.1,59.3,34.9,70.0,81.2,8.6,366,8.0,81,19,8,1,0,8,94.5,0,0
Terrance Williams,7855,WR,16,DAL,62,37,59.7,621,8,66.2,65.0,72.2,77.6,,16.8,102,2.8,51,30,2,2,0,1,119.7,3,1
DeMarco Murray,6223,HB,16,DAL,62,57,91.9,416,0,80.8,68.2,81.6,53.9,65.5,7.3,504,8.8,34,18,2,0,2,18,94.6,3,0
Brian Hartline,5031,WR,16,MIA,62,39,62.9,477,2,63.0,63.2,58.4,78.1,,12.2,130,3.3,35,27,5,1,0,1,90.6,2,0
Davante Adams,8688,WR,16,GB,62,38,61.3,446,3,60.5,60.3,57.8,78.0,,11.7,185,4.9,45,23,4,1,0,5,92.5,3,0
Marqise Lee,8674,WR,13,JAX,61,37,60.7,422,1,61.4,61.1,39.5,78.3,,11.4,176,4.8,37,20,6,1,0,7,80.1,2,2
Julius Thomas,6281,TE,13,DEN,60,43,71.7,489,12,74.5,69.8,52.8,31.6,76.7,11.4,176,4.1,35,30,4,2,1,2,121.5,4,2
Darren Sproles,2347,HB,15,PHI,60,40,66.7,387,0,66.5,80.8,50.7,60.1,80.9,9.7,414,10.4,57,17,5,1,0,10,77.6,0,0
Jarius Wright,7118,WR,16,MIN,60,42,70.0,588,2,70.8,69.8,52.3,79.4,,14.0,336,8.0,87,25,5,2,0,5,98.5,0,0
Jason Avant,3054,WR,16,KC,58,34,58.6,353,1,62.8,60.9,53.9,77.5,,10.4,160,4.7,41,19,5,1,0,2,74.9,1,0
Chris Hogan,6468,WR,13,BUF,58,41,70.7,433,4,64.5,64.1,74.3,32.0,,10.6,193,4.7,31,21,2,1,2,7,107.9,0,0
Matt Asiata,6432,HB,15,MIN,58,44,75.9,312,1,53.4,48.1,40.6,83.3,78.7,7.1,350,8.0,41,7,7,3,0,7,71.9,1,0
Cordarrelle Patterson,7810,WR,15,MIN,58,33,56.9,384,1,67.2,63.7,70.1,58.1,,11.6,170,5.2,28,20,2,5,0,6,46.9,2,0
Devin Hester,3002,WR,16,ATL,57,38,66.7,504,2,64.3,66.0,66.3,70.6,,13.3,263,6.9,46,21,3,1,1,5,98.9,2,0
Preston Parker,5950,WR,15,NYG,56,36,64.3,418,2,61.8,61.6,56.2,28.4,,11.6,116,3.2,42,25,4,2,0,5,83.8,4,1
Arian Foster,5398,HB,13,HST,56,38,67.9,327,5,71.7,63.8,56.1,75.4,59.9,8.6,282,7.4,56,15,4,3,0,4,90.4,0,0
Justin Forsett,4547,HB,16,BLT,56,44,78.6,263,0,72.3,64.5,77.5,84.5,89.5,6.0,335,7.6,26,10,2,0,0,13,86.2,0,0
Giovani Bernard,7818,HB,13,CIN,55,43,78.2,349,2,69.1,81.3,84.4,90.6,63.2,8.1,366,8.5,46,13,1,1,0,11,97.7,2,0
Charles Johnson,7998,WR,11,MIN,55,31,56.4,476,3,67.6,67.3,78.5,28.0,,15.4,170,5.5,56,19,1,2,1,2,88.1,3,0
Marcel Reece,4702,FB,15,OAK,54,37,68.5,265,1,54.3,57.3,48.0,45.0,76.2,7.2,202,5.5,19,12,5,0,0,2,85.8,4,1
Louis Murphy Jr.,5048,WR,11,TB,53,31,58.5,380,2,60.5,60.7,48.1,29.4,,12.3,131,4.2,54,14,6,2,1,4,77.6,3,0
Reggie Bush,2947,HB,11,DET,52,40,76.9,253,0,73.6,73.9,73.9,87.3,49.6,6.3,255,6.4,28,13,3,1,0,7,78.4,0,0
Jace Amaro,8684,TE,14,NYJ,52,38,73.1,345,2,67.9,66.5,41.2,77.9,48.2,9.1,165,4.3,43,20,6,1,0,4,95.4,1,0
Jamaal Charles,4387,HB,15,KC,52,40,76.9,291,5,72.1,48.8,43.4,49.1,70.7,7.3,323,8.1,30,15,6,0,1,12,121.6,2,0
Niles Paul,6307,TE,16,WAS,51,39,76.5,507,1,64.8,67.5,50.6,30.5,63.2,13.0,267,6.8,50,21,4,2,1,6,97.4,4,0
Eddie Lacy,7842,HB,16,GB,50,42,84.0,427,4,80.8,82.1,84.0,67.2,89.7,10.2,447,10.6,67,17,1,0,0,24,128.9,0,0
Pierre Thomas,4080,HB,11,NO,50,45,90.0,378,1,76.4,90.1,84.7,84.9,70.8,8.4,435,9.7,39,19,1,0,0,20,104.8,1,0
Steve Johnson,4538,WR,13,SF,49,35,71.4,435,3,83.4,82.6,71.7,81.3,,12.4,184,5.3,32,24,2,2,0,5,102.0,2,1
Levine Toilolo,7915,TE,16,ATL,49,31,63.3,238,2,53.8,44.4,29.4,28.5,69.5,7.7,96,3.1,20,15,6,1,1,1,80.1,2,1
John Carlson,4352,TE,16,ARZ,49,33,67.3,350,1,52.1,48.9,38.6,77.4,50.1,10.6,150,4.5,32,17,6,2,0,1,77.8,4,1
Benny Cunningham,8283,HB,16,SL,49,45,91.8,352,1,66.5,81.2,90.3,54.2,57.1,7.8,319,7.1,19,21,0,0,1,11,103.4,0,0
Lamar Miller,7097,HB,16,MIA,48,38,79.2,289,1,73.4,42.5,34.6,71.5,69.8,7.6,270,7.1,27,11,6,2,0,4,81.3,0,0
Cole Beasley,7330,WR,16,DAL,48,37,77.1,420,4,68.8,68.6,82.8,23.2,,11.4,247,6.7,45,27,0,0,2,10,130.6,0,0
Martavis Bryant,8753,WR,10,PIT,48,26,54.2,549,8,74.8,73.9,44.3,76.6,60.9,21.1,192,7.4,94,16,4,1,0,1,125.8,0,0
Dwayne Allen,7066,TE,13,IND,47,29,61.7,395,8,73.0,65.4,41.2,27.5,84.9,13.6,165,5.7,41,24,5,1,1,3,119.2,1,0
Joique Bell,5797,HB,15,DET,47,34,72.3,322,1,66.0,67.0,54.9,48.0,57.6,9.5,341,10.0,28,14,4,0,0,13,98.0,2,0
Brent Celek,3778,TE,16,PHI,47,32,68.1,340,1,76.7,59.9,78.9,28.0,66.8,10.6,143,4.5,37,18,1,2,1,2,78.3,0,0
Brandon Gibson,5118,WR,14,MIA,47,29,61.7,295,1,56.6,56.2,49.8,20.8,,10.2,100,3.4,40,15,4,1,2,2,77.9,4,4
Vernon Davis,2951,TE,14,SF,47,26,55.3,245,2,53.8,48.2,32.5,76.9,76.3,9.4,53,2.0,29,11,6,1,0,4,75.2,3,0
Donte Moncrief,8725,WR,16,IND,46,32,69.6,444,3,72.0,70.8,69.6,78.0,,13.9,215,6.7,79,15,2,0,0,5,122.0,0,0
Kenbrell Thompkins,8126,WR,13,OAK,46,21,45.7,262,0,60.3,59.5,50.8,81.3,,12.5,101,4.8,50,13,3,1,0,6,54.8,2,1
Theo Riddick,7980,HB,13,DET,46,34,73.9,316,4,79.1,86.4,70.3,81.4,37.2,9.3,307,9.0,41,14,2,0,0,8,121.3,0,0
Damaris Johnson,7530,WR,16,HST,46,31,67.4,331,1,55.1,54.5,32.7,44.5,,10.7,181,5.8,44,15,6,0,1,8,95.5,2,1
Travis Benjamin,7100,WR,16,CLV,46,18,39.1,314,3,68.8,69.0,28.0,44.8,,17.4,47,2.6,43,14,5,2,0,2,66.8,0,0
Eric Ebron,8645,TE,13,DET,46,25,54.3,248,1,57.0,54.2,44.2,75.7,60.2,9.9,125,5.0,22,14,4,0,0,3,77.1,3,1
Ahmad Bradshaw,3866,HB,10,IND,46,38,82.6,300,6,75.5,70.3,48.1,29.4,75.1,7.9,342,9.0,22,20,5,1,0,16,124.4,0,0
Josh Gordon,7618,WR,5,CLV,44,24,54.5,303,0,78.4,78.6,64.3,75.9,,12.6,168,7.0,32,16,2,3,0,2,47.8,2,0
Darren McFadden,4318,HB,16,OAK,44,36,81.8,212,0,60.2,65.7,80.5,78.0,74.2,5.9,265,7.4,23,8,1,0,0,5,86.7,3,3
Roy Helu,6257,HB,14,WAS,44,42,95.5,477,2,66.5,64.2,75.9,29.7,59.6,11.4,490,11.7,55,17,2,0,2,9,127.0,1,1
Branden Oliver,9286,HB,14,SD,44,36,81.8,271,1,75.3,87.6,90.0,90.5,71.5,7.5,347,9.6,50,11,0,0,0,14,99.9,0,0
Marshawn Lynch,3628,HB,16,SEA,43,37,86.0,367,4,86.7,61.8,72.7,70.4,78.3,9.9,408,11.0,39,18,2,1,2,13,123.5,2,0
Tavon Austin,7789,WR,15,SL,43,31,72.1,242,0,59.9,56.0,61.3,67.3,,7.8,172,5.5,28,12,3,2,0,5,66.2,2,0
Jeff Cumberland,5861,TE,16,NYJ,43,23,53.5,247,3,48.9,47.3,51.0,75.1,50.5,10.7,98,4.3,28,12,3,2,0,1,74.5,4,1
Andrew Quarless,5677,TE,16,GB,43,29,67.4,323,3,63.8,62.4,68.0,76.6,59.8,11.1,159,5.5,34,20,2,1,0,3,103.1,2,0
Travaris Cadet,7457,HB,14,NO,43,38,88.4,296,1,59.8,68.4,73.5,27.9,24.1,7.8,245,6.4,31,15,1,1,1,1,93.4,0,0
Stedman Bailey,7873,WR,14,SL,42,29,69.0,416,1,74.0,72.7,69.6,81.3,,14.3,170,5.9,38,18,3,0,0,8,108.8,1,0
Jordan Cameron,6254,TE,10,CLV,42,24,57.1,424,2,63.6,66.7,74.2,75.5,47.7,17.7,180,7.5,81,13,1,0,0,1,107.6,0,0
Danny Amendola,4717,WR,16,NE,41,27,65.9,200,1,57.2,56.7,51.1,88.2,,7.4,79,2.9,21,12,3,2,0,0,65.1,2,0
C.J. Anderson,8101,HB,15,DEN,41,34,82.9,325,2,85.1,60.0,61.5,80.8,82.5,9.6,294,8.6,51,13,3,0,1,15,116.0,0,0
Victor Cruz,5827,WR,6,NYG,40,23,57.5,337,1,61.8,62.8,30.4,75.1,,14.7,180,7.8,61,13,6,2,0,7,72.6,0,0
Bobby Rainey Jr.,7511,HB,12,TB,39,33,84.6,315,1,57.5,54.4,61.6,35.1,52.0,9.5,286,8.7,34,13,3,0,2,16,108.9,0,0
Luke Willson,7940,TE,15,SEA,39,22,56.4,362,3,68.3,59.6,29.0,80.7,70.5,16.5,216,9.8,80,14,5,1,0,5,102.7,2,0
Paul Richardson Jr.,8680,WR,15,SEA,39,29,74.4,271,1,66.6,65.7,78.0,39.1,,9.3,68,2.3,32,15,1,2,0,2,80.2,1,0
Donald Brown,4950,HB,13,SD,38,29,76.3,211,0,56.5,47.6,49.1,89.6,90.0,7.3,298,10.3,24,7,4,0,0,2,88.8,0,0
Brian Quick,7037,WR,7,SL,37,25,67.6,375,3,72.6,73.9,63.4,75.8,,15.0,75,3.0,51,20,2,1,0,1,116.4,3,0
Jerick McKinnon,8731,HB,11,MIN,37,27,73.0,135,0,68.4,64.1,49.3,89.5,41.3,5.0,183,6.8,17,7,4,1,0,9,66.8,0,0
Rashad Jennings,5174,HB,10,NYG,37,30,81.1,226,0,58.5,42.5,39.8,63.3,76.6,7.5,312,10.4,27,8,5,0,1,7,92.1,1,0
Anthony Fasano,2998,TE,15,KC,36,25,69.4,226,4,61.1,55.3,46.4,75.9,58.4,9.0,83,3.3,22,15,3,1,0,0,111.6,7,1
Lance Kendricks,6199,TE,16,SL,36,27,75.0,259,5,71.0,70.0,75.5,75.9,56.6,9.6,103,3.8,23,17,1,1,0,1,122.6,3,0
Corey Brown,8986,WR,12,CAR,36,21,58.3,296,2,69.3,67.1,72.1,27.4,,14.1,54,2.6,47,12,1,0,0,0,103.5,1,0
Jacquizz Rodgers,6297,HB,16,ATL,35,29,82.9,173,1,68.8,73.7,79.4,62.6,91.6,6.0,191,6.6,14,9,1,0,0,7,96.8,2,0
Jordan Todman,6335,HB,16,JAX,35,25,71.4,198,1,66.6,52.0,53.5,88.5,83.3,7.9,208,8.3,26,6,3,0,0,2,94.7,0,0
Clay Harbor,5648,TE,13,JAX,34,26,76.5,289,1,65.3,59.5,65.0,75.9,50.0,11.1,179,6.9,59,12,1,1,0,2,98.8,2,0
LeSean McCoy,4976,HB,16,PHI,34,29,85.3,155,0,57.9,43.7,59.7,59.4,65.1,5.3,200,6.9,18,10,3,0,1,8,85.7,1,0
