year,player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr
2015,James Starks,5716,HB,16,GB,50,43,392,258,1.52
2015,Darren Sproles,2347,HB,16,PHI,73,55,388,256,1.52
2015,Mark Ingram II,6180,HB,12,NO,57,50,405,269,1.51
2015,Bishop Sankey,8689,HB,10,TEN,21,14,139,92,1.51
2015,Bryan Walters,6139,WR,11,JAX,39,32,368,245,1.5
2015,Charles Clay,6326,TE,13,BUF,75,51,528,360,1.47
2015,Andrew Turzilli,10112,WR,2,TEN,2,2,25,17,1.47
2015,Jeremy Ross,6476,WR,6,OAK,14,9,88,60,1.47
2015,Brian Hartline,5031,WR,12,CLV,73,46,523,359,1.46
2015,Vance McDonald,7836,TE,14,SF,46,30,326,226,1.44
2015,Corey Grant,9827,HB,5,JAX,3,2,13,9,1.44
2015,Clive Walford,9501,TE,16,OAK,49,28,329,230,1.43
2015,Crockett Gillmore,8734,TE,10,BLT,42,31,363,253,1.43
2015,Louis Murphy Jr.,5048,WR,6,TB,17,10,198,138,1.43
2015,Terron Ward,9778,HB,11,ATL,12,9,73,51,1.43
2015,Chris Thompson,7936,HB,13,WAS,43,34,245,172,1.42
2015,Fred Jackson,3368,HB,16,SEA,41,32,257,181,1.42
2015,Lance Kendricks,6199,TE,15,SL,36,25,245,172,1.42
2015,Jacob Tamme,4441,TE,15,ATL,78,59,657,463,1.42
2015,Anthony Dixon,5696,HB,7,BUF,7,6,44,31,1.42
2015,James Jones,3694,WR,16,GB,89,50,890,631,1.41
2015,Jeremy Butler,9080,WR,8,BLT,41,31,373,264,1.41
2015,Charles Johnson,7998,WR,10,MIN,13,9,127,91,1.4
2015,Jason Witten,1384,TE,16,DAL,100,77,713,511,1.4
2015,Wes Welker,2204,WR,8,SL,20,13,102,73,1.4
2015,James Hanna,7175,TE,13,DAL,14,9,79,57,1.39
2015,Leonard Hankerson,6231,WR,10,BUF,44,26,327,236,1.39
2015,Jermaine Kearse,7428,WR,16,SEA,66,49,685,493,1.39
2015,Nate Washington,2832,WR,14,HST,88,47,658,474,1.39
2015,Cameron Brate,9207,TE,14,TB,30,23,288,207,1.39
2015,Dexter McCluster,5561,HB,11,TEN,38,31,260,189,1.38
2015,Craig Stevens,4399,TE,16,TEN,13,12,121,88,1.38
2015,Jalston Fowler,9541,FB,13,TEN,5,5,44,32,1.38
2015,Donte Moncrief,8725,WR,16,IND,100,64,733,531,1.38
2015,Cameron Meredith,10008,WR,9,CHI,16,11,120,87,1.38
2015,Nick Williams,8005,WR,13,ATL,25,17,159,116,1.37
2015,Dez Bryant,5549,WR,9,DAL,68,31,401,293,1.37
2015,Adam Thielen,8288,WR,13,MIN,15,12,144,106,1.36
2015,Eric Ebron,8645,TE,14,DET,65,47,537,394,1.36
2015,Matt Forte,4358,HB,13,CHI,56,44,389,288,1.35
2015,Cecil Shorts,6266,WR,11,HST,67,42,484,358,1.35
2015,Ryan Mathews,5537,HB,13,PHI,27,20,146,108,1.35
2015,Dorial Green-Beckham,9473,WR,16,TEN,63,32,549,406,1.35
2015,De'Anthony Thomas,8759,WR,9,KC,21,17,140,104,1.35
2015,Marques Colston,3197,WR,13,NO,65,45,520,386,1.35
2015,DeMarco Murray,6223,HB,15,PHI,53,44,322,243,1.33
2015,Steve Johnson,4538,WR,10,SD,61,45,497,373,1.33
2015,Jared Cook,5012,TE,16,SL,69,39,481,362,1.33
2015,Bennie Fowler,8914,WR,14,DEN,22,16,203,154,1.32
2015,Jamison Crowder,9538,WR,16,WAS,74,59,604,456,1.32
2015,Rueben Randle,7065,WR,16,NYG,87,57,797,609,1.31
2015,Nick Boyle,9604,TE,10,BLT,21,18,153,117,1.31
2015,Cole Beasley,7330,WR,16,DAL,71,52,536,408,1.31
2015,MyCole Pruitt,9576,TE,16,MIN,13,10,89,68,1.31
2015,Randall Cobb,6216,WR,16,GB,123,79,829,638,1.3
2015,Doug Martin,7035,HB,16,TB,41,33,271,209,1.3
2015,Torrey Smith,6210,WR,16,SF,56,33,663,509,1.3
2015,Martellus Bennett,4375,TE,11,CHI,76,53,439,337,1.3
2015,Todd Gurley II,9443,HB,13,SL,26,21,188,145,1.3
2015,Roy Helu,6257,HB,8,OAK,12,9,75,58,1.29
2015,Jonas Gray,7393,HB,7,JAX,8,7,76,59,1.29
2015,Matt LaCosse,9840,TE,2,NYG,3,3,22,17,1.29
2015,Lamar Miller,7097,HB,16,MIA,53,47,397,307,1.29
2015,Luke Willson,7940,TE,14,SEA,23,16,205,160,1.28
2015,Darrius Heyward-Bey,4930,WR,16,PIT,37,21,314,245,1.28
2015,Quinton Patton,7910,WR,16,SF,53,30,394,310,1.27
2015,Matt Asiata,6432,HB,16,MIN,19,17,122,97,1.26
2015,Golden Tate,5585,WR,16,DET,121,90,813,646,1.26
2015,Marquess Wilson,8019,WR,11,CHI,47,28,464,369,1.26
2015,Tre Mason,8710,HB,12,SL,20,18,88,70,1.26
2015,Jamaal Charles,4387,HB,5,KC,27,21,177,142,1.25
2015,Robert Woods,7822,WR,14,BUF,79,47,552,442,1.25
2015,Brandon LaFell,5602,WR,11,NE,69,37,515,411,1.25
2015,Darren McFadden,4318,HB,16,DAL,50,40,328,263,1.25
2015,James O'Shaughnessy,9606,TE,7,KC,9,6,87,70,1.24
2015,Rhett Ellison,7128,TE,15,MIN,13,10,117,94,1.24
2015,Denard Robinson,7917,HB,11,JAX,28,21,164,132,1.24
2015,Bobby Rainey Jr.,7511,HB,8,TB,3,3,16,13,1.23
2015,Kerwynn Williams,8013,HB,4,ARZ,2,2,16,13,1.23
2015,T.J. Jones,8824,WR,6,DET,18,10,132,107,1.23
2015,Kyle Rudolph,6195,TE,16,MIN,64,49,495,406,1.22
2015,Melvin Gordon III,9448,HB,14,SD,34,33,192,157,1.22
2015,Andre Ellington,7968,HB,10,ARZ,17,15,148,121,1.22
2015,Josh Robinson,9638,HB,5,IND,6,6,33,27,1.22
2015,Stedman Bailey,7873,WR,8,SL,22,12,182,149,1.22
2015,Damien Williams,9205,HB,16,MIA,27,21,142,117,1.21
2015,Chris Hogan,6468,WR,15,BUF,58,36,450,371,1.21
2015,Shaun Draughn,6440,HB,9,SF,35,27,176,146,1.21
2015,Darren Fells,8549,TE,14,ARZ,28,21,311,259,1.2
2015,Julius Thomas,6281,TE,12,JAX,74,45,449,378,1.19
2015,Owen Daniels,3043,TE,16,DEN,72,46,517,434,1.19
2015,Garrett Celek,7274,TE,11,SF,26,19,186,157,1.18
2015,Mike Tolbert,4740,FB,16,CAR,22,18,154,131,1.18
2015,Jeff Janis,8870,WR,9,GB,9,2,79,67,1.18
2015,Cooper Helfet,7737,TE,10,SEA,18,13,130,110,1.18
2015,Ryan Griffin,7982,TE,9,HST,34,20,251,215,1.17
2015,Heath Miller,2247,TE,15,PIT,77,60,535,458,1.17
2015,Jay Ajayi,9582,HB,9,MIA,11,7,90,77,1.17
2015,Scott Chandler,3745,TE,14,NE,41,23,259,221,1.17
2015,Albert Wilson,8943,WR,14,KC,55,35,451,390,1.16
2015,Richard Rodgers,8733,TE,16,GB,82,58,510,441,1.16
2015,Eddie Lacy,7842,HB,15,GB,25,20,188,162,1.16
2015,LeSean McCoy,4976,HB,12,BUF,45,32,292,254,1.15
2015,Chris Givens,7096,WR,15,BLT,51,20,353,306,1.15
2015,Chris Ivory,6007,HB,15,NYJ,34,30,217,189,1.15
2015,Tavon Austin,7789,WR,16,SL,81,52,473,414,1.14
2015,Rod Streater,7416,WR,1,OAK,1,1,8,7,1.14
2015,Seth Roberts,9079,WR,16,OAK,52,32,480,422,1.14
2015,Vernon Davis,2951,TE,15,DEN,54,38,395,346,1.14
2015,Jonathan Grimes,7585,HB,13,HST,31,26,173,152,1.14
2015,Clay Harbor,5648,TE,15,JAX,18,14,149,133,1.12
2015,Marqise Lee,8674,WR,10,JAX,28,15,191,171,1.12
2015,Ryan Grant,8777,WR,16,WAS,38,23,268,239,1.12
2015,Dontrelle Inman,6597,WR,14,SD,60,35,486,434,1.12
2015,Greg Salas,6264,WR,2,BUF,5,3,41,37,1.11
2015,Justin Hunter,7815,WR,9,TEN,31,22,264,238,1.11
2015,Daniel Brown,10144,WR,5,BLT,11,6,64,58,1.1
2015,Chris Owusu,7276,WR,3,NYJ,13,6,80,73,1.1
2015,Darrel Young,5438,FB,11,WAS,6,6,22,20,1.1
2015,Coby Fleener,7038,TE,16,IND,81,54,491,450,1.09
2015,Michael Campanaro,8852,WR,4,BLT,6,5,35,32,1.09
2015,Tyler Kroft,9518,TE,13,CIN,12,10,127,116,1.09
2015,Jermaine Gresham,5546,TE,15,ARZ,27,18,223,204,1.09
2015,Tommy Bohanon,7997,FB,15,NYJ,5,4,56,52,1.08
2015,Andre Johnson,1319,WR,16,IND,76,41,503,464,1.08
2015,Larry Donnell,7638,TE,8,NYG,41,29,223,206,1.08
2015,Ladarius Green,7110,TE,13,SD,56,37,429,402,1.07
2015,Kenny Stills,7926,WR,16,MIA,59,27,440,411,1.07
2015,Ameer Abdullah,9487,HB,16,DET,35,25,183,171,1.07
2015,Malcom Floyd,2044,WR,15,SD,68,30,561,527,1.06
2015,Karlos Williams,9588,HB,11,BUF,12,11,96,91,1.05
2015,Mychal Rivera,7965,TE,16,OAK,44,32,280,267,1.05
2015,Andrew Hawkins,6125,WR,8,CLV,40,27,276,263,1.05
2015,Javontee Herndon,9191,WR,7,SD,32,24,195,188,1.04
2015,Davante Adams,8688,WR,13,GB,88,50,483,466,1.04
2015,Anthony Fasano,2998,TE,16,TEN,38,25,281,270,1.04
2015,Josh Bellamy,7472,WR,15,CHI,33,19,224,217,1.03
2015,Chris Matthews,6820,WR,13,BLT,24,13,151,148,1.02
2015,Dwayne Bowe,3639,WR,7,CLV,13,5,53,52,1.02
2015,Mike Wallace,5007,WR,16,MIN,68,39,473,463,1.02
2015,Dan Herron,7179,HB,8,IND,10,9,47,46,1.02
2015,Corey Brown,8986,WR,14,CAR,47,31,447,444,1.01
2015,Greg Jennings,2997,WR,16,MIA,31,19,208,205,1.01
2015,Ryan Hewitt,9107,TE,13,CIN,10,8,99,99,1
2015,Antonio Andrews,9014,HB,14,TEN,27,21,174,174,1
2015,Orleans Darkwa,9173,HB,8,NYG,3,3,31,31,1
2015,Jake Stoneburner,8353,TE,10,MIA,5,5,47,47,1
2015,Andre Holmes,6489,WR,16,OAK,29,14,201,201,1
2015,Jaelen Strong,9503,WR,10,HST,22,14,161,163,0.99
2015,Adrian Peterson,3623,HB,16,MIN,33,30,222,224,0.99
2015,DeAngelo Williams,2972,HB,15,PIT,47,40,372,375,0.99
2015,Le'Veon Bell,7829,HB,6,PIT,25,24,136,138,0.99
2015,Dwayne Harris,6328,WR,15,NYG,53,36,396,401,0.99
2015,Aaron Dobson,7840,WR,6,NE,18,13,141,142,0.99
2015,Jordan Cameron,6254,TE,16,MIA,64,35,386,395,0.98
2015,Ty Montgomery,9527,WR,6,GB,18,15,136,139,0.98
2015,Mohamed Sanu,7084,WR,16,CIN,48,33,394,404,0.98
2015,Josh Huff,8721,WR,15,PHI,38,27,312,319,0.98
2015,Riley Cooper,5682,WR,16,PHI,39,21,327,332,0.98
2015,Jaron Brown,8128,WR,15,ARZ,20,11,144,147,0.98
2015,Derek Carrier,7406,TE,12,WAS,22,17,141,145,0.97
2015,T.J. Yeldon,9469,HB,12,JAX,43,36,279,287,0.97
2015,Darius Jennings,10038,WR,4,CLV,20,14,117,121,0.97
2015,Miles Austin,3211,WR,11,PHI,31,13,224,234,0.96
2015,Maxx Williams,9488,TE,14,BLT,45,32,268,279,0.96
2015,Jack Doyle,8520,TE,15,IND,14,12,72,75,0.96
2015,Harry Douglas,4398,WR,14,TEN,70,36,411,432,0.95
2015,Quincy Enunwa,8843,WR,12,NYJ,42,22,315,336,0.94
2015,Blake Bell,9550,TE,12,SF,22,15,186,198,0.94
2015,Marc Mariani,5745,WR,15,CHI,31,22,300,322,0.93
2015,Isaiah Crowell,9295,HB,16,CLV,21,19,182,196,0.93
2015,Frank Gore,2282,HB,16,IND,52,34,267,291,0.92
2015,Devin Street,8781,WR,15,DAL,13,7,114,124,0.92
2015,Jonathan Krause,9017,WR,2,PHI,3,2,11,12,0.92
2015,Troy Niklas,8687,TE,11,ARZ,4,4,33,36,0.92
2015,Keshawn Martin,7121,WR,9,NE,36,24,269,295,0.91
2015,Chris Gragg,8004,TE,12,BUF,19,12,150,165,0.91
2015,Chris Conley,9509,WR,16,KC,30,17,199,222,0.9
2015,Andre Roberts,5612,WR,9,WAS,22,11,135,150,0.9
2015,Adam Humphries,10075,WR,13,TB,40,27,260,290,0.9
2015,Charcandrick West,9047,HB,13,KC,31,20,214,241,0.89
2015,Marcedes Lewis,2973,TE,16,JAX,33,16,226,254,0.89
2015,Michael Burton,9601,FB,15,DET,6,6,39,44,0.89
2015,Alfred Blue,8816,HB,14,HST,16,15,109,122,0.89
2015,Jeremy Kerley,6305,WR,15,NYJ,26,16,152,171,0.89
2015,Brandon Myers,5126,TE,11,TB,16,12,127,145,0.88
2015,Justin Hardy,9540,WR,9,ATL,34,21,194,221,0.88
2015,Taylor Gabriel,9002,WR,13,CLV,48,28,241,273,0.88
2015,Geremy Davis,9619,WR,5,NYG,3,2,21,24,0.88
2015,Michael Hoomanawanui,5655,TE,14,NO,14,11,76,86,0.88
2015,Eddie Royal,4356,WR,9,CHI,49,37,238,272,0.88
2015,Dion Sims,7888,TE,13,MIA,24,17,130,149,0.87
2015,Roddy White,2244,WR,16,ATL,67,43,506,586,0.86
2015,John Phillips,5132,TE,12,SD,11,10,69,80,0.86
2015,Chris Polk,7532,HB,15,HST,24,16,109,127,0.86
2015,Patrick DiMarco,6997,FB,16,ATL,15,13,110,129,0.85
2015,Vincent Brown,6234,WR,1,SD,1,1,22,26,0.85
2015,Latavius Murray,7962,HB,16,OAK,49,41,232,275,0.84
2015,DeAndrew White,9697,WR,2,SF,2,2,18,22,0.82
2015,Myles White,8243,WR,12,NYG,18,7,88,107,0.82
2015,Jerome Simpson,4360,WR,5,SF,19,5,54,66,0.82
2015,Zac Stacy,7942,HB,7,NYJ,10,9,65,79,0.82
2015,Thomas Rawls,9993,HB,12,SEA,11,9,76,93,0.82
2015,Austin Johnson,8438,FB,9,NO,8,5,30,37,0.81
2015,Brian Leonhardt,8083,TE,3,SF,1,1,4,5,0.8
2015,C.J. Fiedorowicz,8700,TE,16,HST,23,17,167,215,0.78
2015,Terrelle Pryor Sr.,6944,WR,3,CLV,6,1,42,54,0.78
2015,Kenbrell Thompkins,8126,WR,7,NYJ,31,17,165,215,0.77
2015,Jordan Norwood,5358,WR,11,DEN,32,22,207,269,0.77
2015,Jarryd Hayne,10255,HB,5,SF,5,5,27,35,0.77
2015,Ka'Deem Carey,8752,HB,6,CHI,3,3,19,25,0.76
2015,Lance Moore,2718,WR,14,DET,41,29,337,442,0.76
2015,C.J. Anderson,8101,HB,15,DEN,31,25,183,240,0.76
2015,Jeff Cumberland,5861,TE,11,NYJ,13,5,77,103,0.75
2015,Rashad Greene Sr.,9572,WR,9,JAX,34,19,93,125,0.74
2015,Fozzy Whittaker,8547,HB,13,CAR,14,12,64,87,0.74
2015,Bradley Marquez,9914,WR,12,SL,22,13,88,120,0.73
2015,Roosevelt Nix,10269,FB,8,PIT,2,2,16,22,0.73
2015,Rob Housler,6221,TE,9,CHI,6,4,33,46,0.72
2015,Preston Parker,5950,WR,2,NYG,11,5,43,61,0.7
2015,Ahmad Bradshaw,3866,HB,6,IND,13,10,64,91,0.7
2015,Justin Forsett,4547,HB,10,BLT,35,31,153,219,0.7
2015,Nelson Agholor,9453,WR,13,PHI,43,23,283,404,0.7
2015,Anthony Sherman,6288,FB,15,KC,4,4,34,49,0.69
2015,Mike Gillislee,7946,HB,5,BUF,7,6,29,42,0.69
2015,Corey Fuller,7953,WR,12,DET,8,4,76,110,0.69
2015,Ed Dickson,5595,TE,16,CAR,25,17,121,178,0.68
2015,Brandon Pettigrew,4943,TE,8,DET,13,7,67,99,0.68
2015,Seyi Ajirotutu,6035,WR,4,PHI,3,1,4,6,0.67
2015,Mike Davis,9559,HB,6,SF,12,7,38,57,0.67
2015,Jerome Cunningham,9400,TE,9,NYG,15,8,59,88,0.67
2015,Gavin Escobar,7828,TE,14,DAL,13,8,64,97,0.66
2015,Lee Smith,6311,TE,15,OAK,12,11,77,118,0.65
2015,Zach Zenner,9761,HB,3,DET,2,2,11,17,0.65
2015,Jesse James,9593,TE,8,PIT,10,8,56,87,0.64
2015,Brian Quick,7037,WR,13,SL,32,10,102,161,0.63
2015,Tim Wright,8392,TE,9,DET,15,9,77,123,0.63
2015,Demetrius Harris,8524,TE,16,KC,12,7,74,117,0.63
2015,Reggie Bush,2947,HB,5,SF,10,4,19,30,0.63
2015,Kevin Smith,9065,WR,7,SEA,5,3,43,68,0.63
2015,Darren Waller,9637,WR,3,BLT,6,2,18,29,0.62
2015,Cody Latimer,8691,WR,12,DEN,11,6,59,95,0.62
2015,Andrew Quarless,5677,TE,5,GB,4,4,31,50,0.62
2015,Kasen Williams,10195,WR,2,SEA,1,1,8,13,0.62
