player,player_id,position,player_game_count,team_name,snap_counts_offense,snap_counts_pass,snap_counts_pass_block,snap_counts_run_block,snap_counts_lt,snap_counts_lg,snap_counts_ce,snap_counts_rg,snap_counts_rt,grades_offense,grades_pass_block,grades_run_block,sacks_allowed,hits_allowed,hurries_allowed,pressures_allowed,penalties,declined_penalties
Marshal Yanda,3702,G,16,BLT,1162,0,646,516,0,5,0,1189,0,80.8,84.2,74.6,0,3,11,14,2,0
Zak DeOssie,3732,LS,1,NYG,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Jermon Bushrod,3741,T,11,NO,372,0,182,190,361,0,0,0,0,62.2,78.3,46.3,0,1,10,11,2,1
Clark Harris,3859,LS,2,CIN,2,0,0,2,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Matt Ryan,4317,QB,16,ATL,1030,706,0,324,0,0,0,0,0,84.3,,61.4,6,5,4,15,1,0
Jonathan Stewart,4327,HB,3,NYG,2,0,2,0,0,0,0,0,0,52.8,77.8,,0,0,0,0,0,0
Joe Flacco,4332,QB,9,BLT,620,427,0,193,0,0,0,0,0,72.0,,63.7,5,0,0,5,2,0
Duane Brown,4340,T,16,SEA,1067,0,546,521,1091,2,0,0,0,83.0,86.7,73.5,4,2,15,21,2,1
Jordy Nelson,4350,WR,15,OAK,285,0,2,283,0,0,0,0,0,70.7,73.0,62.0,0,0,0,0,0,0
DeSean Jackson,4363,WR,12,TB,85,0,0,85,0,0,0,0,0,79.4,,60.7,0,0,0,0,2,1
Chad Henne,4371,QB,1,KC,12,3,0,9,0,0,0,0,0,53.7,,60.0,0,0,0,0,0,0
John Greco,4379,C,9,NYG,488,0,343,145,0,0,365,139,0,58.8,54.0,62.9,3,2,12,17,4,0
Jamaal Charles,4387,HB,2,JAX,3,0,1,2,0,0,0,0,0,48.8,74.1,60.0,0,0,0,0,0,0
Josh Sitton,4449,G,1,MIA,62,0,34,28,0,64,0,0,0,62.0,46.8,64.4,0,1,2,3,1,0
Matthew Slater,4467,WR,7,NE,19,0,0,19,0,0,0,0,0,60.4,,60.1,0,0,0,0,0,0
Josh Johnson,4474,QB,4,WAS,195,126,0,69,0,0,0,0,0,47.6,,60.0,1,1,4,6,1,0
John Sullivan,4501,C,16,LA,1054,0,648,406,0,0,1075,0,0,53.4,55.7,54.6,4,7,26,37,7,1
Pierre Garcon,4519,WR,8,SF,140,0,1,139,0,0,0,0,0,64.3,66.2,76.6,0,0,0,0,0,0
Brett Kern,4580,P,1,TEN,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Wesley Woodyard,4583,LB,1,TEN,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Chris Clark,4623,T,15,CAR,817,0,520,297,817,0,0,0,8,61.7,65.6,55.6,7,8,26,41,7,2
Stephen Hauschka,4655,K,2,BUF,2,0,2,0,0,0,0,0,0,42.2,62.0,,0,0,0,0,0,0
J.J. Jansen,4712,LS,1,CAR,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Danny Amendola,4717,WR,15,MIA,240,1,1,238,0,0,0,0,0,66.6,61.4,55.9,0,0,0,0,2,0
Matthew Stafford,4924,QB,16,DET,1039,649,0,390,0,0,0,0,0,77.8,,60.0,6,3,4,13,1,0
Mark Sanchez,4928,QB,2,WAS,65,43,0,22,0,0,0,0,0,41.8,,60.0,3,0,1,4,1,0
Andre Smith,4929,T,10,CIN,452,0,282,170,25,0,0,0,441,58.8,54.0,64.6,6,2,15,23,5,3
Darrius Heyward-Bey,4930,WR,14,PIT,34,0,0,34,0,0,0,0,0,55.3,,76.5,0,0,0,0,0,0
Michael Crabtree,4933,WR,16,BLT,265,0,0,265,0,0,0,0,0,62.7,,71.3,0,0,0,0,4,1
Alex Mack,4944,C,16,ATL,1057,0,715,342,0,0,1077,0,0,79.0,79.6,78.7,3,4,7,14,3,0
Max Unger,4972,C,16,NO,1012,0,560,452,0,0,1034,0,0,63.5,73.6,57.1,4,1,9,14,0,0
Andy Levitre,4974,G,2,ATL,82,0,58,24,0,83,0,0,0,62.0,41.0,69.3,1,2,4,7,0,0
LeSean McCoy,4976,HB,14,BUF,86,0,57,29,0,0,0,0,0,62.0,50.4,57.1,0,2,3,5,3,1
Mike Wallace,5007,WR,2,PHI,29,0,0,29,0,0,0,0,0,53.9,,58.4,0,0,0,0,0,0
Jared Cook,5012,TE,16,OAK,250,0,23,227,1,0,0,0,1,75.5,50.1,46.2,1,0,1,2,5,1
T.J. Lang,5032,G,6,DET,282,0,185,97,0,0,0,285,0,74.8,86.5,64.2,1,0,3,4,0,0
Kevin Huber,5066,P,2,CIN,2,0,0,2,0,0,0,0,0,60.2,,60.3,0,0,0,0,0,0
Thomas Morstead,5088,P,2,NO,2,0,1,1,0,0,0,0,0,60.0,62.0,60.0,0,0,0,0,0,0
Matt Slauson,5117,G,5,IND,376,0,277,99,0,0,0,387,0,66.8,79.0,56.5,0,3,4,7,1,0
John Phillips,5132,TE,8,ARZ,96,0,17,79,0,0,0,0,0,63.1,69.3,59.0,0,0,0,0,0,0
Julian Edelman,5156,WR,12,NE,280,2,0,278,0,0,0,0,0,75.2,,67.3,0,0,0,0,5,1
Clinton McDonald,5173,DI,5,OAK,8,0,1,7,0,0,0,0,0,64.8,67.6,63.3,0,0,0,0,0,0
Chase Daniel,5214,QB,5,CHI,133,94,0,39,0,0,0,0,0,57.6,,60.0,5,0,0,5,2,0
Ramon Foster,5229,G,16,PIT,1116,0,777,339,0,1129,0,0,0,69.5,84.5,56.7,1,2,23,26,3,0
Brian Hoyer,5277,QB,5,NE,16,2,0,14,0,0,0,0,0,64.9,,60.0,0,0,0,0,0,0
Ramon Humber,5310,LB,1,NE,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Evan Smith,5390,G,7,TB,168,0,126,42,0,0,0,170,0,48.4,39.1,51.8,1,2,9,12,2,0
Demar Dotson,5410,T,15,TB,1005,0,703,302,0,0,0,0,1032,67.4,79.5,45.9,2,2,21,25,11,4
Jermey Parnell,5426,T,13,JAX,869,0,573,296,0,0,0,0,884,65.8,67.9,63.4,5,2,32,39,9,1
Garrison Sanborn,5430,LS,2,TB,2,0,1,1,0,0,0,0,0,60.0,60.8,60.0,0,0,0,0,0,0
Graham Gano,5443,K,1,CAR,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Sam Bradford,5526,QB,3,ARZ,134,92,0,42,0,0,0,0,0,41.4,,60.0,0,0,2,2,2,0
Trent Williams,5529,T,13,WAS,792,0,491,301,822,0,0,0,0,75.6,80.7,69.9,1,9,20,30,12,3
Russell Okung,5531,T,15,LAC,866,0,533,333,880,0,0,0,1,78.4,77.8,70.2,3,7,16,26,7,2
Mike Iupati,5542,G,10,ARZ,477,0,285,192,0,490,0,0,0,64.8,47.5,72.6,2,6,7,15,3,1
Maurkice Pouncey,5543,C,16,PIT,1101,0,772,329,0,0,1115,0,0,69.4,78.1,60.8,2,3,13,18,5,0
Jermaine Gresham,5546,TE,13,ARZ,299,0,82,217,1,0,0,0,0,49.7,79.8,51.3,0,0,3,3,5,1
Demaryius Thomas,5547,WR,15,HST,269,0,0,269,0,0,0,0,0,71.5,,68.7,0,0,0,0,4,1
Bryan Bulaga,5548,T,14,GB,781,0,559,222,0,0,0,0,800,75.0,84.0,59.3,5,3,14,22,8,0
Rodger Saffold,5558,G,16,LA,1069,0,648,421,0,1089,0,0,0,76.0,70.5,76.4,3,5,17,25,6,0
Rob Gronkowski,5567,TE,13,NE,418,0,58,360,2,0,0,0,1,73.7,64.4,58.2,0,0,3,3,5,0
Zane Beadles,5570,G,5,ATL,279,0,175,104,0,0,0,285,0,59.1,75.4,49.1,1,0,6,7,0,0
Golden Tate,5585,WR,15,PHI,179,0,0,179,0,0,0,0,0,70.1,,70.1,0,0,0,0,2,0
Vladimir Ducasse,5586,G,9,BUF,564,0,358,206,0,580,0,0,0,50.8,78.9,40.0,0,1,8,9,5,1
Jared Veldheer,5594,T,12,DEN,704,0,437,267,0,0,0,0,717,64.8,68.4,65.1,2,4,15,21,8,1
Ed Dickson,5595,TE,10,SEA,207,0,46,161,0,0,0,0,0,62.4,50.5,52.5,0,0,3,3,0,0
Brandon LaFell,5602,WR,6,OAK,98,0,1,97,0,0,0,0,0,64.5,65.8,54.9,0,0,0,0,0,0
Earl Mitchell,5605,DI,3,SF,3,0,0,3,0,0,0,0,0,55.5,,54.7,0,0,0,0,0,0
Emmanuel Sanders,5606,WR,12,DEN,213,1,1,211,0,0,0,0,0,81.1,73.4,72.8,0,0,0,0,3,1
Colt McCoy,5609,QB,3,WAS,97,72,0,25,0,0,0,0,0,60.1,,60.0,1,1,1,3,0,0
Andre Roberts,5612,WR,13,NYJ,71,0,0,71,0,0,0,0,0,58.1,,69.5,0,0,0,0,0,0
Shawn Lauvao,5616,G,5,WAS,284,0,160,124,0,297,0,0,0,51.9,43.3,56.7,2,3,10,15,2,0
Jimmy Graham,5619,TE,16,GB,200,0,18,182,0,0,0,0,0,59.6,51.7,54.8,1,0,0,1,2,0
Marshall Newhouse,5692,T,14,CAR,210,0,121,89,177,0,0,0,6,55.8,69.2,45.6,0,4,2,6,5,1
Sam Young,5702,T,4,MIA,121,0,79,42,29,0,0,0,86,45.8,50.1,46.0,0,3,3,6,3,0
Antonio Brown,5718,WR,15,PIT,282,1,0,281,0,0,0,0,0,79.3,,65.0,0,0,0,0,3,0
Joe Webb III,5722,WR,2,HST,12,0,0,12,0,0,0,0,0,53.3,,61.8,0,0,0,0,0,0
Ted Larsen,5728,G,14,MIA,752,0,458,294,0,770,0,0,0,43.5,46.2,43.1,4,6,29,39,3,0
J'Marcus Webb,5741,T,1,IND,81,0,59,22,0,0,0,0,81,64.5,73.6,50.6,0,0,2,2,0,0
Logan Paulsen,5795,TE,15,ATL,272,0,82,190,0,0,0,0,0,62.0,70.9,57.7,0,1,5,6,2,0
Vincent Rey,5811,LB,2,CIN,2,0,0,2,0,0,0,0,0,60.0,,60.0,0,0,0,0,1,0
Ben Garland,5839,G,9,ATL,371,0,256,115,0,15,3,353,0,71.6,59.7,78.6,3,1,6,10,2,0
Austin Howard,5847,G,3,WAS,37,0,19,18,0,0,0,35,2,33.4,31.8,37.0,1,0,2,3,1,0
LeGarrette Blount,5863,HB,16,DET,35,0,21,14,0,0,0,0,0,45.8,80.7,60.2,0,0,1,1,0,0
Chris Ivory,6007,HB,13,BUF,53,0,35,18,0,0,0,0,0,74.1,41.8,56.3,0,1,3,4,0,0
Anthony Levine,6013,S,2,BLT,1,0,1,0,0,0,0,0,0,64.6,,,0,0,0,0,1,0
Morgan Cox,6020,LS,2,BLT,2,0,1,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Albert McClellan,6022,LB,1,NE,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
James Develin,6142,FB,16,NE,288,0,18,270,0,0,0,0,0,56.8,75.1,55.0,0,1,1,2,1,0
Cam Newton,6153,QB,14,CAR,808,558,0,250,0,0,0,0,0,70.9,,60.0,3,0,6,9,8,0
A.J. Green,6156,WR,9,CIN,145,0,0,145,0,0,0,0,0,85.2,,61.4,0,0,0,0,1,1
Julio Jones,6158,WR,16,ATL,212,0,0,212,0,0,0,0,0,90.9,,63.1,0,0,0,0,1,0
Tyron Smith,6161,T,13,DAL,849,0,521,328,866,0,0,0,0,80.9,85.4,71.6,0,2,13,15,10,0
Blaine Gabbert,6162,QB,8,TEN,203,115,0,88,0,0,0,0,0,33.6,,61.8,1,1,1,3,3,1
Mike Pouncey,6167,C,16,LAC,954,0,580,374,0,0,974,0,0,58.1,67.4,56.1,2,3,13,18,8,0
Nate Solder,6169,T,16,NYG,1027,0,664,363,1045,0,0,0,0,75.7,76.8,66.6,7,3,23,33,5,1
Anthony Castonzo,6174,T,11,IND,744,0,450,294,757,0,0,0,0,77.7,80.7,71.4,2,7,18,27,4,0
James Carpenter,6177,G,10,NYJ,624,0,371,253,0,641,0,0,0,57.7,71.9,53.3,1,4,13,18,3,0
Mark Ingram II,6180,HB,12,NO,72,0,35,37,0,0,0,0,0,81.0,71.9,60.7,0,0,1,1,0,0
Cameron Heyward,6183,DI,1,PIT,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,2,1
Andy Dalton,6187,QB,11,CIN,622,428,0,194,0,0,0,0,0,81.9,,60.4,2,0,2,4,0,0
Kyle Rudolph,6195,TE,16,MIN,347,0,73,274,4,0,0,0,3,63.6,57.4,53.5,0,0,2,2,5,0
Lance Kendricks,6199,TE,16,GB,162,0,38,124,0,0,0,0,0,59.6,61.5,71.1,1,0,4,5,0,0
Stefen Wisniewski,6200,G,14,PHI,643,0,412,231,0,599,54,3,0,55.6,61.0,52.1,1,0,14,15,2,0
Rodney Hudson,6207,C,16,OAK,1042,0,651,391,0,0,1077,0,0,79.5,90.8,70.2,0,1,4,5,1,0
Torrey Smith,6210,WR,11,CAR,103,0,0,103,0,0,0,0,0,58.4,,48.0,0,0,0,0,3,1
Marcus Gilbert,6215,T,5,PIT,362,0,255,107,0,0,0,0,368,69.6,76.6,56.2,1,1,10,12,2,0
Randall Cobb,6216,WR,9,GB,106,0,0,106,0,0,0,0,0,60.2,,34.7,0,0,0,0,1,1
Stevan Ridley,6225,HB,9,PIT,6,0,2,4,0,0,0,0,0,52.6,74.2,60.0,0,0,0,0,0,0
Joe Barksdale,6244,T,10,ARZ,388,0,243,145,0,0,0,0,393,62.6,75.4,51.9,0,4,6,10,4,0
Clint Boling,6253,G,16,CIN,969,0,635,334,143,860,0,0,0,62.1,71.8,51.2,4,3,23,30,5,1
Luke Stocker,6256,TE,16,TEN,366,0,70,296,0,0,0,0,0,76.1,77.9,66.6,1,0,2,3,0,0
Taiwan Jones,6277,HB,3,BUF,1,0,0,1,0,0,0,0,0,59.2,,60.0,0,0,0,0,0,0
Bilal Powell,6278,HB,7,NYJ,20,0,15,5,0,0,0,0,0,65.7,50.1,60.0,0,0,2,2,0,0
Anthony Sherman,6288,FB,16,KC,66,0,4,62,0,0,0,0,0,80.0,74.3,61.3,0,0,0,0,0,0
Marcus Cannon,6290,T,13,NE,836,0,457,379,0,0,0,2,851,73.7,76.5,70.7,2,5,17,24,7,1
Jacquizz Rodgers,6297,HB,16,TB,82,0,73,9,0,0,0,0,0,65.1,49.7,71.3,1,3,4,8,1,1
Dion Lewis,6301,HB,16,TEN,103,0,71,32,0,0,0,0,0,65.8,64.8,57.6,1,0,7,8,1,1
Jeremy Kerley,6305,WR,1,BUF,12,0,0,12,0,0,0,0,0,58.2,,59.9,0,0,0,0,0,0
Niles Paul,6307,TE,6,JAX,34,0,3,31,0,0,0,0,0,55.2,27.1,59.5,0,0,1,1,0,0
Lee Smith,6311,TE,16,OAK,235,0,59,176,0,0,0,0,2,78.4,72.7,70.9,1,0,2,3,3,0
Daniel Kilgore,6315,C,4,MIA,182,0,107,75,0,0,187,0,0,52.9,56.9,50.6,0,1,3,4,2,0
Brandon Fusco,6324,G,7,ATL,436,0,293,143,0,0,0,442,0,60.5,60.7,61.1,2,3,12,17,2,0
Charles Clay,6326,TE,13,BUF,246,0,33,213,1,0,0,0,0,56.6,73.8,57.4,0,1,1,2,2,0
Dwayne Harris,6328,WR,12,OAK,25,0,0,25,0,0,0,0,0,61.6,,61.4,0,0,0,0,0,0
Aldrick Robinson,6330,WR,14,MIN,65,0,0,65,0,0,0,0,0,61.8,,68.5,0,0,0,0,1,0
Tyrod Taylor,6332,QB,4,CLV,179,115,0,64,0,0,0,0,0,47.0,,60.0,3,1,1,5,1,0
Jason Kelce,6343,C,16,PHI,1037,0,657,380,0,0,1065,0,0,86.3,87.7,84.8,0,2,8,10,6,0
Virgil Green,6356,TE,16,LAC,431,0,67,364,3,0,0,0,2,58.4,79.2,65.4,0,0,2,2,4,0
Derek Newton,6366,T,1,NO,48,0,26,22,50,0,0,0,0,59.7,56.2,59.0,0,0,1,1,0,0
Mike Person,6391,G,16,SF,1000,0,605,395,0,0,10,1020,0,68.6,71.9,63.2,1,7,26,34,5,2
Kyle Nelson,6428,LS,1,SF,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Chris Hogan,6468,WR,16,NE,285,0,2,283,0,0,0,0,0,57.1,67.0,45.7,0,0,0,0,4,2
Kenny Wiggins,6471,G,16,DET,798,0,488,310,0,0,0,803,0,55.9,63.8,50.2,4,2,20,26,3,0
Andre Holmes,6489,WR,15,DEN,125,0,0,125,0,0,0,0,0,54.2,,67.4,0,0,0,0,0,0
Patrick Scales,6508,TE,1,CHI,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Nick Bellore,6515,FB,14,DET,90,0,4,86,0,0,0,0,0,59.9,82.1,60.2,0,0,0,0,0,0
Jake McQuaide,6586,LS,5,LA,5,0,5,0,0,0,0,0,0,60.0,81.2,,0,0,0,0,0,0
Dontrelle Inman,6597,WR,9,IND,129,0,0,129,0,0,0,0,0,67.8,,76.2,0,0,0,0,0,0
Doug Baldwin,6615,WR,13,SEA,336,0,4,332,0,0,0,0,0,79.9,69.9,69.0,0,0,0,0,3,0
Kamar Aiken,6671,WR,5,PHI,45,0,0,45,0,0,0,0,0,53.4,,71.6,0,0,0,0,2,0
Chris Jones,6798,P,1,DAL,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Byron Bell,6848,G,10,GB,528,0,365,163,0,0,0,524,12,48.1,59.9,40.4,1,1,29,31,1,1
Terrelle Pryor Sr.,6944,WR,8,BUF,100,0,0,100,0,0,0,0,0,56.6,,44.5,0,0,0,0,1,0
Matt Overton,6979,,1,JAX,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Patrick DiMarco,6997,FB,16,BUF,123,0,12,111,0,0,0,0,0,56.5,77.5,50.4,0,0,0,0,0,0
Craig Robertson,7003,LB,2,NO,2,0,1,1,0,0,0,0,0,60.0,61.4,60.0,0,0,0,0,0,0
Andrew Luck,7007,QB,16,IND,1092,725,0,367,0,0,0,0,0,91.0,,60.0,2,6,9,17,3,0
Robert Griffin III,7008,QB,3,BLT,18,7,0,11,0,0,0,0,0,34.9,,60.0,0,0,0,0,0,0
Ryan Tannehill,7014,QB,11,MIA,553,343,1,209,0,0,0,0,0,45.3,60.9,61.8,1,4,2,7,1,0
Michael Floyd,7019,WR,13,WAS,131,0,0,131,0,0,0,0,0,50.0,,58.4,0,0,0,0,2,1
Riley Reiff,7029,T,13,MIN,793,0,541,252,802,0,0,0,0,74.1,71.3,69.4,3,6,33,42,4,1
Kevin Zeitler,7032,G,16,CLV,1091,0,694,397,0,0,0,1105,0,74.9,91.7,64.6,3,1,7,11,7,1
Doug Martin,7035,HB,16,OAK,41,0,31,10,0,0,0,0,0,67.3,87.8,60.1,0,1,0,1,0,0
Brian Quick,7037,WR,6,WAS,32,0,0,32,0,0,0,0,0,60.1,,71.5,0,0,0,0,0,0
Mitchell Schwartz,7041,T,16,KC,1045,0,687,358,0,0,0,0,1079,84.2,84.8,74.6,3,7,11,21,5,1
Amini Silatolu,7044,T,4,CAR,22,0,5,17,1,0,0,3,12,33.6,47.3,33.4,0,0,1,1,0,0
Cordy Glenn,7045,T,13,CIN,765,0,500,265,783,0,0,0,0,61.4,71.3,47.5,2,1,33,36,5,0
Alshon Jeffery,7048,WR,13,PHI,264,0,0,264,0,0,0,0,0,78.3,,73.4,0,0,0,0,3,0
Brock Osweiler,7059,QB,7,MIA,336,211,0,125,0,0,0,0,0,52.7,,60.6,1,1,4,6,1,0
Kelechi Osemele,7062,G,11,OAK,735,0,442,293,18,737,0,0,0,55.8,60.9,53.8,3,1,13,17,4,0
Dwayne Allen,7066,TE,13,NE,251,0,39,212,0,0,0,0,1,51.3,58.0,62.0,0,0,3,3,1,0
Josh Robinson,7068,CB,1,NO,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Bryan Anger,7072,P,2,TB,1,1,0,0,0,0,0,0,0,31.0,,,0,0,0,0,0,0
Josh LeRibeus,7073,G,4,NO,179,0,121,58,0,186,0,0,0,37.0,26.2,47.7,0,1,8,9,2,0
Russell Wilson,7077,QB,16,SEA,1031,546,0,485,0,0,0,0,0,87.2,,60.0,13,7,14,34,4,1
Brandon Brooks,7078,G,16,PHI,1087,0,692,395,0,0,0,1115,0,76.7,85.4,69.2,1,2,10,13,4,0
Mohamed Sanu,7084,WR,16,ATL,225,2,0,223,0,0,0,0,0,71.6,,73.4,0,0,0,0,2,0
Nick Foles,7089,QB,5,PHI,349,221,0,128,0,0,0,0,0,73.8,,60.1,2,3,4,9,3,0
T.Y. Hilton,7092,WR,14,IND,227,0,0,227,0,0,0,0,0,86.6,,57.1,0,0,0,0,2,1
Tony Bergstrom,7095,G,10,WAS,509,0,336,173,0,58,200,266,0,49.7,47.5,50.1,1,5,17,23,1,1
Lamar Miller,7097,HB,14,HST,103,0,85,18,0,0,0,0,0,75.1,78.5,64.3,1,1,2,4,2,0
Gino Gradkowski,7098,C,1,DEN,17,0,14,3,0,0,17,0,0,62.8,79.5,58.5,0,0,0,0,0,0
Ben Jones,7099,C,16,TEN,986,0,550,436,0,36,977,0,0,71.2,73.7,68.9,5,1,15,21,3,0
Travis Benjamin,7100,WR,12,LAC,79,0,0,79,0,0,0,0,0,61.4,,58.3,0,0,0,0,0,0
Kirk Cousins,7102,QB,16,MIN,1026,705,0,321,0,0,0,0,0,79.3,,60.0,3,2,12,17,2,0
Robert Turbin,7106,HB,2,IND,2,0,1,1,0,0,0,0,0,41.0,69.2,60.0,0,0,0,0,0,0
Bobby Massie,7112,T,16,CHI,1070,0,635,435,0,0,0,0,1097,71.8,77.7,60.6,1,2,22,25,4,1
Kyle Wilber,7113,ED,1,OAK,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,1,0
Orson Charles,7116,TE,13,CLV,144,0,13,131,0,0,0,0,0,44.5,82.2,46.5,0,0,0,0,0,0
Joe Looney,7117,C,16,DAL,1076,0,654,422,0,0,1097,0,0,54.7,64.7,49.2,1,3,21,25,5,0
Jarius Wright,7118,WR,16,CAR,118,0,0,118,0,0,0,0,0,63.7,,58.7,0,0,0,0,1,0
Rhett Ellison,7128,TE,14,NYG,302,0,70,232,7,0,0,0,2,64.4,62.6,71.1,2,1,1,4,1,0
Senio Kelemete,7144,G,14,HST,895,0,533,362,0,914,0,0,0,56.6,70.1,49.4,3,3,20,26,2,0
Dennis Kelly,7146,T,9,TEN,376,0,185,191,2,0,0,5,376,75.4,77.4,71.3,1,0,3,4,1,0
Marvin Jones Jr.,7158,WR,9,DET,173,0,0,173,0,0,0,0,0,71.9,,63.3,0,0,0,0,4,0
