player,player_id,position,player_game_count,team_name,coverage_snaps,targets,receptions,yards,yards_after_catch,touchdowns,interceptions,qb_rating_against,yards_per_coverage_snap,coverage_snaps_per_target,coverage_snaps_per_reception
Justin Simmons,10732,S,12,DEN,193,13,8,93,42,0,2,43.6,0.48,14.8,24.1
Mike Catapano,7989,ED,11,NYJ,24,1,1,19,5,0,0,118.8,0.79,24.0,24.0
Josh Johnson,8386,CB,5,JAX,96,10,4,43,25,0,0,53.3,0.45,9.6,24.0
Darian Stewart,5820,S,16,DEN,567,35,25,256,115,2,3,75.4,0.45,16.2,22.7
Deji Olatoye,9061,CB,4,ATL,68,10,3,27,20,0,0,39.6,0.4,6.8,22.7
Brian Cushing,4938,LB,13,HST,272,16,12,101,55,0,0,90.9,0.37,17.0,22.7
Ron Parker,6625,S,16,KC,634,47,28,296,116,4,1,97.5,0.47,13.5,22.6
Will Blackmon,3060,S,14,WAS,337,22,15,165,85,1,1,86.4,0.49,15.3,22.5
Keith Tandy,7166,S,14,TB,224,21,10,173,73,1,4,52.4,0.77,10.7,22.4
T.J. McDonald,7852,S,16,LA,553,43,25,229,105,2,2,68.8,0.41,12.9,22.1
Derrick Kindred,10763,S,12,CLV,264,17,12,211,51,3,0,152.2,0.8,15.5,22.0
Matthias Farley,10953,S,6,IND,44,3,2,19,10,1,0,123.6,0.43,14.7,22.0
Markus Golden,9491,ED,16,ARZ,44,5,2,28,33,0,0,58.8,0.64,8.8,22.0
Cyrus Jones,10694,CB,8,NE,107,11,5,105,12,1,0,110.0,0.98,9.7,21.4
Jordan Hicks,9517,LB,16,PHI,532,36,25,208,158,1,5,53.7,0.39,14.8,21.3
Jeff Heath,8396,S,12,DAL,192,11,9,108,30,0,1,69.7,0.56,17.5,21.3
Dwight Lowery,4427,S,16,SD,593,43,28,363,153,1,1,89.6,0.61,13.8,21.2
Jonathan Meeks,7925,S,8,BUF,42,3,2,19,3,1,0,123.6,0.45,14.0,21.0
Corey Moore,10117,S,11,HST,209,13,10,152,55,0,0,114.9,0.73,16.1,20.9
Jerry Hughes,5556,ED,16,BUF,62,6,3,11,13,0,0,56.3,0.18,10.3,20.7
Tony Jefferson,8361,S,14,ARZ,487,44,24,171,71,2,0,78.9,0.35,11.1,20.3
Adrian Amos,9575,S,15,CHI,526,35,26,217,73,4,0,127.9,0.41,15.0,20.2
Ibraheim Campbell,9548,S,10,CLV,202,15,10,148,77,1,0,121.0,0.73,13.5,20.2
Arthur Moats,5701,ED,13,PIT,59,5,3,26,18,0,0,73.8,0.44,11.8,19.7
Robert Blanton,7136,S,10,BUF,177,10,9,94,10,1,0,139.2,0.53,17.7,19.7
Karl Joseph,10648,S,10,OAK,334,22,17,192,69,0,1,83.9,0.57,15.2,19.6
Darian Thompson,10705,S,2,NYG,58,3,3,40,3,0,0,118.8,0.69,19.3,19.3
J.J. Wilcox,7861,S,13,DAL,383,25,20,155,84,1,1,89.2,0.4,15.3,19.2
Marcus Roberson,9241,CB,2,BUF,19,3,1,5,0,0,0,42.4,0.26,6.3,19.0
Julius Peppers,1010,ED,16,GB,19,2,1,5,9,0,0,56.3,0.26,9.5,19.0
Brandon Copeland,8378,LB,11,DET,19,1,1,4,5,0,0,83.3,0.21,19.0,19.0
Myles Jack,10670,LB,14,JAX,75,8,4,26,12,0,0,57.3,0.35,9.4,18.8
Justin Coleman,9892,CB,6,NE,167,23,9,118,19,1,0,70.6,0.71,7.3,18.6
Damien Wilson,9560,LB,12,DAL,147,13,8,44,30,0,0,67.5,0.3,11.3,18.4
Jahleel Addae,8117,S,8,SD,290,23,16,191,81,0,1,76.5,0.66,12.6,18.1
Josh Forrest,10824,LB,8,LA,18,2,1,3,1,1,0,95.8,0.17,9.0,18.0
Devin Taylor,7914,ED,16,DET,18,2,1,11,11,0,0,66.7,0.61,9.0,18.0
Barry Church,5924,S,12,DAL,426,30,24,189,109,0,2,65.1,0.44,14.2,17.8
Vonn Bell,10695,S,15,NO,523,50,30,424,216,5,0,120.8,0.81,10.5,17.4
Paul Worrilow,8141,LB,7,ATL,87,12,5,49,14,0,0,53.8,0.56,7.3,17.4
Tracy Howard,11063,S,10,CLV,153,14,9,121,48,0,0,91.7,0.79,10.9,17.0
NaVorro Bowman,5615,LB,4,SF,118,15,7,43,22,0,1,25.7,0.36,7.9,16.9
Aaron Williams,6186,S,7,BUF,185,20,11,156,66,0,0,80.4,0.84,9.3,16.8
Leonard Floyd,10643,ED,12,CHI,67,6,4,32,10,0,0,79.9,0.48,11.2,16.8
Dan Skuta,5349,ED,13,JAX,50,3,3,19,17,0,0,93.1,0.38,16.7,16.7
D'Qwell Jackson,2979,LB,12,IND,351,30,21,280,196,1,0,110.4,0.8,11.7,16.7
Matt Elam,7813,S,6,BLT,33,3,2,21,15,0,0,86.8,0.64,11.0,16.5
Kevin Minter,7826,LB,16,ARZ,443,36,27,235,185,0,0,91.8,0.53,12.3,16.4
Chris Conte,6245,S,14,TB,411,33,25,332,113,7,2,121.5,0.81,12.5,16.4
James Laurinaitis,4958,LB,3,NO,98,8,6,116,51,0,0,116.7,1.18,12.3,16.3
Martrell Spaight,9574,LB,6,WAS,81,8,5,80,36,1,1,95.8,0.99,10.1,16.2
Robert Golden,7303,S,11,PIT,209,15,13,184,75,1,0,140.0,0.88,13.9,16.1
Brynden Trawick,8471,S,1,OAK,16,2,1,8,0,0,1,20.8,0.5,8.0,16.0
Akeem Dent,6243,LB,7,HST,16,1,1,3,3,0,0,79.2,0.19,16.0,16.0
Rafael Bush,5779,S,16,DET,318,28,20,151,73,2,2,78.1,0.47,11.4,15.9
Antoine Bethea,3152,S,16,SF,556,43,35,559,225,4,1,140.1,1.01,12.9,15.9
Eric Reid,7799,S,10,SF,350,29,22,224,92,1,1,94.6,0.64,12.1,15.9
Harold Jones-Quartey,10055,S,13,CHI,412,30,26,281,45,3,1,125.1,0.68,13.7,15.8
Derrick Johnson,2232,LB,13,KC,456,37,29,245,197,1,1,92.0,0.54,12.3,15.7
Rontez Miles,8102,S,16,NYJ,186,19,12,149,50,5,0,127.0,0.8,9.8,15.5
Morgan Burnett,5596,S,15,GB,543,51,35,384,181,2,2,87.4,0.71,10.6,15.5
Sam Acho,6255,ED,15,CHI,62,4,4,34,17,1,0,141.7,0.55,15.5,15.5
Ramik Wilson,9551,LB,11,KC,264,26,17,153,138,1,1,77.9,0.58,10.2,15.5
Anthony Harris,9895,S,6,MIN,108,9,7,159,50,1,0,155.8,1.47,12.0,15.4
Michael Thomas,7279,S,16,MIA,301,23,20,252,123,3,0,151.9,0.84,13.1,15.1
Richard Sherman,6306,CB,16,SEA,584,76,39,585,199,2,4,63.8,1.0,7.7,15.0
Everson Griffen,5624,ED,16,MIN,15,2,1,14,0,0,0,72.9,0.93,7.5,15.0
Daren Bates,8077,LB,3,OAK,15,1,1,2,0,1,0,118.8,0.13,15.0,15.0
Marwin Evans,11343,S,4,GB,15,1,1,19,4,0,0,118.8,1.27,15.0,15.0
Donald Butler,5603,LB,14,MIA,119,11,8,54,39,0,0,83.1,0.45,10.8,14.9
Darius Butler,4964,CB,12,IND,311,34,21,204,66,2,3,61.4,0.66,9.1,14.8
Terence Newman,1321,CB,15,MIN,428,56,29,245,31,1,1,62.0,0.57,7.6,14.8
Brandon Marshall,7648,LB,11,DEN,266,26,18,181,145,1,0,101.6,0.68,10.2,14.8
Justin March-Lillard,10065,LB,5,KC,59,4,4,52,52,0,0,118.8,0.88,14.8,14.8
Kevon Seymour,10852,CB,15,BUF,177,22,12,158,50,2,0,107.8,0.89,8.0,14.8
Ray-Ray Armstrong,8271,LB,2,SF,44,5,3,5,6,0,1,25.0,0.11,8.8,14.7
Kam Chancellor,5656,S,12,SEA,394,44,27,265,120,3,2,82.1,0.67,9.0,14.6
Calvin Pryor,8653,S,15,NYJ,438,41,30,354,158,0,0,99.0,0.81,10.7,14.6
Jordan Jenkins,10717,ED,14,NYJ,87,8,6,30,19,1,0,119.8,0.34,10.9,14.5
Kevin Pierre-Louis,8767,LB,5,SEA,29,4,2,42,22,0,0,87.5,1.45,7.3,14.5
Derrick Morgan,5541,ED,15,TEN,58,6,4,29,14,0,0,77.8,0.5,9.7,14.5
Johnathan Cyprien,7814,S,16,JAX,590,62,41,498,247,2,0,101.4,0.84,9.5,14.4
Landon Collins,9466,S,16,NYG,631,64,44,472,164,2,5,68.0,0.75,9.9,14.3
Daryl Smith,1760,LB,16,TB,157,12,11,158,102,0,1,84.0,1.01,13.1,14.3
Dee Ford,8658,ED,15,KC,57,7,4,54,41,1,0,121.4,0.95,8.1,14.3
Johnthan Banks,7824,CB,4,CHI,71,6,5,65,4,0,0,111.8,0.92,11.8,14.2
Darryl Roberts,9680,CB,8,NYJ,197,34,14,147,56,1,0,64.2,0.75,5.8,14.1
Alec Ogletree,7811,LB,16,LA,521,49,37,441,229,4,2,112.7,0.85,10.6,14.1
Roman Harper,2988,S,11,NO,168,15,12,150,78,0,0,108.3,0.89,11.2,14.0
Khalil Mack,8640,ED,16,OAK,42,4,3,40,16,0,1,66.7,0.95,10.5,14.0
DeAngelo Hall,1729,S,3,WAS,84,7,6,79,48,0,0,113.7,0.94,12.0,14.0
Trey Flowers,9534,ED,16,NE,28,3,2,12,7,0,0,74.3,0.43,9.3,14.0
Patrick Peterson,6157,CB,16,ARZ,601,71,43,539,174,3,3,80.7,0.9,8.5,14.0
Will Parks,10853,S,15,DEN,194,19,14,115,56,0,1,66.8,0.59,10.2,13.9
David Bruton,5037,S,4,WAS,124,12,9,97,47,1,0,126.0,0.78,10.3,13.8
Janoris Jenkins,7043,CB,15,NYG,575,84,42,484,153,3,3,64.8,0.84,6.8,13.7
Joshua Perry,10736,LB,6,SD,41,4,3,11,22,0,0,77.1,0.27,10.3,13.7
Corey White,7652,CB,11,BUF,245,35,18,207,57,2,2,64.8,0.84,7.0,13.6
Jordan Poyer,8000,S,6,CLV,190,18,14,180,96,1,0,126.9,0.95,10.6,13.6
Josh Norman,7649,CB,16,WAS,607,84,45,615,229,3,3,74.3,1.01,7.2,13.5
Aqib Talib,4334,CB,13,DEN,472,66,35,351,126,0,3,49.5,0.74,7.2,13.5
Chris Harris Jr.,6457,CB,16,DEN,605,84,45,399,126,3,2,68.5,0.66,7.2,13.4
Nickell Robey-Coleman,8483,CB,16,BUF,361,48,27,338,133,2,2,74.8,0.94,7.5,13.4
Nat Berhe,8787,S,7,NYG,93,11,7,123,20,0,0,101.7,1.32,8.5,13.3
Perry Riley,5627,LB,11,OAK,318,34,24,282,229,2,0,115.1,0.89,9.4,13.3
Don Carey,5101,CB,6,DET,40,5,3,17,10,1,0,105.8,0.43,8.0,13.3
Kelcie McCray,7396,S,6,SEA,186,20,14,189,83,2,0,133.1,1.02,9.3,13.3
Rashard Robinson,10767,CB,14,SF,291,44,22,311,51,3,1,86.5,1.07,6.6,13.2
Stephon Gilmore,7016,CB,15,BUF,538,68,41,638,188,2,5,70.6,1.19,7.9,13.1
Sean Davis,10692,S,14,PIT,444,45,34,453,311,4,1,127.4,1.02,9.9,13.1
Wesley Woodyard,4583,LB,16,TEN,276,31,21,236,176,0,1,76.8,0.86,8.9,13.1
Jason Verrett,8660,CB,4,SD,170,21,13,218,84,2,1,108.8,1.28,8.1,13.1
Winston Guy,7171,S,2,IND,39,3,3,21,14,1,0,135.4,0.54,13.0,13.0
Ramon Humber,5310,LB,8,BUF,26,4,2,9,9,0,0,56.3,0.35,6.5,13.0
Romeo Okwara,11250,DI,16,NYG,13,1,1,4,2,0,0,83.3,0.31,13.0,13.0
Antonio Morrison,10759,LB,13,IND,156,13,12,149,94,1,0,140.1,0.96,12.0,13.0
Duke Williams,7887,S,5,IND,52,4,4,118,33,1,0,158.3,2.27,13.0,13.0
Christian Jones,9020,ED,6,CHI,26,3,2,13,3,0,0,75.7,0.5,8.7,13.0
Jude Adjei-Barimah,10298,CB,9,TB,193,22,15,184,84,2,0,124.1,0.95,8.8,12.9
Clayton Geathers,9542,S,9,IND,310,32,24,289,122,1,0,112.6,0.93,9.7,12.9
Bruce Carter,6192,LB,7,NYJ,51,6,4,39,4,0,0,84.7,0.76,8.5,12.8
Avery Williamson,8786,LB,16,TEN,449,41,35,430,256,4,1,132.7,0.96,11.0,12.8
John Timu,10011,LB,5,CHI,89,10,7,57,26,0,0,84.2,0.64,8.9,12.7
Jake Ryan,9562,LB,13,GB,254,27,20,175,141,2,0,115.5,0.69,9.4,12.7
Will Davis,7874,CB,2,BLT,38,5,3,90,59,1,1,104.2,2.37,7.6,12.7
Xavier Rhodes,7806,CB,14,MIN,458,75,36,429,122,2,5,47.0,0.94,6.1,12.7
Ross Cockrell,8744,CB,16,PIT,635,81,50,549,115,2,0,90.0,0.86,7.8,12.7
Tavon Wilson,7051,S,15,DET,352,36,28,294,157,0,2,77.5,0.84,9.8,12.6
Patrick Chung,4957,S,16,NE,603,72,48,518,200,3,1,95.7,0.86,8.4,12.6
Dannell Ellerbe,5442,LB,9,NO,201,20,16,166,103,0,0,101.3,0.83,10.1,12.6
Malcolm Butler,9040,CB,16,NE,630,90,50,724,215,4,4,78.2,1.15,7.0,12.6
Nevin Lawson,8768,CB,16,DET,541,65,43,442,73,5,0,111.2,0.82,8.3,12.6
William Gay,3786,CB,16,PIT,526,64,42,351,141,3,1,88.7,0.67,8.2,12.5
Donte Whitner,2953,S,11,WAS,325,33,26,340,213,2,0,129.8,1.05,9.8,12.5
Doug Middleton,11262,S,4,NYJ,25,3,2,50,5,0,0,109.7,2.0,8.3,12.5
Eric Rowe,9480,CB,9,NE,275,45,22,238,58,1,1,63.0,0.87,6.1,12.5
Cre'Von LeBlanc,11218,CB,13,CHI,405,56,33,464,139,2,2,82.7,1.15,7.2,12.3
DeAndre Levy,4999,LB,5,DET,98,9,8,79,64,1,0,140.3,0.81,10.9,12.3
Byron Maxwell,6325,CB,13,MIA,491,75,40,412,134,3,2,71.6,0.84,6.5,12.3
Paul Posluszny,3650,LB,16,JAX,527,58,43,403,244,1,1,91.4,0.76,9.1,12.3
Daimion Stafford,8031,S,15,TEN,358,40,29,285,160,3,1,106.8,0.8,9.0,12.3
T.J. Carrie,8853,CB,13,OAK,208,33,17,358,151,1,1,87.7,1.72,6.3,12.2
Gerald Hodges,7902,LB,14,SF,217,24,18,171,122,2,2,87.3,0.79,9.0,12.1
Eddie Pleasant,7593,S,14,HST,181,26,15,147,130,0,0,73.7,0.81,7.0,12.1
Dre Kirkpatrick,7023,CB,15,CIN,592,83,49,491,173,2,3,68.9,0.83,7.1,12.1
Malcolm Jenkins,4937,S,16,PHI,567,68,47,455,260,7,3,103.5,0.8,8.3,12.1
Keenan Robinson,7119,LB,16,NYG,459,60,38,389,196,0,0,81.9,0.85,7.7,12.1
Alterraun Verner,5628,CB,8,TB,157,28,13,202,47,1,1,67.9,1.29,5.6,12.1
Anthony Hitchens,8754,LB,16,DAL,312,30,26,240,94,1,0,111.1,0.77,10.4,12.0
Jeron Johnson,6621,S,2,SEA,12,1,1,5,0,0,0,87.5,0.42,12.0,12.0
Terrell Suggs,1326,ED,15,BLT,12,1,1,1,1,0,0,79.2,0.08,12.0,12.0
Brice McCain,5112,CB,16,TEN,577,79,48,568,276,6,2,97.4,0.98,7.3,12.0
Ryan Kerrigan,6168,ED,16,WAS,24,2,2,39,11,0,0,118.8,1.63,12.0,12.0
Desmond Trufant,7803,CB,9,ATL,381,54,32,380,128,3,1,91.6,1.0,7.1,11.9
Kevin Johnson,9449,CB,6,HST,167,27,14,152,41,0,0,68.8,0.91,6.2,11.9
Adam Jones,2223,CB,16,CIN,633,79,53,498,189,3,1,91.6,0.79,8.0,11.9
Demontre Hurst,8359,S,9,CHI,131,14,11,112,26,2,1,109.8,0.85,9.4,11.9
Vontae Davis,4948,CB,14,IND,495,79,42,514,149,4,1,85.1,1.04,6.3,11.8
Erik Walden,4481,ED,16,IND,106,10,9,125,86,1,0,152.1,1.18,10.6,11.8
Byron Jones,9460,S,16,DAL,636,87,54,483,230,7,1,99.0,0.76,7.3,11.8
Kelvin Sheppard,6220,LB,16,NYG,165,22,14,166,81,0,0,86.6,1.01,7.5,11.8
LaDarius Gunter,9925,CB,16,GB,544,80,46,670,235,4,0,101.6,1.23,6.8,11.8
Bradley Roby,8666,CB,16,DEN,447,69,38,492,153,3,2,80.1,1.1,6.5,11.8
Keanu Neal,10651,S,14,ATL,597,82,51,564,237,1,0,86.6,0.94,7.3,11.7
Devon Kennard,8809,LB,16,NYG,129,12,11,109,61,1,0,132.3,0.84,10.8,11.7
Tramaine Brock Sr.,5903,CB,16,SF,550,94,47,698,143,6,1,91.5,1.27,5.9,11.7
Sean Smith,4984,CB,15,OAK,489,74,42,744,308,7,2,111.5,1.52,6.6,11.6
Brandon Carr,4454,CB,16,DAL,663,94,57,811,241,5,1,101.9,1.22,7.1,11.6
Darius Slay,7817,CB,13,DET,442,64,38,430,163,5,2,92.6,0.97,6.9,11.6
Brian Poole,11052,CB,16,ATL,579,76,50,463,302,3,1,90.0,0.8,7.6,11.6
Robert Alford,7841,CB,16,ATL,696,98,60,764,211,7,2,100.9,1.1,7.1,11.6
Demario Davis,7079,LB,16,CLV,314,33,27,225,134,3,0,125.4,0.72,9.5,11.6
Preston Brown,8708,LB,16,BUF,487,52,42,417,341,1,0,106.5,0.86,9.4,11.6
Brian Orakpo,4936,ED,16,TEN,139,13,12,87,58,1,0,120.2,0.63,10.7,11.6
T.J. Ward,5563,S,14,DEN,487,60,42,344,135,2,1,88.5,0.71,8.1,11.6
Lavonte David,7060,LB,16,TB,505,57,44,407,247,2,1,100.5,0.81,8.9,11.5
Marcus Peters,9451,CB,15,KC,589,87,51,674,187,3,6,66.0,1.14,6.8,11.5
Michael Wilhoite,6989,LB,14,SF,218,29,19,170,94,0,0,81.1,0.78,7.5,11.5
C.J. Goodwin,9243,CB,8,ATL,80,10,7,86,17,1,0,129.6,1.08,8.0,11.4
Josh Shaw,9553,CB,16,CIN,388,52,34,413,197,1,1,88.1,1.06,7.5,11.4
Dwayne Gratz,7845,CB,4,PHI,57,5,5,25,13,0,0,87.5,0.44,11.4,11.4
Brent Grimes,3589,CB,16,TB,572,91,50,610,160,5,4,75.8,1.07,6.3,11.4
Lorenzo Doss,9597,CB,5,DEN,57,9,5,56,15,1,0,111.3,0.98,6.3,11.4
Eli Apple,10644,CB,14,NYG,434,62,38,515,138,3,1,97.2,1.19,7.0,11.4
Melvin Ingram III,7024,ED,16,SD,114,16,10,68,42,0,0,71.9,0.6,7.1,11.4
P.J. Williams,9511,CB,2,NO,45,9,4,99,52,0,0,85.0,2.2,5.0,11.3
Trovon Reed,10294,CB,4,SD,79,12,7,125,65,0,2,54.5,1.58,6.6,11.3
Preston Smith,9471,ED,16,WAS,45,5,4,12,23,1,1,79.2,0.27,9.0,11.3
Kayvon Webster,7871,CB,9,DEN,34,6,3,46,8,0,0,75.7,1.35,5.7,11.3
Ron Brooks,7124,CB,6,PHI,158,22,14,144,99,1,0,97.5,0.91,7.2,11.3
Briean Boddy-Calhoun,10903,CB,14,CLV,337,53,30,474,108,6,3,100.7,1.41,6.4,11.2
Daryl Worley,10711,CB,15,CAR,558,83,50,652,170,3,1,92.0,1.17,6.7,11.2
David Harris,3663,LB,15,NYJ,401,46,36,295,184,3,0,115.1,0.74,8.7,11.1
Casey Hayward Jr.,7064,CB,16,SD,598,93,54,685,211,1,7,53.4,1.15,6.4,11.1
Jalen Ramsey,10639,CB,16,JAX,599,102,54,703,188,3,2,76.6,1.17,5.9,11.1
Ahmad Brooks,2945,ED,16,SF,100,10,9,108,74,0,0,111.7,1.08,10.0,11.1
Demetri Goodson,8832,CB,5,GB,99,11,9,135,26,1,0,148.1,1.36,9.0,11.0
