player,player_id,position,player_game_count,team_name,coverage_snaps,targets,receptions,yards,yards_after_catch,touchdowns,interceptions,qb_rating_against,yards_per_coverage_snap,coverage_snaps_per_target,coverage_snaps_per_reception
Mike Jordan,11189,CB,4,LA,104,23,19,206,87,2,0,133.0,1.98,4.5,5.5
Brian Robison,3718,ED,16,MIN,22,5,4,21,19,0,0,84.2,0.95,4.4,5.5
Kamalei Correa,10676,ED,5,BLT,11,3,2,9,2,0,0,70.1,0.82,3.7,5.5
Corey Lemonier,7869,ED,8,NYJ,11,2,2,16,2,0,0,100.0,1.45,5.5,5.5
Joe Schobert,10733,ED,13,CLV,49,11,9,89,37,0,0,100.4,1.82,4.5,5.4
Chris Long,4316,ED,16,NE,42,9,8,63,36,0,0,95.8,1.5,4.7,5.3
DeAndre Elliott,11281,CB,5,SEA,21,6,4,20,2,1,0,111.1,0.95,3.5,5.3
Blake Countess,10830,S,3,LA,78,21,15,131,65,2,0,119.3,1.68,3.7,5.2
Andrew Gachkar,6386,LB,4,DAL,41,8,8,109,55,1,0,158.3,2.66,5.1,5.1
Sean Weatherspoon,5544,LB,4,ATL,105,24,21,201,99,1,0,115.5,1.91,4.4,5.0
David Mayo,9602,LB,3,CAR,15,3,3,11,4,0,0,81.9,0.73,5.0,5.0
Carl Bradford,8756,LB,4,SF,10,2,2,31,8,0,0,118.8,3.1,5.0,5.0
Andre Branch,7042,ED,16,MIA,30,8,6,47,32,1,0,128.6,1.57,3.8,5.0
Akiem Hicks,7090,DI,16,CHI,5,1,1,17,20,1,0,158.3,3.4,5.0,5.0
Carlos Dunlap,5579,ED,16,CIN,20,6,4,49,31,0,0,91.7,2.45,3.3,5.0
Al-Hajj Shabazz,9707,CB,1,PIT,5,1,1,9,0,0,0,104.2,1.8,5.0,5.0
Terence Garvin,8515,LB,9,WAS,34,8,7,69,30,0,0,102.6,2.03,4.3,4.9
D.J. White,10812,CB,6,KC,98,25,20,237,36,3,1,129.1,2.42,3.9,4.9
LaRoy Reynolds,8500,LB,10,ATL,74,15,15,107,44,3,0,136.0,1.45,4.9,4.9
Dante Fowler Jr.,9436,ED,16,JAX,19,5,4,13,29,0,0,79.2,0.68,3.8,4.8
Brandon Spikes,5587,ED,9,BUF,14,3,3,46,18,0,0,118.8,3.29,4.7,4.7
Kyler Fackrell,10722,ED,13,GB,14,4,3,30,2,0,0,95.8,2.14,3.5,4.7
Chimdi Chekwa,6265,CB,1,MIA,14,3,3,51,3,1,0,158.3,3.64,4.7,4.7
Brandon Graham,5538,ED,16,PHI,9,2,2,22,7,0,0,112.5,2.44,4.5,4.5
Kendrick Lewis,5659,S,3,BLT,9,2,2,13,4,0,0,93.8,1.44,4.5,4.5
Kevin Dodd,10667,ED,9,TEN,9,3,2,29,34,0,0,97.9,3.22,3.0,4.5
Emmanuel Lamur,7561,LB,7,MIN,26,6,6,73,50,1,0,156.9,2.81,4.3,4.3
Danielle Hunter,9521,ED,16,MIN,13,3,3,51,49,0,0,118.8,3.92,4.3,4.3
Tank Carradine,7821,ED,11,SF,25,7,6,29,31,0,0,83.9,1.16,3.6,4.2
T.Y. McGill,10156,DI,13,IND,4,1,1,13,6,0,0,118.8,3.25,4.0,4.0
Brian Peters,10248,LB,2,HST,4,1,1,6,0,0,0,91.7,1.5,4.0,4.0
Vinnie Sunseri,8802,S,4,SF,8,2,2,16,11,0,0,100.0,2.0,4.0,4.0
Nate Palmer,7974,LB,6,TEN,4,2,1,9,6,0,0,62.5,2.25,2.0,4.0
Jurrell Casey,6229,DI,15,TEN,12,3,3,36,35,0,0,116.7,3.0,4.0,4.0
Makinton Dorleant,11145,CB,2,GB,4,2,1,11,8,0,0,66.7,2.75,2.0,4.0
Shayne Skov,9317,LB,2,SF,4,1,1,6,2,0,0,91.7,1.5,4.0,4.0
Za'Darius Smith,9555,ED,13,BLT,8,2,2,18,12,0,0,104.2,2.25,4.0,4.0
Arthur Brown,7837,LB,1,NYJ,4,1,1,7,10,0,0,95.8,1.75,4.0,4.0
Crezdon Butler,5687,CB,1,DET,4,1,1,31,6,0,0,118.8,7.75,4.0,4.0
Trent Cole,2363,ED,7,IND,4,1,1,8,8,0,0,100.0,2.0,4.0,4.0
Sherrick McManis,5667,CB,3,CHI,8,2,2,56,30,0,0,118.8,7.0,4.0,4.0
D.J. Alexander,9605,LB,2,KC,15,4,4,37,48,0,0,105.2,2.47,3.8,3.8
Josh Hawkins,11149,CB,2,GB,7,3,2,75,58,1,0,149.3,10.71,2.3,3.5
Brian Dixon,9146,CB,2,ARZ,7,2,2,30,6,0,0,118.8,4.29,3.5,3.5
Robert Ayers,4941,ED,12,TB,7,2,2,50,48,0,0,118.8,7.14,3.5,3.5
Thurston Armbrister,9825,LB,5,DET,31,10,10,147,100,0,0,118.8,4.74,3.1,3.1
Christian Bryant,8875,S,2,ARZ,3,1,1,4,3,0,0,83.3,1.33,3.0,3.0
Michael Hunter,11243,CB,2,NYG,9,3,3,48,12,1,0,158.3,5.33,3.0,3.0
Dashon Goldson,3742,S,2,ATL,3,1,1,14,10,0,0,118.8,4.67,3.0,3.0
Alex Okafor,7885,ED,15,ARZ,15,5,5,56,30,0,0,113.3,3.73,3.0,3.0
B.J. Goodson,10743,LB,3,NYG,6,2,2,14,12,0,0,95.8,2.33,3.0,3.0
Cameron Lynch,9911,LB,1,TB,6,3,2,35,29,0,0,106.3,5.83,2.0,3.0
Hayes Pullard,9652,LB,4,JAX,6,2,2,2,6,0,0,79.2,0.33,3.0,3.0
Bryce Hager,9657,LB,3,LA,3,2,1,1,0,1,0,95.8,0.33,1.5,3.0
Tyrunn Walker,7459,DI,15,DET,3,1,1,5,10,0,0,87.5,1.67,3.0,3.0
Michael Bennett,5273,ED,11,SEA,3,1,1,4,5,0,0,83.3,1.33,3.0,3.0
Courtney Upshaw,7039,ED,13,ATL,3,1,1,10,7,0,0,108.3,3.33,3.0,3.0
David Bass,8016,ED,13,TEN,18,6,6,50,22,0,0,101.4,2.78,3.0,3.0
Tyler Matakevich,10880,LB,2,PIT,7,3,3,29,12,0,0,106.9,4.14,2.3,2.3
Randy Gregory,9493,ED,2,DAL,2,1,1,14,8,0,0,118.8,7.0,2.0,2.0
Stephon Tuitt,8681,DI,13,PIT,8,4,4,32,36,0,0,100.0,4.0,2.0,2.0
Chris Carter,6314,ED,3,IND,2,1,1,7,1,0,0,95.8,3.5,2.0,2.0
Will Clarke,8723,ED,16,CIN,4,2,2,14,14,0,0,95.8,3.5,2.0,2.0
Beau Allen,8858,DI,16,PHI,2,1,1,10,5,0,0,108.3,5.0,2.0,2.0
Ahtyba Rubin,4504,DI,16,SEA,2,1,1,6,2,0,0,91.7,3.0,2.0,2.0
Jonathan Anderson,9998,LB,1,CHI,2,1,1,11,7,0,0,112.5,5.5,2.0,2.0
Damontre Moore,7862,ED,4,SEA,2,1,1,15,11,0,0,118.8,7.5,2.0,2.0
Dan Williams,5551,DI,16,OAK,2,1,1,3,7,0,0,79.2,1.5,2.0,2.0
Gerald McCoy,5528,DI,15,TB,1,1,1,8,8,0,0,100.0,8.0,1.0,1.0
Dekoda Watson,5740,ED,7,DEN,1,1,1,9,5,0,0,104.2,9.0,1.0,1.0
Shiloh Keo,6296,S,1,NO,1,1,1,7,2,0,0,95.8,7.0,1.0,1.0
Lawrence Thomas,11265,DI,3,NYJ,1,1,1,15,18,0,0,118.8,15.0,1.0,1.0
Jadeveon Clowney,8636,ED,14,HST,1,1,1,5,10,0,0,87.5,5.0,1.0,1.0
Kerry Wynn,8938,ED,12,NYG,1,1,1,7,2,0,0,95.8,7.0,1.0,1.0
Abry Jones,8177,DI,15,JAX,1,1,1,6,0,0,0,91.7,6.0,1.0,1.0
Calais Campbell,4364,DI,16,ARZ,1,1,1,9,7,0,1,64.6,9.0,1.0,1.0
Leonard Williams,9439,DI,16,NYJ,0,1,1,8,11,0,0,100.0,,0.0,0.0
