player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Michael Wilhoite,6989,LB,14,SF,510,35,247,228,44.8,28.7,70.1,65.0,65.8,6,1,0,5,0,38,5,4,15,1,29,19,170,8.9,94,20,0,0,2,81.1,0,0
Craig Robertson,7003,LB,15,NO,970,95,343,532,59.8,75.6,61.1,53.3,48.1,11,1,7,3,1,88,19,15,46,0,69,54,633,11.7,367,46,6,1,1,127.8,1,0
Morris Claiborne,7012,CB,7,DAL,406,1,126,279,74.8,60.5,62.2,60.0,77.3,0,0,0,0,0,26,1,4,10,0,48,26,214,8.2,54,32,1,1,3,64.1,5,0
Mark Barron,7013,LB,16,LA,1087,106,404,577,65.0,61.6,69.6,46.0,72.3,7,1,2,4,1,100,23,15,52,0,78,58,519,8.9,313,33,3,2,5,93.9,4,1
Luke Kuechly,7015,LB,10,CAR,656,47,225,384,91.0,86.2,90.5,82.7,85.5,10,2,2,6,1,77,23,4,42,1,50,39,417,10.7,211,75,3,1,3,113.1,1,0
Stephon Gilmore,7016,CB,15,BUF,982,2,408,572,63.6,66.9,48.8,77.8,61.5,0,0,0,0,0,44,4,7,11,0,68,41,638,15.6,188,53,2,5,7,70.6,8,1
Dontari Poe,7017,DI,16,KC,822,515,305,2,63.7,60.2,47.6,60.3,68.2,32,2,7,23,3,20,9,5,14,1,0,0,0,,0,,0,0,0,0.0,0,0
Fletcher Cox,7018,DI,16,PHI,772,487,279,6,84.7,80.2,53.7,78.9,64.4,57,7,5,45,2,26,9,5,26,1,0,0,0,,0,,0,0,0,0.0,5,0
Michael Brockers,7020,DI,14,LA,419,217,190,12,79.3,81.6,76.9,64.2,64.5,11,0,5,6,1,17,10,0,14,0,2,2,14,7.0,6,8,0,0,1,95.8,2,0
Bruce Irvin,7021,ED,16,OAK,928,463,348,117,76.3,76.2,69.4,69.4,83.1,55,7,17,31,2,46,4,4,35,7,13,12,126,10.5,101,30,0,0,0,107.1,8,4
Dre Kirkpatrick,7023,CB,15,CIN,978,1,346,631,68.9,59.6,29.8,58.6,71.0,0,0,0,0,0,39,6,14,14,0,83,49,491,10.0,173,38,2,3,6,68.9,9,0
Melvin Ingram III,7024,ED,16,SD,960,480,361,119,83.9,79.5,48.0,82.5,74.4,72,8,10,54,1,40,7,11,33,5,16,10,68,6.8,42,14,0,0,2,71.9,8,1
Shea McClellin,7025,ED,14,NE,382,114,141,127,64.3,63.8,58.2,56.4,65.3,12,1,2,9,0,22,11,5,9,0,15,12,127,10.6,72,27,1,0,0,124.2,0,0
Chandler Jones,7027,ED,16,ARZ,939,563,336,40,87.1,66.4,67.4,84.8,88.3,66,12,10,44,2,30,6,4,34,4,4,4,11,2.8,12,8,0,0,1,79.2,2,0
Dont'a Hightower,7030,LB,13,NE,709,136,246,327,76.2,65.9,60.7,87.3,68.3,24,5,5,14,0,47,10,9,31,2,44,34,241,7.1,164,26,1,0,3,96.9,4,2
Whitney Mercilus,7031,ED,15,HST,867,462,323,82,79.1,70.7,59.9,83.2,52.2,64,8,14,42,1,34,6,7,30,1,7,7,87,12.4,59,35,0,0,0,118.5,4,1
Nick Perry,7033,ED,14,GB,603,388,197,18,77.2,83.8,71.6,67.0,66.5,46,11,3,32,2,31,11,4,37,0,2,2,29,14.5,17,21,0,1,0,79.2,3,0
Courtney Upshaw,7039,ED,13,ATL,309,218,88,3,60.9,66.7,43.0,57.9,53.7,17,2,2,13,1,16,3,3,15,1,1,1,10,10.0,7,10,0,0,0,108.3,1,0
Derek Wolfe,7040,DI,14,DEN,663,405,258,0,70.2,75.5,71.0,58.9,61.2,38,8,9,21,4,34,14,2,30,0,0,0,0,,0,,0,0,0,0.0,2,0
Andre Branch,7042,ED,16,MIA,774,463,279,32,64.4,65.4,61.2,62.0,61.1,46,7,7,32,1,26,9,5,25,2,8,6,47,7.8,32,15,1,0,0,128.6,4,0
Janoris Jenkins,7043,CB,15,NYG,957,2,345,610,82.2,75.6,61.3,70.7,82.9,1,1,0,0,0,39,2,6,12,1,84,42,484,11.5,153,70,3,3,10,64.8,7,2
Mychal Kendricks,7049,LB,15,PHI,273,9,158,106,64.0,74.0,42.3,78.7,47.3,3,0,1,2,0,27,0,8,15,0,16,15,104,6.9,80,15,1,0,0,114.6,0,0
Bobby Wagner,7050,LB,16,SEA,1072,90,444,538,86.3,91.4,88.8,83.8,65.1,26,5,14,7,0,119,22,9,60,0,65,51,431,8.5,233,27,0,1,2,87.9,2,0
Tavon Wilson,7051,S,15,DET,713,31,305,377,79.3,83.3,83.9,66.0,75.6,5,1,0,4,0,73,12,6,32,0,36,28,294,10.5,157,32,0,2,0,77.5,3,1
Kendall Reyes,7052,DI,12,KC,235,119,115,1,56.4,51.2,75.8,62.0,60.4,9,1,2,6,0,16,2,0,8,0,0,0,0,,0,,0,0,0,0.0,0,0
Jerel Worthy,7054,DI,13,BUF,150,68,82,0,63.1,66.9,74.5,56.8,,2,0,0,2,0,9,4,0,8,0,0,0,0,,0,,0,0,0,0.0,1,0
Zach Brown,7055,LB,16,BUF,978,50,448,480,75.7,70.4,65.9,65.6,75.6,11,3,5,3,0,107,23,15,59,2,66,53,539,10.2,342,58,1,1,2,99.4,2,0
Devon Still,7056,DI,3,HST,25,8,17,0,52.5,55.5,69.2,52.6,,0,0,0,0,0,2,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Lavonte David,7060,LB,16,TB,1042,99,409,534,63.7,51.4,56.7,55.5,74.0,15,5,3,7,0,65,18,14,35,4,57,44,407,9.3,247,34,2,1,3,100.5,1,0
Vinny Curry,7061,ED,16,PHI,436,298,135,3,71.4,65.4,56.3,69.2,65.3,40,3,8,29,0,17,4,3,13,0,0,0,0,,0,,0,0,0,0.0,1,0
Casey Hayward Jr.,7064,CB,16,SD,988,2,355,631,82.8,72.1,68.4,57.3,83.6,0,0,0,0,0,57,2,5,18,0,93,54,685,12.7,211,40,1,7,12,53.4,6,2
Trumaine Johnson,7067,CB,14,LA,954,4,349,601,70.0,49.9,44.7,51.7,73.9,1,0,0,1,0,50,3,12,15,0,84,51,520,10.2,184,57,4,1,9,89.4,4,1
Josh Robinson,7068,CB,1,TB,2,0,0,2,50.6,,84.8,,51.6,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Olivier Vernon,7074,ED,16,NYG,1041,653,366,22,75.3,78.2,33.7,66.7,70.5,86,10,15,61,0,36,16,15,39,1,2,2,6,3.0,7,9,0,0,0,79.2,6,1
Demario Davis,7079,LB,16,CLV,786,65,391,330,61.5,57.2,64.7,64.9,62.7,13,2,2,9,0,72,21,10,40,1,33,27,225,8.3,134,22,3,0,2,125.4,0,0
Tyrone Crawford,7083,ED,14,DAL,620,421,197,2,59.5,46.4,42.7,64.3,63.6,38,5,4,29,0,14,4,4,16,0,0,0,0,,0,,0,0,0,0.0,1,0
Sean Spence,7087,LB,15,TEN,503,54,143,306,64.2,56.9,88.5,68.6,63.7,11,3,4,4,0,36,11,1,18,1,43,29,350,12.1,277,58,1,0,2,100.0,1,1
John Hughes,7088,DI,6,TB,84,38,46,0,55.3,61.2,71.7,54.2,60.0,1,0,0,1,0,5,1,0,5,0,0,0,0,,0,,0,0,0,0.0,1,0
Akiem Hicks,7090,DI,16,CHI,931,552,373,6,76.6,80.6,70.9,67.8,67.8,50,8,10,32,2,37,12,2,37,2,1,1,17,17.0,20,17,1,0,0,158.3,7,0
Nigel Bradham,7105,LB,16,PHI,989,63,371,555,75.5,70.9,61.4,68.1,78.2,10,2,1,7,0,74,19,12,45,2,66,49,422,8.6,304,33,1,1,3,89.3,3,0
Kyle Wilber,7113,LB,8,DAL,49,16,19,14,57.7,61.3,30.5,55.3,57.5,0,0,0,0,0,3,0,1,1,0,2,2,17,8.5,8,9,0,0,0,102.1,0,0
Jaye Howard Jr.,7114,DI,8,KC,360,218,142,0,65.8,66.8,67.1,56.5,63.2,11,1,6,4,0,19,6,1,15,0,0,0,0,,0,,0,0,0,0.0,0,0
Coty Sensabaugh,7115,CB,9,NYG,218,8,77,133,58.2,72.2,70.5,59.7,54.2,3,0,1,2,0,22,0,1,8,0,15,14,179,12.8,86,35,0,0,0,116.4,1,0
Keenan Robinson,7119,LB,16,NYG,781,81,214,486,50.5,39.9,71.7,40.1,63.4,4,0,1,3,0,54,9,7,25,0,60,38,389,10.2,196,34,0,0,5,81.9,1,0
Ron Brooks,7124,CB,6,PHI,235,4,63,168,48.2,50.6,41.2,52.4,50.5,0,0,0,0,0,13,1,6,4,0,22,14,144,10.3,99,31,1,0,1,97.5,1,0
Jared Crick,7126,DI,16,DEN,938,532,406,0,57.9,56.5,71.4,54.6,67.4,30,2,6,22,5,40,16,2,33,2,0,0,0,,0,,0,0,0,0.0,1,0
Mike Daniels,7132,DI,16,GB,664,405,253,6,73.8,70.1,29.2,76.6,58.0,43,4,6,33,1,22,6,6,24,0,0,0,0,,0,,0,0,0,0.0,6,0
Tahir Whitehead,7135,LB,15,DET,932,79,364,489,48.2,55.9,67.3,42.7,48.6,4,1,0,3,0,111,17,15,47,0,87,72,654,9.1,337,26,7,0,3,124.8,3,1
Robert Blanton,7136,S,10,BUF,270,0,78,192,52.6,63.6,84.7,,52.7,0,0,0,0,0,22,4,1,6,0,10,9,94,10.4,10,17,1,0,0,139.2,3,1
Najee Goode,7137,LB,4,PHI,4,0,3,1,62.3,60.1,61.6,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Tank Carder,7141,ED,10,CLV,56,8,20,28,70.1,66.4,81.1,54.1,70.6,0,0,0,0,0,2,0,0,0,0,1,1,9,9.0,5,9,0,0,0,104.2,0,0
Korey Toomer,7147,LB,12,SD,479,22,180,277,73.0,72.4,66.4,61.6,68.5,3,1,1,1,0,55,6,6,34,3,31,25,201,8.0,115,28,3,0,1,125.9,0,0
Jack Crawford,7151,ED,16,DAL,525,325,189,11,45.9,47.2,29.5,50.6,57.5,18,4,2,12,0,17,3,6,11,0,2,1,12,12.0,7,12,0,0,0,68.8,2,0
George Iloka,7159,S,16,CIN,1050,15,385,650,68.0,66.0,78.4,51.2,69.4,1,0,0,1,0,56,11,7,10,0,27,19,256,13.5,109,33,2,3,1,85.3,2,0
Asa Jackson,7161,CB,4,DET,93,3,33,57,44.5,55.9,47.4,56.5,42.8,0,0,0,0,0,4,0,1,2,0,10,8,86,10.8,38,25,1,0,0,135.8,1,0
Jeremy Lane,7164,CB,16,SEA,769,11,278,480,58.8,59.0,38.3,48.9,60.5,1,0,0,1,0,41,4,11,15,0,63,45,549,12.2,227,80,4,0,4,119.1,5,2
Keith Tandy,7166,S,15,TB,402,2,162,238,91.4,83.7,75.2,57.0,90.5,0,0,0,0,0,43,7,4,12,0,21,10,173,17.3,73,47,1,4,3,52.4,0,0
Winston Guy,7171,S,2,IND,75,1,30,44,51.3,72.5,46.0,59.9,46.2,0,0,0,0,0,3,1,1,0,0,3,3,21,7.0,14,13,1,0,0,135.4,1,0
Danny Trevathan,7177,LB,9,CHI,565,29,221,315,65.0,73.5,74.5,62.6,57.4,6,1,0,5,1,59,4,6,35,0,36,27,289,10.7,228,31,0,0,2,98.0,1,0
Billy Winn,7190,DI,16,DEN,341,173,168,0,55.7,59.7,76.0,49.3,,5,0,0,5,0,12,3,0,11,0,0,0,0,,0,,0,0,0,0.0,0,0
Nate Ebner,7193,S,6,NE,19,3,11,5,64.3,62.8,90.8,56.7,63.6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Audie Cole,7195,LB,4,MIN,36,0,27,9,63.0,58.9,67.7,,66.0,1,0,0,1,0,3,1,1,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Nate Stupar,7214,LB,15,NO,377,42,167,168,52.1,66.0,47.0,52.9,44.7,1,1,0,0,0,41,3,12,21,1,29,26,291,11.2,200,47,1,1,1,105.6,1,1
Cam Johnson,7221,ED,12,CLV,350,79,218,53,67.5,58.3,75.0,79.3,69.9,11,3,2,6,0,23,6,2,20,2,3,2,11,5.5,9,13,0,0,1,72.9,2,0
Antonio Allen,7224,S,3,NYJ,9,2,1,6,61.9,60.0,66.3,55.8,63.7,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Trevin Wade,7227,CB,15,NYG,356,15,95,246,57.2,57.6,79.8,44.9,58.0,1,0,0,1,0,21,4,1,10,0,43,25,300,12.0,117,40,1,0,3,87.4,4,0
Peyton Thompson,7235,S,4,JAX,84,5,21,58,65.5,72.0,73.0,62.6,62.5,1,0,1,0,0,2,4,0,0,0,9,6,57,9.5,26,18,0,0,0,84.0,0,0
Rodney McLeod,7271,S,16,PHI,1014,20,371,623,71.6,69.3,69.0,90.4,70.1,5,1,0,4,0,72,3,13,17,1,20,11,144,13.1,54,34,1,3,2,55.0,2,0
Michael Thomas,7279,S,16,MIA,563,14,224,325,58.3,59.7,58.4,90.0,53.8,4,1,2,1,0,34,3,9,12,1,23,20,252,12.6,123,67,3,0,2,151.9,2,0
Vontaze Burfict,7280,LB,11,CIN,674,45,262,367,83.3,79.7,64.6,79.1,76.5,8,2,2,4,0,82,17,13,39,1,57,40,360,9.0,237,38,2,2,5,84.0,2,0
Tashaun Gipson Sr.,7288,S,16,JAX,1040,5,405,630,53.1,66.0,83.3,52.6,47.4,1,0,0,1,0,37,4,1,4,0,17,12,200,16.7,34,45,2,1,1,124.6,1,0
L.J. Fort,7292,LB,4,PIT,42,6,18,18,52.3,58.9,40.0,63.4,47.0,1,0,1,0,0,3,1,1,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Duke Ihenacho,7297,S,14,WAS,638,11,242,385,61.9,47.8,40.0,69.5,67.4,2,0,1,1,0,51,7,15,17,0,17,15,129,8.6,46,29,1,0,1,117.9,1,0
Robert Golden,7303,S,12,PIT,378,10,145,223,55.0,59.4,71.6,51.3,54.1,1,0,0,1,0,27,5,3,10,0,15,13,184,14.2,75,37,1,0,0,140.0,0,0
Damon Harrison Sr.,7355,DI,16,NYG,672,346,320,6,90.1,91.7,63.7,59.7,62.8,20,2,3,15,1,65,9,5,52,1,0,0,0,,0,,0,0,0,0.0,0,0
Valentino Blake,7362,CB,10,TEN,367,0,85,282,55.9,77.6,76.5,,53.8,0,0,0,0,0,34,1,2,8,0,56,37,437,11.8,108,37,0,0,4,89.7,2,1
Ryan Davis Sr.,7365,ED,9,DAL,155,113,41,1,62.4,64.2,73.6,61.2,60.0,7,0,2,5,0,2,1,0,1,0,0,0,0,,0,,0,0,0,0.0,1,0
Julian Stanford,7372,LB,7,NYJ,244,21,79,144,29.5,40.1,28.9,56.1,30.2,4,0,0,4,0,18,4,9,8,0,21,17,142,8.4,127,25,0,0,0,94.8,3,1
Johnson Bademosi,7374,CB,8,DET,283,0,104,179,65.7,58.8,30.3,,66.1,0,0,0,0,0,17,1,6,3,0,25,18,284,15.8,69,47,2,1,2,119.4,3,1
Leonard Johnson,7385,CB,10,CAR,436,22,88,326,46.3,44.6,31.7,62.8,47.2,6,1,0,5,0,24,6,11,11,0,52,43,355,8.3,234,22,0,0,1,95.1,2,1
Kelcie McCray,7396,S,8,SEA,339,6,135,198,52.3,68.3,58.9,54.0,44.8,1,0,0,1,0,21,10,7,8,0,20,14,189,13.5,83,46,2,0,0,133.1,0,0
Derrick Shelby,7400,DI,6,ATL,244,171,65,8,51.9,52.1,41.5,55.7,58.9,7,0,2,5,1,6,2,1,6,0,0,0,0,,0,,0,0,0,0.0,1,0
Jacquies Smith,7401,ED,1,TB,1,1,0,0,59.0,,,58.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Tony Jerod-Eddie,7432,DI,9,SF,86,44,42,0,57.5,62.9,71.4,49.8,,0,0,0,0,0,4,0,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0
DeShawn Shead,7450,CB,15,SEA,919,2,369,548,67.7,72.3,83.2,41.3,66.5,0,0,0,0,0,63,7,6,20,1,88,57,743,13.0,201,36,1,1,13,90.3,2,1
Tyrunn Walker,7459,DI,15,DET,353,192,158,3,59.0,50.3,66.5,64.1,67.3,14,0,0,14,1,20,3,1,11,0,1,1,5,5.0,10,5,0,0,0,87.5,0,0
Brandon Bolden,7469,HB,1,NE,1,0,1,0,60.0,60.0,39.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Brittan Golden,7481,WR,1,ARZ,1,1,0,0,60.0,,90.4,60.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Emmanuel Lamur,7561,LB,8,MIN,38,2,7,29,41.0,59.5,68.6,55.4,43.4,0,0,0,0,0,4,0,1,2,0,6,6,73,12.2,50,27,1,0,0,156.9,0,0
Jamize Olawale,7572,FB,1,OAK,1,0,1,0,60.1,60.0,59.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Eddie Pleasant,7593,S,14,HST,246,19,38,189,72.1,49.7,47.7,68.8,79.0,5,0,1,4,1,14,1,4,5,0,26,15,147,9.8,130,23,0,0,2,73.7,2,1
Chris Lewis-Harris,7624,CB,6,BLT,50,0,11,39,57.5,62.6,43.4,,56.3,0,0,0,0,0,3,1,0,2,0,8,5,101,20.2,38,55,1,1,0,106.3,0,0
Ty Nsekhe,7636,T,1,WAS,2,1,1,0,60.0,60.0,,60.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,3,1
Harrison Smith,7641,S,14,MIN,894,42,330,522,75.1,85.5,72.9,56.7,68.5,9,2,1,6,0,79,9,11,27,0,25,18,175,9.7,83,28,3,0,2,130.8,0,0
Malik Jackson,7647,DI,16,JAX,718,454,252,12,74.9,67.7,71.2,76.8,60.1,56,7,11,38,3,27,4,3,27,0,2,2,21,10.5,9,16,0,0,1,110.4,5,1
Brandon Marshall,7648,LB,11,DEN,596,35,267,294,77.3,76.1,79.0,56.1,73.3,5,0,0,5,0,39,15,3,21,0,26,18,181,10.1,145,31,1,0,2,101.6,1,0
Josh Norman,7649,CB,16,WAS,1059,4,409,646,71.7,79.4,67.4,74.3,76.6,4,0,1,3,0,56,8,7,16,2,84,45,615,13.7,229,52,3,3,15,74.3,16,4
Corey White,7652,CB,11,BUF,412,5,148,259,54.3,29.9,38.3,54.5,62.1,1,0,0,1,0,22,5,7,5,0,35,18,207,11.5,57,26,2,2,1,64.8,1,0
Justin Bethel,7654,CB,8,ARZ,270,0,95,175,61.2,53.8,71.9,,62.2,0,0,0,0,0,23,1,2,9,0,38,24,270,11.3,96,45,2,1,5,90.9,1,1
Dezman Moses,7696,ED,2,KC,16,6,9,1,57.2,58.9,77.4,54.2,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Neiko Thorpe,7716,CB,5,SEA,98,0,41,57,67.9,80.5,91.0,,63.3,0,0,0,0,0,9,0,1,3,0,7,5,62,12.4,15,18,0,0,0,98.5,0,0
Will Tukuafu,7764,FB,1,SEA,3,0,3,0,46.5,52.9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Barkevious Mingo,7787,ED,6,NE,48,22,15,11,59.4,79.8,63.1,51.1,47.4,2,0,0,2,0,4,0,1,3,0,2,1,32,32.0,11,32,0,0,0,95.8,0,0
Tavon Austin,7789,WR,1,LA,1,0,1,0,60.0,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,2,0
D.J. Hayden,7793,CB,11,OAK,476,8,135,333,53.1,53.5,87.5,62.0,52.5,1,0,1,0,0,35,0,0,14,1,61,36,341,9.5,118,38,2,0,4,85.5,10,0
Sheldon Richardson,7794,ED,15,NYJ,761,424,319,18,76.3,88.0,68.0,58.0,80.1,40,2,7,31,1,51,11,5,40,1,2,2,12,6.0,16,10,0,0,1,91.7,6,0
Star Lotulelei,7795,DI,16,CAR,701,462,236,3,62.9,62.3,75.7,58.2,66.9,23,4,3,16,1,12,6,1,10,1,0,0,0,,0,,0,0,0,0.0,1,0
Kenny Vaccaro,7796,S,11,NO,720,70,255,395,65.2,73.7,72.6,61.8,61.8,11,1,6,4,0,48,8,6,26,2,52,39,426,10.9,260,65,1,2,2,89.1,3,1
Jarvis Jones,7798,ED,13,PIT,475,224,157,94,75.1,71.9,79.1,60.3,80.9,15,1,3,11,2,32,7,1,21,2,18,13,91,7.0,69,22,0,1,0,60.2,0,0
Eric Reid,7799,S,10,SF,742,31,334,377,58.1,66.5,71.7,50.7,55.8,7,0,4,3,0,52,6,6,12,1,29,22,224,10.2,92,30,1,1,3,94.6,4,0
Desmond Trufant,7803,CB,9,ATL,591,3,185,403,70.2,85.1,89.5,93.2,65.0,2,2,0,0,0,27,1,0,6,2,54,32,380,11.9,128,31,3,1,3,91.6,3,1
Sharrif Floyd,7804,DI,1,MIN,25,13,12,0,54.8,61.0,22.9,60.7,60.0,1,0,0,1,0,0,0,1,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Xavier Rhodes,7806,CB,14,MIN,787,0,307,480,73.8,90.8,64.5,,73.0,0,0,0,0,0,48,5,4,12,1,75,36,429,11.9,122,56,2,5,3,47.0,11,3
Datone Jones,7807,ED,15,GB,548,325,198,25,56.1,62.2,73.3,63.2,50.5,34,1,10,23,2,19,4,2,17,0,4,3,2,0.7,20,9,0,0,0,77.1,6,0
Sylvester Williams,7809,DI,16,DEN,644,307,337,0,60.7,60.7,38.9,62.5,53.1,21,1,1,19,2,22,9,6,13,0,0,0,0,,0,,0,0,0,0.0,3,0
Alec Ogletree,7811,LB,16,LA,1090,124,405,561,63.3,62.2,48.0,55.5,70.5,13,0,3,10,6,108,21,27,56,1,49,37,441,11.9,229,64,4,2,3,112.7,7,0
Matt Elam,7813,S,6,BLT,54,2,17,35,42.8,40.7,30.7,56.7,51.6,0,0,0,0,0,1,0,1,1,0,3,2,21,10.5,15,13,0,0,0,86.8,0,0
Johnathan Cyprien,7814,S,16,JAX,1070,21,421,628,73.3,90.6,72.9,67.6,59.1,5,1,1,3,0,105,10,11,38,1,62,41,498,12.1,247,44,2,0,5,101.4,6,0
Darius Slay,7817,CB,13,DET,731,1,256,474,81.1,63.7,67.0,83.8,81.5,1,1,0,0,0,41,1,5,10,1,64,38,430,11.3,163,51,5,2,10,92.6,6,0
Manti Te'o,7819,LB,3,SD,142,10,31,101,48.9,57.1,30.1,47.1,50.0,0,0,0,0,0,13,2,5,6,0,11,10,85,8.5,53,22,0,0,0,98.9,1,1
Tank Carradine,7821,ED,12,SF,229,80,123,26,65.5,58.1,70.8,65.0,67.6,12,0,2,10,0,12,3,1,8,0,7,6,29,4.8,31,14,0,0,0,83.9,0,0
Johnthan Banks,7824,CB,4,CHI,133,1,59,73,56.7,43.3,29.6,57.7,60.3,0,0,0,0,0,5,0,2,0,0,6,5,65,13.0,4,29,0,0,1,111.8,0,0
Kawann Short,7825,DI,16,CAR,779,521,251,7,86.7,87.2,47.6,73.2,66.8,49,7,11,31,3,36,9,7,38,1,0,0,0,,0,,0,0,0,0.0,3,1
Kevin Minter,7826,LB,16,ARZ,1002,127,403,472,67.6,59.9,37.8,64.6,72.3,21,4,3,14,0,57,16,20,34,0,36,27,235,8.7,185,33,0,0,2,91.8,2,0
Kiko Alonso,7827,LB,15,MIA,1049,67,403,579,61.2,60.6,59.9,57.3,62.7,13,0,6,7,0,88,16,15,41,1,66,52,613,11.8,420,77,3,2,2,107.9,2,0
Johnathan Hankins,7830,DI,16,NYG,766,417,333,16,61.7,66.1,52.8,58.7,49.1,23,5,2,16,0,28,7,4,26,1,0,0,0,,0,,0,0,0,0.0,3,0
David Amerson,7832,CB,15,OAK,961,0,371,590,68.5,58.5,43.3,,70.0,0,0,0,0,0,61,1,13,16,0,93,60,809,13.5,239,54,5,2,12,101.1,7,2
Jamie Collins Sr.,7833,LB,15,CLV,980,131,377,472,68.7,65.9,58.2,70.7,63.4,18,3,5,10,1,90,19,16,43,1,55,46,385,8.4,188,23,2,2,0,92.8,0,0
Margus Hunt,7834,ED,15,CIN,322,194,123,5,64.8,73.1,69.6,56.5,57.4,14,0,5,9,1,11,3,2,11,0,0,0,0,,0,,0,0,0,0.0,1,0
Jamar Taylor,7835,CB,15,CLV,921,13,388,520,73.2,57.4,64.1,61.3,77.7,6,0,1,5,0,50,2,7,17,0,81,52,692,13.3,255,57,5,3,10,96.3,5,1
Arthur Brown,7837,LB,3,NYJ,7,0,3,4,65.5,60.0,28.8,,62.7,0,0,0,0,0,0,0,0,0,0,1,1,7,7.0,10,7,0,0,0,95.8,0,0
D.J. Swearinger Sr.,7838,S,16,ARZ,839,23,306,510,83.0,72.9,65.4,87.5,82.8,10,2,2,6,0,59,6,11,23,0,22,14,195,13.9,67,65,1,3,6,67.6,2,0
Robert Alford,7841,CB,16,ATL,1082,2,345,735,63.7,61.7,59.4,53.5,65.9,0,0,0,0,0,51,6,5,13,0,98,60,764,12.7,211,48,7,2,15,100.9,13,2
Dwayne Gratz,7845,CB,4,PHI,87,2,26,59,72.1,60.0,60.8,54.3,74.0,0,0,0,0,0,7,0,1,3,0,5,5,25,5.0,13,8,0,0,0,87.5,0,0
Sio Moore,7847,LB,8,ARZ,411,35,151,225,64.3,75.6,53.1,60.4,53.2,5,0,2,3,0,54,6,10,30,2,38,33,371,11.2,260,37,3,0,1,133.7,1,0
Bennie Logan,7848,DI,13,PHI,467,283,181,3,60.5,66.8,50.4,52.0,66.1,17,3,3,11,0,21,4,4,18,2,0,0,0,,0,,0,0,0,0.0,2,0
Leon McFadden,7849,CB,2,DAL,55,0,15,40,64.4,68.2,72.2,,62.3,0,0,0,0,0,4,1,0,2,0,9,6,54,9.0,34,17,1,0,0,119.7,0,0
Tyrann Mathieu,7850,S,10,ARZ,561,4,199,358,62.3,66.7,71.2,80.3,60.4,2,1,0,1,0,29,1,4,10,1,43,34,403,11.9,256,45,3,1,3,119.3,3,0
Blidi Wreh-Wilson,7851,CB,1,ATL,2,0,2,0,60.0,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
T.J. McDonald,7852,S,16,LA,1072,82,401,589,65.8,58.8,58.0,55.3,68.8,6,1,3,2,1,52,7,9,25,0,43,25,229,9.2,105,35,2,2,4,68.8,0,0
J.J. Wilcox,7861,S,13,DAL,552,7,139,406,80.9,77.0,69.9,51.5,80.0,0,0,0,0,0,39,8,7,13,1,25,20,155,7.8,84,26,1,1,4,89.2,0,0
Damontre Moore,7862,ED,4,SEA,104,68,34,2,58.7,71.5,73.8,57.1,52.1,5,0,1,4,0,4,1,0,3,0,1,1,15,15.0,11,15,0,0,0,118.8,0,0
John Jenkins,7863,DI,9,SEA,209,107,99,3,51.2,52.0,53.9,57.7,56.8,5,0,1,4,0,9,1,2,3,0,0,0,0,,0,,0,0,0,0.0,1,0
Logan Ryan,7864,CB,16,NE,896,27,282,587,71.7,58.9,88.0,67.5,74.5,8,1,2,5,0,79,10,4,24,1,105,72,750,10.4,196,39,3,2,7,90.6,5,1
Shawn Williams,7865,S,15,CIN,912,32,341,539,71.0,77.7,73.1,73.1,67.0,14,1,6,7,0,74,10,12,19,0,28,20,341,17.1,124,74,3,3,2,108.5,2,0
