player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Darrelle Revis,3630,CB,15,NYJ,922,0,377,545,63.8,69.0,46.7,,62.3,0,0,0,0,0,50,6,10,12,0,72,48,664,13.8,216,84,3,1,4,104.2,4,1
Lawrence Timmons,3631,LB,16,PIT,951,135,329,487,59.2,52.2,65.9,61.2,67.5,23,3,8,12,0,86,28,13,45,1,70,55,536,9.7,285,32,2,2,2,96.2,4,0
Leon Hall,3634,CB,12,NYG,384,18,88,278,70.0,60.6,66.9,65.9,69.8,3,2,1,0,0,21,3,4,7,1,32,25,279,11.2,188,55,1,1,1,100.4,0,0
Michael Griffin,3635,S,11,CAR,284,4,135,145,51.2,54.4,53.7,54.9,52.0,1,0,0,1,0,31,3,5,11,0,6,5,82,16.4,73,40,1,0,0,158.3,0,0
Reggie Nelson,3637,S,16,OAK,1048,11,409,628,70.2,75.3,71.0,59.3,66.8,2,0,1,1,0,51,9,8,6,0,23,13,197,15.2,71,48,2,5,5,74.3,0,0
Alan Branch,3649,DI,16,NE,626,355,271,0,73.0,78.3,51.8,59.8,55.9,17,2,1,14,2,36,10,6,31,1,0,0,0,,0,,0,0,0,0.0,2,0
Paul Posluszny,3650,LB,16,JAX,1057,86,413,558,82.0,70.6,68.9,69.9,82.6,17,2,1,14,0,97,23,14,57,0,58,43,403,9.4,244,44,1,1,2,91.4,0,0
Eric Weddle,3653,S,16,BLT,1031,22,375,634,90.0,89.7,90.8,72.8,88.7,7,1,0,6,0,70,22,3,29,1,22,13,221,17.0,89,79,2,4,5,83.9,2,0
David Harris,3663,LB,15,NYJ,900,115,368,417,65.0,64.4,84.9,45.2,69.3,13,1,1,11,0,73,14,6,39,0,46,36,295,8.2,184,32,3,0,1,115.1,0,0
Justin Durant,3664,LB,13,DAL,279,14,73,192,56.4,62.0,80.0,79.8,56.5,4,1,1,2,1,24,12,1,12,0,26,21,262,12.5,151,38,0,0,1,108.7,4,0
Charles Johnson,3699,ED,13,CAR,542,330,181,31,78.0,78.7,66.0,70.3,64.7,44,4,9,31,2,17,6,3,19,2,4,4,22,5.5,14,12,1,0,0,129.2,3,0
Brandon Mebane,3701,DI,10,SD,340,171,169,0,86.2,77.9,63.9,74.7,69.1,16,2,2,12,0,17,0,2,12,0,0,0,0,,0,,0,1,0,0.0,0,0
Brian Robison,3718,ED,16,MIN,838,507,307,24,58.9,45.2,29.2,66.6,57.4,49,8,6,35,1,15,5,8,20,3,5,4,21,5.3,19,15,0,0,0,84.2,1,0
Paul Soliai,3724,DI,10,CAR,152,86,66,0,51.7,46.4,71.6,65.7,,6,0,1,5,0,6,0,0,6,0,0,0,0,,0,,0,0,0,0.0,1,0
Dashon Goldson,3742,S,2,ATL,5,0,2,3,43.5,60.0,26.2,,47.2,0,0,0,0,0,0,0,1,0,0,1,1,14,14.0,10,14,0,0,0,118.8,0,0
Corey Graham,3784,S,16,BUF,1053,30,454,569,69.8,69.9,59.2,59.4,67.9,4,1,0,3,0,63,13,16,20,0,33,20,220,11.0,133,25,3,1,6,98.0,0,0
William Gay,3786,CB,16,PIT,847,36,255,556,81.8,68.9,57.1,77.2,81.8,5,1,0,4,0,46,9,10,16,1,64,42,351,8.4,141,53,3,1,3,88.7,3,1
Eric Weems,4097,WR,1,ATL,1,0,1,0,44.0,45.2,69.4,,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,0,0,0.0,0,0
James Ihedigbo,4147,S,4,BUF,146,9,91,46,52.9,51.0,48.7,51.3,58.7,0,0,0,0,0,10,1,3,3,0,3,1,17,17.0,3,17,0,0,1,53.5,0,0
Chris Long,4316,ED,16,NE,679,430,205,44,65.3,69.4,50.9,62.9,51.3,57,5,6,46,2,23,6,7,17,1,9,8,63,7.9,36,18,0,0,0,95.8,2,0
Glenn Dorsey,4319,DI,12,SF,402,170,231,1,44.4,48.9,33.0,49.4,50.1,7,1,1,5,0,18,7,4,12,0,0,0,0,,0,,0,0,0,0.0,2,1
Leodis McKelvin,4325,CB,13,PHI,586,0,213,373,62.2,60.3,41.8,,61.6,0,0,0,0,0,37,5,8,6,0,77,44,809,18.4,274,80,7,2,11,113.0,1,0
Dominique Rodgers-Cromartie,4330,CB,15,NYG,734,25,201,508,90.2,70.2,61.7,56.1,90.6,7,1,0,6,0,42,0,7,16,1,87,48,606,12.6,312,67,2,6,12,56.0,2,1
Aqib Talib,4334,CB,13,DEN,870,1,355,514,88.9,80.1,74.2,60.0,89.8,1,0,0,1,0,37,7,4,12,0,66,35,351,10.0,126,26,0,3,10,49.5,6,2
Brandon Flowers,4349,CB,6,SD,352,6,106,240,71.3,79.9,80.8,91.2,65.6,5,0,0,5,0,25,1,1,9,0,46,28,344,12.3,187,48,1,1,4,82.2,1,1
Tracy Porter,4354,CB,16,CHI,944,2,368,574,49.4,64.1,29.7,57.3,46.0,0,0,0,0,0,45,1,12,7,1,83,53,759,14.3,250,57,4,2,5,99.4,5,0
Calais Campbell,4364,DI,16,ARZ,831,518,312,1,91.2,89.7,68.6,89.2,60.2,56,9,15,32,5,36,9,3,34,1,1,1,9,9.0,7,9,0,1,0,64.6,2,0
Jason Jones,4368,ED,14,MIA,516,300,187,29,50.8,48.6,83.1,56.6,66.7,23,4,9,10,1,27,5,1,24,0,5,4,30,7.5,30,25,0,0,0,91.7,4,1
Kendall Langford,4380,DI,7,IND,300,199,98,3,44.1,40.5,42.3,51.6,58.6,8,0,1,7,2,8,1,2,8,0,0,0,0,,0,,0,0,0,0.0,0,0
Pat Sims,4391,DI,16,CIN,409,205,204,0,56.2,55.8,77.5,64.6,56.9,12,1,3,8,0,22,12,2,17,0,0,0,0,,0,,0,0,0,0.0,3,0
Cliff Avril,4406,ED,16,SEA,830,489,321,20,68.4,55.9,30.0,76.6,52.7,70,13,15,42,2,16,6,9,27,5,1,0,0,,0,,0,0,0,39.6,6,0
Philip Wheeler,4407,LB,16,ATL,338,72,156,110,57.2,68.5,38.4,50.4,55.3,4,0,2,2,0,20,7,7,13,0,14,11,123,11.2,73,26,0,0,0,103.3,2,0
Tyvon Branch,4414,CB,6,ARZ,270,11,90,169,69.5,69.0,72.0,54.6,69.1,4,0,1,3,0,24,2,3,6,0,27,17,237,13.9,111,71,0,0,2,91.1,1,1
William Hayes,4417,ED,14,LA,514,324,188,2,79.6,79.6,70.8,67.7,67.1,39,5,7,27,1,30,6,3,27,0,0,0,0,,0,,0,0,0,0.0,1,0
Dwight Lowery,4427,S,16,SD,1003,14,363,626,67.9,54.3,64.8,50.5,73.1,0,0,0,0,0,51,3,8,10,1,43,28,363,13.0,153,45,1,1,7,89.6,2,0
Quintin Demps,4431,S,13,HST,694,7,258,429,85.2,82.7,72.8,64.2,82.0,2,0,1,1,0,40,8,5,14,1,22,14,138,9.9,35,52,2,6,2,72.0,1,0
Brandon Carr,4454,CB,16,DAL,1013,2,311,700,64.2,62.6,58.3,55.7,63.3,1,0,1,0,0,53,5,8,10,0,94,57,811,14.2,241,61,5,1,6,101.9,3,1
Orlando Scandrick,4457,CB,12,DAL,642,30,193,419,68.9,70.2,68.0,55.2,71.3,4,2,0,2,1,41,1,5,12,3,62,46,469,10.2,179,45,2,1,4,99.5,5,1
Letroy Guion,4466,DI,15,GB,449,245,201,3,67.7,84.9,68.1,50.6,55.7,4,0,0,4,1,21,9,3,17,0,0,0,0,,0,,0,0,0,0.0,6,1
Matthew Slater,4467,WR,1,NE,1,0,1,0,60.0,60.0,32.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Erik Walden,4481,ED,16,IND,759,358,291,110,51.8,48.7,47.4,59.6,48.6,32,11,7,14,0,28,3,5,26,3,10,9,125,13.9,86,32,1,0,0,152.1,3,0
Ahtyba Rubin,4504,DI,16,SEA,599,298,298,3,59.8,60.8,68.8,53.8,60.3,13,1,1,11,0,25,5,1,18,3,1,1,6,6.0,2,6,0,0,0,91.7,0,0
Wesley Woodyard,4583,LB,16,TEN,614,68,255,291,74.2,78.6,60.6,71.6,63.4,18,2,3,13,1,47,10,9,24,0,31,21,236,11.2,176,37,0,1,2,76.8,3,0
Leger Douzable,4654,DI,16,BUF,481,241,232,8,60.6,60.9,68.6,54.9,65.0,14,2,5,7,1,34,9,2,24,0,3,1,10,10.0,6,10,0,0,0,43.8,1,0
Erin Henderson,4656,LB,5,NYJ,168,26,74,68,42.3,46.8,70.9,50.2,48.4,3,0,1,2,0,14,6,2,4,0,10,8,75,9.4,62,16,0,0,0,97.9,0,0
Wallace Gilberry,4763,ED,9,CIN,266,202,63,1,53.8,46.4,64.1,56.7,60.9,19,3,3,13,0,9,3,1,8,0,0,0,0,,0,,0,0,0,0.0,0,0
Jerrell Freeman,4888,LB,12,CHI,806,35,317,454,90.9,81.6,90.7,61.5,90.8,7,0,2,5,0,97,16,4,59,0,59,45,342,7.6,201,32,0,0,4,89.8,3,1
Cameron Wake,4907,ED,16,MIA,589,406,164,19,88.3,55.5,59.4,90.3,67.2,66,13,10,43,1,12,4,4,22,5,5,2,18,9.0,11,16,0,1,1,10.8,4,0
Tyson Jackson,4926,DI,16,ATL,328,160,168,0,58.6,60.6,37.5,58.7,60.0,10,0,3,7,1,10,2,2,5,0,0,0,0,,0,,0,0,0,0.0,2,0
Brian Orakpo,4936,ED,16,TEN,868,451,274,143,72.6,57.0,74.8,72.8,71.5,63,11,7,45,3,28,7,4,27,1,13,12,87,7.3,58,20,1,0,0,120.2,1,0
Malcolm Jenkins,4937,S,16,PHI,1018,43,375,600,74.5,73.1,56.0,55.4,74.7,9,1,2,6,0,62,11,14,30,0,68,47,455,9.7,260,37,7,3,6,103.5,5,1
Brian Cushing,4938,LB,13,HST,612,66,254,292,64.3,59.0,81.9,46.6,73.2,6,0,2,4,0,51,13,4,33,0,16,12,101,8.4,55,20,0,0,0,90.9,1,0
Robert Ayers,4941,ED,12,TB,577,371,199,7,72.9,59.3,56.9,75.4,58.2,53,7,18,28,1,20,4,5,24,0,2,2,50,25.0,48,47,0,0,0,118.8,1,1
Vontae Davis,4948,CB,14,IND,822,3,296,523,52.7,55.6,54.7,75.5,52.8,1,0,0,1,0,37,1,8,12,0,79,42,514,12.2,149,42,4,1,8,85.1,9,1
Clay Matthews,4949,ED,12,GB,476,286,161,29,60.5,52.7,59.3,64.8,56.4,31,5,4,22,2,13,3,2,11,1,5,5,51,10.2,17,14,0,0,1,109.2,2,1
Ziggy Hood,4955,DI,16,WAS,662,387,272,3,51.2,50.3,58.8,52.2,70.8,17,1,4,12,3,28,7,2,21,1,0,0,0,,0,,0,0,0,0.0,2,0
Patrick Chung,4957,S,16,NE,1006,28,343,635,56.3,67.8,72.7,53.4,50.3,10,1,0,9,0,67,11,10,22,0,72,48,518,10.8,200,31,3,1,3,95.7,2,2
James Laurinaitis,4958,LB,3,NO,216,23,86,107,33.9,30.3,60.0,57.0,46.4,2,0,0,2,1,12,3,2,2,0,8,6,116,19.3,51,34,0,0,1,116.7,0,0
Rey Maualuga,4961,LB,14,CIN,326,7,179,140,37.3,31.4,36.1,60.7,53.5,1,0,0,1,0,21,8,8,12,0,21,16,154,9.6,79,26,2,1,0,108.0,0,0
Darius Butler,4964,CB,12,IND,472,7,134,331,81.4,47.0,42.1,63.1,85.9,2,0,1,1,0,28,3,9,10,1,34,21,204,9.7,66,40,2,3,3,61.4,2,0
Jairus Byrd,4965,S,16,NO,900,18,317,565,70.0,68.3,85.4,53.4,70.3,1,0,0,1,0,63,17,6,14,0,31,22,251,11.4,82,34,1,2,0,78.8,0,0
Connor Barwin,4969,ED,16,PHI,705,447,249,9,60.2,58.4,75.0,55.3,71.1,30,5,7,18,2,20,5,4,19,1,0,0,0,,0,,0,0,0,0.0,0,0
Mike Mitchell,4970,S,16,PIT,1005,18,342,645,70.2,70.5,88.5,45.1,74.6,4,0,0,4,0,59,12,5,10,0,36,17,251,14.8,91,44,0,1,8,58.9,5,0
Paul Kruger,4980,ED,15,NO,572,326,233,13,62.4,61.7,56.5,58.7,73.8,27,2,6,19,1,21,7,4,16,1,2,2,12,6.0,4,9,0,0,0,91.7,2,1
Sean Smith,4984,CB,15,OAK,889,0,358,531,72.4,69.6,60.2,,71.3,0,0,0,0,0,35,5,6,12,0,74,42,744,17.7,308,98,7,2,9,111.5,4,1
Sen'Derrick Marks,4985,DI,16,JAX,543,357,182,4,57.4,62.5,58.5,54.6,66.6,22,4,5,13,1,17,1,2,19,0,0,0,0,,0,,0,0,0,0.0,4,0
Michael Johnson,4993,ED,16,CIN,831,494,296,41,54.8,62.4,48.9,49.8,59.4,42,5,4,33,1,32,7,9,27,0,10,6,74,12.3,33,28,0,0,1,82.9,4,0
DeAndre Levy,4999,LB,5,DET,198,16,79,103,64.2,75.9,86.2,53.0,58.5,2,0,1,1,1,19,1,0,11,0,9,8,79,9.9,64,20,1,0,0,140.3,2,1
Roy Miller,5004,DI,6,JAX,156,74,81,1,59.7,61.4,74.2,53.3,60.1,2,0,1,1,0,10,1,0,9,0,0,0,0,,0,,0,0,0,0.0,0,0
Brandon Tate,5006,WR,1,BUF,1,0,1,0,60.0,60.0,76.7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0
Lardarius Webb,5011,S,16,BLT,998,12,349,637,81.7,79.0,72.7,62.4,82.0,4,1,0,3,0,65,8,12,13,0,35,24,209,8.7,79,28,1,1,4,81.7,1,0
Jerraud Powers,5015,CB,13,BLT,510,17,155,338,60.8,55.6,61.5,63.4,60.6,2,1,0,1,0,30,3,5,13,0,65,43,409,9.5,253,39,3,2,2,86.0,1,0
Rashad Johnson,5018,S,14,TEN,555,12,180,363,63.0,67.9,40.1,50.0,60.6,1,0,0,1,0,31,3,8,10,1,12,5,35,7.0,16,12,0,0,0,49.3,1,1
Glover Quin,5035,S,16,DET,1026,11,386,629,76.0,70.6,78.3,71.6,77.5,4,0,0,4,0,63,10,9,16,1,31,23,253,11.0,155,41,2,2,1,92.5,2,0
David Bruton,5037,S,4,WAS,234,3,97,134,55.2,45.8,29.6,56.7,60.7,1,0,0,1,0,18,1,8,4,0,12,9,97,10.8,47,28,1,0,2,126.0,0,0
Greg Toler,5055,CB,11,WAS,256,0,95,161,49.5,47.6,43.1,,51.8,0,0,0,0,0,16,1,5,1,0,27,16,255,15.9,75,44,1,0,1,103.2,2,1
Don Carey,5101,CB,7,DET,67,3,21,43,34.9,65.6,79.8,56.7,30.0,0,0,0,0,0,3,0,0,0,0,5,3,17,5.7,10,11,1,0,0,105.8,2,1
Cedric Peerman,5109,HB,1,CIN,1,0,1,0,60.0,60.0,83.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Brice McCain,5112,CB,16,TEN,844,21,208,615,64.1,56.3,53.5,49.9,65.8,2,0,0,2,0,34,3,7,10,0,79,48,568,11.8,276,44,6,2,7,97.4,8,3
Jason McCourty,5127,CB,14,TEN,814,0,257,557,65.6,71.7,87.4,,63.5,0,0,0,0,0,63,5,3,14,0,96,57,703,12.3,168,50,3,2,8,83.8,4,0
Captain Munnerlyn,5140,CB,15,MIN,636,18,175,443,66.5,62.7,80.3,58.0,66.3,4,0,0,4,0,43,7,3,13,1,68,52,531,10.2,290,48,1,0,2,103.2,4,2
Julian Edelman,5156,WR,1,NE,1,0,1,0,60.0,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,4,1
Ricky Jean Francois,5168,DI,16,WAS,442,228,212,2,69.8,73.0,60.8,55.0,65.0,9,1,0,8,1,19,8,2,17,0,0,0,0,,0,,0,0,0,0.0,0,0
Clinton McDonald,5173,DI,12,TB,485,269,212,4,53.8,47.8,36.1,61.2,62.3,19,4,3,12,0,19,6,3,17,0,0,0,0,,0,,0,0,0,0.0,1,0
Chris Baker,5188,DI,16,WAS,782,481,292,9,76.9,77.2,59.4,66.1,56.9,42,6,6,30,1,31,14,4,24,1,1,1,4,4.0,3,4,0,0,0,83.3,0,0
Steve McLendon,5232,DI,11,NYJ,382,211,171,0,61.7,65.8,67.9,54.5,,8,3,1,4,0,23,2,1,23,1,0,0,0,,0,,0,0,0,0.0,1,0
Michael Bennett,5273,ED,11,SEA,566,332,231,3,81.1,90.3,48.1,68.1,82.6,43,5,12,26,0,28,2,4,29,0,1,1,4,4.0,5,4,0,0,0,83.3,9,3
Ramon Humber,5310,LB,10,BUF,61,3,31,27,77.6,68.4,83.5,66.3,75.6,2,0,0,2,0,5,1,0,4,0,4,2,9,4.5,9,6,0,0,0,56.3,0,0
Dan Skuta,5349,ED,13,JAX,267,53,157,57,65.2,67.5,82.3,56.6,59.5,4,0,2,2,1,16,2,0,11,0,3,3,19,6.3,17,11,0,0,0,93.1,0,0
Jonathan Casillas,5422,LB,16,NYG,794,77,315,402,62.1,66.6,59.2,52.0,60.5,9,1,1,7,1,69,16,12,36,1,64,48,494,10.3,372,71,0,0,6,96.7,1,1
Dannell Ellerbe,5442,LB,9,NO,443,98,138,207,58.6,52.8,65.2,64.7,60.5,14,5,4,5,0,35,5,4,19,0,20,16,166,10.4,103,31,0,0,2,101.3,2,0
Ndamukong Suh,5527,DI,16,MIA,975,610,362,3,83.9,87.7,77.0,74.1,78.3,57,6,10,41,6,48,11,1,43,0,0,0,0,,0,,0,0,0,0.0,8,1
Gerald McCoy,5528,DI,15,TB,796,517,277,2,77.0,65.7,50.8,81.4,50.5,49,8,7,34,4,25,5,4,26,2,1,1,8,8.0,8,8,0,0,0,100.0,5,1
Eric Berry,5530,S,16,KC,1085,12,407,666,90.1,83.4,79.6,51.4,90.5,1,0,0,1,0,74,10,8,18,1,35,24,194,8.1,100,19,1,4,4,52.3,3,0
Joe Haden,5532,CB,13,CLV,854,4,372,478,61.3,62.5,45.3,56.9,60.0,2,0,0,2,0,42,5,10,13,0,79,48,672,14.0,232,63,6,3,10,97.7,5,0
C.J. Spiller,5534,HB,1,NYJ,1,0,1,0,60.0,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
