player,player_id,position,player_game_count,team_name,snaps,run_snaps,run_tackles,run_assists,run_misses,run_stops,run_tackle_efficiency,pass_snaps,pass_tackles,pass_assists,pass_misses,pass_stops,pass_tackle_efficiency,combined_tackle_efficiency
Kareem Martin,8719,DI,7,ARZ,30,9,3,1,0,2,1.0e3,21,0,0,0,1,,1.0e3
Leon McFadden,7849,CB,2,DAL,52,15,1,1,0,0,1.0e3,37,3,0,0,2,1.0e3,1.0e3
Ryan Russell,9596,ED,8,TB,166,33,2,0,0,1,1.0e3,133,1,0,0,2,1.0e3,1.0e3
Howard Jones,8909,ED,8,TB,79,9,1,0,0,0,1.0e3,70,0,0,0,0,,1.0e3
Max Bullough,8919,LB,14,HST,229,124,12,3,0,9,1.0e3,105,3,1,0,2,1.0e3,1.0e3
James Cowser,11351,ED,5,OAK,45,26,4,2,0,3,1.0e3,19,0,0,0,1,,1.0e3
Brock Coyle,8929,LB,6,SEA,122,67,2,3,0,1,1.0e3,55,7,0,0,4,1.0e3,1.0e3
Antwaun Woods,11332,DI,1,TEN,17,5,3,0,0,1,1.0e3,12,0,0,0,0,,1.0e3
Mehdi Abdesmad,11322,DI,2,TEN,23,10,1,0,0,0,1.0e3,13,0,0,0,0,,1.0e3
Kerry Wynn,8938,ED,13,NYG,114,38,5,1,0,4,1.0e3,76,0,0,0,1,,1.0e3
DeAndre Elliott,11281,CB,5,SEA,27,6,0,0,0,0,,21,2,0,0,1,1.0e3,1.0e3
Romeo Okwara,11250,DI,16,NYG,346,89,10,3,0,9,1.0e3,257,2,1,0,3,1.0e3,1.0e3
Darren Sproles,2347,HB,2,PHI,2,2,1,0,0,0,1.0e3,0,0,0,0,0,,1.0e3
Michael Hunter,11243,CB,2,NYG,15,6,2,0,0,0,1.0e3,9,2,0,0,0,1.0e3,1.0e3
Jamie Meder,8940,DI,16,CLV,699,367,30,12,0,19,1.0e3,332,4,2,0,3,1.0e3,1.0e3
Woodrow Hamilton,11215,DI,2,NE,40,22,5,0,0,4,1.0e3,18,0,0,0,0,,1.0e3
Morgan Fox,11184,DI,4,LA,67,31,3,1,0,3,1.0e3,36,0,0,0,0,,1.0e3
Vinnie Sunseri,8802,S,4,SF,16,4,0,1,0,0,1.0e3,12,2,0,0,0,1.0e3,1.0e3
Brennan Scarlett,11169,ED,5,HST,108,48,4,2,0,4,1.0e3,60,1,1,0,1,1.0e3,1.0e3
Joel Heath,11162,DI,12,HST,223,120,4,1,0,4,1.0e3,103,0,1,0,2,1.0e3,1.0e3
Darryl Tapp,3008,ED,15,NO,280,135,15,2,0,14,1.0e3,145,2,0,0,2,1.0e3,1.0e3
Makinton Dorleant,11145,CB,2,GB,4,0,0,0,0,0,,4,1,0,0,0,1.0e3,1.0e3
Adairius Barnes,11129,CB,4,DET,57,13,0,0,0,0,,44,4,0,0,1,1.0e3,1.0e3
Deon King,11124,LB,1,IND,10,3,1,0,0,1,1.0e3,7,0,0,0,0,,1.0e3
Patrick Onwuasor,11100,LB,8,BLT,57,27,1,4,0,0,1.0e3,30,2,1,0,1,1.0e3,1.0e3
Victor Ochi,11098,ED,2,NYJ,14,2,0,1,0,0,1.0e3,12,0,0,0,0,,1.0e3
Ryan Carrethers,8800,DI,4,SD,47,24,3,1,0,3,1.0e3,23,0,0,0,0,,1.0e3
Kedric Golston,3141,DI,2,WAS,30,21,2,1,0,1,1.0e3,9,0,0,0,0,,1.0e3
Kyle Peko,11027,DI,1,DEN,14,5,1,0,0,1,1.0e3,9,1,0,0,0,1.0e3,1.0e3
Channing Ward,10943,ED,5,TB,82,44,3,1,0,1,1.0e3,38,0,0,0,0,,1.0e3
Ed Stinson,8795,DI,4,ARZ,112,49,6,0,0,5,1.0e3,63,0,0,0,0,,1.0e3
Chris Smith,8794,ED,6,JAX,64,28,2,0,0,1,1.0e3,36,1,0,0,1,1.0e3,1.0e3
Caraun Reid,8793,DI,7,SD,103,22,2,0,0,2,1.0e3,81,1,0,0,2,1.0e3,1.0e3
Robert Thomas,9022,DI,8,NYG,66,30,2,2,0,1,1.0e3,36,0,0,0,1,,1.0e3
Taylor Hart,8776,DI,1,PHI,20,13,1,1,0,1,1.0e3,7,0,0,0,0,,1.0e3
Larry Webster,8771,ED,1,CAR,19,10,1,0,0,1,1.0e3,9,0,0,0,0,,1.0e3
Jarrod Wilson,10902,S,10,JAX,27,19,1,1,0,1,1.0e3,8,0,0,0,0,,1.0e3
Paul Soliai,3724,DI,10,CAR,148,65,6,0,0,6,1.0e3,83,0,0,0,0,,1.0e3
Kalan Reed,10887,CB,3,TEN,13,2,0,0,0,0,,11,1,0,0,0,1.0e3,1.0e3
Scooby Wright III,10884,LB,2,ARZ,4,2,0,2,0,0,1.0e3,2,0,0,0,0,,1.0e3
Tyler Matakevich,10880,LB,3,PIT,20,13,3,1,0,1,1.0e3,7,3,1,0,1,1.0e3,1.0e3
Clayton Fejedelem,10879,S,5,CIN,39,8,2,0,0,2,1.0e3,31,1,0,0,1,1.0e3,1.0e3
Kevin Pierre-Louis,8767,LB,5,SEA,69,27,2,1,0,2,1.0e3,42,3,0,0,0,1.0e3,1.0e3
Aaron Wallace,10856,ED,8,TEN,113,37,5,2,0,3,1.0e3,76,2,0,0,2,1.0e3,1.0e3
Dontae Johnson,8764,CB,12,SF,97,32,0,0,0,0,,65,8,1,0,4,1.0e3,1.0e3
Kavon Frazier,10846,S,3,DAL,35,12,0,1,0,0,1.0e3,23,0,0,0,0,,1.0e3
Kamu Grugier-Hill,10842,LB,1,PHI,1,1,1,0,0,1,1.0e3,0,0,0,0,0,,1.0e3
Harlan Miller,10839,CB,2,ARZ,131,44,1,0,0,1,1.0e3,87,3,0,0,1,1.0e3,1.0e3
Pierre Desir,8762,S,2,SD,22,4,1,0,0,1,1.0e3,18,2,0,0,0,1.0e3,1.0e3
Anthony Johnson,9109,DI,11,NYJ,124,55,4,5,0,4,1.0e3,69,0,0,0,0,,1.0e3
Brian Dixon,9146,CB,2,ARZ,12,4,0,0,0,0,,8,2,0,0,0,1.0e3,1.0e3
Justin Ellis,8742,DI,16,OAK,320,188,18,3,0,16,1.0e3,132,0,0,0,0,,1.0e3
Christian Bryant,8875,S,2,ARZ,3,0,0,0,0,0,,3,1,0,0,0,1.0e3,1.0e3
Khyri Thornton,8720,DI,13,DET,283,137,11,2,0,6,1.0e3,146,1,0,0,1,1.0e3,1.0e3
Terrance Mitchell,8888,CB,5,KC,226,65,1,1,0,0,1.0e3,161,17,0,0,4,1.0e3,1.0e3
Tyrone Holmes,10815,ED,11,CLV,114,26,2,0,0,1,1.0e3,88,0,1,0,1,1.0e3,1.0e3
David Mayo,9602,LB,3,CAR,30,13,3,2,0,2,1.0e3,17,3,0,0,2,1.0e3,1.0e3
D.J. Reader,10800,DI,16,HST,387,206,12,11,0,11,1.0e3,181,0,1,0,1,1.0e3,1.0e3
K.J. Dillon,10793,S,2,HST,19,16,2,0,0,2,1.0e3,3,0,0,0,0,,1.0e3
Marcus Roberson,9241,CB,2,BUF,28,9,0,0,0,0,,19,2,0,0,1,1.0e3,1.0e3
Jeremiah Attaochu,8685,ED,8,SD,168,37,3,0,0,1,1.0e3,131,3,0,0,4,1.0e3,1.0e3
Matt Ioannidis,10786,DI,9,WAS,101,50,5,0,0,4,1.0e3,51,0,0,0,0,,1.0e3
Quinton Jefferson,10781,DI,3,SEA,21,2,0,0,0,0,,19,0,1,0,0,1.0e3,1.0e3
Chris Davis,9242,CB,4,SF,37,9,0,0,0,0,,28,1,0,0,1,1.0e3,1.0e3
C.J. Goodwin,9243,CB,9,ATL,110,30,2,0,0,1,1.0e3,80,5,0,0,0,1.0e3,1.0e3
DeAndre Levy,4999,LB,5,DET,190,77,12,0,0,8,1.0e3,113,7,1,0,3,1.0e3,1.0e3
Roy Miller,5004,DI,6,JAX,147,79,10,1,0,9,1.0e3,68,0,0,0,0,,1.0e3
Garrison Smith,9310,DI,3,SEA,55,27,2,3,0,1,1.0e3,28,0,0,0,0,,1.0e3
Mike Pennel,9316,DI,8,GB,101,51,2,2,0,2,1.0e3,50,0,0,0,0,,1.0e3
B.J. Goodson,10743,LB,4,NYG,14,7,0,0,0,0,,7,1,0,0,1,1.0e3,1.0e3
Don Carey,5101,CB,7,DET,63,21,1,0,0,0,1.0e3,42,2,0,0,0,1.0e3,1.0e3
Eric Murray,10740,S,14,KC,64,15,1,0,0,1,1.0e3,49,2,0,0,0,1.0e3,1.0e3
Ramon Humber,5310,LB,10,BUF,60,31,3,0,0,3,1.0e3,29,2,1,0,1,1.0e3,1.0e3
Dan Skuta,5349,ED,13,JAX,249,153,15,2,0,11,1.0e3,96,1,0,0,0,1.0e3,1.0e3
Lonnie Ballentine,8890,S,1,HST,10,9,0,1,0,0,1.0e3,1,0,0,0,0,,1.0e3
Frankie Williams,11368,CB,2,IND,8,1,0,0,0,0,,7,1,0,0,0,1.0e3,1.0e3
Marcus Ball,9391,S,2,SF,2,1,0,0,0,0,,1,0,1,0,0,1.0e3,1.0e3
Joshua Perry,10736,LB,8,SD,110,67,6,0,0,3,1.0e3,43,3,0,0,2,1.0e3,1.0e3
Justin Simmons,10732,S,12,DEN,274,72,5,2,0,3,1.0e3,202,14,0,0,2,1.0e3,1.0e3
Jared Odrick,5553,DI,6,JAX,250,115,11,3,0,9,1.0e3,135,0,0,0,0,,1.0e3
Kyler Fackrell,10722,ED,13,GB,155,48,3,0,0,0,1.0e3,107,4,0,0,5,1.0e3,1.0e3
Lamarr Houston,5569,ED,2,CHI,31,12,0,1,0,0,1.0e3,19,0,0,0,0,,1.0e3
Justin Gilbert,8643,CB,3,PIT,11,2,0,0,0,0,,9,1,0,0,0,1.0e3,1.0e3
Darrell Stuckey,5634,S,8,SD,28,11,1,0,0,1,1.0e3,17,3,0,0,0,1.0e3,1.0e3
Kendrick Lewis,5659,S,4,BLT,17,7,0,0,0,0,,10,1,0,0,1,1.0e3,1.0e3
Sherrick McManis,5667,CB,3,CHI,16,8,0,0,0,0,,8,3,0,0,1,1.0e3,1.0e3
Wes Horton,8484,ED,11,CAR,326,127,6,3,0,4,1.0e3,199,0,0,0,1,,1.0e3
Crezdon Butler,5687,CB,1,DET,5,1,0,0,0,0,,4,2,0,0,0,1.0e3,1.0e3
Arthur Moats,5701,ED,14,PIT,379,134,5,1,0,4,1.0e3,245,5,2,0,5,1.0e3,1.0e3
Brynden Trawick,8471,S,2,OAK,48,31,5,1,0,2,1.0e3,17,1,2,0,0,1.0e3,1.0e3
Zach Line,8420,FB,1,MIN,1,1,1,0,0,0,1.0e3,0,0,0,0,0,,1.0e3
Dekoda Watson,5740,ED,7,DEN,41,13,3,0,0,2,1.0e3,28,1,0,0,1,1.0e3,1.0e3
C.J. Wilson,5753,DI,6,CHI,125,73,7,3,0,7,1.0e3,52,0,0,0,1,,1.0e3
Adam Gotsis,10697,DI,16,DEN,208,116,12,4,0,7,1.0e3,92,1,0,0,0,1.0e3,1.0e3
Cyrus Jones,10694,CB,9,NE,142,34,2,0,0,1,1.0e3,108,4,1,0,1,1.0e3,1.0e3
Ben Garland,5839,DI,9,ATL,40,19,3,0,0,3,1.0e3,21,1,0,0,0,1.0e3,1.0e3
Sam Shields,5943,CB,1,GB,60,26,2,0,0,1,1.0e3,34,2,0,0,1,1.0e3,1.0e3
Anthony Levine,6013,S,10,BLT,104,38,2,1,0,1,1.0e3,66,4,1,0,3,1.0e3,1.0e3
Teddy Williams,6073,CB,2,CAR,48,10,1,0,0,1,1.0e3,38,5,0,0,0,1.0e3,1.0e3
Mackensie Alexander,10688,CB,9,MIN,64,20,0,1,0,0,1.0e3,44,4,0,0,0,1.0e3,1.0e3
Marcell Dareus,6155,DI,8,BUF,399,205,25,12,0,20,1.0e3,194,1,1,0,3,1.0e3,1.0e3
J.J. Watt,6163,DI,3,HST,149,61,1,0,0,1,1.0e3,88,0,0,0,2,,1.0e3
Ray-Ray Armstrong,8271,LB,2,SF,67,14,3,1,0,3,1.0e3,53,4,0,0,3,1.0e3,1.0e3
Mario Edwards Jr.,9468,DI,2,OAK,32,15,1,2,0,0,1.0e3,17,0,1,0,0,1.0e3,1.0e3
Bruce Carter,6192,LB,7,NYJ,113,52,3,4,0,3,1.0e3,61,4,0,0,0,1.0e3,1.0e3
Austin Johnson,10677,DI,10,TEN,185,68,9,3,0,7,1.0e3,117,0,0,0,0,,1.0e3
T.J. Barnes,8184,DI,5,KC,62,34,1,0,0,0,1.0e3,28,0,0,0,0,,1.0e3
Marcus Burley,8142,CB,6,CLV,29,15,1,0,0,0,1.0e3,14,4,0,0,0,1.0e3,1.0e3
Antonio Hamilton,11353,CB,2,OAK,12,0,0,0,0,0,,12,3,0,0,0,1.0e3,1.0e3
Akeem Dent,6243,LB,10,HST,96,67,2,1,0,2,1.0e3,29,0,0,0,0,,1.0e3
Vernon Butler,10664,DI,10,CAR,222,85,6,2,0,5,1.0e3,137,2,0,0,1,1.0e3,1.0e3
Chimdi Chekwa,6265,CB,1,MIA,15,1,0,0,0,0,,14,2,0,0,0,1.0e3,1.0e3
Chris Prosinski,6273,S,14,CHI,165,58,5,2,0,1,1.0e3,107,10,1,0,0,1.0e3,1.0e3
Branden Jackson,11394,ED,3,OAK,21,12,1,0,0,1,1.0e3,9,0,0,0,0,,1.0e3
Shiloh Keo,6296,S,1,NO,1,0,0,0,0,0,,1,1,0,0,1,1.0e3,1.0e3
Chris Carter,6314,ED,4,IND,5,1,0,0,0,0,,4,1,0,0,0,1.0e3,1.0e3
Lawrence Guy,6385,DI,16,BLT,461,182,18,4,0,16,1.0e3,279,0,0,0,1,,1.0e3
Andrew Gachkar,6386,LB,5,DAL,71,26,3,1,0,3,1.0e3,45,3,1,0,2,1.0e3,1.0e3
Sealver Siliga,6483,DI,10,TB,155,88,5,2,0,3,1.0e3,67,1,0,0,0,1.0e3,1.0e3
Sheldon Rankins,10646,DI,9,NO,323,88,6,5,0,5,1.0e3,235,5,0,0,5,1.0e3,1.0e3
Daren Bates,8077,LB,6,OAK,30,14,2,1,0,1,1.0e3,16,0,0,0,0,,1.0e3
Michael Morgan,6623,LB,9,SEA,134,81,4,0,0,4,1.0e3,53,2,0,0,1,1.0e3,1.0e3
Jonathan Freeny,6633,LB,4,NE,92,37,3,1,0,1,1.0e3,55,5,1,0,0,1.0e3,1.0e3
Nick Williams,8006,DI,10,MIA,82,43,7,0,0,2,1.0e3,39,0,0,0,0,,1.0e3
Brian Peters,10248,LB,4,HST,13,7,1,0,0,1,1.0e3,6,0,0,0,0,,1.0e3
Armonty Bryant,7999,ED,5,DET,98,18,1,0,0,1,1.0e3,80,0,0,0,3,,1.0e3
Michael Mauti,7995,ED,6,NO,56,29,3,0,0,2,1.0e3,27,2,0,0,1,1.0e3,1.0e3
Mike Catapano,7989,ED,11,NYJ,203,70,3,1,0,2,1.0e3,133,2,0,0,1,1.0e3,1.0e3
Houston Bates,10167,ED,9,WAS,24,6,1,0,0,1,1.0e3,18,0,0,0,0,,1.0e3
Stacy McGee,7987,DI,9,OAK,208,108,12,2,0,10,1.0e3,100,0,0,0,3,,1.0e3
Michael Brockers,7020,DI,14,LA,398,186,12,10,0,11,1.0e3,212,5,0,0,3,1.0e3,1.0e3
Toby Johnson,10101,DI,2,MIN,21,11,1,0,0,0,1.0e3,10,0,0,0,0,,1.0e3
Nate Palmer,7974,LB,7,TEN,27,6,0,1,0,0,1.0e3,21,1,0,0,0,1.0e3,1.0e3
Richard Ash,10047,DI,2,DAL,49,26,5,1,0,5,1.0e3,23,0,0,0,0,,1.0e3
Lynden Trail,10026,ED,2,WAS,10,3,1,0,0,0,1.0e3,7,0,0,0,0,,1.0e3
Cornelius Washington,7969,DI,15,CHI,339,114,8,5,0,5,1.0e3,225,2,0,0,2,1.0e3,1.0e3
Kendall Reyes,7052,DI,12,KC,226,113,15,1,0,6,1.0e3,113,1,1,0,2,1.0e3,1.0e3
Jerel Worthy,7054,DI,13,BUF,142,78,9,4,0,8,1.0e3,64,0,0,0,0,,1.0e3
Devon Still,7056,DI,3,HST,24,17,2,0,0,1,1.0e3,7,0,0,0,0,,1.0e3
Ronald Martin,9991,S,2,NYJ,3,3,1,0,0,1,1.0e3,0,0,0,0,0,,1.0e3
Steven Means,7929,ED,6,PHI,36,14,1,0,0,1,1.0e3,22,1,0,0,1,1.0e3,1.0e3
Leon Orr,9984,DI,4,MIA,33,13,1,0,0,1,1.0e3,20,0,0,0,0,,1.0e3
Brandon King,9952,S,1,NE,1,1,1,0,0,0,1.0e3,0,0,0,0,0,,1.0e3
Deshazor Everett,9940,S,4,WAS,40,15,3,0,0,1,1.0e3,25,1,0,0,0,1.0e3,1.0e3
Cameron Lynch,9911,LB,1,TB,7,1,0,0,0,0,,6,1,1,0,0,1.0e3,1.0e3
John Hughes,7088,DI,6,TB,79,42,4,1,0,4,1.0e3,37,1,0,0,1,1.0e3,1.0e3
Randy Gregory,9493,ED,2,DAL,65,23,6,0,0,3,1.0e3,42,1,0,0,2,1.0e3,1.0e3
Lavar Edwards,7924,ED,10,IND,190,76,6,2,0,6,1.0e3,114,0,0,0,2,,1.0e3
P.J. Williams,9511,CB,2,NO,73,28,2,0,0,1,1.0e3,45,5,0,0,2,1.0e3,1.0e3
DeShawn Williams,9891,DI,4,CIN,55,13,1,0,0,1,1.0e3,42,0,0,0,0,,1.0e3
Malliciah Goodman,7909,DI,3,ATL,40,18,1,0,0,0,1.0e3,22,0,0,0,0,,1.0e3
Tank Carder,7141,ED,10,CLV,50,18,1,0,0,0,1.0e3,32,1,0,0,0,1.0e3,1.0e3
Brennen Beyer,9858,ED,1,BLT,6,6,1,2,0,0,1.0e3,0,0,0,0,0,,1.0e3
Billy Winn,7190,DI,16,DEN,324,163,12,3,0,11,1.0e3,161,0,0,0,0,,1.0e3
Xavier Williams,9809,DI,8,ARZ,113,48,3,2,0,2,1.0e3,65,0,0,0,0,,1.0e3
Gabe Martin,9803,LB,3,ARZ,16,7,1,0,0,1,1.0e3,9,1,0,0,0,1.0e3,1.0e3
Antonio Allen,7224,S,3,NYJ,9,1,0,0,0,0,,8,1,0,0,1,1.0e3,1.0e3
Peyton Thompson,7235,S,4,JAX,82,21,0,1,0,0,1.0e3,61,2,3,0,0,1.0e3,1.0e3
Zaire Anderson,9792,LB,12,DEN,53,40,7,1,0,5,1.0e3,13,0,0,0,0,,1.0e3
Alex Okafor,7885,ED,15,ARZ,215,36,3,1,0,1,1.0e3,179,2,0,0,5,1.0e3,1.0e3
Robenson Therezie,9776,S,6,NO,31,6,0,0,0,0,,25,0,1,0,0,1.0e3,1.0e3
Al-Hajj Shabazz,9707,CB,1,PIT,6,1,0,0,0,0,,5,1,0,0,0,1.0e3,1.0e3
Ryan Davis Sr.,7365,ED,9,DAL,150,41,2,1,0,1,1.0e3,109,0,0,0,0,,1.0e3
Taurean Nixon,9684,CB,1,DEN,2,0,0,0,0,0,,2,1,0,0,0,1.0e3,1.0e3
Mark Nzeocha,9669,LB,1,DAL,16,7,1,0,0,0,1.0e3,9,1,0,0,0,1.0e3,1.0e3
Zaviar Gooden,7879,LB,8,ARZ,37,22,1,2,0,0,1.0e3,15,0,0,0,0,,1.0e3
Hayes Pullard,9652,LB,9,JAX,26,20,1,1,0,0,1.0e3,6,2,0,0,1,1.0e3,1.0e3
Tony Jerod-Eddie,7432,DI,9,SF,83,41,4,0,0,3,1.0e3,42,0,0,0,0,,1.0e3
Xavier Cooper,9529,DI,13,CLV,425,152,14,2,0,8,1.0e3,273,3,1,0,3,1.0e3,1.0e3
Anthony Chickillo,9645,ED,13,PIT,303,105,10,1,0,8,1.0e3,198,7,1,0,7,1.0e3,1.0e3
Chris Lewis-Harris,7624,CB,6,BLT,47,10,0,0,0,0,,37,3,1,0,2,1.0e3,1.0e3
Corey Lemonier,7869,ED,8,NYJ,130,35,4,0,0,3,1.0e3,95,1,0,0,3,1.0e3,1.0e3
Christian Ringo,9643,DI,8,GB,75,25,2,0,0,2,1.0e3,50,0,0,0,0,,1.0e3
Dezman Moses,7696,ED,2,KC,15,9,0,1,0,0,1.0e3,6,0,0,0,0,,1.0e3
D.J. Hayden,7793,CB,11,OAK,436,132,5,0,0,1,1.0e3,304,30,0,0,13,1.0e3,1.0e3
Damontre Moore,7862,ED,4,SEA,96,33,4,1,0,3,1.0e3,63,0,0,0,0,,1.0e3
Desmond Trufant,7803,CB,9,ATL,561,177,5,0,0,2,1.0e3,384,22,1,0,4,1.0e3,1.0e3
Darius Philon,9625,DI,14,SD,260,97,8,1,0,6,1.0e3,163,0,0,0,1,,1.0e3
JaCorey Shepherd,9624,CB,5,SF,11,4,0,0,0,0,,7,1,0,0,0,1.0e3,1.0e3
Ndamukong Suh,5527,DI,16,MIA,919,355,41,11,0,33,1.0e3,564,7,0,1,10,8.0,60.0
Rontez Miles,8102,S,16,NYJ,376,181,23,13,1,12,37.0,195,14,2,0,6,1.0e3,53.0
Brandon Williams,7875,DI,16,BLT,603,304,35,14,1,30,50.0,299,0,0,0,1,,50.0
Todd Davis,9007,LB,16,DEN,664,369,56,20,0,34,1.0e3,295,19,3,2,7,12.0,50.0
Trae Waynes,9444,CB,15,MIN,554,188,9,1,0,3,1.0e3,366,35,2,1,6,38.0,48.0
Sean Spence,7087,LB,15,TEN,470,135,14,7,0,9,1.0e3,335,22,4,1,9,27.0,48.0
Kyle Emanuel,9586,ED,16,SD,527,245,27,5,1,22,33.0,282,13,1,0,4,1.0e3,47.0
Tashaun Gipson Sr.,7288,S,16,JAX,994,397,14,3,1,2,18.0,597,23,1,0,2,1.0e3,42.0
Jarvis Jones,7798,ED,13,PIT,450,149,21,7,0,13,1.0e3,301,11,0,1,8,12.0,40.0
Abry Jones,8177,DI,15,JAX,445,253,24,8,1,22,33.0,192,5,0,0,5,1.0e3,38.0
Justin Durant,3664,LB,13,DAL,260,72,5,8,1,3,14.0,188,19,4,0,9,1.0e3,37.0
Jordan Poyer,8000,S,6,CLV,332,138,10,5,0,3,1.0e3,194,18,1,1,1,20.0,35.0
Karl Joseph,10648,S,10,OAK,548,205,29,5,2,7,18.0,343,24,6,0,6,1.0e3,33.0
Jason Jones,4368,ED,14,MIA,485,184,20,3,1,16,24.0,301,7,2,0,8,1.0e3,33.0
A'Shawn Robinson,10680,DI,16,DET,384,186,18,12,1,12,31.0,198,1,1,0,3,1.0e3,33.0
Eric Weddle,3653,S,16,BLT,976,361,38,14,1,24,53.0,615,32,8,2,5,21.0,31.7
Ahtyba Rubin,4504,DI,16,SEA,566,285,23,5,1,15,29.0,281,2,0,0,3,1.0e3,31.0
Jerrell Freeman,4888,LB,12,CHI,762,306,59,14,3,36,25.3,456,38,2,1,23,41.0,29.3
Jared Crick,7126,DI,16,DEN,885,396,37,15,1,28,53.0,489,3,1,1,5,5.0,29.0
Dante Fowler Jr.,9436,ED,16,JAX,541,149,15,6,0,14,1.0e3,392,5,2,1,8,8.0,29.0
Timmy Jernigan,8683,DI,16,BLT,602,185,21,5,1,20,27.0,417,1,0,0,6,1.0e3,28.0
B.W. Webb,7896,CB,14,NO,566,165,3,1,0,0,1.0e3,401,23,0,1,2,24.0,28.0
Jarran Reed,10683,DI,15,SEA,451,230,20,7,1,14,28.0,221,0,0,0,2,,28.0
Michael Pierce,11101,DI,16,BLT,349,184,24,3,0,23,1.0e3,165,0,0,1,2,1.0,28.0
Jihad Ward,10678,DI,16,OAK,595,227,16,6,1,11,23.0,368,5,0,0,3,1.0e3,28.0
Robert Blanton,7136,S,10,BUF,251,74,6,1,1,3,8.0,177,16,3,0,3,1.0e3,27.0
Brandon Flowers,4349,CB,6,SD,339,102,5,0,0,3,1.0e3,237,20,1,1,6,22.0,27.0
Jaye Howard Jr.,7114,DI,8,KC,342,136,17,5,1,13,23.0,206,2,1,0,2,1.0e3,26.0
Ha Ha Clinton-Dix,8656,S,16,GB,987,353,33,7,0,8,1.0e3,634,32,3,3,4,12.7,26.0
Steve McLendon,5232,DI,11,NYJ,369,167,23,2,1,20,26.0,202,0,0,0,3,,26.0
Quinton Dunbar,10073,CB,12,WAS,283,86,2,1,0,0,1.0e3,197,20,2,1,4,23.0,26.0
Vince Wilfork,1742,DI,15,HST,478,243,19,5,1,16,25.0,235,1,0,0,1,1.0e3,26.0
Trevin Wade,7227,CB,15,NYG,329,91,2,0,0,2,1.0e3,238,19,4,1,8,24.0,26.0
Luke Kuechly,7015,LB,10,CAR,632,220,36,15,1,23,52.0,412,41,8,3,19,17.3,26.0
Akiem Hicks,7090,DI,16,CHI,876,359,36,12,2,28,25.0,517,1,0,0,9,1.0e3,25.5
Derek Wolfe,7040,DI,14,DEN,620,249,33,14,2,24,24.5,371,1,0,0,6,1.0e3,25.0
Mason Foster,6236,LB,16,WAS,740,347,49,20,3,27,24.0,393,43,4,2,18,24.5,24.2
Kenny Clark,10661,DI,16,GB,313,151,16,6,0,13,1.0e3,162,1,0,1,0,2.0,24.0
Brandon Williams,10726,CB,6,ARZ,230,81,3,0,0,0,1.0e3,149,20,0,1,5,21.0,24.0
Aaron Donald,8648,DI,16,LA,788,276,35,9,2,30,23.0,512,1,1,0,9,1.0e3,24.0
Tyrunn Walker,7459,DI,15,DET,336,154,16,3,1,9,20.0,182,4,0,0,2,1.0e3,24.0
Albert McClellan,6022,ED,16,BLT,575,230,22,2,1,12,25.0,345,20,2,1,6,23.0,24.0
K.J. Wright,6251,LB,16,SEA,991,416,47,17,3,28,22.3,575,43,7,2,22,26.0,23.8
Jason McCourty,5127,CB,14,TEN,761,241,5,2,0,2,1.0e3,520,58,3,3,12,21.3,23.7
Logan Ryan,7864,CB,16,NE,857,274,13,6,3,7,7.3,583,66,4,1,17,71.0,23.3
Vincent Valentine,10730,DI,13,NE,275,135,15,6,1,12,22.0,140,0,1,0,1,1.0e3,23.0
Coty Sensabaugh,7115,CB,9,NYG,208,77,8,0,0,6,1.0e3,131,14,0,1,2,15.0,23.0
Myles Jack,10670,LB,14,JAX,230,136,16,3,1,10,20.0,94,2,1,0,2,1.0e3,23.0
Ra'Shede Hageman,8672,DI,12,ATL,256,121,13,7,1,8,21.0,135,2,0,0,2,1.0e3,23.0
Leger Douzable,4654,DI,16,BUF,457,222,31,6,2,21,19.5,235,3,3,0,3,1.0e3,22.5
Chris Harris Jr.,6457,CB,16,DEN,1027,420,15,3,2,4,10.0,607,45,1,1,24,47.0,22.3
Hassan Ridgeway,10750,DI,16,IND,428,211,13,6,0,11,1.0e3,217,1,1,1,1,3.0,22.0
Corey Peters,5607,DI,15,ARZ,475,227,18,3,1,13,22.0,248,0,0,0,0,,22.0
Von Miller,6154,ED,16,DEN,879,362,45,4,2,36,25.5,517,11,1,1,17,13.0,21.3
Danny Shelton,9445,DI,16,CLV,717,400,45,14,3,39,20.7,317,2,0,0,3,1.0e3,21.3
Vonn Bell,10695,S,15,NO,858,303,30,5,0,14,1.0e3,555,39,7,4,8,12.5,21.3
Avery Williamson,8786,LB,16,TEN,856,284,49,17,2,35,34.0,572,29,6,3,7,12.7,21.2
Jonathan Bullard,10706,DI,14,CHI,278,128,13,6,0,10,1.0e3,150,1,0,1,1,2.0,21.0
Brent Grimes,3589,CB,16,TB,951,378,16,0,1,5,17.0,573,38,5,2,7,22.5,20.7
Emmanuel Ogbah,10666,ED,16,CLV,809,315,25,7,1,17,33.0,494,6,1,1,8,8.0,20.5
Devin McCourty,5552,S,16,NE,977,332,31,5,2,7,19.0,645,37,4,2,9,21.5,20.3
Kam Chancellor,5656,S,12,SEA,687,290,34,9,2,21,22.5,397,31,3,2,14,18.0,20.3
Miles Killebrew,10745,S,14,DET,136,11,1,1,0,0,1.0e3,125,14,3,1,6,18.0,20.0
Tony McDaniel,3423,DI,16,SEA,458,215,26,10,0,22,1.0e3,243,2,0,2,1,2.0,20.0
