player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Jairus Byrd,4965,S,9,CAR,135,11,14,110,50.5,52.6,45.3,66.0,53.5,3,0,0,3,0,10,0,2,4,0,9,6,71,11.8,26,30,0,0,0,90.5,1,0
Connor Barwin,4969,ED,14,LA,657,346,232,79,58.9,59.0,50.1,53.2,64.9,30,5,6,19,0,22,7,6,20,0,5,3,5,1.7,6,5,0,0,0,64.6,0,0
Mike Mitchell,4970,S,13,PIT,681,3,275,403,68.0,71.2,62.8,49.9,66.7,2,0,1,1,0,41,12,9,5,0,11,5,98,19.6,14,34,1,0,2,107.4,1,0
Sean Smith,4984,CB,14,OAK,701,4,257,440,65.8,71.6,73.3,49.8,63.9,1,0,1,0,0,34,5,4,7,0,46,30,463,15.4,157,56,2,2,2,94.7,2,0
Michael Johnson,4993,ED,15,CIN,685,364,309,12,69.2,67.2,60.6,56.3,72.9,23,5,3,15,0,32,11,4,28,0,1,0,0,,0,,0,0,0,39.6,1,1
Roy Miller,5004,DI,7,KC,77,34,43,0,70.5,70.9,71.5,57.6,,0,0,0,0,1,4,0,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Brandon Tate,5006,WR,1,BUF,1,0,1,0,60.0,60.0,74.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Lardarius Webb,5011,CB,16,BLT,374,21,139,214,58.8,76.8,53.7,71.5,51.0,4,2,1,1,0,34,5,8,14,1,41,28,372,13.3,124,35,0,2,2,76.5,0,0
Glover Quin,5035,S,16,DET,1053,15,408,630,90.6,79.0,68.0,59.5,91.3,0,0,0,0,0,71,14,13,27,4,23,16,113,7.1,65,20,1,3,1,55.4,0,0
Brice McCain,5112,CB,15,TEN,416,5,121,290,47.2,61.0,53.2,52.6,46.5,1,0,0,1,0,10,1,4,0,0,36,20,265,13.3,103,21,1,0,3,88.3,3,0
Jason McCourty,5127,CB,14,CLV,899,4,383,512,76.3,82.5,88.8,69.0,73.5,2,0,0,2,0,58,6,2,22,2,83,56,646,11.5,197,46,5,3,8,95.8,4,1
Captain Munnerlyn,5140,CB,14,CAR,388,56,52,280,59.1,58.1,59.6,51.4,60.6,8,2,1,5,0,23,3,4,9,0,36,28,357,12.8,190,52,1,0,3,117.2,0,0
Ricky Jean Francois,5168,DI,12,NE,148,66,82,0,65.6,75.3,72.7,47.8,,0,0,0,0,0,7,3,0,6,0,0,0,0,,0,,0,0,0,0.0,1,0
Clinton McDonald,5173,DI,14,TB,460,274,181,5,54.2,43.9,52.9,62.8,71.4,19,5,4,10,1,19,6,3,16,0,0,0,0,,0,,0,0,0,0.0,2,0
Chris Baker,5188,DI,15,TB,455,222,231,2,57.5,54.1,57.8,66.2,63.6,14,1,5,8,2,21,5,2,13,0,0,0,0,,0,,0,0,0,0.0,3,1
Steve McLendon,5232,DI,16,NYJ,488,241,247,0,81.0,83.7,72.9,63.1,69.2,15,2,1,12,0,35,9,2,34,0,0,0,0,,0,,0,0,0,0.0,2,0
Colt Anderson,5242,S,1,BUF,1,0,1,0,60.0,60.0,60.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Michael Bennett,5273,ED,16,SEA,931,578,352,1,63.2,69.1,46.1,68.1,60.0,70,10,16,44,1,30,6,8,32,0,0,0,0,,0,,0,0,0,0.0,15,3
Ramon Humber,5310,LB,13,BUF,570,50,229,291,50.6,56.8,59.7,62.2,46.9,5,1,3,1,0,59,20,12,37,1,46,37,262,7.1,196,16,1,0,1,97.6,1,0
Jonathan Casillas,5422,LB,8,NYG,457,38,216,203,46.4,42.1,53.9,59.6,53.4,5,0,2,3,0,28,7,6,14,0,26,20,191,9.6,111,47,2,0,0,122.4,0,0
Dannell Ellerbe,5442,LB,3,PHI,76,4,53,19,63.6,58.6,65.8,53.3,70.9,0,0,0,0,0,7,4,1,5,0,1,1,22,22.0,27,22,0,0,0,118.8,0,0
Ndamukong Suh,5527,DI,16,MIA,877,534,337,6,85.6,90.6,58.2,75.2,69.2,43,5,8,30,2,30,17,4,27,2,0,0,0,,0,,0,0,0,0.0,12,6
Gerald McCoy,5528,DI,15,TB,807,474,333,0,86.9,79.2,48.5,80.5,60.1,47,6,15,26,1,29,5,6,26,0,0,0,0,,0,,0,0,0,0.0,3,1
Eric Berry,5530,S,1,KC,70,0,32,38,66.4,56.6,81.3,,68.9,0,0,0,0,0,6,1,0,4,0,4,2,33,16.5,4,17,0,0,0,78.1,0,0
Joe Haden,5532,CB,11,PIT,614,7,229,378,66.0,52.3,47.5,77.0,66.8,2,1,0,1,0,19,3,6,4,0,44,25,437,17.5,159,54,1,1,3,88.9,1,0
Tyson Alualu,5535,DI,16,PIT,434,253,172,9,67.6,72.7,64.7,55.5,60.3,13,4,2,7,1,19,12,2,19,0,0,0,0,,0,,0,0,0,0.0,0,0
Brandon Graham,5538,ED,15,PHI,663,469,186,8,89.9,82.2,66.1,86.4,69.4,60,11,4,45,1,34,4,4,36,2,1,1,12,12.0,1,12,0,0,0,116.7,5,0
Earl Thomas III,5539,S,14,SEA,921,2,376,543,90.2,76.8,79.3,68.0,90.5,1,0,0,1,0,64,15,8,14,1,19,11,160,14.5,95,59,2,2,5,80.9,1,0
Jason Pierre-Paul,5540,ED,16,NYG,1010,585,399,26,69.1,69.4,77.9,62.4,71.4,54,9,5,40,2,41,11,2,37,2,0,0,0,,0,,0,0,1,0.0,5,0
Derrick Morgan,5541,ED,14,TEN,716,418,242,56,66.8,58.5,68.8,69.0,58.3,52,9,3,40,1,15,10,2,14,0,12,10,163,16.3,127,80,1,0,0,146.5,2,1
Sean Weatherspoon,5544,LB,2,ATL,7,1,6,0,39.0,48.3,73.3,,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Kareem Jackson,5545,CB,16,HST,868,29,327,512,66.1,90.3,64.7,67.0,57.9,5,1,1,3,0,62,9,9,24,1,86,62,818,13.2,230,54,4,1,5,112.5,5,0
Devin McCourty,5552,S,16,NE,1030,4,366,660,68.5,83.8,85.4,68.2,61.3,2,1,0,1,0,81,13,7,25,0,55,34,424,12.5,136,75,4,1,3,102.4,0,0
Jerry Hughes,5556,ED,16,BUF,735,453,274,8,75.0,86.0,29.3,69.2,50.1,45,4,9,32,0,30,11,13,29,1,1,1,19,19.0,9,19,0,0,0,118.8,6,0
Patrick Robinson,5557,CB,16,PHI,710,8,177,525,87.5,61.5,56.7,61.1,89.9,2,1,0,1,0,41,4,10,19,0,81,45,582,12.9,318,77,3,4,13,70.1,2,0
Nate Allen,5562,S,7,MIA,362,4,133,225,51.5,48.6,29.0,52.7,54.2,0,0,0,0,0,14,8,5,5,0,9,8,115,14.4,41,30,1,0,1,155.8,0,0
T.J. Ward,5563,S,12,TB,405,5,162,238,66.8,84.0,75.9,55.1,58.9,1,0,0,1,0,37,6,4,12,0,14,9,110,12.2,30,22,2,0,3,128.0,3,0
Arrelious Benn,5564,WR,1,JAX,1,1,0,0,60.0,,27.4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0
Rob Gronkowski,5567,TE,1,NE,1,0,0,1,60.0,,,,60.0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,1,39.6,9,1
Lamarr Houston,5569,ED,10,CHI,377,246,108,23,65.1,62.6,36.2,59.9,86.4,28,5,4,19,1,9,3,6,13,1,0,0,0,,0,,0,0,0,0.0,2,0
Linval Joseph,5571,DI,16,MIN,663,369,294,0,90.0,89.9,70.2,76.9,79.5,30,4,7,19,0,49,14,2,35,0,0,0,0,,0,,0,0,1,0.0,4,0
Carlos Dunlap,5579,ED,16,CIN,876,550,305,21,77.4,70.2,64.0,70.5,66.7,72,8,14,50,7,33,2,5,29,1,2,1,4,4.0,7,4,0,1,0,16.7,2,2
Sean Lee,5580,LB,11,DAL,622,27,219,376,82.1,90.2,83.2,56.8,72.5,4,0,1,3,0,82,22,7,42,0,53,41,257,6.3,163,20,0,1,0,78.9,1,0
Morgan Burnett,5596,S,12,GB,724,28,310,386,68.3,71.0,84.1,47.0,66.5,4,0,0,4,0,58,8,3,23,0,43,31,306,9.9,200,71,5,0,3,130.6,1,1
Earl Mitchell,5605,DI,16,SF,622,272,344,6,53.9,51.2,54.6,68.1,40.0,9,1,2,6,4,23,11,4,18,0,1,1,11,11.0,4,11,0,0,0,112.5,3,0
Corey Peters,5607,DI,12,ARZ,442,266,173,3,72.0,75.5,75.5,61.6,64.0,13,1,3,9,1,18,2,1,18,0,0,0,0,,0,,0,0,0,0.0,2,0
Andre Roberts,5612,WR,1,ATL,1,0,0,1,60.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
NaVorro Bowman,5615,LB,15,OAK,997,64,395,538,67.6,74.0,68.8,66.1,58.9,9,2,4,3,0,92,16,14,49,0,58,47,420,8.9,244,26,3,1,3,106.9,3,0
Everson Griffen,5624,ED,15,MIN,791,511,273,7,86.5,74.4,62.1,85.9,60.0,61,12,11,38,1,28,7,5,33,3,1,1,13,13.0,8,13,0,0,0,118.8,5,1
Alterraun Verner,5628,CB,7,MIA,157,2,40,115,54.3,53.1,57.2,55.1,54.7,1,0,0,1,0,7,0,2,2,1,17,5,123,24.6,37,69,1,0,3,76.8,3,0
Geno Atkins,5643,DI,16,CIN,754,501,251,2,90.7,81.6,60.9,90.3,58.7,70,10,10,50,0,26,11,3,32,0,0,0,0,,0,,0,0,0,0.0,1,0
Al Woods,5646,DI,16,IND,564,236,328,0,87.7,89.7,77.6,59.8,60.0,9,1,1,7,1,32,9,1,28,0,0,0,0,,0,,0,0,0,0.0,0,0
Kam Chancellor,5656,S,9,SEA,598,5,214,379,77.7,81.1,67.3,55.9,72.7,1,0,0,1,0,42,6,6,19,1,29,18,207,11.5,99,35,1,0,2,95.0,0,0
Sherrick McManis,5667,CB,7,CHI,31,11,5,15,75.3,61.5,75.3,65.4,74.4,2,0,0,2,0,1,0,0,1,0,1,1,12,12.0,0,12,0,0,0,116.7,0,0
Nolan Carroll,5668,CB,2,DAL,82,0,22,60,48.2,28.9,28.4,,53.8,0,0,0,0,0,5,0,3,2,0,6,6,94,15.7,54,27,0,0,0,118.8,0,0
Cam Thomas,5669,DI,1,KC,15,7,8,0,63.0,64.8,,55.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Arthur Jones,5680,DI,1,WAS,23,16,7,0,49.3,54.5,,51.5,,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Reshad Jones,5686,S,16,MIA,1015,47,408,560,68.4,86.4,80.4,68.7,56.1,5,1,1,3,0,103,14,12,37,0,37,26,384,14.8,162,44,6,2,3,120.9,4,0
Arthur Moats,5701,ED,12,PIT,84,29,35,20,52.9,42.9,32.1,64.6,57.8,4,0,1,3,0,4,0,1,1,0,2,1,37,37.0,36,37,0,0,0,95.8,0,0
Joe Webb III,5722,WR,1,BUF,1,0,1,0,60.0,60.0,50.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Willie Young,5736,ED,4,CHI,119,67,41,11,56.0,61.9,78.1,60.4,33.5,6,2,2,2,0,5,2,0,4,0,2,2,13,6.5,6,10,0,0,0,93.8,1,0
Dekoda Watson,5740,ED,8,SF,88,65,17,6,63.3,64.3,58.1,64.4,60.7,7,0,0,7,0,3,0,1,2,0,3,2,14,7.0,8,9,0,0,0,77.1,1,0
Kurt Coleman,5767,S,12,CAR,715,16,225,474,53.5,72.0,71.9,51.6,47.1,2,0,0,2,0,62,7,8,20,0,33,27,315,11.7,151,54,1,0,2,116.5,1,0
Robert McClain,5771,CB,14,TB,690,7,244,439,64.1,58.1,73.0,50.4,65.6,1,0,0,1,0,38,4,5,7,0,61,46,445,9.7,206,24,1,3,2,80.3,3,0
Rafael Bush,5779,S,13,NO,183,18,45,120,67.0,71.3,65.5,65.5,64.1,4,1,1,2,0,17,2,2,9,0,15,9,74,8.2,46,12,1,0,0,94.9,1,0
Kyle Love,5806,DI,16,CAR,377,250,125,2,59.8,53.2,59.3,63.1,58.1,18,4,3,11,0,8,2,1,8,0,0,0,0,,0,,0,0,0,0.0,0,0
Vincent Rey,5811,LB,14,CIN,607,23,277,307,56.3,55.4,75.6,56.4,57.3,4,0,0,4,0,67,11,5,35,0,41,31,333,10.7,174,42,1,1,0,96.9,1,0
Darian Stewart,5820,S,16,DEN,888,16,375,497,61.9,72.7,55.9,59.9,56.0,2,0,0,2,0,57,6,13,25,0,30,23,272,11.8,104,64,4,3,2,103.7,3,1
Ben Garland,5839,G,2,ATL,5,1,4,0,30.6,41.9,23.0,60.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,0,0,0.0,4,0
Tramaine Brock Sr.,5903,CB,6,MIN,51,0,11,40,45.0,61.2,60.6,,51.7,0,0,0,0,0,5,1,0,0,0,9,6,62,10.3,14,25,1,0,0,123.4,2,0
Chris Maragos,5906,S,1,PHI,70,0,17,53,56.9,69.4,52.0,,54.2,0,0,0,0,0,6,0,2,0,0,1,1,16,16.0,1,16,0,0,0,118.8,0,0
Barry Church,5924,S,16,JAX,986,19,383,584,73.4,73.9,61.5,65.3,70.3,3,2,1,0,0,62,10,10,22,0,28,17,256,15.1,88,52,1,4,3,63.1,0,0
Frank Zombo,5945,ED,15,KC,588,283,254,51,54.4,58.2,54.8,51.4,53.9,21,2,3,16,0,30,3,4,21,0,6,4,28,7.0,17,13,1,0,0,116.7,1,0
Anthony Levine,6013,S,16,BLT,264,42,21,201,81.1,64.3,77.6,67.0,81.3,9,3,0,6,1,18,2,1,15,0,20,14,94,6.7,49,15,0,1,1,59.2,0,0
Marcus Sherels,6017,CB,3,MIN,21,0,3,18,60.2,60.0,35.2,,59.8,0,0,0,0,0,1,0,1,0,0,2,1,7,7.0,3,7,0,0,0,58.3,0,0
Junior Galette,6018,ED,16,WAS,407,258,136,13,83.7,68.9,71.5,85.2,63.3,37,3,9,25,1,13,2,1,9,1,1,1,12,12.0,4,12,0,0,0,116.7,3,0
