player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Eric Reid,7799,S,13,SF,736,23,303,410,70.3,64.0,64.5,72.4,72.6,5,0,3,2,0,55,8,8,26,0,58,37,299,8.1,158,23,2,2,2,73.9,3,0
Desmond Trufant,7803,CB,15,ATL,901,2,315,584,78.5,79.9,81.6,70.4,76.8,1,1,0,0,0,35,5,2,10,0,61,35,513,14.7,173,54,6,2,10,104.1,5,2
Xavier Rhodes,7806,CB,16,MIN,904,0,333,571,74.7,78.8,84.0,,74.0,0,0,0,0,0,52,6,3,10,0,84,46,553,12.0,148,43,2,2,8,73.2,9,2
Datone Jones,7807,DI,7,DAL,204,105,99,0,52.2,59.2,74.8,52.8,,6,1,0,5,1,10,1,0,10,0,0,0,0,,0,,0,0,0,0.0,3,0
DeAndre Hopkins,7808,WR,1,HST,1,0,0,1,60.0,,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,6,1
Sylvester Williams,7809,DI,15,TEN,349,164,184,1,76.1,79.8,56.0,59.2,59.5,5,0,0,5,0,13,6,1,12,0,0,0,0,,0,,0,0,0,0.0,1,1
Alec Ogletree,7811,LB,15,LA,921,96,339,486,55.9,45.4,59.2,82.7,56.7,23,2,4,17,4,76,15,15,45,1,59,49,410,8.4,293,34,2,1,5,99.9,5,0
Johnathan Cyprien,7814,S,10,TEN,606,46,198,362,54.1,72.0,65.6,54.9,46.5,6,1,0,5,0,40,16,9,18,0,28,22,262,11.9,175,37,3,0,1,141.4,2,1
Darius Slay,7817,CB,16,DET,1064,0,415,649,80.6,73.6,71.9,,80.0,0,0,0,0,0,57,4,7,16,0,106,60,721,12.0,198,37,3,8,13,55.6,6,0
Manti Te'o,7819,LB,16,NO,500,36,250,214,70.3,61.1,63.1,54.7,76.0,4,0,0,4,0,53,8,6,30,0,23,16,191,11.9,120,38,0,0,4,94.7,0,0
Tank Carradine,7821,ED,8,SF,214,98,116,0,76.9,76.8,69.3,63.2,60.0,8,2,2,4,0,12,6,2,10,0,0,0,0,,0,,0,0,0,0.0,0,0
Johnthan Banks,7824,CB,3,HST,88,0,28,60,53.6,68.5,82.4,,50.8,0,0,0,0,0,9,1,0,2,0,9,7,128,18.3,27,44,1,0,0,155.8,1,0
Kawann Short,7825,DI,16,CAR,701,472,227,2,91.8,91.4,54.5,83.7,68.5,51,10,9,32,1,26,10,5,30,2,0,0,0,,0,,0,0,0,0.0,0,0
Kevin Minter,7826,LB,9,CIN,196,3,119,74,43.3,65.3,70.4,56.2,29.0,0,0,0,0,0,22,8,3,13,0,11,8,132,16.5,80,36,2,0,0,152.3,1,0
Kiko Alonso,7827,LB,16,MIA,1007,50,407,550,49.1,63.0,72.5,70.8,38.6,10,1,3,6,0,93,28,12,40,2,91,77,810,10.5,425,35,4,0,2,118.4,2,0
Johnathan Hankins,7830,DI,15,IND,687,329,356,2,79.7,88.1,72.3,57.6,62.6,20,2,4,14,2,33,9,1,32,0,0,0,0,,0,,0,0,0,0.0,5,1
Jon Bostic,7831,LB,14,IND,914,55,395,464,63.4,78.6,83.1,52.8,50.6,8,0,2,6,0,74,23,5,40,0,51,41,412,10.0,253,39,3,0,2,119.9,2,1
David Amerson,7832,CB,6,OAK,287,0,117,170,45.3,68.4,72.3,,40.4,0,0,0,0,0,16,1,1,3,0,28,21,369,17.6,94,64,4,0,3,156.3,0,0
Jamie Collins Sr.,7833,LB,6,CLV,330,78,141,111,42.1,50.5,31.4,50.5,41.2,3,1,1,1,1,21,5,8,15,1,21,17,170,10.0,125,22,0,1,1,80.6,1,0
Margus Hunt,7834,DI,16,IND,578,354,220,4,75.3,86.1,37.5,60.4,61.3,33,1,6,26,2,21,5,4,17,0,0,0,0,,0,,0,0,0,0.0,3,0
Jamar Taylor,7835,CB,15,CLV,966,15,416,535,65.9,74.8,60.2,56.8,62.7,1,1,0,0,0,54,9,7,20,1,75,52,718,13.8,343,61,3,0,8,113.1,3,0
D.J. Swearinger Sr.,7838,S,16,WAS,1092,22,443,627,73.6,82.6,58.9,59.1,70.4,6,1,0,5,0,65,12,12,27,1,38,25,393,15.7,113,64,4,4,5,95.5,4,1
Robert Alford,7841,CB,16,ATL,1042,1,380,661,73.4,79.4,69.9,,70.6,0,0,0,0,0,58,3,8,16,0,99,56,674,12.0,177,33,3,1,15,83.5,6,0
Travis Kelce,7844,TE,1,KC,1,0,0,1,60.0,,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,1,0.0,5,0
Bennie Logan,7848,DI,15,KC,574,311,260,3,65.2,75.1,78.8,48.7,62.2,8,2,0,6,1,33,9,0,30,0,0,0,0,,0,,0,0,0,0.0,2,0
Tyrann Mathieu,7850,CB,16,ARZ,1055,57,389,609,72.6,71.8,71.0,71.5,69.1,13,1,1,11,0,72,2,9,27,1,78,53,530,10.0,203,53,1,2,2,80.6,1,0
Blidi Wreh-Wilson,7851,CB,4,ATL,65,0,25,40,71.7,66.8,82.0,,71.0,0,0,0,0,0,3,0,0,1,0,3,1,6,6.0,0,6,1,0,0,81.9,0,0
T.J. McDonald,7852,S,8,MIA,539,9,211,319,62.2,71.7,63.4,60.7,56.7,0,0,0,0,1,35,8,8,13,0,13,11,184,16.7,71,38,1,1,2,112.3,1,0
Keenan Allen,7857,WR,2,LAC,2,0,0,2,80.1,,,,77.1,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,1,0,0.0,7,2
J.J. Wilcox,7861,S,7,PIT,132,0,41,91,46.9,36.8,29.0,,56.6,0,0,0,0,0,8,2,5,2,0,4,4,21,5.3,19,8,0,1,0,49.0,1,0
Damontre Moore,7862,ED,3,DAL,58,30,28,0,74.7,68.7,73.5,63.0,61.7,5,0,1,4,0,4,1,1,3,0,0,0,0,,0,,0,0,0,0.0,0,0
John Jenkins,7863,DI,8,CHI,109,41,68,0,76.8,73.8,74.3,65.5,,5,0,0,5,0,8,2,0,4,0,0,0,0,,0,,0,0,0,0.0,0,0
Logan Ryan,7864,CB,15,TEN,921,33,326,562,67.6,82.5,74.3,64.7,64.1,6,0,0,6,0,58,5,9,17,1,75,46,556,12.1,209,70,5,0,8,106.3,7,0
Shawn Williams,7865,S,11,CIN,579,19,234,326,68.5,66.6,63.8,52.8,70.8,1,0,1,0,0,40,9,7,20,0,15,12,88,7.3,49,23,1,1,1,85.6,2,0
Kayvon Webster,7871,CB,11,LA,550,0,176,374,62.4,57.9,61.3,,62.3,0,0,0,0,0,32,2,4,11,0,50,29,327,11.3,77,36,1,1,6,76.0,7,2
Duron Harmon,7872,S,16,NE,701,3,183,515,75.8,50.4,71.4,56.4,80.8,1,0,0,1,0,19,5,3,1,0,9,5,47,9.4,28,16,0,4,2,30.6,0,0
Brandon Williams,7875,DI,12,BLT,475,269,204,2,79.7,85.2,47.6,58.9,57.2,15,0,2,13,1,26,3,3,22,0,0,0,0,,0,,0,0,0,0.0,0,0
Akeem Spence,7882,DI,16,DET,662,388,271,3,61.9,62.9,49.8,63.5,60.7,29,4,6,19,0,27,9,4,27,0,0,0,0,,0,,0,0,0,0.0,5,1
Alex Okafor,7885,ED,10,NO,486,304,169,13,78.4,74.2,83.2,74.0,60.8,30,5,4,21,4,33,4,0,32,3,1,1,8,8.0,6,8,1,0,0,139.6,2,1
Jelani Jenkins,7886,LB,5,HST,82,2,34,46,43.5,57.5,62.0,57.4,41.3,0,0,0,0,0,7,2,2,5,0,9,7,79,11.3,50,22,0,0,0,103.2,0,0
Shamarko Thomas,7893,S,2,BUF,6,0,5,1,61.9,60.0,65.0,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Gerald Hodges,7902,LB,4,NO,14,3,3,8,42.1,53.8,48.2,57.0,48.7,1,0,0,1,0,0,0,1,0,0,2,2,16,8.0,3,9,1,0,0,139.6,0,0
William Gholston,7908,ED,14,TB,448,200,247,1,53.9,65.0,61.6,48.5,58.4,5,0,1,4,0,26,12,3,19,0,0,0,0,,0,,0,0,0,0.0,4,0
John Simon,7911,ED,9,IND,472,195,191,86,73.6,69.3,57.8,63.6,74.4,20,2,7,11,0,24,10,5,16,0,10,7,78,11.1,53,27,0,1,0,53.3,1,1
Devin Taylor,7914,ED,2,NYG,10,2,8,0,65.3,64.0,69.6,57.9,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Lavar Edwards,7924,ED,3,CLV,47,25,22,0,64.0,70.2,72.4,52.8,,0,0,0,0,0,2,1,0,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Steven Means,7929,ED,5,PHI,53,30,21,2,62.0,64.5,73.2,56.2,60.6,4,1,1,2,0,2,0,0,2,0,0,0,0,,0,,0,0,0,0.0,0,0
A.J. Klein,7930,LB,12,NO,664,76,242,346,48.2,41.4,45.3,60.4,56.5,10,2,3,5,0,47,9,14,24,1,43,34,273,8.0,212,25,1,0,3,100.9,2,0
Quinton Dial,7939,DI,13,GB,309,128,181,0,57.0,57.3,37.3,53.1,60.3,4,0,1,3,1,13,5,2,10,0,0,0,0,,0,,0,0,0,0.0,0,0
Micah Hyde,7941,S,16,BUF,1065,12,425,628,87.1,74.0,79.5,61.6,90.2,3,0,1,2,0,73,11,8,16,0,42,26,282,10.8,80,29,3,5,8,65.9,3,1
Cornelius Washington,7969,ED,15,DET,488,296,187,5,62.8,58.1,56.0,64.6,47.6,30,2,8,20,1,17,5,3,15,0,2,2,34,17.0,35,21,0,0,0,118.8,0,0
Nate Palmer,7974,LB,7,TEN,26,11,11,4,61.4,66.4,56.5,50.4,62.7,0,0,0,0,0,1,2,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Stacy McGee,7987,DI,16,WAS,432,197,234,1,66.7,63.4,71.8,63.4,60.1,13,0,4,9,1,31,9,2,21,0,0,0,0,,0,,0,0,0,0.0,0,0
Vince Williams,7988,LB,16,PIT,735,78,353,304,61.1,53.0,75.7,89.9,56.9,22,8,6,8,0,70,13,8,38,0,35,24,265,11.0,219,44,0,1,0,78.9,1,0
Michael Mauti,7995,LB,5,NO,65,3,41,21,47.5,47.7,48.5,59.3,53.7,0,0,0,0,0,5,1,1,4,1,2,2,42,21.0,10,36,0,0,0,118.8,0,0
Tommy Bohanon,7997,FB,1,JAX,1,0,0,1,60.0,,89.1,,,0,0,0,0,0,0,0,0,0,0,1,1,31,31.0,26,31,0,0,0,118.8,1,0
Jordan Poyer,8000,S,15,BUF,1038,24,433,581,86.4,67.4,64.1,59.2,90.8,3,2,0,1,0,71,16,16,27,0,38,27,293,10.9,101,30,0,5,8,53.8,1,1
Kerwynn Williams,8013,HB,1,ARZ,1,0,1,0,60.0,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
David Bass,8016,ED,14,NYJ,352,176,153,23,73.5,79.3,77.2,67.1,54.5,20,4,3,13,0,16,5,1,12,0,2,2,20,10.0,27,15,0,0,0,108.3,2,0
David King,8022,DI,7,TEN,111,76,34,1,51.6,53.0,38.8,52.1,60.5,2,1,1,0,0,2,1,1,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Kemal Ishmael,8026,LB,12,ATL,116,6,68,42,58.3,62.0,90.0,64.1,51.8,1,1,0,0,0,11,9,0,2,0,6,5,41,8.2,12,12,0,0,1,95.1,0,0
Marcus Cooper,8035,CB,13,CHI,246,1,98,147,45.4,65.3,60.7,58.5,41.5,0,0,0,0,0,15,0,2,2,0,28,16,245,15.3,77,58,4,0,4,125.7,3,0
Damion Square,8042,DI,16,LAC,362,204,158,0,64.9,62.2,62.5,58.6,80.7,8,0,2,6,2,14,4,2,10,0,0,0,0,,0,,0,0,0,0.0,0,0
Daren Bates,8077,LB,2,TEN,2,2,0,0,60.0,,38.7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Ezekiel Ansah,8094,ED,14,DET,516,320,183,13,72.7,66.2,83.4,71.2,48.0,37,11,7,19,0,23,6,2,27,1,3,3,52,17.3,30,29,0,0,0,118.8,0,0
Rontez Miles,8102,S,13,NYJ,125,15,32,78,34.8,66.5,70.2,51.7,33.3,1,0,1,0,0,8,0,2,4,0,7,5,56,11.2,24,22,1,0,0,134.5,0,0
A.J. Bouye,8110,CB,16,JAX,1010,2,390,618,87.2,60.9,62.4,79.1,89.8,0,0,0,0,0,55,4,5,10,0,84,38,435,11.4,72,42,0,6,9,31.6,5,0
Jahleel Addae,8117,S,16,LAC,1030,7,406,617,70.6,68.4,52.6,71.5,70.3,4,1,0,3,0,71,22,17,30,0,72,48,515,10.7,284,87,1,0,6,92.1,4,0
Josh Martin,8138,ED,14,NYJ,489,202,238,49,73.6,74.3,67.0,56.7,80.4,18,1,6,11,0,23,5,5,19,0,8,5,60,12.0,45,39,0,0,2,85.4,0,0
Paul Worrilow,8141,LB,12,DET,272,12,142,118,59.1,67.8,67.4,66.8,47.3,2,0,0,2,0,22,11,3,10,0,15,12,96,8.0,56,38,3,0,1,132.9,0,0
Marcus Burley,8142,CB,4,HST,39,0,11,28,57.7,61.8,27.0,,62.9,0,0,0,0,0,1,0,1,1,0,4,3,25,8.3,9,12,0,0,0,90.6,1,0
Lerentee McCray,8159,ED,8,JAX,21,17,2,2,65.5,61.3,78.5,79.4,45.5,6,2,1,3,1,0,1,0,1,0,1,1,29,29.0,15,29,1,0,0,158.3,0,0
Abry Jones,8177,DI,15,JAX,488,231,256,1,72.1,67.8,45.3,59.3,73.5,11,0,1,10,5,28,5,3,18,1,0,0,0,,0,,0,0,0,0.0,0,0
Benson Mayowa,8196,ED,14,DAL,381,213,160,8,65.9,61.8,61.0,63.1,66.2,22,1,5,16,0,15,3,4,12,0,0,0,0,,0,,0,0,0,0.0,2,0
Bradley McDougald,8220,S,16,SEA,675,2,280,393,73.5,54.8,74.5,59.2,82.0,1,0,0,1,0,51,17,8,27,0,40,27,196,7.3,122,25,1,0,3,87.1,2,1
A.J. Francis,8261,DI,6,WAS,164,56,108,0,70.5,69.1,75.3,60.8,,4,0,1,3,0,11,6,0,8,0,0,0,0,,0,,0,0,0,0.0,0,0
Joe Vellano,8264,DI,4,ATL,65,27,38,0,47.4,44.6,70.9,61.1,,3,0,0,3,0,2,2,0,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Ray-Ray Armstrong,8271,LB,13,NYG,481,13,236,232,53.3,68.5,50.5,65.2,46.0,1,1,0,0,0,39,12,9,23,1,37,29,343,11.8,239,51,2,2,0,100.8,4,0
Will Compton,8308,LB,6,WAS,151,12,63,76,53.9,69.2,67.4,56.6,43.6,3,0,0,3,0,12,3,1,8,0,9,5,81,16.2,52,22,0,1,1,46.3,0,0
Rashaan Melvin,8334,CB,10,IND,552,0,206,346,77.9,77.9,89.9,,75.9,0,0,0,0,0,32,2,0,11,0,55,29,328,11.3,94,32,2,3,10,60.3,5,1
Tony Jefferson,8361,S,16,BLT,1084,40,416,628,70.2,73.2,73.0,76.6,65.5,11,3,3,5,0,63,16,11,25,1,33,26,291,11.2,99,27,6,1,1,130.4,1,0
Jeff Heath,8396,S,15,DAL,880,6,319,555,76.6,64.6,77.4,61.3,80.8,2,0,1,1,0,50,10,8,4,1,29,25,267,10.7,123,46,2,3,2,88.4,1,0
Chris Banjo,8419,S,6,NO,36,4,12,20,76.5,57.0,84.8,55.2,79.4,0,0,0,0,0,3,0,0,0,0,1,0,0,,0,,0,1,0,0.0,0,0
Zach Line,8420,FB,2,NO,2,1,1,0,60.0,60.0,27.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Steven Terrell,8450,S,2,KC,72,1,9,62,77.3,74.2,81.6,58.4,73.2,1,0,0,1,0,3,1,0,0,0,2,1,18,18.0,5,18,0,1,2,41.7,0,0
Darryl Morris,8456,CB,5,NYG,114,4,27,83,65.0,81.4,65.2,67.5,59.9,1,0,0,1,0,7,4,1,4,0,16,9,87,9.7,32,23,1,0,1,92.4,0,0
Cody Davis,8458,S,7,LA,280,3,101,176,76.9,38.2,29.3,86.0,84.6,2,0,1,1,0,15,4,6,4,0,9,2,23,11.5,18,14,0,1,2,0.0,0,0
Brynden Trawick,8471,S,3,TEN,6,2,4,0,55.8,60.0,78.6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Nickell Robey-Coleman,8483,CB,15,LA,654,4,184,466,80.7,59.6,66.5,53.7,83.7,0,0,0,0,0,39,3,6,23,1,61,42,384,9.1,189,50,1,2,6,77.5,4,0
Wes Horton,8484,ED,16,CAR,359,214,134,11,68.6,53.2,78.9,71.9,61.8,21,6,2,13,0,9,0,1,10,3,1,1,9,9.0,8,9,0,0,0,104.2,0,0
LaRoy Reynolds,8500,LB,4,ATL,14,1,6,7,53.5,51.5,41.3,58.1,60.9,0,0,0,0,0,1,1,1,1,0,2,2,3,1.5,4,2,1,0,0,118.8,0,0
Deon Lacey,8512,LB,3,BUF,9,1,8,0,74.3,69.2,80.8,59.1,,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Terence Garvin,8515,LB,7,SEA,195,13,112,70,58.4,51.3,53.8,69.3,62.5,3,1,2,0,0,13,3,4,9,0,8,7,80,11.4,30,25,1,0,1,147.9,0,0
Demetrius Harris,8524,TE,1,KC,1,0,1,0,60.0,60.0,79.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,3,0
Ifeanyi Momah,8557,TE,1,ARZ,1,0,1,0,60.0,60.0,34.7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Jadeveon Clowney,8636,ED,16,HST,895,526,348,21,75.4,81.1,56.4,74.7,58.7,64,8,14,42,2,41,8,9,40,2,3,3,28,9.3,28,12,0,0,0,105.6,12,0
Khalil Mack,8640,ED,16,OAK,930,533,372,25,90.1,89.5,59.8,88.3,44.6,79,11,13,55,2,55,9,8,53,1,7,7,63,9.0,47,18,0,0,0,104.2,7,0
Anthony Barr,8644,LB,16,MIN,924,99,335,490,71.5,67.1,74.0,85.1,68.5,12,1,4,7,2,62,10,7,38,0,65,54,435,8.1,334,38,1,0,2,99.7,4,1
Aaron Donald,8648,DI,14,LA,788,524,263,1,94.0,85.7,58.0,93.7,66.7,91,12,13,66,1,27,5,4,34,4,0,0,0,,0,,0,0,0,0.0,4,1
Kyle Fuller,8649,CB,16,CHI,1017,0,414,603,77.0,63.6,30.0,,79.0,0,0,0,0,0,65,7,21,21,0,119,61,731,12.0,259,53,2,2,18,69.0,2,0
Ryan Shazier,8650,LB,12,PIT,671,53,254,364,82.2,68.7,44.1,67.0,86.2,12,0,2,10,1,71,13,19,34,2,59,43,453,10.5,310,54,1,3,8,79.3,1,0
C.J. Mosley,8652,LB,16,BLT,1077,79,411,587,72.6,62.3,82.1,64.2,78.6,12,2,4,6,1,113,30,9,53,1,73,53,582,11.0,317,39,3,2,2,98.1,3,1
Ha Ha Clinton-Dix,8656,S,16,GB,1043,9,450,584,71.5,74.6,66.6,61.9,69.2,2,0,0,2,0,68,9,8,13,0,27,17,261,15.4,122,54,1,3,4,67.6,2,0
Dee Ford,8658,ED,6,KC,316,173,110,33,59.4,64.7,68.5,54.5,70.7,15,2,5,8,0,11,0,1,8,1,3,0,0,,0,,0,0,1,39.6,2,0
Darqueze Dennard,8659,CB,16,CIN,900,16,317,567,74.9,79.9,83.6,56.0,72.4,5,2,0,3,0,69,11,5,29,0,81,51,462,9.1,285,48,3,2,4,80.4,2,0
Jason Verrett,8660,CB,1,LAC,63,0,28,35,46.9,34.1,27.1,,53.4,0,0,0,0,0,1,0,1,0,0,4,1,4,4.0,0,4,0,0,0,39.6,0,0
Marcus Smith,8661,ED,13,SEA,252,153,87,12,59.6,66.0,51.5,49.7,73.1,10,3,3,4,1,7,2,3,8,2,2,1,11,11.0,1,11,0,0,0,66.7,0,0
Deone Bucannon,8662,LB,12,ARZ,704,60,259,385,47.8,55.0,66.8,61.9,44.2,5,1,1,3,0,63,15,10,26,1,66,48,502,10.5,302,36,3,1,3,103.2,3,1
Jimmie Ward,8665,S,7,SF,429,2,182,245,54.2,65.5,68.7,80.8,51.5,2,0,0,2,0,30,2,4,3,0,8,6,186,31.0,119,72,1,0,1,156.3,2,0
Bradley Roby,8666,CB,16,DEN,674,0,232,442,78.3,67.4,75.6,84.7,77.5,1,1,0,0,0,45,3,5,15,1,78,41,511,12.5,122,38,5,1,15,89.2,5,1
Demarcus Lawrence,8669,ED,16,DAL,701,454,233,14,91.6,80.6,61.6,92.0,65.9,79,15,12,52,0,26,15,8,34,4,3,1,4,4.0,10,4,0,0,1,42.4,8,1
Marqise Lee,8674,WR,1,JAX,1,0,0,1,60.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,5,0
Kyle Van Noy,8675,LB,13,NE,710,187,244,279,57.7,54.7,60.3,58.8,58.4,20,7,2,11,2,58,19,11,29,0,35,31,330,10.6,232,34,1,0,0,115.5,1,0
Lamarcus Joyner,8676,S,12,LA,685,8,244,433,91.0,73.9,85.3,51.9,91.3,2,0,0,2,0,37,11,3,8,1,26,10,125,12.5,45,26,1,3,7,27.4,1,0
Stephon Tuitt,8681,DI,12,PIT,570,349,220,1,82.5,74.6,55.9,75.8,63.8,40,3,11,26,2,21,4,5,18,1,0,0,0,,0,,0,0,0,0.0,1,0
Timmy Jernigan,8683,DI,15,PHI,493,317,175,1,75.5,82.8,76.3,64.2,63.7,23,3,6,14,0,17,7,0,16,0,1,1,12,12.0,7,12,0,0,0,116.7,4,0
Jeremiah Attaochu,8685,ED,3,LAC,59,48,11,0,69.2,66.1,57.7,54.3,76.5,4,0,0,4,0,5,0,0,4,0,0,0,0,,0,,0,0,0,0.0,0,0
Kony Ealy,8695,ED,15,NYJ,451,306,142,3,65.4,53.0,30.0,66.3,62.1,28,1,2,25,9,10,2,5,10,0,0,0,0,,0,,0,1,0,0.0,0,0
Jarvis Landry,8698,WR,2,MIA,2,0,2,0,60.1,60.0,76.7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,7,2
Christian Kirksey,8706,LB,16,CLV,1068,141,460,467,62.0,65.1,74.6,56.7,59.9,18,4,2,12,0,113,19,12,66,2,97,80,602,7.5,364,33,5,0,3,109.7,3,0
Preston Brown,8708,LB,16,BUF,1098,55,444,599,58.4,61.1,88.6,53.3,56.2,11,0,3,8,0,97,35,6,43,0,72,56,545,9.7,287,21,1,0,3,102.8,1,0
Jay Bromley,8709,DI,16,NYG,424,242,174,8,64.5,66.4,61.6,58.8,52.6,12,1,5,6,0,11,5,3,10,0,0,0,0,,0,,0,0,0,0.0,0,0
Terrence Brooks,8714,S,13,NYJ,93,10,6,77,82.9,56.9,48.9,68.9,79.7,3,0,3,0,0,7,0,1,2,0,3,0,0,,0,,0,2,1,0.0,0,0
Dexter McDougle,8715,CB,5,NO,53,2,10,41,57.8,61.2,72.0,57.3,57.3,0,0,0,0,0,2,0,1,0,0,8,5,29,5.8,13,14,0,0,0,69.3,0,0
Kareem Martin,8719,ED,16,ARZ,458,234,186,38,73.2,65.1,78.4,67.2,88.5,20,1,2,17,1,18,3,0,16,1,3,2,7,3.5,4,6,0,1,0,30.6,2,0
Khyri Thornton,8720,DI,4,NYG,68,39,29,0,39.3,40.4,35.7,50.0,,3,0,1,2,0,4,0,1,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Phillip Gaines,8722,CB,10,KC,420,0,125,295,42.6,62.1,62.5,,40.8,0,0,0,0,0,24,3,4,4,0,45,27,420,15.6,156,51,2,0,1,105.8,8,4
Will Clarke,8723,ED,15,TB,315,171,144,0,63.4,64.2,55.5,57.3,,14,3,0,11,1,10,0,2,10,0,0,0,0,,0,,0,0,0,0.0,0,0
Jaylen Watkins,8736,CB,10,PHI,167,0,49,118,57.1,45.7,41.6,,59.9,0,0,0,0,0,16,0,3,7,0,11,8,95,11.9,56,28,0,0,0,98.7,0,0
Bashaud Breeland,8737,CB,15,WAS,856,1,335,520,68.8,55.6,43.4,58.7,72.0,0,0,0,0,0,38,4,12,13,0,69,34,397,11.7,147,46,3,1,14,75.6,13,5
Bruce Ellington,8741,WR,2,HST,2,0,0,2,60.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,2,1
Justin Ellis,8742,DI,16,OAK,462,183,270,9,79.9,85.6,59.3,55.6,46.7,7,1,1,5,0,28,12,2,22,0,0,0,0,,0,,0,0,0,0.0,0,0
Cassius Marsh,8743,ED,15,SF,455,296,113,46,58.3,64.6,38.8,64.8,35.3,30,3,4,23,0,20,5,3,16,3,8,5,116,23.2,72,78,1,0,0,145.8,3,1
Ross Cockrell,8744,CB,14,NYG,679,8,278,393,71.1,56.6,51.7,49.2,74.1,0,0,0,0,0,35,9,8,20,0,60,33,374,11.3,195,52,3,3,6,69.7,5,0
Maurice Alexander,8745,S,4,LA,227,4,105,118,49.7,55.8,44.7,75.7,47.8,1,0,1,0,0,12,3,5,6,0,8,6,84,14.0,67,28,1,0,1,147.9,0,0
DaQuan Jones,8747,DI,12,TEN,436,267,168,1,72.4,76.3,53.1,58.6,60.3,17,3,2,12,0,23,3,3,20,0,0,0,0,,0,,0,0,0,0.0,0,0
Andre Williams,8748,HB,1,LAC,1,0,1,0,60.0,60.0,27.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Aaron Colvin,8749,CB,16,JAX,700,32,206,462,68.2,46.4,61.9,58.5,72.6,5,0,0,5,2,39,4,6,20,0,62,45,317,7.0,153,22,0,0,1,83.9,2,1
Keith McGill,8751,S,10,OAK,70,2,17,51,74.7,70.9,72.4,56.2,72.8,0,0,0,0,0,3,0,0,3,0,4,2,10,5.0,13,6,0,0,0,56.3,0,0
Anthony Hitchens,8754,LB,12,DAL,544,27,224,293,73.0,76.7,75.1,53.0,68.0,7,0,1,6,0,69,13,7,38,1,37,31,278,9.0,140,28,0,0,1,98.0,1,0
Walt Aikens,8760,CB,4,MIA,15,0,4,11,45.7,60.0,89.1,,57.0,1,0,0,1,0,2,0,0,0,0,1,1,5,5.0,0,5,0,0,0,87.5,1,0
Pierre Desir,8762,CB,8,IND,375,2,126,247,59.8,71.0,83.7,72.7,59.1,1,0,0,1,0,26,2,1,7,0,35,20,282,14.1,89,44,3,1,4,99.9,3,1
Tre Boston,8763,S,16,LAC,1039,7,408,624,80.6,64.0,79.7,51.3,89.0,0,0,0,0,0,57,17,7,10,0,12,3,19,6.3,7,8,2,5,2,39.6,2,0
Dontae Johnson,8764,CB,16,SF,1026,1,432,593,50.3,59.9,63.8,59.1,48.9,0,0,0,0,0,65,8,9,15,0,86,56,781,13.9,150,47,5,1,4,108.7,12,3
Kevin Pierre-Louis,8767,LB,14,KC,253,16,104,133,55.8,49.9,71.8,61.6,60.6,6,0,1,5,0,28,8,2,11,0,18,12,191,15.9,181,65,1,0,2,120.4,0,0
Nevin Lawson,8768,CB,15,DET,555,7,209,339,58.0,73.5,64.9,85.0,51.9,2,0,1,1,0,41,2,6,8,1,53,37,487,13.2,183,41,1,0,4,104.8,5,0
Brent Urban,8769,DI,3,BLT,123,83,40,0,64.5,66.3,70.7,58.4,,4,0,0,4,1,4,0,0,3,0,0,0,0,,0,,0,0,0,0.0,1,0
