player,player_id,position,player_game_count,team_name,coverage_snaps,targets,receptions,yards,yards_after_catch,touchdowns,interceptions,qb_rating_against,yards_per_coverage_snap,coverage_snaps_per_target,coverage_snaps_per_reception
Chidobe Awuzie,11815,CB,8,DAL,192,29,19,133,63,3,1,95.9,0.69,6.6,10.1
Daryl Worley,10711,CB,15,CAR,455,75,45,526,241,5,2,92.4,1.16,6.1,10.1
Juston Burris,10752,CB,10,NYJ,212,33,21,275,73,3,1,107.5,1.3,6.4,10.1
Paul Posluszny,3650,LB,16,JAX,202,24,20,190,79,1,0,113.5,0.94,8.4,10.1
Jayon Brown,11910,LB,16,TEN,339,55,34,366,206,1,0,87.4,1.08,6.2,10.0
David Mayo,9602,LB,9,CAR,50,7,5,44,36,1,0,127.4,0.88,7.1,10.0
Cory Littleton,11190,LB,13,LA,140,21,14,208,159,1,1,94.9,1.49,6.7,10.0
Mark Barron,7013,LB,14,LA,441,67,44,530,374,2,3,81.1,1.2,6.6,10.0
David Bass,8016,ED,14,NYJ,20,2,2,20,27,0,0,108.3,1.0,10.0,10.0
Brian Cushing,4938,LB,5,HST,30,3,3,40,21,0,0,118.8,1.33,10.0,10.0
Isaiah Johnson,9753,S,1,LA,10,1,1,1,2,0,0,79.2,0.1,10.0,10.0
Chris Smith,8794,ED,16,CIN,20,2,2,7,10,0,0,81.3,0.35,10.0,10.0
Zaire Anderson,9792,LB,10,DEN,50,5,5,64,27,0,0,118.8,1.28,10.0,10.0
Matthew Judon,10780,ED,16,BLT,160,22,16,70,66,0,0,75.9,0.44,7.3,10.0
John Timu,10011,LB,8,CHI,70,8,7,34,45,0,0,84.4,0.49,8.8,10.0
Justin Coleman,9892,CB,15,SEA,416,63,42,492,266,2,2,87.5,1.18,6.6,9.9
E.J. Gaines,8823,CB,11,BUF,375,60,38,307,90,1,1,74.8,0.82,6.3,9.9
Phillip Gaines,8722,CB,9,KC,268,45,27,420,156,2,0,105.8,1.57,6.0,9.9
Danny Trevathan,7177,LB,12,CHI,355,42,36,326,269,1,1,97.0,0.92,8.5,9.9
Zach Vigil,9824,LB,6,WAS,166,27,17,149,116,0,0,77.5,0.9,6.1,9.8
Mychal Kendricks,7049,LB,15,PHI,304,41,31,298,194,1,0,103.5,0.98,7.4,9.8
Karlos Dansby,1754,LB,16,ARZ,462,64,47,400,259,2,1,93.2,0.87,7.2,9.8
Darron Lee,10654,LB,15,NYJ,489,69,50,570,354,3,0,111.4,1.17,7.1,9.8
Dontae Johnson,8764,CB,16,SF,547,86,56,781,150,5,1,108.7,1.43,6.4,9.8
Jamar Taylor,7835,CB,15,CLV,509,75,52,718,343,3,0,113.1,1.41,6.8,9.8
Jalen Mills,10867,CB,15,PHI,608,104,62,651,270,9,3,94.7,1.07,5.8,9.8
Justin Bethel,7654,CB,14,ARZ,281,47,29,495,84,6,1,128.1,1.76,6.0,9.7
Josh Jones,11816,S,15,GB,398,53,41,422,200,1,1,98.2,1.06,7.5,9.7
D.J. White,10812,CB,2,IND,29,4,3,45,4,1,0,151.0,1.55,7.3,9.7
Will Parks,10853,S,16,DEN,329,46,34,348,136,4,1,115.1,1.06,7.2,9.7
Aaron Colvin,8749,CB,16,JAX,435,62,45,317,153,0,0,83.9,0.73,7.0,9.7
Calvin Munson,12236,LB,12,NYG,155,18,16,172,73,0,0,106.5,1.11,8.6,9.7
Jonathan Casillas,5422,LB,8,NYG,194,26,20,191,111,2,0,122.4,0.98,7.5,9.7
Kevin Peterson,11302,CB,4,LA,48,10,5,62,12,1,2,63.3,1.29,4.8,9.6
Jordan Jenkins,10717,ED,16,NYJ,67,9,7,71,45,0,0,99.5,1.06,7.4,9.6
Captain Munnerlyn,5140,CB,14,CAR,265,36,28,357,190,1,0,117.2,1.35,7.4,9.5
Eli Apple,10644,CB,10,NYG,361,62,38,403,133,6,0,112.5,1.12,5.8,9.5
Blair Brown,11903,LB,6,JAX,19,4,2,13,6,1,0,96.9,0.68,4.8,9.5
Dominique Hatfield,12338,CB,5,LA,38,6,4,89,70,2,0,149.3,2.34,6.3,9.5
Nat Berhe,8787,S,7,NYG,19,3,2,30,7,0,0,99.3,1.58,6.3,9.5
Jordan Hicks,9517,LB,7,PHI,161,21,17,164,107,1,0,115.1,1.02,7.7,9.5
Elandon Roberts,10848,LB,14,NE,210,27,22,263,148,3,0,144.3,1.25,7.8,9.5
Shareece Wright,6241,CB,12,BUF,246,41,26,308,83,1,1,84.2,1.25,6.0,9.5
Trae Waynes,9444,CB,16,MIN,563,102,59,762,164,3,2,83.0,1.35,5.5,9.5
A.J. Klein,7930,LB,12,NO,319,43,34,273,212,1,0,100.9,0.86,7.4,9.4
Lavonte David,7060,LB,13,TB,386,52,41,353,272,1,0,101.4,0.91,7.4,9.4
Josh Martin,8138,ED,14,NYJ,47,8,5,60,45,0,0,85.4,1.28,5.9,9.4
Kelvin Sheppard,6220,LB,7,NYG,197,29,21,379,278,2,2,108.8,1.92,6.8,9.4
D.J. Hayden,7793,CB,16,DET,273,50,29,315,137,0,0,76.7,1.15,5.5,9.4
Shaquil Barrett,9000,ED,16,DEN,75,11,8,87,66,0,0,95.6,1.16,6.8,9.4
Patrick Chung,4957,S,16,NE,555,90,60,589,307,2,1,87.7,1.06,6.2,9.3
Hardy Nickerson,50712,LB,7,CIN,74,10,8,100,88,1,0,141.7,1.35,7.4,9.3
Quincy Wilson,11801,CB,7,IND,185,35,20,346,79,1,1,88.5,1.87,5.3,9.3
Marcus Burley,8142,CB,2,HST,28,4,3,25,9,0,0,90.6,0.89,7.0,9.3
Desmond King II,11906,CB,16,LAC,429,59,46,424,245,2,1,100.8,0.99,7.3,9.3
Nolan Carroll,5668,CB,2,DAL,56,6,6,94,54,0,0,118.8,1.68,9.3,9.3
Jonathan Jones,11217,CB,14,NE,325,64,35,444,162,2,1,80.5,1.37,5.1,9.3
Kyle Fuller,8649,CB,16,CHI,566,119,61,731,259,2,2,69.0,1.29,4.8,9.3
Buster Skrine,6289,CB,15,NYJ,541,96,59,686,288,6,1,99.6,1.27,5.6,9.2
Kyle Emanuel,9586,LB,16,LAC,83,11,9,106,41,0,1,68.9,1.28,7.5,9.2
Paul Worrilow,8141,LB,11,DET,110,15,12,96,56,3,0,132.9,0.87,7.3,9.2
Alec Ogletree,7811,LB,15,LA,452,59,49,410,293,2,1,99.9,0.91,7.7,9.2
Mackensie Alexander,10688,CB,14,MIN,231,42,25,296,151,0,1,71.1,1.28,5.5,9.2
Cassius Marsh,8743,ED,14,SF,46,8,5,116,72,1,0,145.8,2.52,5.8,9.2
Jeremy Lane,7164,CB,12,SEA,193,30,21,261,69,0,0,96.7,1.35,6.4,9.2
Nate Hairston,11913,CB,14,IND,322,55,35,362,202,3,1,93.1,1.12,5.9,9.2
Josh Harvey-Clemons,11985,LB,6,WAS,55,11,6,42,46,0,0,63.4,0.76,5.0,9.2
Adarius Taylor,9074,LB,7,TB,137,22,15,117,58,1,0,96.2,0.85,6.2,9.1
Keenan Robinson,7119,LB,6,NYG,146,22,16,172,107,2,0,125.6,1.18,6.6,9.1
Darryl Morris,8456,CB,5,NYG,82,16,9,87,32,1,0,92.4,1.06,5.1,9.1
Jaylon Smith,10668,LB,16,DAL,283,41,31,298,192,0,0,95.4,1.05,6.9,9.1
Bobby McCain,9578,CB,16,MIA,402,65,44,431,223,1,2,78.4,1.07,6.2,9.1
Terrance Mitchell,8888,CB,14,KC,414,89,46,762,154,6,4,84.6,1.84,4.7,9.0
Rey Maualuga,4961,LB,6,MIA,54,6,6,25,4,0,0,84.0,0.46,9.0,9.0
Robert McClain,5771,CB,14,TB,413,61,46,445,206,1,3,80.3,1.08,6.8,9.0
Vincent Rey,5811,LB,14,CIN,278,41,31,333,174,1,1,96.9,1.2,6.8,9.0
Tahir Whitehead,7135,LB,16,DET,433,66,48,497,304,3,1,102.9,1.15,6.6,9.0
Neiko Thorpe,7716,CB,4,SEA,18,4,2,20,18,0,0,64.6,1.11,4.5,9.0
Kenny Vaccaro,7796,S,12,NO,377,56,42,492,246,4,3,102.7,1.31,6.7,9.0
Michael Mauti,7995,LB,5,NO,18,2,2,42,10,0,0,118.8,2.33,9.0,9.0
Anthony Hitchens,8754,LB,12,DAL,280,37,31,278,140,0,0,98.0,0.99,7.6,9.0
Todd Davis,9007,LB,14,DEN,225,34,25,259,194,1,0,104.9,1.15,6.6,9.0
DeAndre Houston-Carson,10819,S,5,CHI,9,1,1,8,2,0,0,100.0,0.89,9.0,9.0
C.J. Smith,11080,CB,1,CLV,9,2,1,12,-1,0,0,68.8,1.33,4.5,9.0
Andrew Adams,11240,S,15,NYG,153,24,17,125,52,2,0,110.6,0.82,6.4,9.0
B.J. Bello,12097,LB,8,CLV,18,2,2,25,25,0,0,118.8,1.39,9.0,9.0
Nicholas Morrow,51674,LB,15,OAK,312,47,35,333,230,1,0,100.8,1.07,6.6,8.9
