player,player_id,position,player_game_count,team_name,grades_return,total_attempts,grades_kick_return,kickoff_attempts,kickoff_yards,kickoff_long,kickoff_ypa,kickoff_touchdowns,kickoff_fair_catches,kickoff_muffed_returns,grades_punt_return,punt_attempts,punt_yards,punt_long,punt_ypa,punt_touchdowns,punt_fair_catches,punt_muffed_returns
Deonte Thompson,7513,WR,16,BUF,47.2,11,48.4,11,229,29,20.8,0,0,0,,0,0,0,,0,0,0
Jamize Olawale,7572,FB,12,OAK,64.3,1,64.3,1,9,9,9.0,0,0,0,,0,0,0,,0,0,0
Tavon Austin,7789,WR,16,LA,28.5,13,59.9,1,13,13,13.0,0,0,0,25.3,12,53,12,4.4,0,1,4
Cordarrelle Patterson,7810,WR,16,OAK,63.9,19,63.5,19,538,49,28.3,0,0,0,,0,0,0,,0,0,0
Giovani Bernard,7818,HB,16,CIN,59.9,1,59.9,1,7,7,7.0,0,0,0,,0,0,0,,0,0,0
Chris Thompson,7936,HB,10,WAS,45.1,8,46.6,8,165,29,20.6,0,0,0,,0,0,0,,0,0,0
Luke Willson,7940,TE,16,SEA,63.8,3,63.5,3,42,17,14.0,0,0,0,,0,0,0,,0,0,0
Micah Hyde,7941,S,16,BUF,61.6,2,,0,0,0,,0,0,0,62.1,2,18,12,9.0,0,6,0
Kenjon Barner,7963,HB,13,PHI,62.5,37,56.5,10,194,27,19.4,0,0,0,67.5,27,240,76,8.9,0,15,2
Rex Burkhead,7971,HB,10,NE,59.9,1,59.9,1,17,17,17.0,0,0,0,,0,0,0,,0,0,0
Tommy Bohanon,7997,FB,16,JAX,59.9,1,59.9,1,14,14,14.0,0,0,0,,0,0,0,,0,0,0
Kerwynn Williams,8013,HB,16,ARZ,58.4,37,51.7,16,326,28,20.4,0,0,0,67.8,21,137,20,6.5,0,20,0
David Bass,8016,ED,15,NYJ,59.9,1,59.9,1,10,10,10.0,0,0,0,,0,0,0,,0,0,0
Daren Bates,8077,LB,16,TEN,59.9,1,59.9,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Russell Shepard,8254,WR,15,CAR,63.3,3,63.0,3,65,33,21.7,0,0,0,,0,0,0,,0,0,0
Benny Cunningham,8283,HB,14,CHI,61.2,7,61.1,7,147,28,21.0,0,0,0,,0,0,0,,0,0,0
Jack Doyle,8520,TE,15,IND,59.9,1,59.9,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Fozzy Whittaker,8547,HB,12,CAR,55.3,6,55.8,6,110,31,18.3,0,0,0,,0,0,0,,0,0,0
Darren Fells,8549,TE,16,DET,59.9,1,59.9,1,10,10,10.0,0,0,0,,0,0,0,,0,0,0
Sammy Watkins,8639,WR,15,LA,61.2,1,61.2,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Odell Beckham Jr.,8647,WR,4,NYG,60.0,1,59.9,1,20,20,20.0,0,0,0,60.1,0,0,0,,0,0,0
Darqueze Dennard,8659,CB,16,CIN,,1,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,1
Marqise Lee,8674,WR,14,JAX,58.0,5,59.6,0,0,0,,0,0,0,58.0,5,13,7,2.6,0,6,0
Troy Niklas,8687,TE,15,ARZ,59.9,1,59.9,1,1,1,1.0,0,0,0,,0,0,0,,0,0,0
Cody Latimer,8691,WR,11,DEN,48.5,8,49.6,8,190,36,23.8,0,0,0,,0,0,0,,0,0,0
Jarvis Landry,8698,WR,16,MIA,66.8,13,59.9,1,-5,-5,-5.0,0,0,1,69.3,12,81,16,6.8,0,3,0
Charles Sims,8704,HB,16,TB,63.0,2,62.8,2,32,19,16.0,0,0,0,,0,0,0,,0,0,0
Jerick McKinnon,8731,HB,16,MIN,52.3,12,53.0,12,312,39,26.0,0,0,0,,0,0,0,,0,0,0
Bashaud Breeland,8737,CB,15,WAS,59.7,10,59.8,10,208,35,20.8,0,0,0,,0,0,0,,0,0,0
Bruce Ellington,8741,WR,11,HST,63.0,5,,0,0,0,,0,0,0,64.0,5,47,21,9.4,0,4,0
Keith McGill,8751,S,13,OAK,61.2,1,61.2,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Martavis Bryant,8753,WR,15,PIT,56.0,9,56.3,9,151,38,16.8,0,0,0,,0,0,0,,0,0,0
De'Anthony Thomas,8759,WR,16,KC,51.3,21,63.8,13,305,39,23.5,0,0,0,36.6,8,20,8,2.5,0,0,1
T.J. Jones,8824,WR,14,DET,48.0,11,57.2,5,105,35,21.0,0,0,0,41.8,6,47,17,7.8,0,4,1
Michael Campanaro,8852,WR,13,BLT,63.1,33,72.2,6,159,40,26.5,0,0,0,55.1,27,291,77,10.8,1,18,2
T.J. Carrie,8853,CB,16,OAK,60.8,0,,0,0,0,,0,0,0,61.1,0,0,0,,0,8,0
Jeff Janis,8870,WR,16,GB,50.4,3,51.3,3,43,17,14.3,0,0,0,,0,0,0,,0,0,0
Kapri Bibbs,8906,HB,3,WAS,63.0,2,62.8,2,17,17,8.5,0,0,1,,0,0,0,,0,0,0
Bennie Fowler,8914,WR,16,DEN,60.2,1,,0,0,0,,0,0,0,60.1,1,6,6,6.0,0,0,0
Albert Wilson,8943,WR,13,KC,59.4,1,59.5,1,18,18,18.0,0,0,0,,0,0,0,,0,0,0
Willie Snead IV,8999,WR,11,NO,35.4,2,59.0,1,18,18,18.0,0,0,0,53.3,1,0,0,0.0,0,0,1
Tenny Palepoi,9028,ED,15,LAC,59.9,1,59.9,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Senorise Perry,9035,HB,16,MIA,65.3,10,64.8,10,202,37,20.2,0,0,0,,0,0,0,,0,0,0
Charcandrick West,9047,HB,13,KC,59.1,2,59.2,2,37,19,18.5,0,0,0,,0,0,0,,0,0,0
Xavier Grimble,9092,TE,15,PIT,59.9,1,59.9,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Trey Burton,9185,TE,15,PHI,61.2,1,61.2,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Bernard Reedy,9228,WR,11,NE,60.1,25,53.7,7,145,50,20.7,0,0,0,68.7,18,175,44,9.7,0,7,0
Fitzgerald Toussaint,9244,HB,6,PIT,63.5,6,63.1,6,94,23,15.7,0,0,0,,0,0,0,,0,0,0
Daniel Sorensen,9253,S,15,KC,57.2,1,,0,0,0,,0,0,0,58.4,1,0,0,0.0,0,0,1
Amari Cooper,9437,WR,14,OAK,63.1,1,62.9,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Nate Orchard,9484,ED,16,CLV,59.6,2,59.7,2,17,9,8.5,0,0,0,,0,0,0,,0,0,0
Ameer Abdullah,9487,HB,14,DET,61.8,8,61.6,8,179,29,22.4,0,0,0,,0,0,0,,0,0,0
Tyler Lockett,9502,WR,16,SEA,89.4,74,85.8,38,949,99,25.0,1,0,0,72.9,36,237,27,6.6,0,21,0
Chris Conley,9509,WR,5,KC,61.2,1,61.2,1,8,8,8.0,0,0,0,,0,0,0,,0,0,0
Duke Johnson Jr.,9510,HB,16,CLV,56.0,3,,0,0,0,,0,0,0,54.8,3,17,12,5.7,0,1,0
Jamison Crowder,9538,WR,15,WAS,36.8,26,,0,0,0,,0,0,0,29.4,26,171,29,6.6,0,21,1
Vince Mayle,9556,TE,16,BLT,74.6,2,73.4,2,43,29,21.5,0,0,0,,0,0,0,,0,0,0
Jon Feliciano,9561,G,13,OAK,59.9,1,59.9,1,15,15,15.0,0,0,0,,0,0,0,,0,0,0
Mark Glowinski,9567,G,10,IND,59.9,1,59.9,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
David Mayo,9602,LB,16,CAR,59.9,1,59.9,1,12,12,12.0,0,0,0,,0,0,0,,0,0,0
Kaelin Clay,9617,WR,13,CAR,52.0,22,59.1,3,52,19,17.3,0,0,0,49.6,19,149,60,7.8,1,9,2
A.J. Derby,9635,TE,11,MIA,59.9,1,59.9,1,11,11,11.0,0,0,0,,0,0,0,,0,0,0
Marcus Murphy,9663,HB,1,BUF,58.7,1,58.7,1,18,18,18.0,0,0,0,,0,0,0,,0,0,0
DeAndrew White,9697,WR,2,HST,56.0,3,,0,0,0,,0,0,0,54.8,3,3,3,1.0,0,1,0
Jermaine Whitehead,9698,S,10,GB,60.2,1,,0,0,0,,0,0,0,60.1,1,0,0,0.0,0,0,0
Quan Bray,9700,WR,9,IND,60.8,35,56.4,18,430,60,23.9,0,0,0,66.8,17,90,20,5.3,0,8,0
Zach Zenner,9761,HB,8,DET,49.4,3,50.4,3,62,23,20.7,0,0,0,,0,0,0,,0,0,0
Raheem Mostert,9783,HB,11,SF,54.3,5,54.8,5,83,21,16.6,0,0,0,,0,0,0,,0,0,0
Zaire Anderson,9792,LB,16,DEN,59.4,1,59.5,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Jordan Taylor,9793,WR,10,DEN,63.9,11,,0,0,0,,0,0,0,65.1,11,103,24,9.4,0,14,0
Corey Grant,9827,HB,16,JAX,61.2,19,61.1,19,473,68,24.9,0,0,0,,0,6,6,,0,0,0
Akeem Hunt,9839,HB,15,KC,81.9,25,79.8,25,611,42,24.4,0,0,0,,0,0,0,,0,0,0
Eli Rogers,9878,WR,14,PIT,55.4,19,,0,0,0,,0,0,0,53.8,19,146,27,7.7,0,10,1
Terrell Watson,9889,HB,10,PIT,54.5,7,55.0,7,140,25,20.0,0,0,0,,0,0,0,,0,0,0
Matt Longacre,9910,ED,14,LA,59.9,1,59.9,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Damiere Byrd,9964,WR,8,CAR,79.0,8,77.6,7,229,103,32.7,1,0,0,60.1,1,9,9,9.0,0,0,0
Rod Smith,9996,HB,15,DAL,59.9,1,59.9,1,20,20,20.0,0,0,0,,0,0,0,,0,0,0
Bryce Callahan,10000,CB,12,CHI,63.6,1,,0,0,0,,0,0,0,62.0,1,59,59,59.0,1,0,0
Adam Humphries,10075,WR,16,TB,66.6,6,,0,0,0,,0,0,0,68.8,6,49,19,8.2,0,7,0
Mack Brown,10115,HB,4,MIN,59.9,1,59.9,1,17,17,17.0,0,0,0,,0,0,0,,0,0,0
Will Fuller V,10655,WR,10,HST,67.4,9,,0,0,0,,0,0,0,69.9,9,135,49,15.0,0,6,0
William Jackson III,10658,CB,15,CIN,57.2,1,,0,0,0,,0,0,0,58.4,1,0,0,0.0,0,0,1
Hunter Henry,10669,TE,14,LAC,61.2,1,61.2,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Kenyan Drake,10707,HB,16,MIA,58.0,7,58.2,7,147,34,21.0,0,0,0,,0,0,0,,0,0,0
Jordan Jenkins,10717,ED,16,NYJ,59.9,1,59.9,1,7,7,7.0,0,0,0,,0,0,0,,0,0,0
Kendall Fuller,10718,CB,16,WAS,52.7,1,53.4,1,12,12,12.0,0,0,0,,0,0,0,,0,0,0
Braxton Miller,10719,WR,11,HST,64.3,3,61.4,0,0,0,,0,0,0,62.5,3,12,8,4.0,0,5,0
Kyler Fackrell,10722,ED,16,GB,59.9,1,59.9,1,11,11,11.0,0,0,0,,0,0,0,,0,0,0
Nick Vannett,10728,TE,15,SEA,59.9,1,59.9,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Chris Moore,10741,WR,13,BLT,75.3,13,73.8,13,346,87,26.6,0,0,0,,0,0,0,,0,0,0
Pharoh Cooper,10751,WR,16,LA,80.4,66,77.8,34,932,103,27.4,1,0,0,68.9,32,399,53,12.5,0,8,1
Tyler Ervin,10753,WR,4,HST,62.6,13,60.0,5,93,24,18.6,0,0,0,64.2,8,60,21,7.5,0,4,0
Demarcus Robinson,10760,WR,16,KC,60.5,1,,0,0,0,,0,0,0,60.5,1,-4,-4,-4.0,0,1,0
Devontae Booker,10770,HB,13,DEN,58.3,14,58.5,14,276,28,19.7,0,0,0,,0,0,0,,0,0,0
Ronald Blair III,10776,ED,6,SF,59.9,1,59.9,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
DeAndre Washington,10777,HB,15,OAK,62.3,5,62.1,5,86,26,17.2,0,0,0,,0,0,0,,0,0,0
Wendell Smallwood,10787,HB,8,PHI,56.8,4,57.1,4,93,28,23.3,0,0,0,,0,0,0,,0,0,0
Trevor Davis,10797,WR,16,GB,85.0,55,72.5,31,707,34,22.8,0,0,0,84.2,24,289,65,12.0,0,22,0
Tyreek Hill,10799,WR,15,KC,69.8,25,,0,0,0,,0,0,0,72.9,25,204,82,8.2,1,9,2
Alex Collins,10805,HB,15,BLT,58.7,2,58.8,2,50,27,25.0,0,0,0,,0,0,0,,0,0,0
Jatavis Brown,10809,LB,16,LAC,,1,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Andy Janovich,10810,FB,16,DEN,59.9,1,59.9,1,10,10,10.0,0,0,0,,0,0,0,,0,0,0
Jakeem Grant,10820,WR,16,MIA,69.2,46,62.2,21,479,31,22.8,0,0,0,72.5,25,190,27,7.6,0,11,1
Danny Vitale,10831,FB,15,CLV,59.9,1,59.9,1,18,18,18.0,0,0,0,,0,0,0,,0,0,0
Mike Thomas,10840,WR,8,LA,59.9,1,59.9,1,15,15,15.0,0,0,0,,0,0,0,,0,0,0
Dwayne Washington,10870,HB,5,DET,53.5,2,54.1,2,31,18,15.5,0,0,0,,0,0,0,,0,0,0
Josh Ferguson,10907,HB,10,IND,58.2,5,58.4,5,86,20,17.2,0,0,0,,0,0,0,,0,0,0
Chester Rogers,10918,WR,11,IND,67.3,11,59.9,1,5,5,5.0,0,0,0,70.1,10,80,30,8.0,0,5,0
Kalif Raymond,11028,WR,8,NYG,42.5,32,54.8,14,271,40,19.4,0,0,0,38.0,18,99,25,5.5,0,9,3
Maurice Harris,11035,WR,6,WAS,62.7,3,62.5,3,71,34,23.7,0,0,0,60.3,0,0,0,,0,1,0
Byron Marshall,11076,HB,4,WAS,58.8,4,58.9,4,89,29,22.3,0,0,0,,0,0,0,,0,0,0
Hunter Sharp,11078,WR,3,NYG,62.0,9,57.7,1,19,19,19.0,0,0,0,65.0,8,74,16,9.3,0,4,0
Rob Kelley,11090,HB,7,WAS,63.1,1,62.9,1,16,16,16.0,0,0,0,,0,0,0,,0,0,0
Alex Erickson,11107,WR,16,CIN,51.9,69,56.1,32,663,41,20.7,0,0,0,52.2,37,278,29,7.5,0,19,1
Ed Eagan,11121,WR,4,NYG,62.1,4,,0,0,0,,0,0,0,62.8,4,20,20,5.0,0,5,0
Geronimo Allison,11141,WR,15,GB,60.2,1,,0,0,0,,0,0,0,60.1,1,0,0,0.0,0,0,1
D.J. Foster,11214,HB,7,ARZ,68.7,8,67.8,8,184,55,23.0,0,0,0,,0,0,0,,0,0,0
Tommylee Lewis,11231,WR,15,NO,61.9,27,66.0,13,307,39,23.6,0,0,0,54.9,14,115,24,8.2,0,10,0
Bryce Treggs,11278,WR,6,CLV,44.1,5,58.8,0,0,0,,0,0,0,39.0,5,24,11,4.8,0,3,1
Roy Robertson-Harris,11341,DI,13,CHI,59.9,1,59.9,1,7,7,7.0,0,0,0,,0,0,0,,0,0,0
Johnny Holton,11354,WR,16,OAK,57.2,1,,0,0,0,,0,0,0,58.4,1,0,0,0.0,0,0,1
Max McCaffrey,11357,WR,5,SF,61.0,1,,0,0,0,,0,0,0,61.3,1,0,0,0.0,0,4,0
Jaydon Mickens,11371,WR,10,JAX,69.9,28,61.2,1,20,20,20.0,0,0,0,71.3,27,287,72,10.6,1,19,2
Jalen Richard,11395,HB,16,OAK,33.9,34,51.9,8,90,17,11.3,0,0,0,29.1,26,155,19,6.0,0,13,3
Garrett Griffin,11439,TE,3,NO,59.6,2,59.7,2,23,12,11.5,0,0,0,,0,0,0,,0,0,0
Christian McCaffrey,11763,HB,16,CAR,62.8,25,59.1,3,58,21,19.3,0,0,0,64.5,22,162,25,7.4,0,9,1
Adoree' Jackson,11773,CB,16,TEN,75.9,59,72.5,25,578,57,23.1,0,0,0,68.8,34,290,46,8.5,0,9,0
Jabrill Peppers,11780,S,13,CLV,48.3,44,65.6,14,318,35,22.7,0,0,0,36.5,30,180,25,6.0,0,15,3
Curtis Samuel,11795,WR,9,CAR,60.9,10,60.8,10,221,33,22.1,0,0,0,,0,0,0,,0,0,0
Ethan Pocic,11813,G,16,SEA,59.9,1,59.9,1,13,13,13.0,0,0,0,,0,0,0,,0,0,0
JuJu Smith-Schuster,11817,WR,14,PIT,67.3,9,66.6,9,240,96,26.7,1,0,0,,0,0,0,,0,0,0
Alvin Kamara,11822,HB,16,NO,80.4,12,78.4,12,347,106,28.9,1,0,0,,0,0,0,,0,0,0
Cooper Kupp,11824,WR,15,LA,60.4,0,,0,0,0,,0,0,0,60.5,0,0,0,,0,2,0
ArDarius Stewart,11834,WR,15,NYJ,61.1,9,61.0,9,173,32,19.2,0,0,0,,0,0,0,,0,0,0
Tarell Basham,11835,ED,15,IND,61.2,1,61.2,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Chris Godwin,11839,WR,16,TB,59.9,1,59.9,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
D'Onta Foreman,11844,HB,10,HST,59.9,1,59.9,1,12,12,12.0,0,0,0,,0,0,0,,0,0,0
Jonnu Smith,11855,TE,16,TEN,60.0,0,60.0,0,0,0,,0,1,0,,0,0,0,,0,0,0
Brendan Langley,11856,CB,11,DEN,63.6,7,63.1,6,183,61,30.5,0,0,0,60.1,1,6,6,6.0,0,0,0
Dede Westbrook,11865,WR,7,JAX,60.5,1,,0,0,0,,0,0,0,60.3,1,19,19,19.0,0,0,0
Eddie Jackson,11867,S,16,CHI,60.9,2,,0,0,0,,0,0,0,61.1,2,6,7,3.0,0,1,0
Samaje Perine,11869,HB,16,WAS,63.0,2,62.8,2,48,28,24.0,0,0,0,,0,0,0,,0,0,0
Tarik Cohen,11874,HB,16,CHI,78.7,55,72.3,26,583,46,22.4,0,0,0,74.7,29,272,61,9.4,1,15,0
Ryan Switzer,11888,WR,16,DAL,65.8,53,63.4,24,600,61,25.0,0,0,0,64.8,29,256,83,8.8,1,10,1
Jehu Chesson,11894,WR,12,KC,59.0,3,59.1,3,65,26,21.7,0,0,0,,0,0,0,,0,0,0
Marlon Mack,11898,HB,14,IND,61.7,3,61.5,3,69,34,23.0,0,0,0,,0,0,0,,0,0,0
Desmond King II,11906,CB,16,LAC,68.2,18,67.4,17,353,44,20.8,0,0,0,60.9,1,2,2,2.0,0,1,0
Jamal Agnew,11920,CB,13,DET,63.2,40,53.1,11,196,25,17.8,0,0,0,72.6,29,447,88,15.4,2,16,2
Isaiah McKenzie,11927,WR,11,DEN,45.1,24,53.7,3,50,21,16.7,0,0,0,43.5,21,183,44,8.7,0,7,3
Trent Taylor,11932,WR,15,SF,61.0,31,59.5,1,8,8,8.0,0,0,0,61.6,30,281,39,9.4,0,16,0
Elijah McGuire,11943,HB,16,NYJ,65.7,5,65.2,4,83,24,20.8,0,0,0,61.6,1,10,10,10.0,0,2,0
De'Angelo Henderson Sr.,11958,HB,5,DEN,62.5,2,62.3,2,59,32,29.5,0,0,0,,0,0,0,,0,0,0
Leon McQuay,11973,CB,1,KC,59.9,1,59.9,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Stacy Coley,11974,WR,4,MIN,59.1,1,59.0,1,19,19,19.0,0,0,0,60.1,0,0,0,,0,2,0
Shalom Luani,11976,S,16,OAK,61.2,1,61.2,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Jalen Myrick,11977,CB,5,JAX,59.9,1,59.9,1,18,18,18.0,0,0,0,,0,0,0,,0,0,0
Matt Dayes,12006,HB,16,CLV,70.7,18,69.7,18,437,71,24.3,0,0,0,,0,0,0,,0,0,0
Krishawn Hogan,12014,WR,2,IND,,0,,0,0,0,,0,0,0,,0,-8,-8,,0,0,0
Michael Davis,12040,CB,15,LAC,59.6,2,59.7,2,36,19,18.0,0,0,0,,0,0,0,,0,0,0
Bryan Cox Jr.,12092,ED,7,CAR,59.9,1,59.9,1,13,13,13.0,0,0,0,,0,0,0,,0,0,0
Donatello Brown,12105,CB,4,GB,60.2,1,,0,0,0,,0,0,0,60.1,1,0,0,0.0,0,0,1
Austin Ekeler,12164,HB,16,LAC,55.3,5,55.7,5,85,22,17.0,0,0,0,,0,0,0,,0,0,0
Corey Clement,12253,HB,16,PHI,56.2,2,56.6,2,49,35,24.5,0,0,0,,0,0,0,,0,0,0
Victor Bolden Jr.,12269,WR,9,SF,55.9,23,55.1,19,396,34,20.8,0,0,1,62.7,4,23,16,5.8,0,1,0
Matt Breida,12271,HB,16,SF,58.2,5,58.3,5,83,28,16.6,0,0,0,,0,0,0,,0,0,0
Chris Thompson,12330,WR,13,HST,45.5,23,53.5,17,369,42,21.7,0,0,0,36.9,6,39,15,6.5,0,0,1
JoJo Natson,12739,WR,7,NYJ,57.3,32,60.0,16,325,32,20.3,0,0,0,55.4,16,38,17,2.4,0,8,1
Trey Edmunds,38329,HB,16,NO,60.8,3,60.7,3,65,27,21.7,0,0,0,,0,0,0,,0,0,0
Cethan Carter,47149,TE,16,CIN,59.9,1,59.9,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Keelan Cole,51593,WR,16,JAX,58.8,2,58.8,2,26,14,13.0,0,0,0,60.0,0,0,0,,0,1,0
