year,player,player_id,position,player_game_count,team_name,attempts,yards,deep_attempts,deep_yards,breakaway_percent
2015,Reggie Bush,2947,HB,4,SF,8,28,0,0,0
2015,Philip Rivers,1725,QB,6,SD,8,-9,0,0,0
2015,Josh McCown,1085,QB,5,CLV,8,6,0,0,0
2015,Andrew Luck,7007,QB,5,IND,8,-5,0,0,0
2015,Derrick Coleman,7377,FB,4,SEA,8,32,1,19,59.4
2015,Brandin Cooks,8655,WR,5,NO,8,18,0,0,0
2015,De'Anthony Thomas,8759,WR,7,KC,8,41,0,0,0
2015,Brandon Weeden,7028,QB,4,HST,7,-8,0,0,0
2015,Derek Anderson,2430,QB,3,CAR,7,-4,0,0,0
2015,Jalston Fowler,9541,FB,4,TEN,7,13,0,0,0
2015,Zach Mettenberger,8813,QB,4,TEN,7,-1,0,0,0
2015,Darrel Young,5438,FB,4,WAS,6,10,0,0,0
2015,Bernard Pierce,7085,HB,3,JAX,6,11,0,0,0
2015,Corey Grant,9827,HB,4,JAX,6,2,0,0,0
2015,A.J. McCarron,8799,QB,4,CIN,6,-16,0,0,0
2015,Bruce Miller,6363,FB,4,SF,6,14,0,0,0
2015,Peyton Manning,327,QB,4,DEN,6,-6,0,0,0
2015,Golden Tate,5585,WR,6,DET,6,41,1,15,36.6
2015,B.J. Daniels,8020,WR,1,HST,6,6,0,0,0
2015,Zach Line,8420,FB,5,MIN,6,10,0,0,0
2015,Jay Prosch,8845,FB,4,HST,6,33,1,16,48.5
2015,Corey Brown,8986,WR,5,CAR,6,38,0,0,0
2015,Marqise Lee,8674,WR,5,JAX,5,38,0,0,0
2015,Percy Harvin,4945,WR,4,BUF,5,31,0,0,0
2015,Jimmy Garoppolo,8697,QB,3,NE,5,-5,0,0,0
2015,Josh Freeman,4940,QB,1,IND,5,3,0,0,0
2015,Martavis Bryant,8753,WR,5,PIT,5,37,0,0,0
2015,Bobby Rainey Jr.,7511,HB,3,TB,5,18,0,0,0
2015,Zurlon Tipton,9164,HB,4,IND,5,20,0,0,0
2015,Kendall Wright,7026,WR,4,TEN,5,17,0,0,0
2015,Tyler Lockett,9502,WR,4,SEA,5,20,0,0,0
2015,Albert Wilson,8943,WR,4,KC,5,26,0,0,0
2015,Marvin Jones Jr.,7158,WR,5,CIN,5,33,1,30,90.9
2015,Lance Dunbar,7332,HB,3,DAL,5,67,1,45,67.2
2015,Landry Jones,7897,QB,4,PIT,5,-5,0,0,0
2015,T.J. Yates,6304,QB,2,HST,5,-7,0,0,0
2015,Michael Burton,9601,FB,4,DET,4,2,0,0,0
2015,Jordan Todman,6335,HB,3,PIT,4,22,0,0,0
2015,Austin Johnson,8438,FB,3,NO,4,9,0,0,0
2015,Rex Burkhead,7971,WR,3,CIN,4,4,0,0,0
2015,Travis Benjamin,7100,WR,4,CLV,4,12,0,0,0
2015,Mark Sanchez,4928,QB,3,PHI,4,13,0,0,0
2015,Shaun Hill,1255,QB,2,MIN,4,-5,0,0,0
2015,Malcolm Brown,9902,HB,1,SL,4,17,0,0,0
2015,Will Johnson,7639,FB,1,PIT,4,7,0,0,0
2015,Alonzo Harris,9926,HB,2,GB,4,19,1,16,84.2
2015,George Winn,8123,HB,2,DET,4,1,0,0,0
2015,Ted Ginn Jr.,3625,WR,3,CAR,4,60,1,43,71.7
2015,Will Tukuafu,7764,FB,3,SEA,4,1,0,0,0
2015,Chris Givens,7096,WR,4,BLT,4,18,1,24,133.3
2015,Scott Tolzien,6749,QB,2,GB,3,-5,0,0,0
2015,Antonio Brown,5718,WR,2,PIT,3,28,1,16,57.1
2015,Colt McCoy,5609,QB,1,WAS,3,-3,0,0,0
2015,Emmanuel Sanders,5606,WR,3,DEN,3,29,1,24,82.8
2015,Jimmy Clausen,5573,QB,2,BLT,3,-7,0,0,0
2015,Austin Davis,7305,QB,2,CLV,3,-3,0,0,0
2015,Adam Thielen,8288,WR,3,MIN,3,48,1,26,54.2
2015,Julian Edelman,5156,WR,3,NE,3,23,0,0,0
2015,Amari Cooper,9437,WR,3,OAK,3,-3,0,0,0
2015,Stefon Diggs,9579,WR,3,MIN,3,13,0,0,0
2015,Jeremy Maclin,4942,WR,3,KC,3,14,1,18,128.6
2015,John Brown,8726,WR,2,ARZ,3,22,0,0,0
2015,Ty Montgomery,9527,WR,2,GB,3,14,0,0,0
2015,Matt Cassel,2447,QB,3,DAL,3,-8,0,0,0
2015,Phillip Dorsett,9462,WR,3,IND,3,17,0,0,0
2015,Matt Moore,4018,QB,1,MIA,3,-2,0,0,0
2015,Charlie Whitehurst,3026,QB,2,IND,2,1,0,0,0
2015,Matt Schaub,1811,QB,2,BLT,2,2,0,0,0
2015,Ryan Mallett,6226,QB,2,BLT,2,-1,0,0,0
2015,Cody Latimer,8691,WR,2,DEN,2,1,0,0,0
2015,Tony Romo,1693,QB,2,DAL,2,-2,0,0,0
2015,David Johnson,5165,TE,2,SD,2,4,0,0,0
2015,Patrick Lewis,8452,C,1,SEA,2,0,0,0,
2015,Cierre Wood,8343,HB,1,BUF,2,3,0,0,0
2015,Michael Campanaro,8852,WR,2,BLT,2,17,0,0,0
2015,Chase Daniel,5214,QB,1,KC,2,-2,0,0,0
2015,Rod Smith,9996,HB,1,DAL,2,5,0,0,0
2015,Dwayne Harris,6328,WR,2,NYG,2,12,0,0,0
2015,Cordarrelle Patterson,7810,WR,2,MIN,2,15,0,0,0
2015,Tommy Bohanon,7997,FB,1,NYJ,2,2,0,0,0
2015,Trey Williams,9717,HB,1,IND,2,12,0,0,0
2015,Brandon LaFell,5602,WR,2,NE,2,9,0,0,0
2015,Terrence Magee,9864,HB,1,BLT,2,5,0,0,0
2015,Isaiah Pead,7053,HB,1,PIT,2,3,0,0,0
2015,Kellen Moore,7466,QB,2,DAL,2,-1,0,0,0
2015,Kyle Juszczyk,7912,FB,1,BLT,2,3,0,0,0
2015,Danny Amendola,4717,WR,2,NE,2,11,0,0,0
2015,Jamison Crowder,9538,WR,2,WAS,2,2,0,0,0
2015,Jorvorskie Lane,7002,FB,1,TB,1,0,0,0,
2015,Dwayne Allen,7066,TE,1,IND,1,1,0,0,0
2015,Patrick DiMarco,6997,FB,1,ATL,1,0,0,0,
2015,Terrelle Pryor Sr.,6944,WR,1,CLV,1,-1,0,0,0
2015,Jeremy Ross,6476,WR,1,OAK,1,2,0,0,0
2015,Jarius Wright,7118,WR,1,MIN,1,29,1,29,100
2015,Keshawn Martin,7121,WR,1,NE,1,6,0,0,0
2015,Jason Kelce,6343,C,1,PHI,1,0,0,0,
2015,Rishard Matthews,7211,WR,1,MIA,1,4,0,0,0
2015,Damaris Johnson,7530,WR,1,TEN,1,6,0,0,0
2015,Anthony Sherman,6288,FB,1,KC,1,0,0,0,
2015,Kendall Hunter,6267,HB,1,NO,1,2,0,0,0
2015,Robert Woods,7822,WR,1,BUF,1,0,0,0,
2015,Anthony Levine,6013,S,1,BLT,1,2,0,0,0
2015,Joe Webb III,5722,WR,1,CAR,1,-1,0,0,0
2015,Quinton Patton,7910,WR,1,SF,1,5,0,0,0
2015,Michael Hoomanawanui,5655,TE,1,NO,1,0,0,0,
2015,Marcus Thigpen,5488,WR,1,BUF,1,-1,0,0,0
2015,Antone Smith,5440,HB,1,CHI,1,11,0,0,0
2015,Jordan Poyer,8000,S,1,CLV,1,10,0,0,0
2015,Sean Renfree,8032,QB,1,ATL,1,-4,0,0,0
2015,Pat McAfee,5146,P,1,IND,1,18,1,18,100
2015,Sammy Watkins,8639,WR,1,BUF,1,1,0,0,0
2015,Odell Beckham Jr.,8647,WR,1,NYG,1,3,0,0,0
2015,Mike Wallace,5007,WR,1,MIN,1,6,0,0,0
2015,Joe Reitz,4789,T,1,IND,1,0,0,0,
2015,Bruce Ellington,8741,WR,1,SF,1,7,0,0,0
2015,Jerome Felton,4460,FB,1,BUF,1,2,0,0,0
2015,Andre Caldwell,4411,WR,1,DEN,1,3,0,0,0
2015,Harry Douglas,4398,WR,1,TEN,1,-6,0,0,0
2015,Eddie Royal,4356,WR,1,CHI,1,-1,0,0,0
2015,T.J. Jones,8824,WR,1,DET,1,-3,0,0,0
2015,Eric Weems,4097,WR,1,ATL,1,4,0,0,0
2015,Tony Washington,9018,WR,1,JAX,1,8,0,0,0
2015,Javontee Herndon,9191,WR,1,SD,1,13,0,0,0
2015,Delanie Walker,3120,TE,1,TEN,1,36,1,36,100
2015,Glenn Winston,9375,HB,1,CLV,1,-8,0,0,0
2015,Kellen Clemens,2994,QB,1,SD,1,-1,0,0,0
2015,Heath Miller,2247,TE,1,PIT,1,2,0,0,0
2015,Jerricho Cotchery,1829,WR,1,CAR,1,16,1,16,100
2015,J.J. Nelson,9592,WR,1,ARZ,1,0,0,0,
2015,Marcus Murphy,9663,HB,1,NO,1,0,0,0,
2015,Tre McBride,9678,WR,1,TEN,1,8,0,0,0
2015,Trevor Siemian,9683,QB,1,DEN,1,-1,0,0,0
2015,Tyler Varga,9712,HB,1,IND,1,2,0,0,0
2015,Kasen Williams,10195,WR,1,SEA,1,5,0,0,0
2015,Dontari Poe,7017,DI,1,KC,1,1,0,0,0
