year,player,player_id,position,player_game_count,team_name,targets,deep_targets,deep_receptions,deep_drops,deep_yards,deep_catchable,deep_touchdowns,target_rate,drop_rate,catch_rate
2016,Larry Fitzgerald,1724,WR,16,ARZ,147,7,3,0,78,3,1,4.8,0,42.9
2016,Pierre Garcon,4519,WR,16,WAS,110,14,6,0,224,6,3,12.7,0,42.9
2016,Phillip Dorsett,9462,WR,15,IND,56,14,6,0,249,6,2,25,0,42.9
2016,Mohamed Sanu,7084,WR,15,ATL,78,7,3,0,92,3,1,9,0,42.9
2016,Tyreek Hill,10799,WR,16,KC,81,12,5,0,199,5,3,14.8,0,41.7
2016,Ricardo Louis,10748,WR,14,CLV,32,5,2,0,70,2,0,15.6,0,40
2016,Eric Ebron,8645,TE,13,DET,85,5,2,0,95,2,0,5.9,0,40
2016,Jeremy Kerley,6305,WR,16,SF,108,10,4,0,92,4,1,9.3,0,40
2016,Tyler Boyd,10689,WR,16,CIN,76,10,4,0,108,4,0,13.2,0,40
2016,Delanie Walker,3120,TE,15,TEN,96,15,6,0,165,6,1,15.6,0,40
2016,Geronimo Allison,11141,WR,10,GB,20,5,2,0,70,2,0,25,0,40
2016,Jordan Matthews,8677,WR,14,PHI,109,20,8,2,233,10,1,18.3,20,40
2016,Kenny Britt,4953,WR,15,LA,109,18,7,0,300,7,0,16.5,0,38.9
2016,Julio Jones,6158,WR,14,ATL,125,31,12,3,401,15,1,24.8,20,38.7
2016,Allen Hurns,8931,WR,11,JAX,67,13,5,1,127,6,0,19.4,16.7,38.5
2016,Marquess Wilson,8019,WR,3,CHI,16,8,3,2,79,5,0,50,40,37.5
2016,Devin Funchess,9474,WR,15,CAR,54,11,4,0,127,4,2,20.4,0,36.4
2016,Sammy Watkins,8639,WR,8,BUF,50,11,4,0,173,4,1,22,0,36.4
2016,Terrance Williams,7855,WR,16,DAL,61,11,4,0,124,4,1,18,0,36.4
2016,Marvin Jones Jr.,7158,WR,15,DET,101,25,9,1,361,10,2,24.8,10,36
2016,Tyrell Williams,10154,WR,16,SD,111,25,9,2,349,11,4,22.5,18.2,36
2016,Jordy Nelson,4350,WR,16,GB,146,31,11,2,383,13,3,21.2,15.4,35.5
2016,Golden Tate,5585,WR,16,DET,131,17,6,2,294,8,1,13,25,35.3
2016,Greg Salas,6264,WR,2,BUF,6,3,1,0,71,1,1,50,0,33.3
2016,Travaris Cadet,7457,HB,15,NO,50,3,1,0,25,1,0,6,0,33.3
2016,Kelvin Benjamin,8663,WR,16,CAR,112,15,5,0,167,5,2,13.4,0,33.3
2016,Dion Sims,7888,TE,14,MIA,33,3,1,0,28,1,0,9.1,0,33.3
2016,Jalen Richard,11395,HB,16,OAK,39,3,1,0,29,1,0,7.7,0,33.3
2016,Cordarrelle Patterson,7810,WR,16,MIN,64,6,2,1,53,3,1,9.4,33.3,33.3
2016,Virgil Green,6356,TE,12,DEN,33,3,1,0,31,1,0,9.1,0,33.3
2016,Nick O'Leary,9627,TE,16,BUF,13,3,1,0,23,1,0,23.1,0,33.3
2016,Brittan Golden,7481,WR,8,ARZ,14,3,1,0,22,1,0,21.4,0,33.3
2016,Mike Evans,8642,WR,16,TB,168,39,13,2,372,15,6,23.2,13.3,33.3
2016,Adam Humphries,10075,WR,15,TB,77,3,1,0,42,1,1,3.9,0,33.3
