player,player_id,position,player_game_count,team_name,pass_snaps,pass_rush_snaps,pass_rush_percent,sacks,hits,hurries,pressures,prp,lhs_pass_rush_snaps,lhs_pass_rush_percent,lhs_sacks,lhs_hits,lhs_hurries,lhs_pressures,lhs_prp,rhs_pass_rush_snaps,rhs_pass_rush_percent,rhs_sacks,rhs_hits,rhs_hurries,rhs_pressures,rhs_prp
Dean Marlowe,9966,S,1,BUF,30,2,6.7,0,0,0,0,0.0,2,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Justin March-Lillard,10065,LB,1,DAL,2,1,50.0,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Corey Moore,10117,S,6,IND,29,1,3.4,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Nick Dzubnar,10127,LB,2,LAC,2,1,50.0,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Daniel Brown,10144,TE,1,CHI,1,1,100.0,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Daniel Munyer,10174,G,1,ARZ,2,2,100.0,0,0,0,0,0.0,2,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Byron Jones,9460,CB,16,DAL,609,2,0.3,0,0,0,0,0.0,1,50.0,0,0,0,0,0.0,1,50.0,0,0,0,0,0.0
Brian Peters,10248,LB,5,HST,34,2,5.9,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Vernon Hargreaves III,10645,CB,1,TB,38,1,2.6,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Trae Waynes,9444,CB,14,MIN,406,1,0.2,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Artie Burns,10659,CB,8,PIT,190,1,0.5,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Xavien Howard,10672,CB,12,MIA,432,1,0.2,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Robert Thomas,9022,DI,2,BUF,13,13,100.0,0,0,0,0,0.0,5,41.7,0,0,0,0,0.0,7,58.3,0,0,0,0,0.0
Kasim Edebali,9011,ED,1,CIN,2,2,100.0,0,0,0,0,0.0,1,50.0,0,0,0,0,0.0,1,50.0,0,0,0,0,0.0
Terrance Mitchell,8888,CB,8,CLV,262,2,0.8,0,0,0,0,0.0,2,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Will Redmond,10702,S,1,GB,4,3,75.0,0,0,0,0,0.0,1,33.3,0,0,0,0,0.0,2,66.7,0,0,0,0,0.0
E.J. Gaines,8823,CB,4,CLV,112,2,1.8,0,0,0,0,0.0,1,50.0,0,0,0,0,0.0,1,50.0,0,0,0,0,0.0
Alfred Blue,8816,HB,1,HST,1,1,100.0,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Vincent Valentine,10730,DI,3,ARZ,18,18,100.0,0,0,0,0,0.0,6,40.0,0,0,0,0,0.0,9,60.0,0,0,0,0,0.0
Nat Berhe,8787,S,2,PIT,27,1,3.7,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Ricardo Allen,8782,S,3,ATL,128,2,1.6,0,0,0,0,0.0,1,50.0,0,0,0,0,0.0,1,50.0,0,0,0,0,0.0
Aaron Colvin,8749,CB,8,HST,212,6,2.8,0,0,0,0,0.0,3,50.0,0,0,0,0,0.0,3,50.0,0,0,0,0,0.0
Justin Ellis,8742,DI,6,OAK,57,57,100.0,0,0,0,0,0.0,20,36.4,0,0,0,0,0.0,35,63.6,0,0,0,0,0.0
Rashard Robinson,10767,CB,4,NYJ,48,3,6.3,0,0,0,0,0.0,2,66.7,0,0,0,0,0.0,1,33.3,0,0,0,0,0.0
Terrence Brooks,8714,S,3,NYJ,46,1,2.2,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Blake Countess,10830,S,5,LA,40,1,2.5,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Derek Watt,10832,FB,1,LAC,1,1,100.0,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Jimmie Ward,8665,S,9,SF,244,5,2.0,0,0,0,0,0.0,5,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Kamu Grugier-Hill,10842,LB,16,PHI,163,12,7.4,0,0,0,0,0.0,4,36.4,0,0,0,0,0.0,7,63.6,0,0,0,0,0.0
Marcus Smith,8661,ED,1,WAS,1,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Aaron Wallace,10856,ED,1,DEN,2,2,100.0,0,0,0,0,0.0,2,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Jalen Mills,10867,CB,8,PHI,317,1,0.3,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Kyle Fuller,8649,CB,16,CHI,657,1,0.2,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
LaRoy Reynolds,8500,LB,4,PHI,4,3,75.0,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Tyler Matakevich,10880,LB,3,PIT,28,4,14.3,0,0,0,0,0.0,2,50.0,0,0,0,0,0.0,2,50.0,0,0,0,0,0.0
Chris Banjo,8419,S,7,NO,34,2,5.9,0,0,0,0,0.0,2,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Will Compton,8308,LB,5,TEN,39,7,17.9,0,0,0,0,0.0,6,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Chris Milton,10914,CB,3,IND,36,1,2.8,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Isaiah Johnson,10935,S,12,TB,214,5,2.3,0,0,0,0,0.0,3,60.0,0,0,0,0,0.0,2,40.0,0,0,0,0,0.0
Cassanova McKinzy,10938,ED,3,WAS,25,22,88.0,0,0,0,0,0.0,7,31.8,0,0,0,0,0.0,15,68.2,0,0,0,0,0.0
Matthias Farley,10953,S,5,IND,104,3,2.9,0,0,0,0,0.0,2,66.7,0,0,0,0,0.0,1,33.3,0,0,0,0,0.0
Justin Zimmer,10975,DI,1,ATL,6,6,100.0,0,0,0,0,0.0,3,50.0,0,0,0,0,0.0,3,50.0,0,0,0,0,0.0
Benny Cunningham,8283,HB,1,CHI,1,1,100.0,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Sharrod Neasman,11050,S,11,ATL,262,3,1.1,0,0,0,0,0.0,2,66.7,0,0,0,0,0.0,1,33.3,0,0,0,0,0.0
Russell Shepard,8254,WR,1,NYG,1,1,100.0,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Joel Heath,11162,DI,4,HST,23,23,100.0,0,0,0,0,0.0,13,56.5,0,0,0,0,0.0,10,43.5,0,0,0,0,0.0
Josh Martin,8138,ED,1,NYJ,11,7,63.6,0,0,0,0,0.0,1,14.3,0,0,0,0,0.0,6,85.7,0,0,0,0,0.0
Rontez Miles,8102,S,4,NYJ,46,1,2.2,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Daren Bates,8077,LB,7,TEN,31,6,19.4,0,0,0,0,0.0,3,60.0,0,0,0,0,0.0,2,40.0,0,0,0,0,0.0
Cre'Von LeBlanc,11218,CB,8,PHI,266,2,0.8,0,0,0,0,0.0,1,50.0,0,0,0,0,0.0,1,50.0,0,0,0,0,0.0
Micah Hyde,7941,S,15,BUF,473,12,2.5,0,0,0,0,0.0,3,25.0,0,0,0,0,0.0,9,75.0,0,0,0,0,0.0
De'Vante Harris,11227,CB,5,TB,60,1,1.7,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Mitchell Loewen,11232,ED,1,DET,4,4,100.0,0,0,0,0,0.0,4,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Doug Middleton,11262,S,4,NYJ,141,4,2.8,0,0,0,0,0.0,2,50.0,0,0,0,0,0.0,2,50.0,0,0,0,0,0.0
Tyvis Powell,11291,S,4,SF,56,2,3.6,0,0,0,0,0.0,2,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Tony McRae,11358,CB,5,CIN,59,1,1.7,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Marshon Lattimore,11766,CB,16,NO,577,4,0.7,0,0,0,0,0.0,1,25.0,0,0,0,0,0.0,3,75.0,0,0,0,0,0.0
Marlon Humphrey,11771,CB,14,BLT,461,1,0.2,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Gareon Conley,11779,CB,14,OAK,350,1,0.3,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
J.J. Wilcox,7861,S,7,IND,53,13,24.5,0,0,0,0,0.0,4,30.8,0,0,0,0,0.0,9,69.2,0,0,0,0,0.0
Tre'Davious White,11782,CB,16,BUF,524,1,0.2,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Robert Alford,7841,CB,15,ATL,554,1,0.2,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Jamar Taylor,7835,CB,11,DEN,160,1,0.6,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Kevin King,11788,CB,6,GB,174,1,0.6,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Marcus Maye,11794,S,6,NYJ,214,1,0.5,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Tank Carradine,7821,ED,1,OAK,13,13,100.0,0,0,0,0,0.0,3,23.1,0,0,0,0,0.0,10,76.9,0,0,0,0,0.0
Darius Slay,7817,CB,15,DET,499,1,0.2,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Teez Tabor,11808,CB,10,DET,168,4,2.4,0,0,0,0,0.0,1,25.0,0,0,0,0,0.0,3,75.0,0,0,0,0,0.0
Obi Melifonwu,11811,S,2,NE,15,4,26.7,0,0,0,0,0.0,4,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Chidobe Awuzie,11815,CB,15,DAL,530,1,0.2,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Emmanuel Lamur,7561,LB,8,NYJ,42,3,7.1,0,0,0,0,0.0,2,66.7,0,0,0,0,0.0,1,33.3,0,0,0,0,0.0
Johnson Bademosi,7374,CB,4,HST,18,1,5.6,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Shaquill Griffin,11845,CB,16,SEA,577,1,0.2,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Julian Stanford,7372,LB,4,BUF,38,7,18.4,0,0,0,0,0.0,5,83.3,0,0,0,0,0.0,1,16.7,0,0,0,0,0.0
Vontaze Burfict,7280,LB,7,CIN,155,17,11.0,0,0,0,0,0.0,9,64.3,0,0,0,0,0.0,5,35.7,0,0,0,0,0.0
Nate Stupar,7214,LB,6,NYG,31,3,9.7,0,0,0,0,0.0,2,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Vince Biegel,11863,ED,1,NO,1,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Tedric Thompson,11866,S,14,SEA,414,1,0.2,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Eddie Jackson,11867,S,14,CHI,586,1,0.2,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
George Iloka,7159,S,5,MIN,80,1,1.3,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Korey Toomer,7147,LB,3,GB,10,1,10.0,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Jalen Reeves-Maybin,11879,LB,9,DET,63,6,9.5,0,0,0,0,0.0,0,0.0,0,0,0,0,,5,100.0,0,0,0,0,0.0
Zach Sieler,66917,DI,2,BLT,8,8,100.0,0,0,0,0,0.0,5,62.5,0,0,0,0,0.0,3,37.5,0,0,0,0,0.0
Wayne Gallman,11895,HB,1,NYG,1,1,100.0,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Coty Sensabaugh,7115,CB,15,PIT,460,1,0.2,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Corn Elder,11907,CB,6,CAR,37,1,2.7,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Josh Robinson,7068,CB,4,NO,18,2,11.1,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Nate Hairston,11913,CB,10,IND,239,3,1.3,0,0,0,0,0.0,2,66.7,0,0,0,0,0.0,1,33.3,0,0,0,0,0.0
Trumaine Johnson,7067,CB,10,NYJ,388,1,0.3,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Jamal Agnew,11920,CB,5,DET,72,1,1.4,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Janoris Jenkins,7043,CB,16,NYG,606,1,0.2,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Nathan Gerry,11940,LB,9,PHI,61,7,11.5,0,0,0,0,0.0,3,60.0,0,0,0,0,0.0,2,40.0,0,0,0,0,0.0
Mike Tyson,11942,S,5,HST,103,2,1.9,0,0,0,0,0.0,2,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Tanzel Smart,11944,DI,2,LA,5,5,100.0,0,0,0,0,0.0,2,50.0,0,0,0,0,0.0,2,50.0,0,0,0,0,0.0
Alex Armah,11948,FB,1,CAR,1,1,100.0,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Pita Taumoepenu,11957,LB,2,SF,5,1,20.0,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Ifeadi Odenigbo,11975,ED,1,ARZ,2,2,100.0,0,0,0,0,0.0,2,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Dre Kirkpatrick,7023,CB,13,CIN,455,1,0.2,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Tre'von Johnson,12016,LB,1,LAC,1,1,100.0,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Ryan Lewis,12017,CB,5,BUF,105,1,1.0,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Pasoni Tasini,12023,DI,1,ARZ,6,6,100.0,0,0,0,0,0.0,4,66.7,0,0,0,0,0.0,2,33.3,0,0,0,0,0.0
Michael Davis,12040,CB,13,LAC,364,1,0.3,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Riley Bullough,12062,LB,3,TB,43,1,2.3,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
B.J. Bello,12097,LB,2,PHI,2,2,100.0,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Austin Ekeler,12164,HB,1,LAC,1,1,100.0,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Robert Tonyan,12193,TE,1,GB,1,1,100.0,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Chase Allen,12211,LB,2,MIA,5,1,20.0,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Devaroe Lawrence,12222,DI,1,CLV,1,1,100.0,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Joe Jones,12321,LB,2,DEN,14,3,21.4,0,0,0,0,0.0,0,0.0,0,0,0,0,,2,100.0,0,0,0,0,0.0
Buddy Howell,12888,FB,1,HST,1,1,100.0,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Trevon Young,18413,ED,1,LA,7,6,85.7,0,0,0,0,0.0,4,66.7,0,0,0,0,0.0,2,33.3,0,0,0,0,0.0
Colin Jones,6342,S,7,CAR,60,1,1.7,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Shareece Wright,6241,CB,12,HST,359,1,0.3,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Dylan Cole,24304,LB,8,HST,80,7,8.8,0,0,0,0,0.0,3,60.0,0,0,0,0,0.0,2,40.0,0,0,0,0,0.0
Dane Cruikshank,25546,S,6,TEN,25,1,4.0,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Marcus Gilchrist,6202,S,16,OAK,460,8,1.7,0,0,0,0,0.0,6,75.0,0,0,0,0,0.0,2,25.0,0,0,0,0,0.0
Nick Nelson,28495,CB,10,OAK,173,7,4.0,0,0,0,0,0.0,4,57.1,0,0,0,0,0.0,3,42.9,0,0,0,0,0.0
Bruce Carter,6192,LB,7,ATL,43,3,7.0,0,0,0,0,0.0,1,33.3,0,0,0,0,0.0,2,66.7,0,0,0,0,0.0
Chris Board,29456,LB,1,BLT,7,4,57.1,0,0,0,0,0.0,1,25.0,0,0,0,0,0.0,3,75.0,0,0,0,0,0.0
Justin Jackson,29539,HB,1,LAC,1,1,100.0,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Patrick Peterson,6157,CB,16,ARZ,573,2,0.3,0,0,0,0,0.0,1,50.0,0,0,0,0,0.0,1,50.0,0,0,0,0,0.0
Chris Herndon,47164,TE,1,NYJ,1,1,100.0,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Andrew Sendejo,6118,S,5,MIN,192,3,1.6,0,0,0,0,0.0,3,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Albert McClellan,6022,LB,6,NE,17,6,35.3,0,0,0,0,0.0,3,60.0,0,0,0,0,0.0,2,40.0,0,0,0,0,0.0
Demone Harris,48452,ED,1,TB,4,4,100.0,0,0,0,0,0.0,2,50.0,0,0,0,0,0.0,2,50.0,0,0,0,0,0.0
Kylie Fitts,48553,ED,4,CHI,41,39,95.1,0,0,0,0,0.0,36,92.3,0,0,0,0,0.0,3,7.7,0,0,0,0,0.0
Chad Thomas,48565,DI,4,CLV,9,9,100.0,0,0,0,0,0.0,5,55.6,0,0,0,0,0.0,4,44.4,0,0,0,0,0.0
Niles Scott,66935,DI,6,CIN,21,20,95.2,0,0,0,0,0.0,6,30.0,0,0,0,0,0.0,14,70.0,0,0,0,0,0.0
James Looney,48991,DI,3,GB,6,6,100.0,0,0,0,0,0.0,2,40.0,0,0,0,0,0.0,3,60.0,0,0,0,0,0.0
Ben Garland,5839,G,1,ATL,1,1,100.0,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Tre Flowers,49059,CB,15,SEA,554,1,0.2,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Ezekiel Turner,49167,LB,2,ARZ,4,1,25.0,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Tarvarius Moore,49178,CB,10,SF,109,3,2.8,0,0,0,0,0.0,1,33.3,0,0,0,0,0.0,2,66.7,0,0,0,0,0.0
Ahmad Thomas,49204,LB,1,IND,5,1,20.0,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Kurt Coleman,5767,S,16,NO,195,16,8.2,0,0,0,0,0.0,10,62.5,0,0,0,0,0.0,6,37.5,0,0,0,0,0.0
Marcus Allen,49263,S,2,PIT,13,1,7.7,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Carlton Davis,49335,CB,13,TB,394,1,0.3,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Joe Webb III,5722,WR,1,HST,1,1,100.0,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Isaac Yiadom,49355,CB,10,DEN,173,1,0.6,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Torry McTyer,49357,CB,13,MIA,209,1,0.5,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Darius Phillips,49507,CB,10,CIN,144,1,0.7,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Denzel Ward,49558,CB,13,CLV,510,1,0.2,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Matt Dickerson,49601,DI,3,TEN,14,14,100.0,0,0,0,0,0.0,7,50.0,0,0,0,0,0.0,7,50.0,0,0,0,0,0.0
Patrick Robinson,5557,CB,3,NO,69,1,1.4,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Zaire Franklin,49834,LB,11,IND,91,8,8.8,0,0,0,0,0.0,3,42.9,0,0,0,0,0.0,4,57.1,0,0,0,0,0.0
James Crawford,49836,LB,3,GB,3,2,66.7,0,0,0,0,0.0,0,,0,0,0,0,,0,,0,0,0,0,
Peter Kalambayi,50089,LB,4,HST,16,4,25.0,0,0,0,0,0.0,2,66.7,0,0,0,0,0.0,1,33.3,0,0,0,0,0.0
Olasunkanmi Adeniyi,50154,ED,1,PIT,4,4,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,,4,100.0,0,0,0,0,0.0
Ramon Humber,5310,LB,4,NE,36,5,13.9,0,0,0,0,0.0,2,40.0,0,0,0,0,0.0,3,60.0,0,0,0,0,0.0
Tre Herndon,50380,CB,4,JAX,50,1,2.0,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Isaiah Oliver,50393,CB,11,ATL,173,1,0.6,0,0,0,0,0.0,0,0.0,0,0,0,0,,1,100.0,0,0,0,0,0.0
Jason McCourty,5127,CB,16,NE,546,4,0.7,0,0,0,0,0.0,1,25.0,0,0,0,0,0.0,3,75.0,0,0,0,0,0.0
Kamrin Moore,50460,S,2,NYG,6,1,16.7,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Mike Mitchell,4970,S,8,IND,142,4,2.8,0,0,0,0,0.0,1,25.0,0,0,0,0,0.0,3,75.0,0,0,0,0,0.0
Avonte Maddox,50543,CB,10,PHI,392,2,0.5,0,0,0,0,0.0,1,50.0,0,0,0,0,0.0,1,50.0,0,0,0,0,0.0
Justin Lawler,50592,LB,6,LA,21,3,14.3,0,0,0,0,0.0,2,66.7,0,0,0,0,0.0,1,33.3,0,0,0,0,0.0
Shaquem Griffin,50657,LB,3,SEA,34,3,8.8,0,0,0,0,0.0,1,33.3,0,0,0,0,0.0,2,66.7,0,0,0,0,0.0
Jack Cichy,50787,LB,1,TB,3,1,33.3,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Malik Jefferson,50884,LB,2,CIN,3,2,66.7,0,0,0,0,0.0,2,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Matthew Thomas,50942,LB,1,PIT,4,3,75.0,0,0,0,0,0.0,2,66.7,0,0,0,0,0.0,1,33.3,0,0,0,0,0.0
Brent Grimes,3589,CB,13,TB,430,1,0.2,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
Rashaan Gaulden,51241,S,11,CAR,82,2,2.4,0,0,0,0,0.0,1,50.0,0,0,0,0,0.0,1,50.0,0,0,0,0,0.0
Johnathan Joseph,2969,CB,14,HST,500,1,0.2,0,0,0,0,0.0,1,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,
