player,player_id,position,player_game_count,team_name,coverage_snaps,targets,receptions,yards,yards_after_catch,touchdowns,interceptions,qb_rating_against,yards_per_coverage_snap,coverage_snaps_per_target,coverage_snaps_per_reception
Charvarius Ward,43034,CB,4,KC,74,17,13,171,18,0,0,107.7,2.31,4.4,5.7
Parry Nickerson,50511,CB,8,NYJ,143,32,25,277,119,2,0,123.6,1.94,4.5,5.7
Derrick Jones,11959,CB,1,NYJ,17,4,3,18,7,0,0,83.3,1.06,4.3,5.7
Brian Peters,10248,LB,5,HST,34,6,6,104,84,0,0,118.8,3.06,5.7,5.7
Lorenzo Alexander,2476,LB,16,BUF,129,30,23,171,137,0,2,61.9,1.33,4.3,5.6
Manti Te'o,7819,LB,5,NO,56,14,10,91,66,0,0,88.7,1.63,4.0,5.6
Ramik Wilson,9551,LB,9,LA,79,16,14,102,80,0,0,93.2,1.29,4.9,5.6
Chandler Jones,7027,ED,16,ARZ,22,4,4,11,21,0,0,79.2,0.5,5.5,5.5
Arden Key,50201,ED,16,OAK,22,5,4,49,48,0,0,107.5,2.23,4.4,5.5
KeiVarae Russell,10708,CB,6,CIN,82,18,15,180,67,1,0,126.9,2.2,4.6,5.5
Kevin Pierre-Louis,8767,LB,5,NYJ,22,5,4,32,11,0,0,93.3,1.45,4.4,5.5
Genard Avery,49699,ED,16,CLV,124,30,23,276,142,1,0,115.4,2.23,4.1,5.4
Austin Calitro,50640,LB,8,SEA,134,32,25,287,201,2,0,124.9,2.14,4.2,5.4
M.J. Stewart,49397,CB,8,TB,184,40,34,407,206,5,0,148.6,2.21,4.6,5.4
Frankie Luvu,51028,ED,14,NYJ,48,10,9,64,64,0,0,93.3,1.33,4.8,5.3
Sam Hubbard,48457,ED,16,CIN,21,5,4,23,8,0,0,85.8,1.1,4.2,5.3
Mike Hull,9815,LB,2,MIA,16,3,3,20,11,0,0,94.4,1.25,5.3,5.3
Damien Wilson,9560,LB,16,DAL,103,25,20,204,110,3,0,140.3,1.98,4.1,5.2
Leonard Johnson,7385,CB,3,ARZ,56,11,11,133,53,0,0,117.0,2.38,5.1,5.1
Justin Hardee,18348,CB,4,NO,46,14,9,112,43,0,1,59.2,2.43,3.3,5.1
Hayes Pullard,9652,LB,6,LAC,41,9,8,55,27,0,0,92.1,1.34,4.6,5.1
Preston Smith,9471,ED,16,WAS,50,12,10,48,27,0,1,48.6,0.96,4.2,5.0
Kyle Wilber,7113,ED,4,OAK,5,2,1,9,8,0,0,62.5,1.8,2.5,5.0
Bryan Cox Jr.,12092,ED,11,CAR,5,1,1,11,1,0,0,112.5,2.2,5.0,5.0
Jabaal Sheard,6189,ED,16,IND,20,4,4,30,32,0,0,97.9,1.5,5.0,5.0
Rashard Robinson,10767,CB,4,NYJ,45,9,9,126,37,1,0,155.8,2.8,5.0,5.0
Charles Harris,11777,ED,11,MIA,5,1,1,-4,2,0,0,79.2,-0.8,5.0,5.0
Joel Iyiegbuniwe,51221,LB,4,CHI,15,4,3,24,30,0,0,89.6,1.6,3.8,5.0
Jermaine Carter,28838,LB,6,CAR,39,8,8,117,57,2,0,158.3,3.0,4.9,4.9
Kemal Ishmael,8026,LB,8,ATL,24,6,5,53,32,1,0,143.1,2.21,4.0,4.8
Shane Ray,9456,ED,11,DEN,14,3,3,44,20,0,0,118.8,3.14,4.7,4.7
Keion Crossen,49454,CB,6,NE,33,7,7,97,10,0,0,118.8,2.94,4.7,4.7
Justin Lawler,50592,LB,6,LA,18,5,4,15,24,0,0,79.2,0.83,3.6,4.5
Matt Longacre,9910,ED,13,LA,9,2,2,20,11,0,0,108.3,2.22,4.5,4.5
Cyrus Jones,10694,S,4,BLT,9,3,2,31,15,0,0,100.7,3.44,3.0,4.5
Trevon Coley,11093,DI,16,CLV,9,2,2,15,7,0,0,97.9,1.67,4.5,4.5
Shaquil Barrett,9000,ED,13,DEN,35,10,8,65,38,1,0,127.1,1.86,3.5,4.4
Julian Stanford,7372,LB,4,BUF,31,9,7,57,34,0,0,93.1,1.84,3.4,4.4
Cordrea Tankersley,11852,CB,1,MIA,13,3,3,42,10,0,0,118.8,3.23,4.3,4.3
Zach Vigil,9824,LB,4,WAS,17,5,4,17,11,0,0,80.8,1.0,3.4,4.3
Andre Smith,50897,LB,1,CAR,4,1,1,6,3,0,0,91.7,1.5,4.0,4.0
Nate Stupar,7214,LB,6,NYG,28,8,7,62,32,2,0,138.5,2.21,3.5,4.0
Tavierre Thomas,66931,CB,1,CLV,8,2,2,25,15,0,0,118.8,3.13,4.0,4.0
Isaiah Johnson,9753,S,1,LA,4,1,1,8,8,0,0,100.0,2.0,4.0,4.0
Taylor Stallworth,48935,DI,14,NO,4,1,1,13,7,0,0,118.8,3.25,4.0,4.0
Pita Taumoepenu,11957,LB,2,SF,4,1,1,5,3,0,0,87.5,1.25,4.0,4.0
Austin Johnson,10677,DI,16,TEN,4,1,1,7,2,0,0,95.8,1.75,4.0,4.0
Josh Keyes,9943,LB,1,HST,15,4,4,63,12,1,0,158.3,4.2,3.8,3.8
Danny Johnson,49379,CB,6,WAS,44,13,12,150,74,2,0,154.3,3.41,3.4,3.7
Vic Beasley Jr.,9441,ED,16,ATL,26,8,7,66,58,0,0,101.0,2.54,3.3,3.7
Maurice Canady,10843,CB,1,BLT,7,2,2,24,0,0,0,116.7,3.43,3.5,3.5
Markus Golden,9491,ED,11,ARZ,7,2,2,18,26,0,0,104.2,2.57,3.5,3.5
Frank Clark,9496,ED,16,SEA,24,7,7,53,48,0,1,58.6,2.21,3.4,3.4
Sharif Finch,50221,ED,15,TEN,13,4,4,20,12,0,0,87.5,1.54,3.3,3.3
Peter Kalambayi,50089,LB,4,HST,12,5,4,52,31,0,0,110.0,4.33,2.4,3.0
Geno Atkins,5643,DI,16,CIN,3,1,1,14,2,0,0,118.8,4.67,3.0,3.0
Brooks Reed,6194,ED,16,ATL,12,4,4,58,41,1,0,158.3,4.83,3.0,3.0
Fletcher Cox,7018,DI,16,PHI,3,1,1,-4,0,0,0,79.2,-1.33,3.0,3.0
Kevin Minter,7826,LB,4,TB,9,4,3,49,16,0,0,115.6,5.44,2.3,3.0
Dion Jordan,7785,ED,12,SEA,3,1,1,4,10,0,0,83.3,1.33,3.0,3.0
Calais Campbell,4364,ED,16,JAX,2,1,1,4,9,0,0,83.3,2.0,2.0,2.0
Carroll Phillips,48353,ED,5,IND,2,1,1,-4,-13,0,0,79.2,-2.0,2.0,2.0
Jack Cichy,50787,LB,1,TB,2,1,1,7,0,0,0,95.8,3.5,2.0,2.0
Lerentee McCray,8159,ED,12,JAX,2,1,1,42,36,0,0,118.8,21.0,2.0,2.0
C.J. Goodwin,9243,CB,1,DAL,2,1,1,27,9,0,0,118.8,13.5,2.0,2.0
Efe Obada,10235,ED,10,CAR,4,2,2,22,18,1,1,112.5,5.5,2.0,2.0
Zach Moore,8833,ED,16,ARZ,3,2,2,27,23,0,0,118.8,9.0,1.5,1.5
LaRoy Reynolds,8500,LB,4,PHI,1,1,1,1,0,1,0,118.8,1.0,1.0,1.0
Stephon Tuitt,8681,DI,14,PIT,1,1,1,8,6,0,0,100.0,8.0,1.0,1.0
Dalvin Tomlinson,11810,DI,16,NYG,1,1,1,14,7,0,0,118.8,14.0,1.0,1.0
Jalyn Holmes,48400,ED,5,MIN,1,1,1,7,2,0,0,95.8,7.0,1.0,1.0
Robert Nkemdiche,10663,DI,10,ARZ,1,1,1,-1,6,0,0,79.2,-1.0,1.0,1.0
Charone Peake,10875,WR,1,NYJ,1,1,1,15,7,0,0,118.8,15.0,1.0,1.0
Matthew Thomas,50942,LB,1,PIT,1,1,1,8,2,0,0,100.0,8.0,1.0,1.0
Deatrich Wise Jr.,11886,ED,16,NE,0,1,1,21,12,0,0,118.8,,0.0,0.0
Derek Watt,10832,FB,1,LAC,0,1,1,12,12,0,0,116.7,,0.0,0.0
Benny Cunningham,8283,HB,1,CHI,0,1,1,7,7,0,0,95.8,,0.0,0.0
