player,player_id,position,player_game_count,team_name,coverage_snaps,targets,receptions,yards,yards_after_catch,touchdowns,interceptions,qb_rating_against,yards_per_coverage_snap,coverage_snaps_per_target,coverage_snaps_per_reception
Derwin James,51368,S,16,LAC,108,10,8,64,50,0,1,53.8,0.59,10.8,13.5
Erik Harris,10346,S,11,OAK,27,4,2,10,5,0,0,56.3,0.37,6.8,13.5
Tramon Williams,3558,S,16,GB,121,12,9,112,35,5,0,143.1,0.93,10.1,13.4
William Jackson III,10658,CB,13,CIN,26,3,2,22,5,0,0,88.2,0.85,8.7,13.0
Ibraheim Campbell,9548,S,3,GB,13,1,1,6,0,0,0,91.7,0.46,13.0,13.0
Mike Ford,50535,CB,7,DET,26,3,2,39,3,0,0,109.7,1.5,8.7,13.0
Terrance Mitchell,8888,CB,5,CLV,13,4,1,3,1,0,0,39.6,0.23,3.3,13.0
Eli Apple,10644,CB,14,NO,39,7,3,25,5,0,0,52.7,0.64,5.6,13.0
Clayton Geathers,9542,S,12,IND,51,6,4,29,19,0,0,77.8,0.57,8.5,12.8
Tashaun Gipson Sr.,7288,S,16,JAX,127,17,10,92,47,1,0,93.3,0.72,7.5,12.7
Ha Ha Clinton-Dix,8656,S,14,WAS,38,4,3,26,17,0,0,91.7,0.68,9.5,12.7
Chris Harris Jr.,6457,CB,12,DEN,291,36,23,217,104,0,2,57.3,0.75,8.1,12.7
Barry Church,5924,S,11,JAX,38,4,3,53,36,1,0,156.3,1.39,9.5,12.7
B.W. Webb,7896,CB,15,NYG,163,18,13,196,94,1,0,126.2,1.2,9.1,12.5
Glover Quin,5035,S,16,DET,62,7,5,79,23,0,0,108.6,1.27,8.9,12.4
Vonn Bell,10695,S,16,NO,123,14,10,129,37,0,0,100.0,1.05,8.8,12.3
T.J. McDonald,7852,S,14,MIA,73,8,6,73,53,0,0,102.6,1.0,9.1,12.2
Curtis Riley,10109,S,16,NYG,61,6,5,74,59,0,0,118.1,1.21,10.2,12.2
Darron Lee,10654,LB,12,NYJ,60,8,5,68,47,1,0,129.2,1.13,7.5,12.0
Carlton Davis,49335,CB,10,TB,24,6,2,25,7,1,0,86.8,1.04,4.0,12.0
Tavon Wilson,7051,S,11,DET,60,7,5,27,11,0,0,77.7,0.45,8.6,12.0
Quinton Dunbar,10073,CB,5,WAS,12,2,1,12,8,0,0,68.8,1.0,6.0,12.0
Sean Davis,10692,S,9,PIT,24,2,2,36,24,0,0,118.8,1.5,12.0,12.0
Samson Ebukam,11880,ED,8,LA,12,1,1,-1,2,0,0,79.2,-0.08,12.0,12.0
Fabian Moreau,11836,CB,15,WAS,345,45,29,404,245,3,0,115.4,1.17,7.7,11.9
D.J. Swearinger Sr.,7838,S,15,ARZ,131,19,11,188,105,1,2,69.5,1.44,6.9,11.9
Jordan Richards,9497,S,14,ATL,59,8,5,30,24,0,0,69.8,0.51,7.4,11.8
Jahleel Addae,8117,S,12,LAC,35,3,3,74,8,0,0,118.8,2.11,11.7,11.7
Kevin Byard,10698,S,16,TEN,116,13,10,75,39,1,0,115.9,0.65,8.9,11.6
Dexter McDougle,8715,CB,2,PHI,81,9,7,86,41,0,0,106.5,1.06,9.0,11.6
Logan Ryan,7864,CB,14,TEN,347,44,30,290,124,2,0,101.5,0.84,7.9,11.6
Neville Hewitt,9836,LB,3,NYJ,23,2,2,16,10,0,0,100.0,0.7,11.5,11.5
Bryce Callahan,10000,CB,13,CHI,413,48,36,285,191,1,2,78.9,0.69,8.6,11.5
Sherrick McManis,5667,CB,10,CHI,138,22,12,80,42,0,0,62.7,0.58,6.3,11.5
Tavon Young,10738,CB,15,BLT,330,44,29,346,159,3,0,112.5,1.05,7.5,11.4
Eric Rowe,9480,CB,4,NE,45,7,4,33,20,0,0,69.3,0.73,6.4,11.3
Rodney McLeod,7271,S,3,PHI,11,1,1,7,4,0,0,95.8,0.64,11.0,11.0
Leon Jacobs,44980,LB,6,JAX,11,2,1,6,0,0,0,56.3,0.55,5.5,11.0
Jordan Whitehead,49196,S,13,TB,55,7,5,49,23,0,0,90.8,0.89,7.9,11.0
Jalen Reeves-Maybin,11879,LB,4,DET,11,2,1,12,0,0,0,68.8,1.09,5.5,11.0
Ben Gedeon,11875,LB,7,MIN,11,1,1,56,26,0,0,118.8,5.09,11.0,11.0
Rasul Douglas,11854,CB,6,PHI,11,4,1,24,7,0,0,52.1,2.18,2.8,11.0
Patrick Peterson,6157,CB,6,ARZ,11,2,1,5,0,0,0,56.3,0.45,5.5,11.0
Blidi Wreh-Wilson,7851,CB,3,ATL,11,4,1,11,7,0,0,39.6,1.0,2.8,11.0
Rashaan Melvin,8334,CB,9,OAK,11,2,1,8,3,0,0,60.4,0.73,5.5,11.0
Ricardo Allen,8782,S,3,ATL,22,3,2,7,1,0,0,70.1,0.32,7.3,11.0
Bradley Roby,8666,CB,15,DEN,76,13,7,71,33,0,0,69.7,0.93,5.8,10.9
Justin Coleman,9892,CB,16,SEA,384,55,36,362,296,1,1,82.5,0.94,7.0,10.7
Adrian Phillips,9177,S,12,LAC,32,5,3,29,18,0,0,76.3,0.91,6.4,10.7
Bashaud Breeland,8737,CB,7,GB,107,19,10,144,86,0,1,55.6,1.35,5.6,10.7
Vontaze Burfict,7280,LB,6,CIN,21,3,2,28,13,0,0,96.5,1.33,7.0,10.5
Phillip Gaines,8722,CB,7,CLV,21,3,2,13,4,0,0,75.7,0.62,7.0,10.5
Raekwon McMillan,11809,LB,14,MIA,42,4,4,30,18,1,0,137.5,0.71,10.5,10.5
Brandon Wilson,11962,S,8,CIN,21,4,2,31,25,0,0,76.0,1.48,5.3,10.5
Brandon Carr,4454,CB,15,BLT,135,20,13,180,98,0,0,93.8,1.33,6.8,10.4
Fred Warner,51222,LB,14,SF,52,5,5,49,27,0,0,107.5,0.94,10.4,10.4
Tony Jefferson,8361,S,14,BLT,83,12,8,118,40,0,0,98.6,1.42,6.9,10.4
Morgan Burnett,5596,S,10,PIT,62,12,6,68,10,1,0,95.1,1.1,5.2,10.3
Jabrill Peppers,11780,S,16,CLV,72,12,7,98,74,1,0,112.5,1.36,6.0,10.3
Jerome Baker,28091,LB,16,MIA,62,9,6,79,62,0,0,94.2,1.27,6.9,10.3
Josh Bynes,6503,LB,9,ARZ,31,3,3,26,11,1,0,142.4,0.84,10.3,10.3
Thomas Davis Sr.,2231,LB,10,CAR,31,5,3,17,12,0,0,66.3,0.55,6.2,10.3
Darius Slay,7817,CB,15,DET,82,11,8,91,20,2,0,136.7,1.11,7.5,10.3
K'Waun Williams,9332,CB,14,SF,326,43,32,304,178,2,0,109.1,0.93,7.6,10.2
Grant Haley,50473,CB,10,NYG,225,30,22,249,176,3,0,131.1,1.11,7.5,10.2
Nickell Robey-Coleman,8483,CB,16,LA,358,55,35,253,187,3,1,84.9,0.71,6.5,10.2
Jaire Alexander,49350,CB,13,GB,112,19,11,112,39,1,1,70.5,1.0,5.9,10.2
Justin Reid,49048,S,16,HST,81,10,8,66,25,2,0,133.8,0.81,8.1,10.1
Patrick Chung,4957,S,15,NE,181,25,18,113,44,2,1,90.9,0.62,7.2,10.1
Su'a Cravens,10687,S,4,DEN,20,2,2,36,13,0,0,118.8,1.8,10.0,10.0
Antonio Morrison,10759,LB,7,GB,10,1,1,8,13,0,0,100.0,0.8,10.0,10.0
Chris Conte,6245,S,2,TB,10,1,1,6,0,0,0,91.7,0.6,10.0,10.0
Hayes Pullard,9652,LB,2,LAC,10,2,1,0,-6,0,0,56.3,0.0,5.0,10.0
DeAndre Houston-Carson,10819,S,6,CHI,10,1,1,9,6,0,0,104.2,0.9,10.0,10.0
Minkah Fitzpatrick,51206,CB,16,MIA,200,39,20,200,111,1,2,53.4,1.0,5.1,10.0
LeShaun Sims,10791,CB,5,TEN,60,8,6,86,67,0,0,109.4,1.43,7.5,10.0
Marcell Harris,51408,S,5,SF,30,4,3,17,20,0,0,82.3,0.57,7.5,10.0
Artie Burns,10659,CB,5,PIT,10,1,1,9,3,0,0,104.2,0.9,10.0,10.0
Tyrann Mathieu,7850,S,15,HST,226,32,23,276,108,2,1,105.7,1.22,7.1,9.8
Avonte Maddox,50543,CB,8,PHI,78,11,8,95,38,0,0,98.7,1.22,7.1,9.8
Anthony Barr,8644,LB,11,MIN,39,6,4,50,22,1,0,131.9,1.28,6.5,9.8
Josh Harvey-Clemons,11985,LB,10,WAS,39,8,4,21,3,0,0,56.3,0.54,4.9,9.8
Bradley McDougald,8220,S,16,SEA,88,13,9,40,14,0,1,40.5,0.45,6.8,9.8
T.J. Carrie,8853,CB,16,CLV,205,34,21,236,100,0,0,82.5,1.15,6.0,9.8
Coty Sensabaugh,7115,CB,10,PIT,29,4,3,26,8,1,0,131.3,0.9,7.3,9.7
Xavier Woods,11946,S,12,DAL,29,5,3,47,15,1,0,130.8,1.62,5.8,9.7
Rafael Bush,5779,CB,14,BUF,173,22,18,184,118,2,0,131.8,1.06,7.9,9.6
Anthony Brown,10823,CB,15,DAL,318,44,33,370,182,3,1,112.9,1.16,7.2,9.6
Bud Dupree,9455,ED,10,PIT,19,3,2,18,5,0,0,82.6,0.95,6.3,9.5
Andrew Sendejo,6118,S,5,MIN,19,3,2,35,12,0,0,106.3,1.84,6.3,9.5
Nevin Lawson,8768,CB,15,DET,236,38,25,279,122,3,0,113.8,1.18,6.2,9.4
Darian Stewart,5820,S,12,DEN,37,4,4,59,51,1,0,158.3,1.59,9.3,9.3
Alex Anzalone,11831,LB,11,NO,28,3,3,15,4,0,0,87.5,0.54,9.3,9.3
Jordan Lucas,10838,S,7,KC,28,6,3,34,6,1,0,106.9,1.21,4.7,9.3
Marcus Gilchrist,6202,S,16,OAK,149,30,16,135,56,2,2,59.7,0.91,5.0,9.3
Jamal Agnew,11920,CB,5,DET,55,8,6,84,15,0,0,108.3,1.53,6.9,9.2
Cre'Von LeBlanc,11218,CB,8,PHI,230,37,25,282,164,1,0,99.2,1.23,6.2,9.2
Sidney Jones,11798,CB,7,PHI,147,26,16,126,76,1,0,86.4,0.86,5.7,9.2
Leon Hall,3634,CB,9,OAK,179,23,20,310,195,0,0,118.8,1.73,7.8,9.0
Tedric Thompson,11866,S,5,SEA,9,2,1,5,10,0,0,56.3,0.56,4.5,9.0
Luke Kuechly,7015,LB,10,CAR,27,3,3,53,35,0,0,118.8,1.96,9.0,9.0
Jayron Kearse,10878,CB,12,MIN,90,12,10,72,39,0,0,91.7,0.8,7.5,9.0
J.J. Wilcox,7861,S,3,IND,9,1,1,5,0,0,0,87.5,0.56,9.0,9.0
Denzel Perryman,9481,LB,7,LAC,27,3,3,22,4,1,0,136.8,0.81,9.0,9.0
Tramaine Brock Sr.,5903,CB,7,DEN,18,5,2,49,38,0,0,76.3,2.72,3.6,9.0
Janoris Jenkins,7043,CB,15,NYG,36,7,4,52,21,0,0,80.7,1.44,5.1,9.0
Casey Hayward Jr.,7064,CB,9,LAC,18,6,2,20,3,0,0,43.8,1.11,3.0,9.0
David Amerson,7832,CB,4,ARZ,9,3,1,2,0,0,0,42.4,0.22,3.0,9.0
Michael Davis,12040,CB,6,LAC,9,2,1,11,7,0,0,66.7,1.22,4.5,9.0
De'Vante Harris,11227,CB,3,TB,9,2,1,11,3,0,0,66.7,1.22,4.5,9.0
Shawn Williams,7865,S,16,CIN,71,10,8,104,35,1,0,143.3,1.46,7.1,8.9
Bobby McCain,9578,CB,13,MIA,177,27,20,253,148,1,1,99.8,1.43,6.6,8.9
Sharrod Neasman,11050,S,11,ATL,62,11,7,95,8,4,0,130.7,1.53,5.6,8.9
Tyler Patmon,9135,CB,6,JAX,98,14,11,114,57,0,0,100.6,1.16,7.0,8.9
P.J. Williams,9511,CB,15,NO,390,59,44,498,266,3,1,109.3,1.28,6.6,8.9
Brian Poole,11052,CB,16,ATL,431,66,49,552,258,4,2,106.4,1.28,6.5,8.8
Desmond Trufant,7803,CB,14,ATL,70,13,8,93,44,1,0,108.8,1.33,5.4,8.8
Marshon Lattimore,11766,CB,10,NO,35,4,4,77,16,0,0,118.8,2.2,8.8,8.8
Kendall Fuller,10718,CB,15,KC,493,73,56,619,298,2,0,110.5,1.26,6.8,8.8
Eric Kendricks,9478,LB,10,MIN,26,5,3,21,21,0,0,69.6,0.81,5.2,8.7
Donte Jackson,49377,CB,12,CAR,26,3,3,15,9,0,0,87.5,0.58,8.7,8.7
Darqueze Dennard,8659,CB,13,CIN,330,51,38,378,162,0,0,95.1,1.15,6.5,8.7
Kareem Jackson,5545,CB,13,HST,224,40,26,256,111,0,1,72.5,1.14,5.6,8.6
Morris Claiborne,7012,CB,13,NYJ,43,6,5,54,18,0,0,104.2,1.26,7.2,8.6
Taron Johnson,49511,CB,11,BUF,231,41,27,180,119,2,1,81.4,0.78,5.6,8.6
Mackensie Alexander,10688,CB,15,MIN,297,54,35,337,234,0,0,82.1,1.13,5.5,8.5
Kwon Alexander,9557,LB,5,TB,17,2,2,15,8,0,0,97.9,0.88,8.5,8.5
Antoine Bethea,3152,S,16,ARZ,110,14,13,70,17,2,0,127.1,0.64,7.9,8.5
Jordan Evans,11947,LB,10,CIN,51,8,6,59,15,2,0,134.9,1.16,6.4,8.5
Kevin King,11788,CB,5,GB,17,4,2,24,10,1,1,68.8,1.41,4.3,8.5
Jeff Heath,8396,S,16,DAL,93,14,11,119,74,0,0,102.1,1.28,6.6,8.5
Ron Parker,6625,S,15,KC,59,10,7,74,17,1,0,124.6,1.25,5.9,8.4
Jason McCourty,5127,CB,14,NE,194,37,23,217,105,3,1,94.1,1.12,5.2,8.4
Stephon Gilmore,7016,CB,16,NE,109,22,13,104,28,1,0,86.2,0.95,5.0,8.4
Jaquiski Tartt,9479,S,8,SF,59,10,7,72,17,2,0,130.0,1.22,5.9,8.4
Desmond King II,11906,CB,16,LAC,427,65,51,425,357,1,3,79.8,1.0,6.6,8.4
Adarius Taylor,9074,LB,10,TB,33,5,4,35,13,2,0,135.4,1.06,6.6,8.3
Damontae Kazee,11904,S,11,ATL,33,8,4,32,13,1,1,60.4,0.97,4.1,8.3
Troy Hill,9881,CB,10,LA,66,13,8,93,44,2,0,122.8,1.41,5.1,8.3
Josh Jackson,50417,CB,13,GB,148,25,18,218,133,1,0,111.8,1.47,5.9,8.2
D.J. Reed Jr.,26940,S,10,SF,90,12,11,95,39,1,0,127.4,1.06,7.5,8.2
Lenzy Pipkins,12117,CB,1,DET,41,5,5,41,34,0,0,100.8,1.0,8.2,8.2
Malcolm Jenkins,4937,S,16,PHI,230,34,28,268,142,1,0,109.3,1.17,6.8,8.2
J.C. Jackson,42781,CB,10,NE,57,10,7,65,23,0,0,87.5,1.14,5.7,8.1
Ronnie Harrison,49206,S,9,JAX,57,7,7,43,17,0,0,92.3,0.75,8.1,8.1
Captain Munnerlyn,5140,CB,16,CAR,349,66,43,432,223,1,1,82.4,1.24,5.3,8.1
Brent Grimes,3589,CB,9,TB,24,3,3,51,9,0,0,118.8,2.13,8.0,8.0
Tre'Davious White,11782,CB,11,BUF,16,2,2,22,1,1,0,152.1,1.38,8.0,8.0
Vernon Hargreaves III,10645,CB,1,TB,24,4,3,39,14,0,0,105.2,1.63,6.0,8.0
Keanu Neal,10651,S,1,ATL,8,1,1,7,3,0,0,95.8,0.88,8.0,8.0
Dre Kirkpatrick,7023,CB,9,CIN,24,7,3,40,7,0,0,61.6,1.67,3.4,8.0
Lorenzo Alexander,2476,LB,4,BUF,8,1,1,4,6,0,0,83.3,0.5,8.0,8.0
Kentrell Brice,11142,S,12,GB,56,10,7,66,39,0,0,87.9,1.18,5.6,8.0
A.J. Bouye,8110,CB,10,JAX,24,4,3,38,17,0,0,104.2,1.58,6.0,8.0
Dorian O'Daniel,51487,LB,8,KC,24,4,3,28,16,0,0,93.8,1.17,6.0,8.0
Mychal Kendricks,7049,LB,4,SEA,8,2,1,4,2,0,0,56.3,0.5,4.0,8.0
Anthony Averett,50365,CB,2,BLT,8,2,1,18,5,0,0,81.3,2.25,4.0,8.0
Daryl Worley,10711,CB,7,OAK,8,2,1,24,8,1,0,133.3,3.0,4.0,8.0
Isaiah Oliver,50393,CB,10,ATL,24,5,3,52,0,1,0,135.0,2.17,4.8,8.0
Reshad Jones,5686,S,12,MIA,47,9,6,48,20,0,1,40.3,1.02,5.2,7.8
Briean Boddy-Calhoun,10903,CB,12,CLV,289,47,37,407,252,0,0,102.7,1.41,6.1,7.8
Mike Hilton,10898,CB,15,PIT,326,61,42,449,168,1,1,88.8,1.38,5.3,7.8
Montae Nicholson,11878,S,7,WAS,39,5,5,75,50,1,0,158.3,1.92,7.8,7.8
Malcolm Butler,9040,CB,11,TEN,31,6,4,18,8,0,0,70.1,0.58,5.2,7.8
Javien Elliott,11418,CB,11,TB,188,29,24,228,148,0,1,85.1,1.21,6.5,7.8
Avery Williamson,8786,LB,14,NYJ,46,7,6,51,14,1,0,136.6,1.11,6.6,7.7
Teez Tabor,11808,CB,7,DET,69,11,9,201,51,1,0,149.1,2.91,6.3,7.7
Darryl Roberts,9680,S,10,NYJ,23,7,3,23,9,0,1,11.9,1.0,3.3,7.7
Terrance Smith,11181,LB,5,KC,23,5,3,29,26,0,0,76.3,1.26,4.6,7.7
Greg Stroman,49354,CB,8,WAS,108,15,14,152,108,1,0,131.1,1.41,7.2,7.7
Marcus Peters,9451,CB,14,LA,61,13,8,149,87,1,0,126.8,2.44,4.7,7.6
Nick Nelson,28495,CB,9,OAK,130,25,17,289,155,3,0,146.5,2.22,5.2,7.6
Eric Murray,10740,S,13,KC,53,7,7,95,61,0,0,118.8,1.79,7.6,7.6
Demario Davis,7079,LB,15,NO,53,9,7,128,58,1,0,155.8,2.42,5.9,7.6
Vince Williams,7988,LB,11,PIT,53,11,7,43,43,0,0,71.4,0.81,4.8,7.6
Jermaine Whitehead,9698,S,7,CLV,30,4,4,41,15,1,0,149.0,1.37,7.5,7.5
Jourdan Lewis,11846,CB,10,DAL,113,19,15,182,96,1,0,124.1,1.61,5.9,7.5
Marqui Christian,10801,S,15,LA,105,19,14,195,65,0,0,106.3,1.86,5.5,7.5
Buster Skrine,6289,CB,14,NYJ,354,62,47,537,286,5,0,128.2,1.52,5.7,7.5
Nick Kwiatkoski,10747,LB,4,CHI,15,3,2,23,3,0,0,89.6,1.53,5.0,7.5
D.J. Hayden,7793,CB,10,JAX,242,44,33,252,196,1,1,86.6,1.04,5.5,7.3
De'Vondre Campbell,10749,LB,16,ATL,73,12,10,91,20,1,0,126.0,1.25,6.1,7.3
A.J. Klein,7930,LB,12,NO,22,4,3,47,33,0,1,74.0,2.14,5.5,7.3
Kenny Moore II,51596,CB,15,IND,337,58,46,355,243,1,3,76.4,1.05,5.8,7.3
Nick Vigil,10721,LB,11,CIN,65,11,9,66,39,0,0,91.7,1.02,5.9,7.2
Aaron Colvin,8749,CB,7,HST,136,23,19,186,101,0,0,100.4,1.37,5.9,7.2
Roquan Smith,50892,LB,16,CHI,93,17,13,138,122,0,0,99.6,1.48,5.5,7.2
Kamu Grugier-Hill,10842,LB,7,PHI,14,2,2,4,7,0,0,79.2,0.29,7.0,7.0
Oren Burks,50203,LB,4,GB,7,2,1,5,0,0,0,56.3,0.71,3.5,7.0
Tony Brown,49255,CB,3,GB,7,4,1,10,0,0,0,39.6,1.43,1.8,7.0
Bruce Carter,6192,LB,5,ATL,7,2,1,11,6,0,0,66.7,1.57,3.5,7.0
Clayton Fejedelem,10879,S,6,CIN,21,5,3,28,0,1,0,115.0,1.33,4.2,7.0
Preston Smith,9471,ED,6,WAS,7,1,1,0,5,0,0,79.2,0.0,7.0,7.0
Andrew Adams,11240,S,9,TB,21,8,3,12,8,0,0,45.8,0.57,2.6,7.0
Elijah Lee,11987,LB,8,SF,21,4,3,32,16,0,0,97.9,1.52,5.3,7.0
Shaquem Griffin,50657,LB,1,SEA,7,2,1,23,25,0,0,91.7,3.29,3.5,7.0
Jamie Collins Sr.,7833,LB,15,CLV,70,11,10,114,44,0,0,109.8,1.63,6.4,7.0
Tanner Vallejo,11950,LB,3,CLV,7,1,1,3,0,0,0,79.2,0.43,7.0,7.0
E.J. Gaines,8823,CB,4,CLV,7,1,1,19,3,0,0,118.8,2.71,7.0,7.0
Quincy Wilson,11801,CB,8,IND,28,6,4,31,18,0,0,79.2,1.11,4.7,7.0
