player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Brent Grimes,3589,CB,13,TB,791,1,341,449,61.3,58.1,71.9,60.0,61.0,0,0,0,0,0,41,6,5,5,1,52,36,465,12.9,139,43,3,0,5,116.3,3,1
Leon Hall,3634,CB,10,OAK,366,13,144,209,63.3,83.4,62.8,57.8,57.1,1,0,1,0,1,20,3,3,9,0,25,22,333,15.1,224,59,0,0,2,118.8,0,0
Reggie Nelson,3637,S,11,OAK,370,15,141,214,63.2,60.4,58.4,55.4,63.4,1,0,0,1,0,21,2,6,4,1,12,7,128,18.3,31,49,2,2,0,95.1,0,0
Eric Weddle,3653,S,16,BLT,1015,32,339,644,77.9,79.9,82.6,73.9,74.4,7,1,3,3,1,59,7,5,20,0,31,17,112,6.6,42,22,0,0,3,62.8,1,1
Brandon Mebane,3701,DI,12,LAC,405,202,193,10,62.5,63.9,65.8,58.2,62.6,8,2,2,4,1,21,14,1,13,1,0,0,0,,0,,0,0,0,0.0,2,0
Corey Graham,3784,S,13,PHI,654,15,188,451,65.7,69.3,78.9,56.0,63.6,3,0,0,3,1,42,9,5,9,0,17,12,90,7.5,33,27,1,1,3,78.1,2,0
Chris Long,4316,ED,16,PHI,612,450,156,6,74.4,66.9,49.7,71.7,51.6,53,8,15,30,0,10,6,6,12,2,1,1,2,2.0,2,2,0,0,0,79.2,1,0
Dominique Rodgers-Cromartie,4330,CB,5,OAK,147,0,75,72,67.0,39.2,33.5,,75.1,0,0,0,0,0,7,1,5,3,0,10,6,42,7.0,25,15,0,0,2,69.6,1,0
Aqib Talib,4334,CB,8,LA,388,0,156,232,76.6,66.5,86.8,,76.9,0,0,0,0,0,20,3,0,3,1,31,20,293,14.7,107,50,0,1,3,81.8,1,1
Calais Campbell,4364,ED,16,JAX,816,502,312,2,91.1,93.8,67.8,70.4,74.8,53,11,11,31,2,51,11,5,57,1,1,1,4,4.0,9,4,0,0,0,83.3,5,0
William Hayes,4417,ED,3,MIA,64,47,17,0,79.8,79.1,74.0,67.9,,2,2,0,0,0,2,0,0,4,0,0,0,0,,0,,0,0,0,0.0,0,0
Brandon Carr,4454,CB,16,BLT,876,16,281,579,68.3,65.3,68.8,52.2,69.1,4,0,1,3,0,42,5,5,12,0,78,43,607,14.1,267,51,0,2,9,69.8,5,1
Orlando Scandrick,4457,CB,15,KC,788,0,198,590,69.6,72.2,52.4,,69.8,0,0,0,0,0,43,3,8,15,1,92,48,473,9.9,132,32,5,1,12,80.6,11,3
Wesley Woodyard,4583,LB,14,TEN,714,63,258,393,72.7,70.4,84.5,58.9,71.1,12,4,2,6,1,76,28,6,39,0,43,31,323,10.4,204,44,1,0,1,101.2,0,0
Danny Amendola,4717,WR,1,MIA,1,0,1,0,60.0,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,2,0
Cameron Wake,4907,ED,14,MIA,517,313,198,6,81.6,70.0,70.7,81.3,54.3,54,6,10,38,0,21,6,2,20,1,1,1,26,26.0,22,26,0,0,0,118.8,2,0
Brian Orakpo,4936,ED,13,TEN,572,307,209,56,68.2,58.0,29.0,63.4,77.7,29,2,6,21,3,18,5,8,13,1,10,8,69,8.6,37,20,0,0,0,95.4,0,0
Malcolm Jenkins,4937,S,16,PHI,1038,55,309,674,79.2,68.3,65.3,58.5,83.3,7,1,0,6,2,85,11,13,38,3,63,48,481,10.0,262,75,3,1,5,106.6,1,0
Vontae Davis,4948,CB,1,BUF,29,0,12,17,59.4,51.3,72.8,,62.3,0,0,0,0,0,1,0,0,1,0,1,1,10,10.0,0,10,1,0,0,147.9,0,0
Clay Matthews,4949,ED,16,GB,756,376,301,79,65.3,64.3,36.6,62.7,64.0,30,4,7,19,0,30,4,9,28,2,9,9,107,11.9,91,34,0,0,0,116.2,4,0
Ziggy Hood,4955,DI,12,MIA,217,121,96,0,60.5,58.9,52.6,66.1,60.0,9,0,0,9,1,8,1,1,7,0,0,0,0,,0,,0,0,0,0.0,0,0
Patrick Chung,4957,S,15,NE,888,46,286,556,68.7,58.3,79.8,55.4,73.9,8,1,1,6,0,66,14,4,29,0,68,46,412,9.0,217,29,4,1,2,97.2,3,0
Connor Barwin,4969,ED,15,NYG,289,169,113,7,47.8,35.5,57.7,57.0,74.0,11,1,3,7,4,6,6,1,3,0,1,0,0,,0,,0,0,0,39.6,1,0
Mike Mitchell,4970,S,8,IND,224,4,74,146,79.2,71.5,60.1,55.0,75.9,0,0,0,0,0,27,1,6,11,2,11,10,77,7.7,42,18,0,1,0,58.0,0,0
Michael Johnson,4993,ED,15,CIN,467,232,233,2,57.5,64.8,35.3,47.3,63.6,11,1,2,8,1,24,9,6,14,0,0,0,0,,0,,0,1,0,0.0,1,0
Glover Quin,5035,S,16,DET,829,7,342,480,66.1,70.5,60.8,61.8,63.4,2,1,1,0,0,58,10,9,14,0,30,20,284,14.2,104,42,1,0,2,108.2,2,1
Jason McCourty,5127,CB,16,NE,835,5,264,566,79.1,67.2,81.6,52.2,80.0,0,0,0,0,0,61,5,5,18,1,90,53,734,13.8,267,67,4,1,9,95.3,1,1
Captain Munnerlyn,5140,CB,16,CAR,630,38,178,414,61.6,65.1,76.2,65.1,60.3,6,2,1,3,0,36,7,4,16,0,74,50,499,10.0,255,43,1,1,8,85.4,4,2
Ricky Jean Francois,5168,DI,16,DET,405,212,193,0,67.2,70.7,62.7,55.7,62.7,13,2,0,11,0,22,9,2,18,0,0,0,0,,0,,0,0,0,0.0,1,1
Clinton McDonald,5173,DI,15,OAK,419,215,202,2,65.2,66.4,66.4,53.3,65.8,10,2,0,8,0,18,14,2,17,0,0,0,0,,0,,0,0,0,0.0,0,0
Steve McLendon,5232,DI,16,NYJ,471,234,237,0,76.4,79.9,62.7,62.2,66.8,12,1,1,10,1,25,7,2,17,0,0,0,0,,0,,0,0,0,0.0,3,1
Michael Bennett,5273,ED,16,PHI,716,532,174,10,74.6,64.5,38.5,75.8,61.5,68,11,20,37,0,18,5,9,22,2,1,1,16,16.0,9,16,0,0,0,118.8,6,2
Ramon Humber,5310,LB,7,NE,62,5,23,34,54.5,54.7,33.3,51.8,58.6,0,0,0,0,0,3,1,3,2,0,6,5,45,9.0,45,17,0,0,1,97.9,0,0
Ndamukong Suh,5527,DI,16,LA,887,559,326,2,78.5,82.1,68.2,67.2,71.6,48,5,11,32,4,39,17,3,30,0,0,0,0,,0,,0,0,0,0.0,8,1
Gerald McCoy,5528,DI,14,TB,732,448,283,1,77.2,78.9,49.7,66.6,64.9,38,6,12,20,1,18,1,5,18,0,0,0,0,,0,,0,0,0,0.0,4,1
Eric Berry,5530,S,2,KC,99,3,44,52,66.0,66.3,68.4,70.8,61.5,1,0,0,1,0,7,3,1,3,0,4,3,35,11.7,3,26,1,0,0,140.6,0,0
Joe Haden,5532,CB,15,PIT,937,0,321,616,70.9,63.5,46.3,,70.9,0,0,0,0,0,51,8,13,13,1,94,56,540,9.6,153,38,4,2,9,81.0,5,0
Tyson Alualu,5535,DI,15,PIT,311,173,137,1,64.1,63.7,65.3,55.9,65.3,10,0,0,10,0,16,3,3,15,0,0,0,0,,0,,0,0,0,0.0,0,0
Brandon Graham,5538,ED,16,PHI,755,538,209,8,89.0,80.9,64.3,79.2,74.7,70,5,9,56,1,30,9,4,27,1,0,0,0,,0,,0,0,0,0.0,3,0
Earl Thomas III,5539,S,4,SEA,237,4,93,140,91.3,71.5,90.4,64.0,90.6,1,0,0,1,0,21,2,0,6,0,6,3,43,14.3,7,22,1,3,1,73.6,1,0
Jason Pierre-Paul,5540,ED,16,TB,933,536,381,16,60.1,63.7,39.8,58.3,68.6,46,13,8,25,1,43,8,12,42,1,1,1,4,4.0,2,4,0,0,0,83.3,8,3
Derrick Morgan,5541,ED,13,TEN,532,286,210,36,61.2,58.3,59.0,60.7,62.4,23,1,4,18,3,21,4,3,10,0,5,5,51,10.2,30,22,0,0,0,109.2,1,0
Kareem Jackson,5545,CB,16,HST,985,15,337,633,85.3,90.7,67.8,64.3,80.5,3,1,0,2,1,73,9,12,34,2,82,52,598,11.5,245,30,0,2,10,75.2,4,0
Devin McCourty,5552,S,16,NE,1004,12,329,663,78.4,73.3,80.1,49.0,79.9,3,0,0,3,0,55,9,5,11,1,48,34,341,10.0,117,27,5,1,1,116.8,0,0
Jerry Hughes,5556,ED,16,BUF,668,397,243,28,87.8,72.2,47.1,90.4,58.2,74,8,12,54,1,23,8,9,26,3,5,3,32,10.7,6,17,0,0,0,78.8,5,1
Patrick Robinson,5557,CB,3,NO,110,1,35,74,66.9,67.2,56.0,59.1,66.1,0,0,0,0,0,5,1,1,2,0,7,6,54,9.0,24,23,0,0,0,98.8,2,1
Rob Gronkowski,5567,TE,2,NE,2,0,0,2,44.0,,,,45.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,5,0
Linval Joseph,5571,DI,15,MIN,671,363,308,0,73.7,75.6,66.9,64.2,71.0,18,1,2,15,0,37,14,3,28,1,0,0,0,,0,,0,0,0,0.0,4,0
Carlos Dunlap,5579,ED,16,CIN,839,536,291,12,78.2,86.5,67.4,67.4,63.6,48,8,14,26,8,34,5,3,29,2,0,0,0,,0,,0,0,0,0.0,6,2
Sean Lee,5580,LB,7,DAL,222,17,88,117,59.8,66.6,50.6,59.0,54.0,3,1,1,1,0,18,11,5,16,0,12,9,137,15.2,69,36,0,0,1,112.2,0,0
Golden Tate,5585,WR,1,PHI,1,0,1,0,60.0,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,2,0
Morgan Burnett,5596,S,11,PIT,390,16,109,265,66.7,69.8,83.2,67.2,62.8,4,0,2,2,0,21,8,1,10,0,27,16,239,14.9,61,39,3,0,4,125.4,3,1
Earl Mitchell,5605,DI,13,SF,363,167,192,4,62.8,63.5,67.0,56.1,56.1,8,0,3,5,0,19,7,1,12,0,0,0,0,,0,,0,0,0,0.0,0,0
Corey Peters,5607,DI,15,ARZ,735,398,333,4,67.0,70.1,57.5,51.4,70.7,16,3,1,12,1,37,8,5,28,0,0,0,0,,0,,0,0,0,0.0,0,0
Andre Roberts,5612,WR,1,NYJ,1,0,0,1,70.2,,,,60.7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Everson Griffen,5624,ED,11,MIN,585,332,244,9,68.0,76.1,61.3,61.4,59.9,28,7,6,15,1,23,6,4,23,0,1,0,0,,0,,0,0,0,39.6,5,1
Geno Atkins,5643,DI,16,CIN,795,493,299,3,81.8,70.0,37.9,85.1,52.9,64,9,9,46,0,24,14,8,28,0,1,1,14,14.0,2,14,0,0,0,118.8,3,1
Al Woods,5646,DI,14,IND,375,174,187,14,61.2,69.7,27.2,62.4,51.1,10,0,2,8,1,12,7,5,7,0,1,1,13,13.0,1,13,0,0,0,118.8,2,1
Kendrick Lewis,5659,S,9,TEN,276,0,111,165,53.1,66.5,68.4,,49.1,0,0,0,0,0,20,6,3,4,0,16,13,166,12.8,71,55,1,0,1,130.7,0,0
Sherrick McManis,5667,CB,15,CHI,237,21,37,179,86.2,72.8,73.5,67.6,85.8,8,1,2,5,0,20,3,2,10,0,26,16,100,6.3,59,11,0,1,3,53.4,0,0
Reshad Jones,5686,S,14,MIA,825,14,363,448,72.1,68.6,67.8,70.2,71.7,3,0,1,2,0,61,5,9,20,0,27,18,271,15.1,97,73,1,3,5,72.2,1,1
Joe Webb III,5722,WR,1,HST,1,1,0,0,60.0,,28.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Dekoda Watson,5740,ED,4,SF,61,52,8,1,69.4,62.3,74.0,66.3,60.0,7,3,0,4,0,2,0,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Kurt Coleman,5767,S,16,NO,359,17,149,193,56.8,65.3,39.3,48.0,53.7,1,0,0,1,0,23,4,8,9,1,14,13,128,9.8,78,20,2,0,0,144.3,0,0
Rafael Bush,5779,CB,15,BUF,452,20,190,242,60.8,64.0,59.5,66.5,59.2,5,2,1,2,0,29,13,7,11,0,34,28,269,9.6,173,32,3,0,0,129.0,1,0
Kyle Love,5806,DI,16,CAR,467,289,176,2,76.5,79.3,46.9,64.1,61.0,15,2,2,11,1,12,5,2,12,3,0,0,0,,0,,0,0,0,0.0,1,0
Vincent Rey,5811,LB,10,CIN,178,16,101,61,47.7,48.4,64.1,57.3,51.2,1,0,0,1,0,8,5,1,3,0,5,4,46,11.5,28,24,0,0,0,105.0,1,0
Darian Stewart,5820,S,14,DEN,874,19,353,502,59.6,59.9,38.6,49.1,60.8,3,2,0,1,0,51,6,12,10,0,25,18,309,17.2,240,85,3,2,1,119.8,3,1
Ben Garland,5839,G,1,ATL,2,1,1,0,70.7,60.0,,60.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,2,0
Tramaine Brock Sr.,5903,CB,12,DEN,436,0,155,281,59.5,49.6,58.2,,60.5,0,0,0,0,0,23,4,3,4,0,41,22,319,14.5,94,31,1,0,5,87.3,2,1
Barry Church,5924,S,11,JAX,670,7,265,398,50.4,77.4,66.6,64.9,40.1,3,1,1,1,0,36,7,4,17,0,25,13,203,15.6,101,75,4,1,1,102.2,4,1
Sam Shields,5943,CB,12,LA,340,0,74,266,60.6,80.1,48.8,,57.1,0,0,0,0,0,19,0,5,4,0,34,25,471,18.8,174,73,6,1,3,142.8,2,1
Frank Zombo,5945,ED,4,KC,30,13,16,1,55.9,54.3,43.7,58.2,60.0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Anthony Levine,6013,S,16,BLT,280,59,38,183,61.4,28.3,54.9,55.4,73.8,4,1,2,1,1,19,3,4,9,0,24,17,123,7.2,72,17,1,1,6,79.0,1,0
Marcus Sherels,6017,CB,3,MIN,30,0,14,16,60.4,63.2,23.2,,58.6,0,0,0,0,0,0,0,1,0,0,1,1,24,24.0,18,24,0,0,0,118.8,0,0
Albert McClellan,6022,LB,6,NE,33,7,14,12,51.7,53.1,75.2,50.9,59.5,0,0,0,0,0,2,1,1,2,0,1,1,9,9.0,1,9,0,0,0,104.2,0,0
Andrew Sendejo,6118,S,5,MIN,326,3,116,207,69.7,65.7,61.3,56.2,70.0,0,0,0,0,0,23,4,4,4,0,7,4,57,14.3,25,23,0,0,2,83.6,2,0
Von Miller,6154,ED,16,DEN,844,506,312,26,90.3,80.2,64.4,90.0,84.4,64,16,10,38,2,19,11,5,29,4,4,4,54,13.5,23,24,1,1,0,118.8,7,0
Marcell Dareus,6155,DI,15,JAX,563,295,266,2,79.7,82.4,48.3,59.5,62.9,14,1,1,12,1,29,4,4,21,1,0,0,0,,0,,0,0,0,0.0,0,0
Patrick Peterson,6157,CB,16,ARZ,1107,3,496,608,82.5,71.9,65.8,72.1,83.7,2,1,0,1,0,47,3,6,16,0,52,30,364,12.1,126,55,3,2,4,82.5,3,1
Julio Jones,6158,WR,5,ATL,5,0,2,3,61.2,60.0,,,60.8,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,0,39.6,1,0
J.J. Watt,6163,ED,16,HST,963,640,321,2,90.6,87.1,49.9,89.8,69.6,74,17,12,45,3,36,7,9,49,7,0,0,0,,0,,0,0,0,0.0,8,0
Robert Quinn,6166,ED,16,MIA,635,367,259,9,69.4,56.0,29.1,73.2,75.3,39,7,9,23,0,23,6,8,23,1,0,0,0,,0,,0,0,0,0.0,4,1
Ryan Kerrigan,6168,ED,16,WAS,820,470,309,41,75.9,71.7,85.0,70.2,63.5,62,14,7,41,0,19,10,1,28,3,7,4,27,6.8,26,24,0,0,0,65.8,1,0
Corey Liuget,6170,DI,6,LAC,206,140,63,3,69.9,79.7,74.1,61.9,59.5,10,2,2,6,0,10,0,0,9,0,0,0,0,,0,,0,0,0,0.0,2,0
Prince Amukamara,6171,CB,15,CHI,911,0,274,637,80.2,90.5,78.4,,76.2,0,0,0,0,0,62,7,3,13,2,83,53,609,11.5,196,55,3,3,6,82.9,8,2
Adrian Clayborn,6172,ED,14,NE,318,275,42,1,71.5,70.1,29.8,66.1,66.7,39,3,8,28,0,7,0,3,7,1,0,0,0,,0,,0,0,0,0.0,1,0
Cameron Jordan,6176,ED,16,NO,884,580,272,32,89.7,87.9,73.7,80.3,64.2,66,12,9,45,3,35,7,3,38,1,2,1,15,15.0,6,15,0,0,0,75.0,2,1
Jimmy Smith,6179,CB,12,BLT,610,2,211,397,65.3,66.9,69.3,40.6,66.7,1,0,0,1,0,40,4,6,10,0,54,37,462,12.5,158,64,2,2,4,91.7,5,1
Muhammad Wilkerson,6182,DI,3,GB,115,74,41,0,76.5,76.4,71.4,66.2,61.6,4,0,0,4,1,3,1,0,2,0,0,0,0,,0,,0,0,0,0.0,1,0
Cameron Heyward,6183,DI,16,PIT,842,549,293,0,84.9,78.3,70.0,76.6,67.5,59,11,9,39,3,31,10,2,29,1,0,0,0,,0,,0,0,0,0.0,2,1
Jabaal Sheard,6189,ED,16,IND,814,506,286,22,74.0,79.6,58.8,65.7,60.2,56,6,7,43,3,33,6,6,29,0,4,4,30,7.5,32,13,0,0,0,97.9,5,1
Bruce Carter,6192,LB,7,ATL,78,3,32,43,55.5,51.6,77.1,53.6,61.2,0,0,0,0,0,12,3,2,5,0,6,5,67,13.4,11,33,0,0,0,113.2,0,0
Jarvis Jenkins,6193,DI,12,KC,206,132,73,1,53.0,60.5,26.9,48.2,59.5,4,0,1,3,0,6,0,3,4,0,0,0,0,,0,,0,0,0,0.0,0,0
Brooks Reed,6194,ED,16,ATL,458,255,190,13,65.8,71.0,29.5,61.2,41.7,17,1,3,13,0,18,6,5,12,1,4,4,58,14.5,41,28,1,0,0,158.3,1,0
Marcus Gilchrist,6202,S,16,OAK,872,8,381,483,54.4,56.3,70.5,49.8,53.6,0,0,0,0,0,41,9,7,7,0,50,29,280,9.7,85,34,6,3,2,88.3,0,0
Randall Cobb,6216,WR,1,GB,1,0,1,0,60.0,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,1
Terrell McClain,6217,DI,13,ATL,374,207,161,6,53.6,58.1,53.4,51.3,52.6,6,1,0,5,0,13,6,2,12,0,0,0,0,,0,,0,0,0,0.0,0,0
Kelvin Sheppard,6220,LB,1,DET,11,0,8,3,55.8,54.7,81.5,,61.9,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Justin Houston,6222,ED,12,KC,719,374,255,90,87.4,64.7,57.1,89.7,70.0,48,10,6,32,1,24,5,7,26,5,8,7,68,9.7,49,20,1,1,0,102.1,0,0
Jurrell Casey,6229,DI,15,TEN,745,462,278,5,85.9,90.7,48.3,67.0,71.5,44,8,6,30,0,38,15,7,35,2,0,0,0,,0,,0,0,0,0.0,5,1
Mason Foster,6236,LB,16,WAS,1014,88,388,538,58.4,60.7,81.2,55.0,56.8,8,1,0,7,1,92,35,9,45,0,77,65,549,8.4,426,28,3,2,1,98.5,0,0
Allen Bailey,6238,DI,16,KC,848,580,267,1,65.0,62.8,35.8,60.1,62.9,34,6,4,24,0,25,13,9,26,3,0,0,0,,0,,0,0,0,0.0,0,0
Shareece Wright,6241,CB,12,HST,506,2,125,379,60.8,71.3,54.2,60.0,58.5,0,0,0,0,0,29,3,5,10,0,50,31,391,12.6,149,34,4,0,5,113.0,0,0
Chris Conte,6245,S,3,TB,118,1,32,85,58.0,62.8,35.6,60.0,57.0,0,0,0,0,0,11,1,4,5,0,6,6,130,21.7,81,75,1,0,0,158.3,1,0
K.J. Wright,6251,LB,5,SEA,223,4,83,136,70.2,64.8,67.9,64.3,69.9,1,0,0,1,0,16,5,2,5,0,15,10,80,8.0,59,25,1,0,1,102.1,0,0
Da'Norris Searcy,6252,S,2,CAR,70,0,27,43,66.5,75.0,82.9,,60.0,0,0,0,0,0,3,1,0,0,0,3,2,24,12.0,14,16,0,0,0,91.0,0,0
Sam Acho,6255,ED,3,CHI,27,14,11,2,62.8,64.8,76.1,56.1,61.8,2,0,0,2,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Davon House,6283,CB,2,GB,29,0,8,21,28.8,51.1,26.3,,28.9,0,0,0,0,0,0,0,1,0,0,4,3,88,29.3,20,75,1,0,0,156.3,1,0
Buster Skrine,6289,CB,14,NYJ,693,25,253,415,57.3,80.7,62.4,78.8,50.8,8,1,2,5,0,54,1,8,20,1,72,54,630,11.7,314,34,5,0,4,124.2,6,0
Richard Sherman,6306,CB,14,SF,836,2,302,532,68.9,68.9,64.9,69.9,68.1,1,1,0,0,0,32,2,4,10,0,40,25,365,14.6,117,42,1,0,3,100.5,5,2
Pernell McPhee,6317,ED,13,WAS,203,117,73,13,68.4,61.2,53.5,73.5,61.9,15,0,8,7,1,8,2,3,6,0,2,2,36,18.0,28,32,0,0,0,118.8,2,0
Aldrick Robinson,6330,WR,1,MIN,1,0,1,0,60.5,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0
Colin Jones,6342,S,7,CAR,99,1,35,63,58.8,64.8,51.0,59.2,56.8,0,0,0,0,0,11,3,2,1,0,5,5,68,13.6,8,27,2,1,0,118.8,0,0
Lawrence Guy,6385,DI,16,NE,519,267,251,1,89.8,90.9,71.7,64.6,59.8,22,1,10,11,0,41,13,1,30,1,0,0,0,,0,,0,0,0,0.0,0,0
Malcolm Smith,6394,LB,12,SF,336,34,146,156,63.4,74.0,66.7,66.1,52.5,6,0,3,3,0,26,10,4,16,0,18,14,161,11.5,83,52,1,0,1,122.5,2,0
Chris Harris Jr.,6457,CB,12,DEN,747,10,278,459,85.5,78.7,82.1,66.4,84.4,1,1,0,0,0,43,7,4,16,0,63,40,365,9.1,136,27,1,3,6,64.6,3,1
Josh Bynes,6503,LB,11,ARZ,726,47,329,350,75.3,80.2,78.0,66.9,63.9,6,2,1,3,2,60,21,5,34,0,40,33,300,9.1,188,25,4,0,3,131.3,0,0
Nick Bellore,6515,FB,1,DET,1,0,1,0,60.0,60.0,67.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Mario Addison,6558,ED,16,CAR,666,408,234,24,69.9,61.5,53.5,69.0,64.2,45,10,1,34,0,18,11,3,24,3,2,2,3,1.5,3,7,0,0,0,79.2,2,0
Ron Parker,6625,S,15,KC,1027,6,347,674,60.2,52.0,68.2,78.6,62.4,3,1,0,2,1,73,4,11,11,0,39,27,370,13.7,108,49,3,2,1,103.6,3,1
Ben Jacobs,6817,LB,2,CAR,8,1,5,2,56.3,55.0,72.7,60.0,60.8,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Craig Robertson,7003,LB,8,NO,90,9,36,45,73.5,72.6,90.2,59.5,68.2,1,1,0,0,0,7,2,0,7,0,6,4,22,5.5,15,11,1,0,0,112.5,0,0
Morris Claiborne,7012,CB,15,NYJ,1002,0,372,630,62.7,71.5,53.1,,60.3,0,0,0,0,0,51,4,10,14,0,80,45,662,14.7,212,44,4,2,11,89.7,9,3
Mark Barron,7013,LB,12,LA,569,7,271,291,45.2,39.2,62.1,69.4,54.5,2,1,0,1,0,47,11,7,25,1,37,25,239,9.6,170,23,1,0,1,94.3,2,0
Luke Kuechly,7015,LB,16,CAR,927,74,337,516,90.7,92.2,81.3,56.5,84.1,13,2,3,8,1,114,17,9,61,2,53,40,350,8.8,242,44,3,1,4,103.5,2,1
Stephon Gilmore,7016,CB,16,NE,1013,2,337,674,90.7,73.8,80.7,77.6,90.9,1,1,0,0,0,44,2,2,14,2,90,42,466,11.1,83,40,5,2,18,71.8,8,3
Dontari Poe,7017,DI,16,CAR,515,297,216,2,68.2,72.1,59.2,58.3,59.5,13,1,2,10,0,10,3,2,7,0,0,0,0,,0,,0,0,0,0.0,1,0
